structure_id,branch,x_Al_target,x_Al,seed,n_Ni,n_Al,n_atoms,n_sites,energy_eV,volume_A3,V_per_atom_A3,a_eff_A,E_form_eV_atom,converged,sqs_cell
b2_x0.720_vacNi_alrich_sqs_5x5x5_s8,vacancy,0.72,0.718391,8,49,125,174,250,-817.946578685306,2698.6168753588786,15.509292387119991,2.7844776710981574,-0.40821231938750563,True,5x5x5
b2_x0.720_vacNi_alrich_sqs_5x5x5_s9,vacancy,0.72,0.718391,9,49,125,174,250,-817.8921653345307,2714.0935561191645,15.598238828271061,2.7897905594656467,-0.40789959898075073,True,5x5x5
b2_x0.740_vacNi_alrich_sqs_5x5x5_s3,vacancy,0.74,0.739645,3,44,125,169,250,-781.7588342168409,2664.8127094465503,15.768122541103848,2.772802217325127,-0.37574369909253275,True,5x5x5
b2_x0.740_vacNi_alrich_sqs_5x5x5_s4,vacancy,0.74,0.739645,4,44,125,169,250,-781.8196920386848,2644.9599444915325,15.650650559121495,2.765899285585346,-0.37610380454723047,True,5x5x5
b2_x0.740_vacNi_alrich_sqs_5x5x5_s5,vacancy,0.74,0.739645,5,44,125,169,250,-781.6229322107041,2641.9516022356693,15.632849717370824,2.7648502554159085,-0.37493954521006645,True,5x5x5
b2_x0.740_vacNi_alrich_sqs_5x5x5_s6,vacancy,0.74,0.739645,6,44,125,169,250,-781.8920596391731,2651.77314940687,15.69096538110574,2.768272160960816,-0.37653201520100665,True,5x5x5
b2_x0.740_vacNi_alrich_sqs_5x5x5_s7,vacancy,0.74,0.739645,7,44,125,169,250,-781.2625262356511,2652.859576565187,15.697393944172704,2.768650161548238,-0.3728069654760249,True,5x5x5
b2_x0.740_vacNi_alrich_sqs_5x5x5_s8,vacancy,0.74,0.739645,8,44,125,169,250,-781.3984093645905,2650.6411894854728,15.684267393405165,2.7678782083183053,-0.3736110076590985,True,5x5x5
b2_x0.740_vacNi_alrich_sqs_5x5x5_s9,vacancy,0.74,0.739645,9,44,125,169,250,-781.5685465789819,2663.009668240737,15.757453658229213,2.7721767068684957,-0.3746177367383375,True,5x5x5
b2_x0.760_vacNi_alrich_sqs_5x5x5_s3,vacancy,0.76,0.762195,3,39,125,164,250,-745.3640329673804,2575.711547142874,15.70555821428582,2.7415472629767192,-0.3400327435296007,True,5x5x5
b2_x0.760_vacNi_alrich_sqs_5x5x5_s4,vacancy,0.76,0.762195,4,39,125,164,250,-745.5795732333602,2588.2114302550385,15.781777013750235,2.7459750017502027,-0.34134701344411184,True,5x5x5
b2_x0.760_vacNi_alrich_sqs_5x5x5_s5,vacancy,0.76,0.762195,5,39,125,164,250,-745.8925715991985,2559.6187161910275,15.607431196286752,2.735825677492382,-0.3432555400650766,True,5x5x5
b2_x0.760_vacNi_alrich_sqs_5x5x5_s6,vacancy,0.76,0.762195,6,39,125,164,250,-745.2531539894344,2577.4554899214318,15.716192011716048,2.742165865230787,-0.33935665220066197,True,5x5x5
b2_x0.760_vacNi_alrich_sqs_5x5x5_s7,vacancy,0.76,0.762195,7,39,125,164,250,-746.0893881631795,2570.041977058793,15.670987664992639,2.7395342512242338,-0.34445564106496057,True,5x5x5
b2_x0.760_vacNi_alrich_sqs_5x5x5_s8,vacancy,0.76,0.762195,8,39,125,164,250,-745.0688784188001,2594.1362139484713,15.81790374358824,2.74806871393489,-0.33823302067240385,True,5x5x5
b2_x0.760_vacNi_alrich_sqs_5x5x5_s9,vacancy,0.76,0.762195,9,39,125,164,250,-745.2918551653219,2600.1048068866958,15.854297602967657,2.7501746866484176,-0.3395926349804629,True,5x5x5
b2_x0.780_vacNi_alrich_sqs_5x5x5_s3,vacancy,0.78,0.78125,3,35,125,160,250,-716.1835839904077,2541.8074790531296,15.88629674408206,2.7294651070649665,-0.3094531862201464,True,5x5x5
b2_x0.780_vacNi_alrich_sqs_5x5x5_s4,vacancy,0.78,0.78125,4,35,125,160,250,-716.2472783979948,2539.9666682310585,15.874791676444115,2.728806042946664,-0.3098512762675661,True,5x5x5
b2_x0.780_vacNi_alrich_sqs_5x5x5_s5,vacancy,0.78,0.78125,5,35,125,160,250,-716.0509848189575,2530.6078088861555,15.816298805538471,2.7254503633425258,-0.30862444139858314,True,5x5x5
b2_x0.780_vacNi_alrich_sqs_5x5x5_s6,vacancy,0.78,0.78125,6,35,125,160,250,-717.1880555057903,2530.754261165517,15.817214132284482,2.725502938421782,-0.3157311331912879,True,5x5x5
b2_x0.780_vacNi_alrich_sqs_5x5x5_s7,vacancy,0.78,0.78125,7,35,125,160,250,-717.0101490442039,2535.5120110742005,15.846950069213753,2.7272098266273477,-0.3146192178063728,True,5x5x5
b2_x0.780_vacNi_alrich_sqs_5x5x5_s8,vacancy,0.78,0.78125,8,35,125,160,250,-716.4420623968834,2544.005710213015,15.900035688831343,2.7302517213764603,-0.31106867626061996,True,5x5x5
b2_x0.780_vacNi_alrich_sqs_5x5x5_s9,vacancy,0.78,0.78125,9,35,125,160,250,-716.221021821664,2536.0899255559443,15.850562034724652,2.727417013488286,-0.30968717266549817,True,5x5x5
b2_x0.800_vacNi_alrich_sqs_5x5x5_s3,vacancy,0.8,0.801282,3,31,125,156,250,-687.5548926089346,2474.827794322251,15.864280732834942,2.7052764834624763,-0.28084235414802533,True,5x5x5
b2_x0.800_vacNi_alrich_sqs_5x5x5_s4,vacancy,0.8,0.801282,4,31,125,156,250,-687.0592962538647,2484.0687362579847,15.923517540115286,2.708639444953901,-0.27766545443603885,True,5x5x5
b2_x0.800_vacNi_alrich_sqs_5x5x5_s5,vacancy,0.8,0.801282,5,31,125,156,250,-687.6133986909318,2505.632510505033,16.061746862211752,2.7164546190003716,-0.28121739313518734,True,5x5x5
b2_x0.800_vacNi_alrich_sqs_5x5x5_s6,vacancy,0.8,0.801282,6,31,125,156,250,-687.8702221747043,2497.9509146373753,16.0125058630601,2.713675804098864,-0.2828636975183441,True,5x5x5
b2_x0.800_vacNi_alrich_sqs_5x5x5_s7,vacancy,0.8,0.801282,7,31,125,156,250,-687.0180794668976,2510.272572915979,16.091490852025505,2.718130409622729,-0.2774012442631729,True,5x5x5
b2_x0.800_vacNi_alrich_sqs_5x5x5_s8,vacancy,0.8,0.801282,8,31,125,156,250,-687.1230215757262,2496.4878399046092,16.0031271788757,2.713145891643941,-0.2780739500889972,True,5x5x5
b2_x0.800_vacNi_alrich_sqs_5x5x5_s9,vacancy,0.8,0.801282,9,31,125,156,250,-687.5318683147639,2496.9793684357355,16.006278002793177,2.7133239419272988,-0.28069476251872605,True,5x5x5
