path,n_Ni_sublattice,n_defect_sublattice,c_defect,n_1nn_pairs,n_defect_defect_pairs,alpha_1nn_WC,a_eff_A,structure_id,branch,x_Al_target,seed
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.730_antisiteAl_dense_s2.extxyz,20,44,0.6875,144,70,-0.028466483011937438,3.079889224626078,b2_x0.730_antisiteAl_dense_s2.extxyz,antisite,0.73,2
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.730_antisiteAl_dense_s3.extxyz,17,47,0.734375,144,72,0.07288365776369399,3.1060315891402617,b2_x0.730_antisiteAl_dense_s3.extxyz,antisite,0.73,3
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.730_antisiteAl_dense_s4.extxyz,23,41,0.640625,144,56,0.05241589001255864,3.095986556915419,b2_x0.730_antisiteAl_dense_s4.extxyz,antisite,0.73,4
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.730_antisiteAl_dense_s5.extxyz,24,40,0.625,144,52,0.0755555555555556,3.091363411592777,b2_x0.730_antisiteAl_dense_s5.extxyz,antisite,0.73,5
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.730_antisiteAl_dense_s6.extxyz,18,46,0.71875,144,73,0.018693551774837225,3.1054379140338617,b2_x0.730_antisiteAl_dense_s6.extxyz,antisite,0.73,6
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.730_antisiteAl_dense_s7.extxyz,23,41,0.640625,144,51,0.13702161411858016,3.1013582336956187,b2_x0.730_antisiteAl_dense_s7.extxyz,antisite,0.73,7
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.730_antisiteAl_dense_s8.extxyz,23,41,0.640625,144,55,0.06933703483376308,3.0905056532823347,b2_x0.730_antisiteAl_dense_s8.extxyz,antisite,0.73,8
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.730_antisiteAl_dense_s9.extxyz,23,41,0.640625,144,62,-0.049110978914667314,3.094996165920159,b2_x0.730_antisiteAl_dense_s9.extxyz,antisite,0.73,9
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.740_vacNi_alrich_s0.extxyz,11,53,0.828125,196,138,-0.026670832092181795,2.7573371729801193,b2_x0.740_vacNi_alrich_s0.extxyz,vacancy,0.74,0
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.740_vacNi_alrich_s1.extxyz,14,50,0.78125,192,112,0.044266666666666565,2.7654349916591783,b2_x0.740_vacNi_alrich_s1.extxyz,vacancy,0.74,1
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.740_vacNi_alrich_s2.extxyz,14,50,0.78125,192,121,-0.0325333333333333,2.7569925875063377,b2_x0.740_vacNi_alrich_s2.extxyz,vacancy,0.74,2
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.740_vacNi_alrich_s3.extxyz,17,47,0.734375,192,104,-0.00437603742266468,2.7632437493062785,b2_x0.740_vacNi_alrich_s3.extxyz,vacancy,0.74,3
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.740_vacNi_alrich_s4.extxyz,15,49,0.765625,192,111,0.013744273219491898,2.7565759451630156,b2_x0.740_vacNi_alrich_s4.extxyz,vacancy,0.74,4
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.740_vacNi_alrich_s5.extxyz,11,53,0.828125,201,137,0.006122821279859192,2.7530962022214314,b2_x0.740_vacNi_alrich_s5.extxyz,vacancy,0.74,5
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.740_vacNi_alrich_s6.extxyz,15,49,0.765625,196,113,0.016464228340232312,2.756053143416638,b2_x0.740_vacNi_alrich_s6.extxyz,vacancy,0.74,6
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.740_vacNi_alrich_s7.extxyz,17,47,0.734375,192,103,0.005281424475629959,2.7628059601645583,b2_x0.740_vacNi_alrich_s7.extxyz,vacancy,0.74,7
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.740_vacNi_alrich_sqs_5x5x5_s0.extxyz,11,53,0.828125,144,99,-0.0024919900320399258,3.4629414328154176,b2_x0.740_vacNi_alrich_sqs_5x5x5_s0.extxyz,vacancy,0.74,0
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.740_vacNi_alrich_sqs_5x5x5_s1.extxyz,9,55,0.859375,144,108,-0.015537190082644647,3.4578407547248218,b2_x0.740_vacNi_alrich_sqs_5x5x5_s1.extxyz,vacancy,0.74,1
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.740_vacNi_alrich_sqs_5x5x5_s2.extxyz,7,57,0.890625,144,113,0.010704148284942372,3.460688188374892,b2_x0.740_vacNi_alrich_sqs_5x5x5_s2.extxyz,vacancy,0.74,2
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.740_vacNi_alrich_sqs_5x5x5_s3.extxyz,34,91,0.728,375,205,-0.03147767982932814,2.7728649248998845,b2_x0.740_vacNi_alrich_sqs_5x5x5_s3.extxyz,vacancy,0.74,3
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.740_vacNi_alrich_sqs_5x5x5_s4.extxyz,35,90,0.72,375,195,-0.0030864197530864335,2.7661362875510913,b2_x0.740_vacNi_alrich_sqs_5x5x5_s4.extxyz,vacancy,0.74,4
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.740_vacNi_alrich_sqs_5x5x5_s5.extxyz,30,95,0.76,375,222,-0.024930747922437657,2.7648674320693827,b2_x0.740_vacNi_alrich_sqs_5x5x5_s5.extxyz,vacancy,0.74,5
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.740_vacNi_alrich_sqs_5x5x5_s6.extxyz,30,95,0.76,375,217,-0.001846722068328699,2.7686094404299477,b2_x0.740_vacNi_alrich_sqs_5x5x5_s6.extxyz,vacancy,0.74,6
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.740_vacNi_alrich_sqs_5x5x5_s7.extxyz,32,93,0.744,375,213,-0.026130188461093606,2.768714713141104,b2_x0.740_vacNi_alrich_sqs_5x5x5_s7.extxyz,vacancy,0.74,7
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.740_vacNi_alrich_sqs_5x5x5_s8.extxyz,29,96,0.768,380,233,-0.03956077531067259,2.7683907662379017,b2_x0.740_vacNi_alrich_sqs_5x5x5_s8.extxyz,vacancy,0.74,8
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.740_vacNi_alrich_sqs_5x5x5_s9.extxyz,35,90,0.72,375,197,-0.013374485596707952,2.772352233629418,b2_x0.740_vacNi_alrich_sqs_5x5x5_s9.extxyz,vacancy,0.74,9
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.750_antisiteAl_dense_s0.extxyz,19,45,0.703125,144,70,0.016735253772290792,3.114190338356762,b2_x0.750_antisiteAl_dense_s0.extxyz,antisite,0.75,0
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.750_antisiteAl_dense_s1.extxyz,19,45,0.703125,144,67,0.058875171467764,3.1135218263983897,b2_x0.750_antisiteAl_dense_s1.extxyz,antisite,0.75,1
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.750_antisiteAl_dense_s10.extxyz,21,43,0.671875,144,70,-0.07685836187729111,3.108311783052951,b2_x0.750_antisiteAl_dense_s10.extxyz,antisite,0.75,10
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.750_antisiteAl_dense_s11.extxyz,22,42,0.65625,144,65,-0.048122952884857684,3.102503159769468,b2_x0.750_antisiteAl_dense_s11.extxyz,antisite,0.75,11
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.750_antisiteAl_dense_s12.extxyz,22,42,0.65625,144,63,-0.015873015873015817,3.10692004889169,b2_x0.750_antisiteAl_dense_s12.extxyz,antisite,0.75,12
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.750_antisiteAl_dense_s2.extxyz,19,45,0.703125,144,69,0.030781893004115157,3.1163158852218658,b2_x0.750_antisiteAl_dense_s2.extxyz,antisite,0.75,2
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.750_antisiteAl_dense_s3.extxyz,21,43,0.671875,144,61,0.06159485607836068,3.107979457283641,b2_x0.750_antisiteAl_dense_s3.extxyz,antisite,0.75,3
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.750_antisiteAl_dense_s4.extxyz,22,42,0.65625,144,60,0.03250188964474676,3.113022297911052,b2_x0.750_antisiteAl_dense_s4.extxyz,antisite,0.75,4
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.750_antisiteAl_dense_s5.extxyz,24,40,0.625,144,49,0.12888888888888883,3.1156418111879405,b2_x0.750_antisiteAl_dense_s5.extxyz,antisite,0.75,5
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.750_antisiteAl_dense_s6.extxyz,23,41,0.640625,144,57,0.035494745191354427,3.1133382398219376,b2_x0.750_antisiteAl_dense_s6.extxyz,antisite,0.75,6
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.750_antisiteAl_dense_s7.extxyz,19,45,0.703125,144,70,0.016735253772290792,3.1144465176543434,b2_x0.750_antisiteAl_dense_s7.extxyz,antisite,0.75,7
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.750_antisiteAl_dense_s8.extxyz,22,42,0.65625,160,71,-0.03038548752834469,3.1145146363685847,b2_x0.750_antisiteAl_dense_s8.extxyz,antisite,0.75,8
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.750_antisiteAl_dense_s9.extxyz,15,49,0.765625,144,82,0.028552917765745756,3.1157925970158957,b2_x0.750_antisiteAl_dense_s9.extxyz,antisite,0.75,9
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.760_vacNi_alrich_s0.extxyz,2,25,0.9259259259259259,54,47,-0.01519999999999988,3.665682156604987,b2_x0.760_vacNi_alrich_s0.extxyz,vacancy,0.76,0
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.760_vacNi_alrich_s1.extxyz,6,21,0.7777777777777778,54,31,0.05102040816326536,3.6601028919267424,b2_x0.760_vacNi_alrich_s1.extxyz,vacancy,0.76,1
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.760_vacNi_alrich_s2.extxyz,1,26,0.9629629629629629,54,50,0.0014792899408282434,3.6727328966898978,b2_x0.760_vacNi_alrich_s2.extxyz,vacancy,0.76,2
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.760_vacNi_alrich_s3.extxyz,3,24,0.8888888888888888,54,42,0.015624999999999889,3.644650585094008,b2_x0.760_vacNi_alrich_s3.extxyz,vacancy,0.76,3
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.760_vacNi_alrich_s4.extxyz,3,24,0.8888888888888888,54,42,0.015624999999999889,3.6747599297879643,b2_x0.760_vacNi_alrich_s4.extxyz,vacancy,0.76,4
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.760_vacNi_alrich_s5.extxyz,4,23,0.8518518518518519,54,40,-0.020793950850661602,3.65269714861044,b2_x0.760_vacNi_alrich_s5.extxyz,vacancy,0.76,5
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.760_vacNi_alrich_s6.extxyz,3,24,0.8888888888888888,54,42,0.015624999999999889,3.6568698941137465,b2_x0.760_vacNi_alrich_s6.extxyz,vacancy,0.76,6
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.760_vacNi_alrich_s7.extxyz,6,21,0.7777777777777778,54,34,-0.04081632653061229,3.654032832024735,b2_x0.760_vacNi_alrich_s7.extxyz,vacancy,0.76,7
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.760_vacNi_alrich_sqs_5x5x5_s0.extxyz,6,58,0.90625,144,120,-0.014665081252477341,3.434090453383815,b2_x0.760_vacNi_alrich_sqs_5x5x5_s0.extxyz,vacancy,0.76,0
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.760_vacNi_alrich_sqs_5x5x5_s1.extxyz,13,51,0.796875,144,89,0.026699132812166182,3.4301460725448023,b2_x0.760_vacNi_alrich_sqs_5x5x5_s1.extxyz,vacancy,0.76,1
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.760_vacNi_alrich_sqs_5x5x5_s2.extxyz,5,59,0.921875,144,124,-0.013246512815602296,3.4363028488669864,b2_x0.760_vacNi_alrich_sqs_5x5x5_s2.extxyz,vacancy,0.76,2
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.760_vacNi_alrich_sqs_5x5x5_s3.extxyz,26,99,0.792,85,55,-0.031557404106423714,2.742386070533895,b2_x0.760_vacNi_alrich_sqs_5x5x5_s3.extxyz,vacancy,0.76,3
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.760_vacNi_alrich_sqs_5x5x5_s4.extxyz,22,103,0.824,375,257,-0.0093631193640622,2.7460381546527994,b2_x0.760_vacNi_alrich_sqs_5x5x5_s4.extxyz,vacancy,0.76,4
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.760_vacNi_alrich_sqs_5x5x5_s5.extxyz,30,95,0.76,80,50,-0.08206371191135742,2.7379927709467804,b2_x0.760_vacNi_alrich_sqs_5x5x5_s5.extxyz,vacancy,0.76,5
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.760_vacNi_alrich_sqs_5x5x5_s6.extxyz,24,101,0.808,85,73,-0.31547080159384566,2.742526703759566,b2_x0.760_vacNi_alrich_sqs_5x5x5_s6.extxyz,vacancy,0.76,6
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.760_vacNi_alrich_sqs_5x5x5_s7.extxyz,26,99,0.792,85,55,-0.031557404106423714,2.742585927643584,b2_x0.760_vacNi_alrich_sqs_5x5x5_s7.extxyz,vacancy,0.76,7
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.760_vacNi_alrich_sqs_5x5x5_s8.extxyz,25,100,0.8,375,238,0.008333333333333415,2.7481381424192284,b2_x0.760_vacNi_alrich_sqs_5x5x5_s8.extxyz,vacancy,0.76,8
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.760_vacNi_alrich_sqs_5x5x5_s9.extxyz,24,101,0.808,375,246,-0.004803450642093754,2.750219859322459,b2_x0.760_vacNi_alrich_sqs_5x5x5_s9.extxyz,vacancy,0.76,9
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.770_antisiteAl_dense_s0.extxyz,14,50,0.78125,144,82,0.06702222222222232,3.1262140482035825,b2_x0.770_antisiteAl_dense_s0.extxyz,antisite,0.77,0
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.770_antisiteAl_dense_s1.extxyz,17,47,0.734375,144,78,-0.00437603742266468,3.1295185156226513,b2_x0.770_antisiteAl_dense_s1.extxyz,antisite,0.77,1
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.770_antisiteAl_dense_s2.extxyz,18,46,0.71875,144,75,-0.008191556395715338,3.132531176564461,b2_x0.770_antisiteAl_dense_s2.extxyz,antisite,0.77,2
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.780_vacNi_alrich_s0.extxyz,2,25,0.9259259259259259,54,47,-0.01519999999999988,3.6371088838562433,b2_x0.780_vacNi_alrich_s0.extxyz,vacancy,0.78,0
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.780_vacNi_alrich_s1.extxyz,4,23,0.8518518518518519,54,40,-0.020793950850661602,3.6431483881886417,b2_x0.780_vacNi_alrich_s1.extxyz,vacancy,0.78,1
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.780_vacNi_alrich_s2.extxyz,1,26,0.9629629629629629,54,50,0.0014792899408282434,3.639597733124086,b2_x0.780_vacNi_alrich_s2.extxyz,vacancy,0.78,2
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.780_vacNi_alrich_s3.extxyz,2,25,0.9259259259259259,54,47,-0.01519999999999988,3.633156944544495,b2_x0.780_vacNi_alrich_s3.extxyz,vacancy,0.78,3
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.780_vacNi_alrich_s4.extxyz,8,19,0.7037037037037037,54,25,0.0650969529085873,3.6469301047456892,b2_x0.780_vacNi_alrich_s4.extxyz,vacancy,0.78,4
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.780_vacNi_alrich_s5.extxyz,5,22,0.8148148148148148,54,37,-0.032024793388429895,3.6430627039981096,b2_x0.780_vacNi_alrich_s5.extxyz,vacancy,0.78,5
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.780_vacNi_alrich_s6.extxyz,8,19,0.7037037037037037,54,28,-0.047091412742382044,3.642902656210912,b2_x0.780_vacNi_alrich_s6.extxyz,vacancy,0.78,6
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.780_vacNi_alrich_s7.extxyz,4,23,0.8518518518518519,54,42,-0.07183364839319473,3.640191819255272,b2_x0.780_vacNi_alrich_s7.extxyz,vacancy,0.78,7
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.780_vacNi_alrich_sqs_5x5x5_s0.extxyz,11,53,0.828125,144,99,-0.0024919900320399258,3.410024106807276,b2_x0.780_vacNi_alrich_sqs_5x5x5_s0.extxyz,vacancy,0.78,0
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.780_vacNi_alrich_sqs_5x5x5_s1.extxyz,9,55,0.859375,144,109,-0.024940312213039384,3.4142104642442295,b2_x0.780_vacNi_alrich_sqs_5x5x5_s1.extxyz,vacancy,0.78,1
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.780_vacNi_alrich_sqs_5x5x5_s2.extxyz,8,56,0.875,144,108,0.020408163265306145,3.405312540704698,b2_x0.780_vacNi_alrich_sqs_5x5x5_s2.extxyz,vacancy,0.78,2
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.780_vacNi_alrich_sqs_5x5x5_s3.extxyz,21,104,0.832,86,66,-0.10866115659832132,2.73174417139644,b2_x0.780_vacNi_alrich_sqs_5x5x5_s3.extxyz,vacancy,0.78,3
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.780_vacNi_alrich_sqs_5x5x5_s4.extxyz,24,101,0.808,80,59,-0.12963802568375637,2.7292186233052957,b2_x0.780_vacNi_alrich_sqs_5x5x5_s4.extxyz,vacancy,0.78,4
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.780_vacNi_alrich_sqs_5x5x5_s5.extxyz,25,100,0.8,91,67,-0.15041208791208782,2.7270351983463637,b2_x0.780_vacNi_alrich_sqs_5x5x5_s5.extxyz,vacancy,0.78,5
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.780_vacNi_alrich_sqs_5x5x5_s6.extxyz,23,102,0.816,91,68,-0.12224376930259306,2.7280428646463752,b2_x0.780_vacNi_alrich_sqs_5x5x5_s6.extxyz,vacancy,0.78,6
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.780_vacNi_alrich_sqs_5x5x5_s7.extxyz,29,96,0.768,85,59,-0.17682164011437895,2.7288373442270637,b2_x0.780_vacNi_alrich_sqs_5x5x5_s7.extxyz,vacancy,0.78,7
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.780_vacNi_alrich_sqs_5x5x5_s8.extxyz,25,100,0.8,80,58,-0.13281249999999978,2.730475505054742,b2_x0.780_vacNi_alrich_sqs_5x5x5_s8.extxyz,vacancy,0.78,8
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.780_vacNi_alrich_sqs_5x5x5_s9.extxyz,25,100,0.8,80,49,0.04296875000000011,2.728020909657093,b2_x0.780_vacNi_alrich_sqs_5x5x5_s9.extxyz,vacancy,0.78,9
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.790_antisiteAl_dense_s0.extxyz,18,46,0.71875,144,72,0.032136105860113395,3.1401950959329272,b2_x0.790_antisiteAl_dense_s0.extxyz,antisite,0.79,0
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.790_antisiteAl_dense_s1.extxyz,19,45,0.703125,144,65,0.08696844993141284,3.1400194262414494,b2_x0.790_antisiteAl_dense_s1.extxyz,antisite,0.79,1
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.790_antisiteAl_dense_s2.extxyz,16,48,0.75,144,79,0.024691358024691246,3.1342898356490054,b2_x0.790_antisiteAl_dense_s2.extxyz,antisite,0.79,2
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.800_vacNi_alrich_s0.extxyz,3,24,0.8888888888888888,54,43,-0.0078125,3.622953321075512,b2_x0.800_vacNi_alrich_s0.extxyz,vacancy,0.8,0
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.800_vacNi_alrich_s1.extxyz,5,22,0.8148148148148148,54,37,-0.032024793388429895,3.614191555865719,b2_x0.800_vacNi_alrich_s1.extxyz,vacancy,0.8,1
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.800_vacNi_alrich_s2.extxyz,1,26,0.9629629629629629,54,50,0.0014792899408282434,3.616400630470714,b2_x0.800_vacNi_alrich_s2.extxyz,vacancy,0.8,2
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.800_vacNi_alrich_sqs_5x5x5_s0.extxyz,14,50,0.78125,144,85,0.032888888888888856,3.389542688978261,b2_x0.800_vacNi_alrich_sqs_5x5x5_s0.extxyz,vacancy,0.8,0
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.800_vacNi_alrich_sqs_5x5x5_s1.extxyz,7,57,0.890625,144,112,0.019458978831093265,3.3836645411129105,b2_x0.800_vacNi_alrich_sqs_5x5x5_s1.extxyz,vacancy,0.8,1
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.800_vacNi_alrich_sqs_5x5x5_s2.extxyz,12,52,0.8125,144,94,0.011176857330703505,3.3956967828452504,b2_x0.800_vacNi_alrich_sqs_5x5x5_s2.extxyz,vacancy,0.8,2
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.800_vacNi_alrich_sqs_5x5x5_s3.extxyz,23,102,0.816,95,76,-0.20146097654748196,2.705710475398582,b2_x0.800_vacNi_alrich_sqs_5x5x5_s3.extxyz,vacancy,0.8,3
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.800_vacNi_alrich_sqs_5x5x5_s4.extxyz,26,99,0.792,90,69,-0.22223922728973244,2.708713198544202,b2_x0.800_vacNi_alrich_sqs_5x5x5_s4.extxyz,vacancy,0.8,4
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.800_vacNi_alrich_sqs_5x5x5_s5.extxyz,20,105,0.84,85,57,0.04961984793917562,2.7173539933871145,b2_x0.800_vacNi_alrich_sqs_5x5x5_s5.extxyz,vacancy,0.8,5
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.800_vacNi_alrich_sqs_5x5x5_s6.extxyz,27,98,0.784,90,64,-0.15692535517608386,2.7137240397163223,b2_x0.800_vacNi_alrich_sqs_5x5x5_s6.extxyz,vacancy,0.8,6
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.800_vacNi_alrich_sqs_5x5x5_s7.extxyz,21,104,0.832,85,64,-0.08771319178559,2.7186376649975097,b2_x0.800_vacNi_alrich_sqs_5x5x5_s7.extxyz,vacancy,0.8,7
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.800_vacNi_alrich_sqs_5x5x5_s8.extxyz,22,103,0.824,91,66,-0.06818904537822457,2.715168538754001,b2_x0.800_vacNi_alrich_sqs_5x5x5_s8.extxyz,vacancy,0.8,8
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.800_vacNi_alrich_sqs_5x5x5_s9.extxyz,25,100,0.8,90,65,-0.12847222222222188,2.7156477756526964,b2_x0.800_vacNi_alrich_sqs_5x5x5_s9.extxyz,vacancy,0.8,9
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.825_antisiteAl_dense_sqs_5x5x5_s0.extxyz,33,92,0.736,300,158,0.027744959042218076,3.1659795556050283,b2_x0.825_antisiteAl_dense_sqs_5x5x5_s0.extxyz,antisite,0.825,0
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.825_antisiteAl_dense_sqs_5x5x5_s1.extxyz,25,100,0.8,300,197,-0.026041666666666297,3.1557175020861234,b2_x0.825_antisiteAl_dense_sqs_5x5x5_s1.extxyz,antisite,0.825,1
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.825_antisiteAl_dense_sqs_5x5x5_s2.extxyz,31,94,0.752,300,166,0.021521804738192207,3.164448768197451,b2_x0.825_antisiteAl_dense_sqs_5x5x5_s2.extxyz,antisite,0.825,2
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.825_vacNi_alrich_sqs_5x5x5_s0.extxyz,19,106,0.848,95,66,0.03388544340559463,2.7026542208082516,b2_x0.825_vacNi_alrich_sqs_5x5x5_s0.extxyz,vacancy,0.825,0
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.825_vacNi_alrich_sqs_5x5x5_s1.extxyz,21,104,0.832,112,88,-0.1350578508030431,2.6966679244037053,b2_x0.825_vacNi_alrich_sqs_5x5x5_s1.extxyz,vacancy,0.825,1
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.825_vacNi_alrich_sqs_5x5x5_s2.extxyz,19,106,0.848,91,71,-0.08498879191296438,2.691276068260446,b2_x0.825_vacNi_alrich_sqs_5x5x5_s2.extxyz,vacancy,0.825,2
