name,entry_id,spacegroup,prototype,ntypes,band_gap,delta_e,volume_pa,stability
TbAg,10672,Pm-3m,CsCl,2,0.0,0.00103122891666541,,0.07965846633333307
TmAg,10678,Pm-3m,CsCl,2,0.0,-0.35077449375,,0.0016281999999999686
YAg,10681,Pm-3m,CsCl,2,0.0,-0.34309354125,,0.0015580449999999524
YbAg,10683,Pm-3m,CsCl,2,0.0,-0.42926611875,,0.006614506250000041
CdAu,10705,Pm-3m,CsCl,2,0.0,-0.17990844,,0.00543921
CsAu,10711,Pm-3m,CsCl,2,1.04,-0.32039294,,0.007440914999999992
RbAu,10712,Pm-3m,CsCl,2,0.392,-0.27690996,,0.01320482406250012
DyAu,10715,Pm-3m,CsCl,2,0.0,-0.864565018333335,,0.022499612499999988
ErAu,10720,Pm-3m,CsCl,2,0.0,-0.88506276,,0.01344919500000008
GdAu,10729,Pm-3m,CsCl,2,0.0,-0.83999823875,,0.02527999000000003
HoAu,10736,Pm-3m,CsCl,2,0.0,-0.875037941666665,,0.01823717250000001
LuAu,10775,Pm-3m,CsCl,2,0.0,-0.901567857499999,,0.0004420149999999623
MgAu,10777,Pm-3m,CsCl,2,0.0,-0.615378534583335,,0.0012252074999997697
NdAu,10789,Pm-3m,CsCl,2,0.0,-0.7672467325,,0.04563163499999978
PrAu,10793,Pm-3m,CsCl,2,0.0,-0.74871187375,,0.047170337500000326
ScAu,10797,Pm-3m,CsCl,2,0.0,-0.8037018025,,0.0037229399999999524
SmAu,10799,Pm-3m,CsCl,2,0.0,-0.80073676375,,0.038721950000000005
TbAu,10810,Pm-3m,CsCl,2,0.0,-0.524167797333335,,0.02572280250000003
TiAu,10813,Pm-3m,CsCl,2,0.0,-0.334146896893132,,0.11352196749999904
TmAu,10817,Pm-3m,CsCl,2,0.0,-0.893549525,,0.0090111100000001
YAu,10822,Pm-3m,CsCl,2,0.0,-0.8617863925,,0.024117667500000994
YbAu,10823,Pm-3m,CsCl,2,0.0,-0.95823176,,0.011590693749999992
BaCd,10840,Pm-3m,CsCl,2,0.0,-0.327498125,,0.0022185200000000016
BaHg,10846,Pm-3m,CsCl,2,0.0,-0.491164262483134,,0.003990455000000004
BaZn,10867,Pm-3m,CsCl,2,0.0,-0.165115005,,0.019330972499999988
BeCo,10876,Pm-3m,CsCl,2,0.0,-0.308031825,,0.00426963249999901
BeCu,10879,Pm-3m,CsCl,2,0.0,-0.095546165,,0.005333575000000326
BeNi,10894,Pm-3m,CsCl,2,0.0,-0.47001106,,0.0006242399999999981
BePd,10896,Pm-3m,CsCl,2,0.0,-0.586192649999999,,0.0006656600000003454
BeRh,10900,Pm-3m,CsCl,2,0.0,-0.615992299999999,,5.579500000096882e-05
TiBe,10906,Pm-3m,CsCl,2,0.0,-0.163735476893132,,1.8099999999909855e-06
ThBi,10965,Pm-3m,CsCl,2,0.0,-0.550875097500001,,0.02528971000000002
CaCd,10972,Pm-3m,CsCl,2,0.0,-0.37364138,,0.0
CaHg,10986,Pm-3m,CsCl,2,0.0,-0.533782367483134,,0.0
CaIn,10991,Pm-3m,CsCl,2,0.0,-0.48672452,,0.0016267600000002824
CaPd,11000,Pm-3m,CsCl,2,0.0,-0.688369275,,0.0003523999999995864
CaTl,11005,Pm-3m,CsCl,2,0.0,-0.4522648175,,0.0014997037499996368
CeCd,11012,Pm-3m,CsCl,2,0.0,-0.32485156375,,0.0
DyCd,11019,Pm-3m,CsCl,2,0.0,-0.324651363333335,,0.000974805000000023
ErCd,11022,Pm-3m,CsCl,2,0.0,-0.32187689,,0.001125144999999994
EuCd,11024,Pm-3m,CsCl,2,0.0,-0.47124383,,0.0
HoCd,11031,Pm-3m,CsCl,2,0.0,-0.323945451666665,,0.001183370000000017
InNi,11114,Pm-3m,CsCl,2,0.0,-0.114484045,,0.09062725999999999
InPd,11128,Pm-3m,CsCl,2,0.0,-0.50714155,,0.013687436249999907
PrIn,11137,Pm-3m,CsCl,2,0.0,-0.50448219375,,0.0
InRh,11153,Pm-3m,CsCl,2,0.0,-0.431758600000001,,0.004973660000000213
SmIn,11159,Pm-3m,CsCl,2,0.0,-0.50060990375,,0.0
TmIn,11171,Pm-3m,CsCl,2,0.0,-0.427594115,,0.0
YIn,11175,Pm-3m,CsCl,2,0.0,-0.5013761325,,0.0037210875000002197
YbIn,11177,Pm-3m,CsCl,2,0.0,-0.51875509,,0.00033538500000007687
TlSb,11312,Pm-3m,CsCl,2,0.0,0.163747855,,0.18179992479166684
RbBr,11509,Pm-3m,CsCl,2,4.153,-1.87287090370792,,0.05527828499999998
RbI,11510,Pm-3m,CsCl,2,3.455,-1.55081580621416,,0.04972857500000005
KI,11511,Pm-3m,CsCl,2,3.367,-1.51418480871416,,0.06963003999999984
KBr,11512,Pm-3m,CsCl,2,3.948,-1.85554338620792,,0.07251042499999993
CsF,11514,Pm-3m,CsCl,2,6.315,-2.70095646456555,,0.13207015499999963
NpAs,11602,Pm-3m,CsCl,2,0.0,-0.543942146875001,,0.13741595499999903
PbS,14034,Pm-3m,CsCl,2,0.0,-0.429746182006678,,0.25504796000000096
PbSe,14035,Pm-3m,CsCl,2,0.0,-0.330548885,,0.23983249265624995
TePb,14036,Pm-3m,CsCl,2,0.0,-0.180984431666666,,0.22865984999999922
PrTe,14052,Pm-3m,CsCl,2,0.0,-1.34831096041667,,0.09434697499999989
SrCd,17067,Pm-3m,CsCl,2,0.0,-0.335898525,,0.003059450000000019
ErIn,17187,Pm-3m,CsCl,2,0.0,-0.44633174,,0.0
DyTl,17207,Pm-3m,CsCl,2,0.0,-0.338407230833335,,0.0019816950000000055
EuHg,17212,Pm-3m,CsCl,2,0.0,-0.673060737483134,,0.0
GaIr,17248,Pm-3m,CsCl,2,0.0,-0.3878277475,,0.0012283499999999892
GaRu,17297,Pm-3m,CsCl,2,0.0,-0.2982196625,,0.007680352500000209
GdHg,17320,Pm-3m,CsCl,2,0.0,-0.447707746233135,,0.0009818050000000023
UTe,17352,Pm-3m,CsCl,2,0.0,-0.439347684166665,,0.1379879816666661
YbZn,17360,Pm-3m,CsCl,2,0.0,-0.337538885,,0.0006964549999999847
HfOs,17380,Pm-3m,CsCl,2,0.0,-0.7081181225,,0.0006704699999990904
HfPt,17383,Pm-3m,CsCl,2,0.0,-0.982982147500001,,0.16891751250000053
HfRh,17386,Pm-3m,CsCl,2,0.0,-0.862259727500001,,0.05157265499999997
HfRu,17389,Pm-3m,CsCl,2,0.0,-0.8124774125,,0.000525254999999003
HfTc,17392,Pm-3m,CsCl,2,0.0,-0.482266285,,0.0004249700000009682
HoHg,17397,Pm-3m,CsCl,2,0.0,-0.451316224149799,,0.0018053199999999991
LaHg,17402,Pm-3m,CsCl,2,0.0,-0.466644557483134,,0.0036502749999999806
LiHg,17404,Pm-3m,CsCl,2,0.0,-0.347599342483135,,0.0009405949999993779
LuHg,17406,Pm-3m,CsCl,2,0.0,-0.434265634983134,,0.002723030000000015
MgHg,17407,Pm-3m,CsCl,2,0.0,-0.190403187066469,,0.0021959099999999954
MnHg,17413,Pm-3m,CsCl,2,0.0,0.364270040620315,,0.364270040620315
NdHg,17419,Pm-3m,CsCl,2,0.0,-0.444433914983134,,0.0027753699999999992
PrHg,17424,Pm-3m,CsCl,2,0.0,-0.444480651233135,,0.002776569999998979
ScHg,17427,Pm-3m,CsCl,2,0.0,-0.397763814983134,,0.002017939999999996
SrHg,17429,Pm-3m,CsCl,2,0.0,-0.503040627483134,,0.002584590000000997
TbHg,17432,Pm-3m,CsCl,2,0.0,-0.120492704816469,,0.0014035849999999989
TlHg,17439,Pm-3m,CsCl,2,0.0,0.0247376300168656,,0.0247376300168656
TmHg,17441,Pm-3m,CsCl,2,0.0,-0.446250047483134,,0.001648005000000008
YHg,17443,Pm-3m,CsCl,2,0.0,-0.480003724983134,,0.0018111350000000193
YbHg,17446,Pm-3m,CsCl,2,0.0,-0.619810917483134,,0.00030410499999999896
HoIn,17454,Pm-3m,CsCl,2,0.0,-0.460542576666665,,0.00014886750000042692
HoIr,17457,Pm-3m,CsCl,2,0.0,-0.853058376666666,,0.0005675599999990233
HoMg,17459,Pm-3m,CsCl,2,0.0,-0.0730864112499998,,0.00012906000000040274
HoMg,17460,Pm-3m,CsCl,2,0.0,-0.07310239125,,0.00011308000000020968
HoPd,17467,Pm-3m,CsCl,2,0.0,-0.913743951666665,,0.024966596249999973
HoRh,17474,Pm-3m,CsCl,2,0.0,-0.904027211666666,,0.0010027750000000113
HoTl,17479,Pm-3m,CsCl,2,0.0,-0.324149999166665,,0.0016683150000010305
HoZn,17481,Pm-3m,CsCl,2,0.0,-0.347938361666665,,6.602500000002509e-05
GaAg,17484,Pm-3m,CsCl,2,0.0,0.04734372875,,0.08476408541666691
HoAg,17486,Pm-3m,CsCl,2,0.0,-0.342531405416665,,0.000860279999999991
LuIr,17492,Pm-3m,CsCl,2,0.0,-0.972293312500001,,0.0014050300000000293
ScIr,17512,Pm-3m,CsCl,2,0.0,-1.0301461825,,0.0006342399999998971
TmIr,17525,Pm-3m,CsCl,2,0.0,-0.92117172,,0.0002493949999999856
YIr,17536,Pm-3m,CsCl,2,0.0,-0.784881452500001,,0.0003444032549571041
YbIr,17538,Pm-3m,CsCl,2,0.0,-0.320504415,,0.2640702321875002
ZrIr,17541,Pm-3m,CsCl,2,0.0,-0.766821889999999,,0.09050918625000104
LaMg,17558,Pm-3m,CsCl,2,0.0,-0.115284109583335,,0.0002726312499998912
LaTl,17580,Pm-3m,CsCl,2,0.0,-0.421915032499999,,0.0023039250000009837
LaZn,17583,Pm-3m,CsCl,2,0.0,-0.31597558,,0.0
LiPb,17590,Pm-3m,CsCl,2,0.0,-0.278829395,,0.0006408400000002534
LiPd,17596,Pm-3m,CsCl,2,0.0,-0.431157489999999,,0.019124745000000998
LiTl,17610,Pm-3m,CsCl,2,0.0,-0.2332024625,,8.75099999999851e-05
LuMg,17612,Pm-3m,CsCl,2,0.0,-0.0441488020833347,,0.0
LuPd,17621,Pm-3m,CsCl,2,0.0,-0.9718324175,,0.0005692800000000053
LuRh,17625,Pm-3m,CsCl,2,0.0,-1.0133319725,,0.00045345999999968356
LuRu,17627,Pm-3m,CsCl,2,0.0,-0.450736697499999,,0.00013830999999997484
LuZn,17629,Pm-3m,CsCl,2,0.0,-0.3552263975,,0.00051768499999999
NdMg,17630,Pm-3m,CsCl,2,0.0,-0.114858377083335,,8.959999999999524e-05
MgPd,17638,Pm-3m,CsCl,2,0.0,-0.744475069583335,,0.002445649999999966
PrMg,17640,Pm-3m,CsCl,2,0.0,-0.119384248333335,,9.375000000005906e-06
MgRh,17646,Pm-3m,CsCl,2,0.0,-0.476044259583335,,0.0004300850000006906
SmMg,17650,Pm-3m,CsCl,2,0.0,-0.104368048333335,,4.425499999999305e-05
SrMg,17655,Pm-3m,CsCl,2,0.0,-0.056270089583335,,0.022970129374999995
TbMg,17657,Pm-3m,CsCl,2,0.0,0.24304753308333,,0.24304753308333
MgTl,17660,Pm-3m,CsCl,2,0.0,-0.0342187620833352,,0.0029861399999999982
TmMg,17661,Pm-3m,CsCl,2,0.0,-0.0567626895833349,,0.00012495999999991014
YMg,17663,Pm-3m,CsCl,2,0.0,-0.109400507083335,,0.0003304375000000026
MnNi,17671,Pm-3m,CsCl,2,0.0,-0.0302652018965501,,0.047690290877789546
MnPd,17677,Pm-3m,CsCl,2,0.0,-0.19215457689655,,0.008446446241379607
MnRh,17686,Pm-3m,CsCl,2,0.0,-0.184871916896551,,0.0
MnV,17700,Pm-3m,CsCl,2,0.0,-0.284458031896548,,0.0
MnZn,17703,Pm-3m,CsCl,2,0.0,0.0663328781034496,,0.08233642381565072
NbRu,17750,Pm-3m,CsCl,2,0.0,-0.15212739,,0.07116064
NdTl,17776,Pm-3m,CsCl,2,0.0,-0.39427055,,0.001860805000000021
NdZn,17780,Pm-3m,CsCl,2,0.0,-0.3182084125,,0.00016701000000002297
ScNi,17795,Pm-3m,CsCl,2,0.0,-0.515840327499999,,0.0002819250000010154
TiNi,17838,Pm-3m,CsCl,2,0.0,-0.377978861893132,,0.04573141500000022
ZnNi,17860,Pm-3m,CsCl,2,0.0,-0.249743215000001,,0.013030894999999515
TiOs,17904,Pm-3m,CsCl,2,0.0,-0.735973226893133,,0.0002991049999999662
ZrOs,17906,Pm-3m,CsCl,2,0.0,-0.527704249999999,,0.0007385349999999846
ScPd,17944,Pm-3m,CsCl,2,0.0,-0.9074035625,,0.0007531750000000503
TiPd,17970,Pm-3m,CsCl,2,0.0,-0.486716411893132,,0.08312948337160764
TmPd,17980,Pm-3m,CsCl,2,0.0,-0.947992699999999,,0.018461866250000014
YbPd,17987,Pm-3m,CsCl,2,0.0,-0.867782709999999,,0.0
ScPt,17995,Pm-3m,CsCl,2,0.0,-1.2287881725,,0.007501645000000057
TiPt,18015,Pm-3m,CsCl,2,0.0,-0.799790121893133,,0.15005851499999923
ZrPt,18038,Pm-3m,CsCl,2,0.0,-0.912491534999999,,0.17458105999999962
PuRu,18044,Pm-3m,CsCl,2,0.0,-0.160821685,,0.0
TiRe,18050,Pm-3m,CsCl,2,0.0,-0.418388054393132,,2.5645000000906748e-05
ScRh,18054,Pm-3m,CsCl,2,0.0,-1.0268732575,,0.000966360000000055
SmRh,18057,Pm-3m,CsCl,2,0.0,-0.715152323750001,,0.0004242099999989257
TbRh,18067,Pm-3m,CsCl,2,0.0,-0.511459007333335,,0.00040818999999991945
TiRh,18073,Pm-3m,CsCl,2,0.0,-0.749826536893133,,0.03270506249999994
TmRh,18076,Pm-3m,CsCl,2,0.0,-0.96668025,,0.0003815299999999633
YRh,18083,Pm-3m,CsCl,2,0.0,-0.8422203175,,0.0003459550000000089
ZrRh,18088,Pm-3m,CsCl,2,0.0,-0.752098479999999,,0.05368201625000102
ScRu,18090,Pm-3m,CsCl,2,0.0,-0.5332486175,,0.0007116800000002144
TiRu,18097,Pm-3m,CsCl,2,0.0,-0.788424706893132,,0.00013640000000014751
VRu,18099,Pm-3m,CsCl,2,0.0,-0.225129594999999,,0.04910503800000063
ZrRu,18101,Pm-3m,CsCl,2,0.0,-0.642828645,,0.0001991000000010068
ScZn,18106,Pm-3m,CsCl,2,0.0,-0.3792789225,,0.0001364199999997484
SmTl,18111,Pm-3m,CsCl,2,0.0,-0.381574786249999,,0.0008613100000010032
SmZn,18114,Pm-3m,CsCl,2,0.0,-0.32744836875,,0.0
SrTl,18140,Pm-3m,CsCl,2,0.0,-0.4279577375,,0.003409326249999789
TaTc,18145,Pm-3m,CsCl,2,0.0,-0.501043217499999,,2.9919999999794555e-05
TbTl,18148,Pm-3m,CsCl,2,0.0,-0.0232279698333349,,0.026587412583332522
TbZn,18152,Pm-3m,CsCl,2,0.0,-0.0123909223333349,,0.11828321743114713
TiTc,18156,Pm-3m,CsCl,2,0.0,-0.526867634393131,,0.00012348500000103346
VTc,18157,Pm-3m,CsCl,2,0.0,-0.365395792499999,,5.125500000102701e-05
TmTl,18169,Pm-3m,CsCl,2,0.0,-0.2877149225,,0.0017900499999999875
YTl,18172,Pm-3m,CsCl,2,0.0,-0.37295919,,0.0021475850000000074
YbTl,18174,Pm-3m,CsCl,2,0.0,-0.4970915625,,0.0010990700000000353
TmZn,18176,Pm-3m,CsCl,2,0.0,-0.353205805,,5.772000000003885e-05
AlRu,18193,Pm-3m,CsCl,2,0.0,-0.66275832,,4.539999999941813e-06
DyPd,18313,Pm-3m,CsCl,2,0.0,-0.895766673333335,,0.035160694999999964
ZnRh,18674,Pm-3m,CsCl,2,0.0,-0.389183295,,0.0006179550000010026
ZnAu,18741,Pm-3m,CsCl,2,0.0,-0.21553083,,0.00046951444444440216
CeBi,18755,Pm-3m,CsCl,2,0.0,-0.74125120125,,0.24681538999999997
GdCd,18785,Pm-3m,CsCl,2,0.0,-0.32606712375,,0.0008191799999999749
TbCd,18788,Pm-3m,CsCl,2,0.0,0.00399461266666501,,0.09089323721226947
CeZn,18797,Pm-3m,CsCl,2,0.0,-0.29845024875,,0.0009205400000005803
TiCo,18811,Pm-3m,CsCl,2,0.0,-0.409688401893131,,0.02021524625000054
ErCu,18818,Pm-3m,CsCl,2,0.0,-0.278675555,,0.001121178750000007
EuCu,18819,Pm-3m,CsCl,2,0.0,-0.222214665,,0.051264071250000015
DyMg,18829,Pm-3m,CsCl,2,0.0,-0.0793982929166699,,1.730999999999261e-05
FeRh,18839,Pm-3m,CsCl,2,0.0,-0.04855258,,0.003396992000000522
TiIr,18867,Pm-3m,CsCl,2,0.0,-0.783705421893133,,0.09991856249999942
MgSc,18869,Pm-3m,CsCl,2,0.0,-0.0425309470833346,,0.0006542200000003995
PrTl,18891,Pm-3m,CsCl,2,0.0,-0.39904937625,,0.0016434100000000118
PrZn,18895,Pm-3m,CsCl,2,0.0,-0.31109255375,,0.0
YbRh,18903,Pm-3m,CsCl,2,0.0,-0.536498425,,0.005161432500000007
YbRu,18904,Pm-3m,CsCl,2,0.0,0.302793785,,0.3646894524999996
GdTh,19092,Pm-3m,CsCl,2,0.0,0.166068341249999,,0.166068341249999
DyTh,19093,Pm-3m,CsCl,2,0.0,0.145762746666666,,0.145762746666666
MnAu,19149,Pm-3m,CsCl,2,0.0,-0.0137219018965506,,0.07027844155172491
GdAl,19332,Pm-3m,CsCl,2,0.0,-0.39157313875,,0.023106375000000012
DyCu,19333,Pm-3m,CsCl,2,0.0,-0.251309238333335,,0.011944967499999959
ZnAg,19341,Pm-3m,CsCl,2,0.0,-0.05211821875,,0.00019932000000009997
VOs,19422,Pm-3m,CsCl,2,0.0,-0.226330055,,0.040700208749999495
TiFe,19423,Pm-3m,CsCl,2,0.0,-0.449192511893131,,0.0013548600000006794
NdAl,19476,Pm-3m,CsCl,2,0.0,-0.3524127925,,0.044305275000000144
CoSi,19979,Pm-3m,CsCl,2,0.0,-0.4143992025,,0.20990106874999997
MoN,20242,Pm-3m,CsCl,2,0.0,0.277668577328248,,0.7492780762820738
YP,20281,Pm-3m,CsCl,2,0.0,-1.19455167697997,,0.5594864049999981
YAs,20282,Pm-3m,CsCl,2,0.0,-1.061020095,,0.49484068000000114
YN,20394,Pm-3m,CsCl,2,0.0,-0.857894510171753,,0.937328234999997
AgI,20443,Pm-3m,CsCl,2,0.182,0.0174154250358414,,0.38847064666666664
CeMg,20463,Pm-3m,CsCl,2,0.0,-0.122780003333335,,6.427500000022457e-05
PmMg,20464,Pm-3m,CsCl,2,0.0,-0.111143110833335,,0.00010101499999999597
EuMg,20465,Pm-3m,CsCl,2,0.0,-0.099095619583335,,0.000153864999999892
GdMg,20466,Pm-3m,CsCl,2,0.0,-0.0927260883333352,,0.0
ErMg,20467,Pm-3m,CsCl,2,0.0,-0.0665710545833349,,0.0
LaN,20522,Pm-3m,CsCl,2,0.0,-0.832210132671753,,0.5942343149999969
HgTe,20574,Pm-3m,CsCl,2,0.0,0.2795264458502,,0.4179959966666662
ZnO,20684,Pm-3m,CsCl,2,0.0,-0.932217242939378,,0.717588334999999
YCu,20721,Pm-3m,CsCl,2,0.0,-0.2439484175,,0.01608169875000029
SrS,20780,Pm-3m,CsCl,2,1.874,-1.99590076700668,,0.29928412000000004
ScAs,20836,Pm-3m,CsCl,2,0.0,-0.89030803,,0.486505195
ScSb,20837,Pm-3m,CsCl,2,0.0,-0.6130843,,0.3302488499999999
UBi,20918,Pm-3m,CsCl,2,0.0,0.10952802,,0.10952802
AlFe,20929,Pm-3m,CsCl,2,0.0,-0.331671410000001,,0.00011611999999960876
ErN,21306,Pm-3m,CsCl,2,0.0,-0.928840277671752,,0.957537214999998
ErP,21307,Pm-3m,CsCl,2,0.0,-1.17513798447997,,0.5628835399999998
ErAs,21308,Pm-3m,CsCl,2,0.0,-1.0203288675,,0.49802127500000015
PrN,21407,Pm-3m,CsCl,2,0.0,-0.632338841421753,,0.7611675049999971
TcB,21452,Pm-3m,CsCl,2,0.0,0.144658812499999,,0.5295237167003392
PdN,21510,Pm-3m,CsCl,2,0.0,1.41149625232825,,1.41149625232825
ScN,22242,Pm-3m,CsCl,2,0.0,-0.988540790171752,,1.032536239999998
ScP,22243,Pm-3m,CsCl,2,0.0,-1.05654787697997,,0.562526055
ScC,22262,Pm-3m,CsCl,2,0.0,0.389169148750001,,0.8410965344476705
YC,22264,Pm-3m,CsCl,2,0.0,0.56832462375,,0.8894485483333343
ZrC,22284,Pm-3m,CsCl,2,0.0,0.41684113625,,1.228850269999999
ZrN,22285,Pm-3m,CsCl,2,0.0,-0.898906637671752,,0.8865630099999997
TbAl,22287,Pm-3m,CsCl,2,0.0,-0.0655237223333351,,0.1616636450833332
SrO,22298,Pm-3m,CsCl,2,2.792,-2.52621002293938,,0.4194085300000001
ReN,22305,Pm-3m,CsCl,2,0.0,1.07070224482825,,1.1288141901760607
CuPd,22410,Pm-3m,CsCl,2,0.0,-0.126312169999999,,0.0003496100000009994
MgAg,22530,Pm-3m,CsCl,2,0.0,-0.254072658333335,,0.004450280000000195
NaH,23862,Pm-3m,CsCl,2,1.313,-0.0879823065179117,,0.1606720450000003
ThAs,28120,Pm-3m,CsCl,2,0.0,-1.1127584225,,0.2857034300000001
BaTe,28662,Pm-3m,CsCl,2,0.894,-1.62319180666667,,0.167741442499995
LaCd,29003,Pm-3m,CsCl,2,0.0,-0.33306865,,0.0
LuCd,29007,Pm-3m,CsCl,2,0.0,-0.3049486225,,0.0012793550000000375
NdCd,29013,Pm-3m,CsCl,2,0.0,-0.3266697025,,0.0009254925000002356
PrCd,29020,Pm-3m,CsCl,2,0.0,-0.32598958375,,9.601500000000485e-05
ScCd,29029,Pm-3m,CsCl,2,0.0,-0.2991201275,,0.003328724999999977
SmCd,29034,Pm-3m,CsCl,2,0.0,-0.32479649375,,0.0002657499999999535
TmCd,29039,Pm-3m,CsCl,2,0.0,-0.31589482,,0.0013965649999999608
YCd,29043,Pm-3m,CsCl,2,0.0,-0.3602756425,,0.0013753100000000185
YbCd,29044,Pm-3m,CsCl,2,0.0,-0.419280825,,0.0
CeHg,29100,Pm-3m,CsCl,2,0.0,-0.441581126233134,,0.003015010000000984
HfCo,29359,Pm-3m,CsCl,2,0.0,-0.3927975225,,0.042122101250001986
ScCo,29468,Pm-3m,CsCl,2,0.0,-0.361637592499999,,0.007414385000000023
ZrCo,29537,Pm-3m,CsCl,2,0.0,-0.287899014999999,,0.04674955125000041
GdCu,29642,Pm-3m,CsCl,2,0.0,-0.22178002875,,0.010912899999999698
HoCu,29686,Pm-3m,CsCl,2,0.0,-0.267041156666665,,0.0038858737499999907
ScCu,29784,Pm-3m,CsCl,2,0.0,-0.2764692475,,0.0023663099999999826
TbCu,29816,Pm-3m,CsCl,2,0.0,0.0908796526666649,,0.13925559913333213
TmCu,29826,Pm-3m,CsCl,2,0.0,-0.29091382,,5.794500000000369e-05
ZrCu,29834,Pm-3m,CsCl,2,0.0,-0.106489105000001,,0.045593592991564236
DyHg,29867,Pm-3m,CsCl,2,0.0,-0.450664275816469,,0.001914960000000021
DyIn,29868,Pm-3m,CsCl,2,0.0,-0.472334363333335,,0.00048164500000025257
DyRh,29922,Pm-3m,CsCl,2,0.0,-0.873495153333335,,0.0003208699999999176
DyZn,29957,Pm-3m,CsCl,2,0.0,-0.344052123333335,,0.00014190999999996734
ErHg,29989,Pm-3m,CsCl,2,0.0,-0.449834547483134,,0.002353296666666782
ErIr,30000,Pm-3m,CsCl,2,0.0,-0.887233535,,0.00022188000000100683
ErMg,30004,Pm-3m,CsCl,2,0.0,-0.0665641795833349,,6.875000000003406e-06
ErPd,30025,Pm-3m,CsCl,2,0.0,-0.931355924999999,,0.024414628750001
ErRh,30040,Pm-3m,CsCl,2,0.0,-0.935677225,,0.0002876350000000638
ErTl,30061,Pm-3m,CsCl,2,0.0,-0.3075038175,,0.00247103999999998
ErZn,30067,Pm-3m,CsCl,2,0.0,-0.351745515,,5.7254999999978295e-05
EuTe,30151,Pm-3m,CsCl,2,0.217,-1.59908628666667,,0.2281154349999901
EuTl,30152,Pm-3m,CsCl,2,0.0,-0.5622534625,,0.0005359025000000184
EuZn,30156,Pm-3m,CsCl,2,0.0,-0.376359535,,0.0018331199999999659
VFe,30264,Pm-3m,CsCl,2,0.0,-0.124237709999999,,0.032777015625000405
GaNi,30309,Pm-3m,CsCl,2,0.0,-0.3757070325,,0.036580511250001
GdIn,30376,Pm-3m,CsCl,2,0.0,-0.49188357875,,0.0001170950000000115
GdRh,30405,Pm-3m,CsCl,2,0.0,-0.80484165375,,0.0003261199999999853
GdTl,30426,Pm-3m,CsCl,2,0.0,-0.36448837625,,0.0013151149999999778
GdZn,30434,Pm-3m,CsCl,2,0.0,-0.337417238750001,,0.0010148899999999905
PuTe,31001,Pm-3m,CsCl,2,0.0,-1.01650603166666,,0.08825740999999998
TaRu,31032,Pm-3m,CsCl,2,0.0,-0.28299528,,0.07279751166666798
YZn,31121,Pm-3m,CsCl,2,0.0,-0.3630821675,,0.0002570450000000113
ZrZn,31126,Pm-3m,CsCl,2,0.0,-0.282258519999999,,0.0001056299999999677
GaRh,31231,Pm-3m,CsCl,2,0.0,-0.689778852500001,,0.00047871000000010433
GaCo,31240,Pm-3m,CsCl,2,0.0,-0.2830948125,,0.004309375000000004
SrS,50960,Pm-3m,CsCl,2,2.032,-1.99586944700668,,0.29931544
USb,51072,Pm-3m,CsCl,2,0.0,-0.20442384,,0.027988815625000357
EuTe,51779,Pm-3m,CsCl,2,0.217,-1.59908011166667,,0.2281216099999901
CsBr,52046,Pm-3m,CsCl,2,4.506,-1.92317195870792,,0.04108556500000016
CsCl,52059,Pm-3m,CsCl,2,5.181,-2.10526324280956,,0.048669395000000115
CsI,52061,Pm-3m,CsCl,2,3.859,-1.62046139121416,,0.0319222466666651
PuTe,52394,Pm-3m,CsCl,2,0.0,-1.01666933166666,,0.08809411000000011
CsI,53881,Pm-3m,CsCl,2,3.859,-1.62046456121416,,0.03191907666666527
AlFe,54708,Pm-3m,CsCl,2,0.0,-0.331755675000001,,3.185499999958097e-05
AlRu,54942,Pm-3m,CsCl,2,0.0,-0.662755855,,7.004999999948858e-06
ErAg,54987,Pm-3m,CsCl,2,0.0,-0.34725008875,,0.0013021400000000072
HoAg,55003,Pm-3m,CsCl,2,0.0,-0.342290855416665,,0.001100829999999997
MgAg,55028,Pm-3m,CsCl,2,0.0,-0.256779148333335,,0.0017437900000001894
ZnAg,55055,Pm-3m,CsCl,2,0.0,-0.0523175387500001,,0.0
ZnAu,55142,Pm-3m,CsCl,2,0.0,-0.215480855,,0.0005194894444444098
GdCd,55278,Pm-3m,CsCl,2,0.0,-0.32624562875,,0.0006406749999999795
InNi,55518,Pm-3m,CsCl,2,0.0,-0.11507132,,0.09003998499999999
InPd,55542,Pm-3m,CsCl,2,0.0,-0.507342235,,0.013486751249999984
InRh,55558,Pm-3m,CsCl,2,0.0,-0.431542650000001,,0.005189610000000178
KCl,56154,Pm-3m,CsCl,2,5.123,-2.06505374530956,,0.07820177250000127
RbCl,56986,Pm-3m,CsCl,2,4.997,-2.07050691280956,,0.06140289500000007
TlCl,56987,Pm-3m,CsCl,2,2.323,-1.15676688530956,,0.04734396500000004
RbI,57018,Pm-3m,CsCl,2,3.452,-1.55116194121416,,0.04938244000000003
RbBr,57019,Pm-3m,CsCl,2,4.153,-1.87231238870792,,0.05583680000000002
RbCl,57020,Pm-3m,CsCl,2,5.13,-2.06916789280956,,0.06274191500000015
RbF,57021,Pm-3m,CsCl,2,7.037,-2.73857706956555,,0.11880458499999991
KI,57108,Pm-3m,CsCl,2,3.367,-1.51418853371416,,0.06962631499999983
SiRu,69843,Pm-3m,CsCl,2,0.0,-0.6368031575,,0.0022767274999999643
SiRu,74704,Pm-3m,CsCl,2,0.0,-0.6368073975,,0.0022724874999999756
