material_id,formula,structure_type,element_A,element_B,count_A,count_B,lattice_constant,energy_per_atom,energy_above_hull
mp-2426,LiAg,B2,Li,Ag,1.0,1.0,3.12274033,-12.05174388,0.0
mp-973875,Ga3Ge,L1$_2$,Ga,Ge,3.0,1.0,4.232536,-11.962655169375,0.08742118812500001
mp-11364,TiCu,B2,Ti,Cu,1.0,1.0,3.077148,-11.948117137499999,0.08266960000000001
mp-932,ScGa3,L1$_2$,Sc,Ga,1.0,3.0,4.08175681,-11.9457371675,0.0
mp-1187579,TmMg3,L1$_2$,Tm,Mg,1.0,3.0,4.60812822,-11.939458185,0.015500002321431
mp-11503,MnZn,B2,Mn,Zn,1.0,1.0,2.9991689999999993,-11.791911957816094,0.08320094235632
mp-1184008,Cu3As,L1$_2$,Cu,As,3.0,1.0,3.70290901,-11.766527555,0.045452191875000006
mp-828,SiNi3,L1$_2$,Si,Ni,1.0,3.0,3.46374006,-11.6134307,0.0
mp-1184401,Gd3Ga,L1$_2$,Gd,Ga,3.0,1.0,4.75902099,-11.5926401975,0.039677283749998
mp-1169,ScCu,B2,Sc,Cu,1.0,1.0,3.24086813,-11.379209585,0.0
mp-554201,MoF3,L1$_2$,Mo,F,1.0,3.0,4.1039944,-11.359237805,0.050942731250000005
mp-1184423,Gd3I,L1$_2$,Gd,I,3.0,1.0,5.05846692,-11.130423602499999,0.0
mp-2593,AlNi3,L1$_2$,Al,Ni,1.0,3.0,3.5229346,-11.09573223,0.0
mp-1183995,GaCu3,L1$_2$,Ga,Cu,1.0,3.0,3.64539486,-11.09181144,0.008146157932690001
mp-1038837,CeMg3,L1$_2$,Ce,Mg,1.0,3.0,4.779433,-10.801014474999999,0.09070874250000001
mp-1185543,CsK3,L1$_2$,Cs,K,1.0,3.0,7.03429394,-10.772417835,0.018393367187499
mp-1187219,Ta3Pt,L1$_2$,Ta,Pt,3.0,1.0,4.10272004,-10.643932675000002,0.052959845416662
mp-284,AlCo,B2,Al,Co,1.0,1.0,2.81940321,-10.53962086,0.0
mp-11504,MnZn3,L1$_2$,Mn,Zn,1.0,3.0,3.80888421,-10.4710020125,0.0
mp-978498,Sc3Al,L1$_2$,Sc,Al,3.0,1.0,4.43330466,-10.46850362,0.052203802499999
mp-1187923,Zn3Cr,L1$_2$,Zn,Cr,3.0,1.0,3.777758,-10.35389023875,0.09739731250000001
mp-1183130,Al3Ag,L1$_2$,Al,Ag,3.0,1.0,4.081513,-10.340943023625002,0.071258186874999
mp-1002122,HfIr,B2,Hf,Ir,1.0,1.0,3.26211488,-10.30337068,0.042428189999998006
mp-11578,VZn3,L1$_2$,V,Zn,1.0,3.0,3.78548049,-10.279198585,0.0
mp-375,UO3,L1$_2$,U,O,1.0,3.0,4.13541623,-10.14600257,0.0
mp-1044,UIr3,L1$_2$,U,Ir,1.0,3.0,4.03418669,-10.112259965,0.0
mp-1487,AlNi,B2,Al,Ni,1.0,1.0,2.85971129,-10.041808895,0.0
mp-1008555,AlCu3,L1$_2$,Al,Cu,1.0,3.0,3.63737667,-10.011573595,0.008516517500000001
mp-981215,Zn3Co,L1$_2$,Zn,Co,3.0,1.0,3.685855349999999,-9.985740125,0.055600454659092004
mp-20438,PuTe,B2,Pu,Te,1.0,1.0,3.804364,-9.966323055,0.07750081
mp-2126,HfIr3,L1$_2$,Hf,Ir,1.0,3.0,3.9430579900000002,-9.935187857500004,0.0
mp-21263,PuSb,B2,Pu,Sb,1.0,1.0,3.79083024,-9.87077619,0.065012969749995
mp-2311,NbO,B2,Nb,O,3.0,3.0,4.24984649,-9.812293953333333,0.0
mp-1339,NbIr3,L1$_2$,Nb,Ir,1.0,3.0,3.91340971,-9.764000576249998,0.0022512100000040003
mp-2564,SrMg,B2,Sr,Mg,1.0,1.0,4.19031811,-9.67834467,0.046758607500001007
mp-331,ScAl,B2,Sc,Al,1.0,1.0,3.37034897,-9.531470604999999,0.0
mp-1184225,Fe3W,L1$_2$,Fe,W,3.0,1.0,3.63356155,-9.526512780000001,0.082987429374998
mp-982780,K3Cd,L1$_2$,K,Cd,3.0,1.0,5.952904,-9.518242686972657,0.056210382734375
mp-1678,PuRh3,L1$_2$,Pu,Rh,1.0,3.0,4.02138207,-9.503804684999999,0.0
mp-863257,LiGa3,L1$_2$,Li,Ga,1.0,3.0,4.071548,-9.424266587000002,0.008717875749999
mp-10694,ScF3,L1$_2$,Sc,F,1.0,3.0,4.03934176637926,-9.4117584,0.00025103375000000005
mp-1089,TiIr3,L1$_2$,Ti,Ir,1.0,3.0,3.8576817,-9.335620634999998,0.0
mp-12594,TiIr,B2,Ti,Ir,1.0,1.0,3.121636999999999,-9.139234785,0.08534831500000001
mp-19390,WO3,L1$_2$,W,O,1.0,3.0,3.80620475,-9.1336724825,0.007691435312500001
mp-20272,GdPt3,L1$_2$,Gd,Pt,1.0,3.0,4.12397917,-9.015091812500003,0.0
mp-1022721,AlCu,B2,Al,Cu,1.0,1.0,2.997509,-8.957870017,0.074061238
mp-190,ReO3,L1$_2$,Re,O,4.0,12.0,6.521440970807694,-8.95748831,0.0
mp-1335,VFe,B2,V,Fe,1.0,1.0,2.93950639,-8.90397548,0.022709966875002003
mp-2523,PuPt3,L1$_2$,Pu,Pt,1.0,3.0,4.10158149,-8.8359615525,0.0
mp-12593,ScIr3,L1$_2$,Sc,Ir,1.0,3.0,3.9276704000000002,-8.833036270000001,0.0
mp-1830,NpTe,B2,Np,Te,1.0,1.0,3.778627,-8.806698805,0.074264352656255
mp-10596,FeIr3,L1$_2$,Fe,Ir,1.0,3.0,3.81796123,-8.789382775,0.030032292499996
mp-973908,PaFe3,L1$_2$,Pa,Fe,1.0,3.0,3.871023857724161,-8.7414261875,0.031237945000000003
mp-1185312,LiCu3,L1$_2$,Li,Cu,1.0,3.0,3.59246704,-8.7368839975,0.0061642299999990005
mp-1018081,CrFe3,L1$_2$,Cr,Fe,1.0,3.0,3.56403,-8.71577486,0.050002915
mp-998981,TiAl3,L1$_2$,Ti,Al,1.0,3.0,3.95567125,-8.6943452175,0.023057415
mp-1129,ScIr,B2,Sc,Ir,1.0,1.0,3.21838608,-8.643917585,0.0
mp-305,TiFe,B2,Ti,Fe,1.0,1.0,2.93868071,-8.603586765,0.0
mp-11358,TaCo3,L1$_2$,Ta,Co,1.0,3.0,3.62273736,-8.556960571666666,0.0
mp-2449,NbRh3,L1$_2$,Nb,Rh,1.0,3.0,3.87893151,-8.548006143750001,0.008915387500001001
mp-30746,YIr,B2,Y,Ir,1.0,1.0,3.41633399,-8.472773085,0.0
mp-11563,TiRh,B2,Ti,Rh,1.0,1.0,3.115202,-8.35115537,0.020116699999999002
mp-30867,ScRu,B2,Sc,Ru,1.0,1.0,3.1985335,-8.346511335,0.0
mp-23289,KCl,B2,K,Cl,1.0,1.0,3.839196,-8.182968344999999,0.07764382
mp-1009133,MnCo,B2,Mn,Co,1.0,1.0,2.8536,-8.161024025,0.0
mp-1183379,BaEu3,L1$_2$,Ba,Eu,1.0,3.0,5.929055,-8.11723894,0.078588731249995
mp-1152,TiRh3,L1$_2$,Ti,Rh,1.0,3.0,3.825970309999999,-8.1150613775,0.0
mp-1184275,Eu3Mg,L1$_2$,Eu,Mg,3.0,1.0,5.29913888,-8.102781745000001,0.05312932531249501
mp-20139,Mn3Ge,L1$_2$,Mn,Ge,3.0,1.0,3.651498,-8.06660867,0.035770389999999
mp-21085,PuPd3,L1$_2$,Pu,Pd,1.0,3.0,4.13336366,-8.052654490000002,0.0
mp-1018021,NbCo3,L1$_2$,Nb,Co,1.0,3.0,3.6148721200000002,-7.9987283537500025,0.017165442499997
mp-1918,FeRh,B2,Fe,Rh,1.0,1.0,2.99209254,-7.961014355,0.0
mp-1649,Fe3Pt,L1$_2$,Fe,Pt,3.0,1.0,3.750854,-7.943218065,0.04307911750000001
mp-8039,AlF3,L1$_2$,Al,F,1.0,3.0,3.58945264,-7.883955955,0.009358996249999
mp-1780,ScRh,B2,Sc,Rh,1.0,1.0,3.2169060800000002,-7.879599589999998,0.0
mp-983594,Al3Ga,L1$_2$,Al,Ga,3.0,1.0,4.00279187,-7.8663235575,0.0434441775
mp-2090,FeCo,B2,Fe,Co,1.0,1.0,2.8390261,-7.85709309,0.0
mp-191,YRh,B2,Y,Rh,1.0,1.0,3.41784978,-7.767392945000001,0.0
mp-999189,Fe3Ni,L1$_2$,Fe,Ni,3.0,1.0,3.584632,-7.7535256625,0.077636092499999
mp-635,ScRh3,L1$_2$,Sc,Rh,1.0,3.0,3.90356547,-7.7131895625,0.0
mp-1529,LuIr,B2,Lu,Ir,1.0,1.0,3.32846077,-7.691750630000001,0.0
mp-20344,Fe3Ge,L1$_2$,Fe,Ge,3.0,1.0,3.66064424,-7.6649592625,0.0
mp-2713,ErIr,B2,Er,Ir,1.0,1.0,3.37193092,-7.624660150000004,0.0
mp-11483,TmIr,B2,Tm,Ir,1.0,1.0,3.35657798,-7.615096440000002,0.0
mp-11476,HoIr,B2,Ho,Ir,1.0,1.0,3.38994333,-7.596864805000003,0.0
mp-1183162,AlFe3,L1$_2$,Al,Fe,1.0,3.0,3.63929352,-7.48780304,0.0
mp-1007852,FeCo3,L1$_2$,Fe,Co,1.0,3.0,3.5347374,-7.4386297725,0.056625132499999
mp-892,ScPt,B2,Sc,Pt,1.0,1.0,3.28943285,-7.429184150000001,0.0
mp-11495,LuRu,B2,Lu,Ru,1.0,1.0,3.305988,-7.366505535000002,0.0
mp-1902,MnPd,B2,Mn,Pd,1.0,1.0,3.11012508,-7.363546660000001,0.009346633413791001
mp-372,VPt3,L1$_2$,V,Pt,1.0,3.0,3.90117495,-7.278877522500004,0.0
mp-22461,Fe3Sn,L1$_2$,Fe,Sn,3.0,1.0,3.818521,-7.2703595375,0.08591179999999801
mp-639675,EuCu,B2,Eu,Cu,1.0,1.0,3.626901,-7.25809181,0.071704861250001
mp-19870,GaFe3,L1$_2$,Ga,Fe,1.0,3.0,3.638018439999999,-7.244857535,0.0
mp-983585,Al3Zn,L1$_2$,Al,Zn,3.0,1.0,3.96877183,-7.2404259075,0.036298491249999
mp-1187567,TmRh3,L1$_2$,Tm,Rh,1.0,3.0,3.982475619999999,-7.2051085425,0.010743958750000001
mp-1180,MnPt3,L1$_2$,Mn,Pt,1.0,3.0,3.91096353,-7.1975072125,0.0
mp-571,TiNi,B2,Ti,Ni,1.0,1.0,2.98806613,-7.185175,0.04849437499999901
mp-481,ScPt3,L1$_2$,Sc,Pt,1.0,3.0,3.98423648,-7.176433737499998,0.0
mp-246,TiF3,L1$_2$,Ti,F,2.0,6.0,5.527406044042365,-7.078806645,0.0
mp-2381,ErRh,B2,Er,Rh,1.0,1.0,3.36737698,-6.912765504999999,0.0
mp-11564,TmRh,B2,Tm,Rh,1.0,1.0,3.35282323,-6.900931629999999,0.0
mp-2163,HoRh,B2,Ho,Rh,1.0,1.0,3.38649613,-6.888482155000002,0.0
mp-232,DyRh,B2,Dy,Rh,1.0,1.0,3.40276612,-6.869968145000001,0.0
mp-11561,TbRh,B2,Tb,Rh,1.0,1.0,3.42011509,-6.851929039999998,0.0
mp-1094768,MgZr3,L1$_2$,Mg,Zr,1.0,3.0,4.48063888,-6.799126430000001,0.019266546249998
mp-436,SmRh,B2,Sm,Rh,1.0,1.0,3.48117514,-6.769744284999998,0.0
mp-1187665,Ti3In,L1$_2$,Ti,In,3.0,1.0,4.15623723,-6.72171636375,0.014760678749999001
mp-12067,MnAl,B2,Mn,Al,1.0,1.0,2.947898,-6.6783853650000005,0.047695940000000006
mp-30845,SmPt3,L1$_2$,Sm,Pt,1.0,3.0,4.14650321,-6.6283293125,0.0
mp-569120,NdPt3,L1$_2$,Nd,Pt,1.0,3.0,4.17857329,-6.593731339999998,0.017379455000005
mp-11521,ScNi,B2,Sc,Ni,1.0,1.0,3.15251587,-6.56347999,0.0
mp-12598,PrPt3,L1$_2$,Pr,Pt,1.0,3.0,4.19792775,-6.555701919999997,0.051970317500003006
mp-21172,PuPb3,L1$_2$,Pu,Pb,1.0,3.0,4.812079,-6.521783735,0.0
mp-2658,AlFe,B2,Al,Fe,1.0,1.0,2.845506,-6.434685535,0.0
mp-2210,ZrCu,B2,Zr,Cu,1.0,1.0,3.25266425,-6.431159109999999,0.042234784230771004
mp-922,CoPt3,L1$_2$,Co,Pt,1.0,3.0,3.87389884,-6.384230594999998,0.0
mp-866186,Ti3Zn,L1$_2$,Ti,Zn,3.0,1.0,4.00375191,-6.3436128725,0.010461699166667001
mp-1094857,Ca3Mg,L1$_2$,Ca,Mg,3.0,1.0,5.28881343,-6.3216499125,0.043458146249999004
mp-1186985,ScNi3,L1$_2$,Sc,Ni,1.0,3.0,3.6748866,-6.31645434,0.023939822083333003
mp-30468,ThBi,B2,Th,Bi,1.0,1.0,3.94359219,-6.185876649999997,0.012411177045458001
mp-11276,BeRh,B2,Be,Rh,1.0,1.0,2.7678883,-6.15967629,0.0
mp-21845,FePd3,L1$_2$,Fe,Pd,1.0,3.0,3.86455211,-6.110667995,0.0
mp-1186117,NiPt3,L1$_2$,Ni,Pt,1.0,3.0,3.85503762,-6.061809969999999,0.0
mp-1261,EuZn,B2,Eu,Zn,1.0,1.0,3.74119892,-6.031621740000002,0.0
mp-21253,EuMg,B2,Eu,Mg,1.0,1.0,4.04133276,-6.007609495,0.016100730624998002
mp-11279,TiBe,B2,Ti,Be,1.0,1.0,2.92926249,-5.95775061,0.005038837916666
mp-20336,USn3,L1$_2$,U,Sn,1.0,3.0,4.67700367,-5.9550013974999985,0.0
mp-978964,Th3Mg,L1$_2$,Th,Mg,3.0,1.0,4.964193,-5.8940800525,0.07393113875000301
mp-2444,GaRh,B2,Ga,Rh,1.0,1.0,3.00618637,-5.8761615,0.0
mp-2333,NdPd3,L1$_2$,Nd,Pd,1.0,3.0,4.16979582,-5.867924275,0.0
mp-20735,Ce3Sn,L1$_2$,Ce,Sn,3.0,1.0,4.8708696400000004,-5.865303785000002,0.0
mp-1571,PrPd3,L1$_2$,Pr,Pd,1.0,3.0,4.18866769,-5.842111450000001,0.0
mp-11407,GaPt3,L1$_2$,Ga,Pt,1.0,3.0,3.90987758,-5.740109393750004,0.014427044999997002
mp-10890,LiAl3,L1$_2$,Li,Al,1.0,3.0,3.995837,-5.73904017,0.010949575000000001
mp-2773,BeCo,B2,Be,Co,1.0,1.0,2.57175331,-5.72974061,0.0
mp-20309,EuPb3,L1$_2$,Eu,Pb,1.0,3.0,4.93743785,-5.708792795000001,0.0
mp-20821,NpGa3,L1$_2$,Np,Ga,1.0,3.0,4.24020101,-5.703476890000001,0.0
mp-1039148,CaMg,B2,Ca,Mg,1.0,1.0,3.9675728118296862,-5.676345275,0.015577142499999001
mp-977552,Be3Tc,L1$_2$,Be,Tc,3.0,1.0,3.37065478,-5.6612924475,0.0
mp-570018,Ce3Pb,L1$_2$,Ce,Pb,3.0,1.0,4.93413771,-5.6568939275,0.0
mp-30777,MgPt3,L1$_2$,Mg,Pt,1.0,3.0,3.93036214,-5.531244832499993,0.0
mp-11522,Ni3Sn,L1$_2$,Ni,Sn,3.0,1.0,3.68955423,-5.523359006249999,0.0
mp-984717,BeNi3,L1$_2$,Be,Ni,1.0,3.0,3.418936,-5.43118532,0.0729110325
mp-1184844,K3Na,L1$_2$,K,Na,3.0,1.0,6.36932314,-5.3816272825,0.0231158121875
mp-973292,MnBe3,L1$_2$,Mn,Be,1.0,3.0,3.251743840000326,-5.2739536825,0.010523769750001001
mp-1033,BeNi,B2,Be,Ni,1.0,1.0,2.58699959,-5.228056025,0.0
mp-30856,ZnPt3,L1$_2$,Zn,Pt,1.0,3.0,3.89855079,-5.180805767499997,0.0
mp-983590,Be3Fe,L1$_2$,Be,Fe,3.0,1.0,3.239004850000161,-5.1310522125,0.0
mp-1187471,ThBi3,L1$_2$,Th,Bi,1.0,3.0,4.95683732,-5.1065208375,0.055899622500005006
mp-11571,YSn3,L1$_2$,Y,Sn,1.0,3.0,4.70032975,-5.057615600000002,0.023755627499997004
mp-11274,BePd,B2,Be,Pd,1.0,1.0,2.81163727,-5.052358160000001,0.0
mp-571188,Pr3Sn,L1$_2$,Pr,Sn,3.0,1.0,4.98284356,-5.026782072499998,0.019893789861113002
mp-867883,La3Pb,L1$_2$,La,Pb,3.0,1.0,5.07333124,-5.006014855,0.0
mp-1184378,EuIn3,L1$_2$,Eu,In,1.0,3.0,4.71854899,-5.001845294999999,0.0
mp-866022,CdPt3,L1$_2$,Cd,Pt,1.0,3.0,4.01072757,-4.955322577499999,0.007683415000002001
mp-1172,MgRh,B2,Mg,Rh,1.0,1.0,3.08685098,-4.947163380000001,0.0
mp-1186094,Na3Zn,L1$_2$,Na,Zn,3.0,1.0,4.861701,-4.830685386903182,0.091905777808356
mp-1063661,MgNi3,L1$_2$,Mg,Ni,1.0,3.0,3.642681999999999,-4.8069923875,0.09358975781250001
mp-11258,TbAu,B2,Tb,Au,1.0,1.0,3.58866274,-4.788697639999995,0.040324892500002006
mp-11240,DyAu,B2,Dy,Au,1.0,1.0,3.571132689999999,-4.784549275000003,0.039400229999998
mp-11257,SmAu,B2,Sm,Au,1.0,1.0,3.64936756,-4.779612977500001,0.051700844999999
mp-11254,NdAu,B2,Nd,Au,1.0,1.0,3.69478209,-4.775545467499995,0.05635148500000001
mp-1014230,TiZn,B2,Ti,Zn,1.0,1.0,3.12374757,-4.77054914,0.0
mp-7753,MgPd3,L1$_2$,Mg,Pd,1.0,3.0,3.93603295,-4.769774883749992,0.01137175124999
mp-971758,ZnNi3,L1$_2$,Zn,Ni,1.0,3.0,3.53145767,-4.7635118675,0.014011812500000002
mp-11255,PrAu,B2,Pr,Au,1.0,1.0,3.72334093,-4.7620291512499975,0.060553865000002004
mp-1977,NdSn3,L1$_2$,Nd,Sn,1.0,3.0,4.76251713,-4.699600329999999,0.0
mp-2484,SmSn3,L1$_2$,Sm,Sn,1.0,3.0,4.73345707,-4.647429759999998,0.0
mp-11570,TbSn3,L1$_2$,Tb,Sn,1.0,3.0,4.69795646,-4.607088845,0.019348855833334
mp-570860,DySn3,L1$_2$,Dy,Sn,1.0,3.0,4.6894921499999995,-4.583510560000001,0.032766519499998
mp-11477,HoSn3,L1$_2$,Ho,Sn,1.0,3.0,4.68113687,-4.5604002175,0.027415930000003003
mp-11372,ErSn3,L1$_2$,Er,Sn,1.0,3.0,4.67302716,-4.5382018550000005,0.030884268333331
mp-371,La3Tl,L1$_2$,La,Tl,3.0,1.0,5.09044228,-4.5329620525,0.0
mp-971957,Tm3Pb,L1$_2$,Tm,Pb,3.0,1.0,4.7952213100000005,-4.523694734999999,0.094442631666662
mp-1187913,ZnPd3,L1$_2$,Zn,Pd,1.0,3.0,3.87690151,-4.517648402500001,0.028846963125000003
mp-2756,CeAg,B2,Ce,Ag,1.0,1.0,3.73311,-4.43524116,0.08731731875000001
mp-979423,YGa3,L1$_2$,Y,Ga,1.0,3.0,4.25505797,-4.4254350025,0.049635663749999004
mp-863737,Ho3In,L1$_2$,Ho,In,3.0,1.0,4.80631353159134,-4.382043532499999,0.005633348749999
mp-1533,Nd3Tl,L1$_2$,Nd,Tl,3.0,1.0,4.98879862,-4.3779344925,0.001389274166667
mp-1183655,CdPd3,L1$_2$,Cd,Pd,1.0,3.0,3.996972689999999,-4.358508632500001,0.0257095975
mp-1186032,Na3Ca,L1$_2$,Na,Ca,3.0,1.0,5.354626,-4.344009657413793,0.08869919508620601
mp-2064,RbF,B2,Rb,F,1.0,1.0,3.37044718,-4.2689616699999995,0.051583325000001005
mp-21156,TbPb3,L1$_2$,Tb,Pb,1.0,3.0,4.85482046,-4.240403090000001,0.0
mp-20176,DyPb3,L1$_2$,Dy,Pb,1.0,3.0,4.8486439,-4.214300250000001,0.0
mp-1386,HoPb3,L1$_2$,Ho,Pb,1.0,3.0,4.84368278,-4.188698452499999,0.0
mp-11566,ScZn,B2,Sc,Zn,1.0,1.0,3.33401869,-4.177671855,0.0
mp-388,ErPb3,L1$_2$,Er,Pb,1.0,3.0,4.83720705,-4.165103692499997,0.0
mp-615,YMg,B2,Y,Mg,1.0,1.0,3.8085766100000003,-4.144158240000001,0.0
mp-506,MgPd,B2,Mg,Pd,1.0,1.0,3.15538393,-4.131929000000001,0.0
mp-1094855,La3Mg,L1$_2$,La,Mg,3.0,1.0,5.13909675,-4.116529827499999,0.043494908750001005
mp-30728,HoIn,B2,Ho,In,1.0,1.0,3.7278911900000002,-4.10241079,0.0
mp-11494,LuPb3,L1$_2$,Lu,Pb,1.0,3.0,4.8259464,-4.091959362499999,0.022627460000002
mp-863720,HgPd3,L1$_2$,Hg,Pd,1.0,3.0,4.01939551,-4.075882872499999,0.022062829999999003
mp-11488,LaTl,B2,La,Tl,1.0,1.0,3.97237799,-4.071675204999998,0.0
mp-1184995,La3Cd,L1$_2$,La,Cd,3.0,1.0,5.07254602,-4.054277567500002,0.040731067499997005
mp-2167,DyAg,B2,Dy,Ag,1.0,1.0,3.6067050800000002,-4.053743095000001,0.0
mp-2525,PrAg,B2,Pr,Ag,1.0,1.0,3.76320642,-4.051000009999999,0.0
mp-915,YCd,B2,Y,Cd,1.0,1.0,3.73687907,-4.050420840000001,0.0
mp-2778,HoAg,B2,Ho,Ag,1.0,1.0,3.59121015,-4.048020690000001,0.0
mp-2621,ErAg,B2,Er,Ag,1.0,1.0,3.57398062,-4.046516180000001,0.0
mp-2268,TbAg,B2,Tb,Ag,1.0,1.0,3.62345741,-4.044177909999998,0.0
mp-2323,BeCu,B2,Be,Cu,1.0,1.0,2.67246788,-4.019554075,0.005036342500000001
mp-1174,MgSc,B2,Mg,Sc,1.0,1.0,3.59645124,-4.00647942,0.001373464999999
mp-1186274,Nd3Mg,L1$_2$,Nd,Mg,3.0,1.0,5.05270511,-3.9744771975,0.056144116249999
mp-571405,NdTl,B2,Nd,Tl,1.0,1.0,3.88659539,-3.957130450000001,0.0
mp-2688,HoGa3,L1$_2$,Ho,Ga,1.0,3.0,4.22752208,-3.9492007425,0.030720793749999004
mp-2258,Cu3Au,L1$_2$,Cu,Au,3.0,1.0,3.73538756,-3.929439755,0.0
mp-11568,SmTl,B2,Sm,Tl,1.0,1.0,3.869804,-3.91927214,0.0052747900000000006
mp-11290,CaSn3,L1$_2$,Ca,Sn,1.0,3.0,4.74167371,-3.915423269999998,0.0
mp-23201,BaBi3,L1$_2$,Ba,Bi,1.0,3.0,5.15316296,-3.85810403,0.017992561250001
mp-30878,TbTl,B2,Tb,Tl,1.0,1.0,3.77847879,-3.84516851,0.0
mp-986,CeZn,B2,Ce,Zn,1.0,1.0,3.62688516,-3.789944659999999,0.029317755000001004
mp-1486,ZnNi,B2,Zn,Ni,1.0,1.0,2.889128,-3.765752925,0.009157754999999
mp-217,ErTl,B2,Er,Tl,1.0,1.0,3.775174,-3.763909095,0.00875593
mp-1094670,LiMg3,L1$_2$,Li,Mg,1.0,3.0,4.411069,-3.7314918175000003,0.033975171250000005
mp-953,NbZn3,L1$_2$,Nb,Zn,1.0,3.0,3.9099834700000002,-3.633968082500001,0.0
mp-23299,RbCl,B2,Rb,Cl,1.0,1.0,3.935970509999999,-3.629633839999998,0.029774040000001
mp-1183391,BaPb3,L1$_2$,Ba,Pb,1.0,3.0,5.12377908,-3.604932315833338,0.031871516666664004
mp-20549,CaPb3,L1$_2$,Ca,Pb,1.0,3.0,4.91751662,-3.5762183800000003,0.0
mp-1094802,MgSn3,L1$_2$,Mg,Sn,1.0,3.0,4.67027376,-3.4429126474999983,0.034545789375002
mp-23167,TlCl,B2,Tl,Cl,1.0,1.0,3.83746738,-3.434518614999998,0.001307087499998
mp-1104,LaMg,B2,La,Mg,1.0,1.0,3.977516849999999,-3.37834585,0.005696517500002001
mp-570891,KBr,B2,K,Br,1.0,1.0,4.043499,-3.32928734,0.07306301000000001
mp-1053,NdZn,B2,Nd,Zn,1.0,1.0,3.67076564,-3.328680079999998,0.0
mp-460,PrZn,B2,Pr,Zn,1.0,1.0,3.70289857,-3.326621750000001,0.0
mp-22906,CsBr,B2,Cs,Br,1.0,1.0,4.32562222,-3.324175479999997,0.0
mp-1094889,LiMg,B2,Li,Mg,1.0,1.0,3.415326,-3.32369933,0.006518542499999
mp-2165,SmZn,B2,Sm,Zn,1.0,1.0,3.62380683,-3.318883624999998,0.0
mp-23303,RbBr,B2,Rb,Br,1.0,1.0,4.1260773,-3.3057624150000002,0.031564265
mp-1548,PrMg,B2,Pr,Mg,1.0,1.0,3.91847099,-3.303469955,0.0
mp-1327,NdMg,B2,Nd,Mg,1.0,1.0,3.8914747800000002,-3.293095194999999,0.0
mp-569593,PmMg,B2,Pm,Mg,1.0,1.0,3.86931238,-3.280581084999999,0.0
mp-2249,HoZn,B2,Ho,Zn,1.0,1.0,3.5280986800000003,-3.271645239999998,0.0
mp-2558,SmMg,B2,Sm,Mg,1.0,1.0,3.85263021,-3.2590482,0.0
mp-776,LaCd,B2,La,Cd,1.0,1.0,3.93228214,-3.254010165,0.0
mp-1185846,MgAu3,L1$_2$,Mg,Au,1.0,3.0,4.10652732,-3.246694702500001,0.016649699499997003
mp-11569,SmTl3,L1$_2$,Sm,Tl,1.0,3.0,4.76240186,-3.227397340000003,0.0
mp-1635,TbMg,B2,Tb,Mg,1.0,1.0,3.79886584,-3.20277169,0.0
mp-2077,DyMg,B2,Dy,Mg,1.0,1.0,3.7828788700000002,-3.183299359999999,0.0
mp-1886,TbTl3,L1$_2$,Tb,Tl,1.0,3.0,4.72212492,-3.1809327275,0.0
mp-1199,HoMg,B2,Ho,Mg,1.0,1.0,3.77276173,-3.164972965,0.0
mp-1059,NdCd,B2,Nd,Cd,1.0,1.0,3.84460747,-3.163966105,0.0
mp-2228,ErMg,B2,Er,Mg,1.0,1.0,3.7605312300000002,-3.150948984999999,0.0
mp-22875,TlBr,B2,Tl,Br,1.0,1.0,3.9999066500000002,-3.150590865000005,0.004640312499994
mp-572,SmCd,B2,Sm,Cd,1.0,1.0,3.7992873,-3.140192819999999,0.0
mp-2431,ErTl3,L1$_2$,Er,Tl,1.0,3.0,4.70131701,-3.112318752500002,0.0
mp-2195,LuMg,B2,Lu,Mg,1.0,1.0,3.71550985,-3.106677350000002,0.0
mp-721,TbCd,B2,Tb,Cd,1.0,1.0,3.74148648,-3.098758634999999,0.0
mp-770,DyCd,B2,Dy,Cd,1.0,1.0,3.72296663,-3.082951975,0.0
mp-2314,LiPb,B2,Li,Pb,1.0,1.0,3.52626099,-3.08266373,0.0
mp-170,HoCd,B2,Ho,Cd,1.0,1.0,3.70492455,-3.070865744999999,0.0
mp-867,ErCd,B2,Er,Cd,1.0,1.0,3.6859286,-3.062466664999998,0.0
mp-2060,LuTl3,L1$_2$,Lu,Tl,1.0,3.0,4.6879848200000005,-3.045223447499999,0.0
mp-437,MgAu,B2,Mg,Au,1.0,1.0,3.27353901,-3.044165974999998,0.0
mp-2502,TmCd,B2,Tm,Cd,1.0,1.0,3.67288236,-3.012850265000001,0.0
mp-22901,KI,B2,K,I,1.0,1.0,4.29119666,-2.9373687200000003,0.060311739999999
mp-23302,RbI,B2,Rb,I,1.0,1.0,4.4433583,-2.918400870000003,0.029722924999997003
mp-1056920,CsI,B2,Cs,I,1.0,1.0,4.665212,-2.91268864,0.032452510000001
mp-1094669,MgSn,B2,Mg,Sn,1.0,1.0,3.62314782,-2.889356639999999,0.055988378750000005
mp-1185790,Mg3Sc,L1$_2$,Mg,Sc,3.0,1.0,4.51314366,-2.82247212,0.0
mp-23197,TlI,B2,Tl,I,1.0,1.0,4.23821433,-2.793127290000001,0.020759689999998002
mp-1187154,SrIn3,L1$_2$,Sr,In,1.0,3.0,4.8395793,-2.771468407499998,0.052577543000000004
mp-987,ZnCu,B2,Zn,Cu,1.0,1.0,2.92055392,-2.770230169999999,0.0
