material_id,formula,structure_type,element_A,element_B,count_A,count_B,lattice_constant,energy_per_atom,energy_above_hull
mp-981545,Ho3Zr,L1$_2$,Ho,Zr,3.0,1.0,4.851889,-30.263905772500003,0.08455013999999701
mp-1027,HfRh3,L1$_2$,Hf,Rh,1.0,3.0,3.9142167,-30.1944009725,0.0
mp-2459,YbIn,B2,Yb,In,1.0,1.0,3.688287403053454,-30.084531475,0.0
mp-348,TmPd,B2,Tm,Pd,1.0,1.0,3.43947359,-30.02380967,0.0
mp-20786,Dy3In,L1$_2$,Dy,In,3.0,1.0,4.82695394,-29.9820269875,0.010385917500002001
mp-1684,ZnAu,B2,Zn,Au,1.0,1.0,3.15005251,-29.969662685,0.0
mp-1006246,CeSm3,L1$_2$,Ce,Sm,1.0,3.0,5.075379,-29.9319196475,0.077930782500001
mp-19919,GdSn3,L1$_2$,Gd,Sn,1.0,3.0,4.71034706,-29.830896695,0.038406336249998
mp-580236,EuCd,B2,Eu,Cd,1.0,1.0,3.91685441,-29.691737825,0.0
mp-1183755,CeNd3,L1$_2$,Ce,Nd,1.0,3.0,5.140026,-29.69073030125,0.082933625625003
mp-1183736,CePr3,L1$_2$,Ce,Pr,1.0,3.0,5.213929,-29.677189696250004,0.08593476999999701
mp-980082,YHo3,L1$_2$,Y,Ho,1.0,3.0,5.0221568861409365,-29.6760142425,0.065197077500002
mp-1186640,PmSm3,L1$_2$,Pm,Sm,1.0,3.0,5.14031211,-29.6565630425,0.028283313124997003
mp-2027,HfCo,B2,Hf,Co,1.0,1.0,3.16314682,-29.627213075,0.0
mp-1186323,NdSm3,L1$_2$,Nd,Sm,1.0,3.0,5.15155301,-29.626522555,0.027672930624998003
mp-975797,PrSm3,L1$_2$,Pr,Sm,1.0,3.0,5.16512696,-29.619370055,0.031312277083333
mp-1183805,Dy3Zr,L1$_2$,Dy,Zr,3.0,1.0,4.869218,-29.5807275425,0.09307285250000001
mp-1185074,LaNd3,L1$_2$,La,Nd,1.0,3.0,5.23800806,-29.47602363,0.023678158125001
mp-1185044,LaPr3,L1$_2$,La,Pr,1.0,3.0,5.27145068,-29.457079465,0.032082862500001
mp-2217,LuCd,B2,Lu,Cd,1.0,1.0,3.64099005,-29.447109125,0.0
mp-1186243,PmNd3,L1$_2$,Pm,Nd,1.0,3.0,5.19951188,-29.4246740775,0.023985774999999
mp-851,ErPd,B2,Er,Pd,1.0,1.0,3.45306267,-29.40327156,0.0
mp-20848,TmIn,B2,Tm,In,1.0,1.0,3.696671,-29.390652835,0.0
mp-1007656,HfPd3,L1$_2$,Hf,Pd,1.0,3.0,3.97857125,-29.389907245,0.014758419999946001
mp-2266,YbAg,B2,Yb,Ag,1.0,1.0,3.546385704928227,-29.31118992,0.0
mp-864655,PaCo3,L1$_2$,Pa,Co,1.0,3.0,3.78351721000028,-29.302208512500002,0.0
mp-20984,Ce3In,L1$_2$,Ce,In,3.0,1.0,4.9004091899999995,-29.1187361225,0.0
mp-1681,La3Sn,L1$_2$,La,Sn,3.0,1.0,5.03858216,-29.05152556,0.0035693758333330003
mp-979419,Dy3Y,L1$_2$,Dy,Y,3.0,1.0,5.040027200000226,-29.00683136,0.057982719583336007
mp-7131,PrTe,B2,Pr,Te,1.0,1.0,3.907568,-28.991472134999995,0.092127540000003
mp-20214,UGa3,L1$_2$,U,Ga,1.0,3.0,4.26868079,-28.954788755,0.0
mp-21427,GdPd3,L1$_2$,Gd,Pd,1.0,3.0,4.11953915,-28.9180705475,0.0
mp-832,HoPd,B2,Ho,Pd,1.0,1.0,3.47122546,-28.866362185,0.028122391250001003
mp-867164,Pm3Sn,L1$_2$,Pm,Sn,3.0,1.0,4.90953212368229,-28.85888808,0.0
mp-11370,ErIn,B2,Er,In,1.0,1.0,3.71194956,-28.80521434,0.0
mp-11286,CaHg,B2,Ca,Hg,1.0,1.0,3.75465468,-28.79583176,0.0
mp-1857,YbCd,B2,Yb,Cd,1.0,1.0,3.65342998527692,-28.69565817,0.0
mp-20387,EuSn3,L1$_2$,Eu,Sn,1.0,3.0,4.76442906,-28.6449375925,0.0
mp-2796,TmAg,B2,Tm,Ag,1.0,1.0,3.56122804,-28.59386282,0.0
mp-1187314,Tb3Y,L1$_2$,Tb,Y,3.0,1.0,5.05923474,-28.44600718,0.05221867250000001
mp-979956,Yb3Mg,L1$_2$,Yb,Mg,3.0,1.0,4.822697056046765,-28.4109225325,0.07489956625000001
mp-2226,DyPd,B2,Dy,Pd,1.0,1.0,3.4846102500000002,-28.399308955,0.0
mp-20909,La3In,L1$_2$,La,In,3.0,1.0,5.0922784,-28.337934925,0.0
mp-985443,Ag3Hg,L1$_2$,Ag,Hg,3.0,1.0,4.19211433,-28.3270348675,0.031824621874999
mp-21202,Sm3In,L1$_2$,Sm,In,3.0,1.0,4.92785002,-28.315906105,0.0
mp-865802,LuRh3,L1$_2$,Lu,Rh,1.0,3.0,3.9650849336959366,-28.2675707025,0.0
mp-861982,PaGa3,L1$_2$,Pa,Ga,1.0,3.0,4.272575200009712,-28.18012843,0.005984425000001001
mp-21483,Nd3In,L1$_2$,Nd,In,3.0,1.0,4.99280382,-28.080861645,0.0
mp-19764,Pr3In,L1$_2$,Pr,In,3.0,1.0,5.0344244400000004,-28.05680186,0.0
mp-934,LiTl,B2,Li,Tl,1.0,1.0,3.43978152,-28.03860526,0.0
mp-2751,YbSn3,L1$_2$,Yb,Sn,1.0,3.0,4.659319761910695,-28.017679105,0.0
mp-257,DyIn,B2,Dy,In,1.0,1.0,3.74284633,-27.873652035,0.0
mp-1158,LuPd3,L1$_2$,Lu,Pd,1.0,3.0,4.04353158,-27.704613355,0.0
mp-636279,EuPd3,L1$_2$,Eu,Pd,1.0,3.0,4.166150490692144,-27.39558589,0.017754212500001
mp-2391,YbPd3,L1$_2$,Yb,Pd,1.0,3.0,4.04982880693734,-27.318176125,0.0
mp-975802,PrSb3,L1$_2$,Pr,Sb,1.0,3.0,4.84798,-27.27356862,0.071254642500001
mp-1014219,HfZn,B2,Hf,Zn,1.0,1.0,3.27510484,-27.2631909,0.008220216666664
mp-614455,GdCu,B2,Gd,Cu,1.0,1.0,3.4850603700000002,-27.263102815,0.009389447500002
mp-982880,Pm3Y,L1$_2$,Pm,Y,3.0,1.0,5.152141230014097,-27.19141733,0.042442256874998
mp-984713,Dy3Ga,L1$_2$,Dy,Ga,3.0,1.0,4.720686,-27.154459295937503,0.095111769843747
mp-1186734,Pr3Y,L1$_2$,Pr,Y,3.0,1.0,5.21846549,-27.086098915,0.045268601250000005
mp-1206794,LiAu,B2,Li,Au,1.0,1.0,3.08394824,-27.048493715,0.0
mp-10907,PuAl3,L1$_2$,Pu,Al,1.0,3.0,4.26078837,-26.99973379,0.045441950624997
mp-982,TmPd3,L1$_2$,Tm,Pd,1.0,3.0,4.05901324,-26.9543678175,0.0
mp-20582,LaIn,B2,La,In,1.0,1.0,3.95407724,-26.8104547,0.0
mp-20298,SmIn,B2,Sm,In,1.0,1.0,3.81904579,-26.78034338,0.0
mp-2825,ErPd3,L1$_2$,Er,Pd,1.0,3.0,4.06866282,-26.646099805,0.0
mp-1206423,NdIn,B2,Nd,In,1.0,1.0,3.86783884,-26.62682906,0.0
mp-20023,PrIn,B2,Pr,In,1.0,1.0,3.89873027,-26.60955203,0.0
mp-20469,YbIn3,L1$_2$,Yb,In,1.0,3.0,4.579952741641019,-26.529291335,0.0
mp-2497,GdZn,B2,Gd,Zn,1.0,1.0,3.58385041,-26.498766095,0.0
mp-1518,CeRh3,L1$_2$,Ce,Rh,1.0,3.0,4.03664664,-26.4695328975,0.0
mp-1979,HoPd3,L1$_2$,Ho,Pd,1.0,3.0,4.0791001,-26.374932475,0.0
mp-19920,Ce3Ga,L1$_2$,Ce,Ga,3.0,1.0,4.69516669,-26.32809635,0.0
mp-2012,LiHg,B2,Li,Hg,1.0,1.0,3.3013319,-26.2532881,0.0
mp-1187305,Tb3Sc,L1$_2$,Tb,Sc,3.0,1.0,4.94020091,-26.2082594525,0.06118799875000001
mp-797,DyPd3,L1$_2$,Dy,Pd,1.0,3.0,4.08903384,-26.1423224125,0.0
mp-2573,NpAl3,L1$_2$,Np,Al,1.0,3.0,4.24146011,-26.107760475,0.055517036250002004
mp-862731,Pm3Ge,L1$_2$,Pm,Ge,3.0,1.0,4.76111703,-26.0228363675,0.0
mp-2747,TbPd3,L1$_2$,Tb,Pd,1.0,3.0,4.09957686,-25.94343983,0.0
mp-1184060,Dy3Al,L1$_2$,Dy,Al,3.0,1.0,4.73729622,-25.8941770775,0.033405418125003
mp-2475,SmAg,B2,Sm,Ag,1.0,1.0,3.68571271,-25.84684232,0.0
mp-1948,LaAg,B2,La,Ag,1.0,1.0,3.8079889700000003,-25.82781645,0.0
mp-2092,CePd3,L1$_2$,Ce,Pd,1.0,3.0,4.13870757,-25.75174171,0.0
mp-1236,NdAg,B2,Nd,Ag,1.0,1.0,3.733872159999999,-25.666263935,0.0
mp-183,CeCd,B2,Ce,Cd,1.0,1.0,3.850494,-25.639444321250004,0.08205001624999701
mp-357,SmPd3,L1$_2$,Sm,Pd,1.0,3.0,4.14062245,-25.50744682,0.0
mp-674,LaPd3,L1$_2$,La,Pd,1.0,3.0,4.20266203,-25.48138876,0.0
mp-20487,La3Ga,L1$_2$,La,Ga,3.0,1.0,4.93068257,-25.4724805675,0.071833317916667
mp-20366,Sm3Ga,L1$_2$,Sm,Ga,3.0,1.0,4.805937,-25.461154921718748,0.07426452031250001
mp-862954,PmPd3,L1$_2$,Pm,Pd,1.0,3.0,4.15233055,-25.446404765,0.0
mp-12753,GdAl,B2,Gd,Al,1.0,1.0,3.62796413,-25.435769435,0.059707795999997
mp-11517,NbRu3,L1$_2$,Nb,Ru,1.0,3.0,3.88510929,-25.37737399,0.038549347500001004
mp-11226,Tb3Al,L1$_2$,Tb,Al,3.0,1.0,4.76091752,-25.331821465,0.028561403750000002
mp-1186501,Pm3Ga,L1$_2$,Pm,Ga,3.0,1.0,4.80425174,-25.31560426,0.0
mp-1723,UAl3,L1$_2$,U,Al,1.0,3.0,4.27986327,-25.299551655,0.0
mp-11516,NbRu,B2,Nb,Ru,1.0,1.0,3.186487999999999,-25.288474488333332,0.024435130000000003
mp-20920,TbIn3,L1$_2$,Tb,In,1.0,3.0,4.62079616,-25.27876475,0.0
mp-569382,Nd3Ga,L1$_2$,Nd,Ga,3.0,1.0,4.8431115,-25.2177408325,0.065914542968751
mp-11406,Pr3Ga,L1$_2$,Pr,Ga,3.0,1.0,4.88166238,-25.18056708,0.08324435048611101
mp-646,PrCd,B2,Pr,Cd,1.0,1.0,3.87492905,-25.11611969,0.0
mp-2413,Ce3Al,L1$_2$,Ce,Al,3.0,1.0,4.73405104,-25.048932745,0.0
mp-1187037,Sn3Sb,L1$_2$,Sn,Sb,3.0,1.0,4.822632,-24.90540464,0.08081212749999901
mp-862920,PmIn3,L1$_2$,Pm,In,1.0,3.0,4.677134120364843,-24.897778725,0.0
mp-214,ZrRu,B2,Zr,Ru,1.0,1.0,3.26200472,-24.82603288,0.0
mp-973342,SbRh3,L1$_2$,Sb,Rh,1.0,3.0,3.92885324,-24.8047940575,0.005245416250001
mp-867165,Pm3Si,L1$_2$,Pm,Si,3.0,1.0,4.73925754,-24.650068435,0.0
mp-1184975,La3Zn,L1$_2$,La,Zn,3.0,1.0,4.963663,-24.601530592499998,0.0973784225
mp-229,ZrRh3,L1$_2$,Zr,Rh,1.0,3.0,3.93410666,-24.5328032075,0.0
mp-974335,RuRh3,L1$_2$,Ru,Rh,1.0,3.0,3.799530710000274,-24.4239551925,0.034719832083336004
mp-2808,ZrRh,B2,Zr,Rh,1.0,1.0,3.28272273,-24.244361295,0.08393397999999701
mp-10889,La3Al,L1$_2$,La,Al,3.0,1.0,4.97745203,-24.2089676875,0.040546290000001005
mp-11222,Sm3Al,L1$_2$,Sm,Al,3.0,1.0,4.848246,-24.1910053084375,0.029456104062500002
mp-1186489,Pm3Al,L1$_2$,Pm,Al,3.0,1.0,4.85669985,-24.0449443275,0.032201197499997
mp-1186928,SbPd3,L1$_2$,Sb,Pd,1.0,3.0,4.02651189,-23.990543775,0.075649527857144
mp-976358,Nd3Al,L1$_2$,Nd,Al,3.0,1.0,4.88129481,-23.9522899725,0.023285550000000002
mp-2093,Pr3Al,L1$_2$,Pr,Al,3.0,1.0,4.92749911,-23.9237330775,0.032819397916668006
mp-11496,LuZn,B2,Lu,Zn,1.0,1.0,3.45578837,-23.903654125,0.0
mp-718,SnPd3,L1$_2$,Sn,Pd,1.0,3.0,4.00703442,-23.89979332,0.0
mp-2636,GdMg,B2,Gd,Mg,1.0,1.0,3.83063586,-23.861962885,0.0
mp-899,InRh,B2,In,Rh,1.0,1.0,3.20967535,-23.857012905,0.0
mp-1017543,ZrPd3,L1$_2$,Zr,Pd,1.0,3.0,4.00019122,-23.734184805,0.025105371249999002
mp-13496,ZrPd,B2,Zr,Pd,1.0,1.0,3.360046,-23.48369734,0.06452598250000101
mp-1021668,In3Sb,L1$_2$,In,Sb,3.0,1.0,4.836962,-23.384535277499996,0.094997277500002
mp-31337,InPd3,L1$_2$,In,Pd,1.0,3.0,4.00151542,-23.325552585,0.031658931249999
mp-21215,InPd,B2,In,Pd,1.0,1.0,3.27188478,-23.318690175,0.011751512142858
mp-985,TmCu,B2,Tm,Cu,1.0,1.0,3.38448683,-23.284754295,0.0
mp-559,YPd3,L1$_2$,Y,Pd,1.0,3.0,4.09992176,-23.1804173275,0.0
mp-983237,Ga3Bi,L1$_2$,Ga,Bi,3.0,1.0,4.530755,-23.138588198125,0.072513066875
mp-1184894,In3Sn,L1$_2$,In,Sn,3.0,1.0,4.75923232,-23.05856666,0.061922069999997005
mp-20695,Zr3In,L1$_2$,Zr,In,3.0,1.0,4.46693116,-23.011226055,0.0
mp-1183698,Co3Ir,L1$_2$,Co,Ir,3.0,1.0,3.582561,-22.964657366249998,0.050854343749999004
mp-984700,CeY3,L1$_2$,Ce,Y,1.0,3.0,5.058812,-22.870095113749997,0.075262796250001
mp-1186760,SrSn3,L1$_2$,Sr,Sn,1.0,3.0,4.8451645,-22.700657495,0.056590986666662006
mp-1955,ErCu,B2,Er,Cu,1.0,1.0,3.39976775,-22.67065421,0.0
mp-978823,SmY3,L1$_2$,Sm,Y,1.0,3.0,5.110425810000114,-22.59494441,0.073487389999996
mp-1185037,LaY3,L1$_2$,La,Y,1.0,3.0,5.17180131,-22.59387876,0.077517011249998
mp-1184361,Ga3Pb,L1$_2$,Ga,Pb,3.0,1.0,4.526369,-22.559719740625,0.093645749374999
mp-20131,YIn3,L1$_2$,Y,In,1.0,3.0,4.62564492,-22.534827565,0.0
mp-974865,NdY3,L1$_2$,Nd,Y,1.0,3.0,5.13171666,-22.517697635,0.072005330624996
mp-2316,TmZn,B2,Tm,Zn,1.0,1.0,3.49373398,-22.42055993,0.0
mp-1188029,Zr3Cd,L1$_2$,Zr,Cd,3.0,1.0,4.45517347,-22.1707983775,0.019827343749998002
mp-1971,HoCu,B2,Ho,Cu,1.0,1.0,3.41849426,-22.14065867,0.0
mp-2560,Ti3Hg,L1$_2$,Ti,Hg,3.0,1.0,4.139949,-22.102944145000002,0.070988241249999
mp-22704,YIn,B2,Y,In,1.0,1.0,3.7594189,-22.049681705,0.0
mp-1185,VRh3,L1$_2$,V,Rh,1.0,3.0,3.77976254,-22.0316925225,0.008832503749999
mp-12585,CrRh3,L1$_2$,Cr,Rh,1.0,3.0,3.79056417,-22.017710365,0.0
mp-1660,ErZn,B2,Er,Zn,1.0,1.0,3.50789832,-21.811399955,0.0
mp-1187250,TaTi3,L1$_2$,Ta,Ti,1.0,3.0,4.133054,-21.756308725666667,0.09496721249999801
mp-30343,InAg3,L1$_2$,In,Ag,1.0,3.0,4.1870447,-21.7122204275,0.001366337548077
mp-2334,DyCu,B2,Dy,Cu,1.0,1.0,3.43607761,-21.68017208,0.0
mp-1183704,CoRh3,L1$_2$,Co,Rh,1.0,3.0,3.766397999999999,-21.345245461250002,0.06548379374999701
mp-1837,TbCu,B2,Tb,Cu,1.0,1.0,3.45550647,-21.29018046,0.0
mp-12086,Cu3Pt,L1$_2$,Cu,Pt,3.0,1.0,3.68309189,-21.16740301,0.0
mp-2474,YAg,B2,Y,Ag,1.0,1.0,3.62505055,-21.162151485,0.0
mp-1186967,Sc3Hg,L1$_2$,Sc,Hg,3.0,1.0,4.46465973,-21.140572345,0.021109168750001003
mp-865786,CrPd3,L1$_2$,Cr,Pd,1.0,3.0,3.89097501,-21.1158674075,0.0
mp-636328,TiPd3,L1$_2$,Ti,Pd,1.0,3.0,3.897710450014267,-21.104244075,0.004809819374997
mp-1183627,CdAg3,L1$_2$,Cd,Ag,1.0,3.0,4.15941889,-21.0820391475,0.007372807499997001
mp-568711,VPd3,L1$_2$,V,Pd,1.0,3.0,3.8798502,-21.0090882,0.0
mp-2677,ScPd3,L1$_2$,Sc,Pd,1.0,3.0,3.97964867,-20.93176475,0.0
mp-2303,DyZn,B2,Dy,Zn,1.0,1.0,3.54500656,-20.83574144,0.0
mp-2642,CdAg,B2,Cd,Ag,1.0,1.0,3.3527165,-20.783473355,0.0
mp-12661,Cd3In,L1$_2$,Cd,In,3.0,1.0,4.49660846,-20.68165489,0.041733472500002006
mp-1183687,CoPd3,L1$_2$,Co,Pd,1.0,3.0,3.85037277,-20.527257115,0.0016408749999990001
mp-1184209,GaPd3,L1$_2$,Ga,Pd,1.0,3.0,3.88841288,-20.52328779,0.056885341499999006
mp-12586,SmCu,B2,Sm,Cu,1.0,1.0,3.52157544,-20.474329405,0.031348156249999
mp-2540,VTc,B2,V,Tc,1.0,1.0,3.00911852,-20.465614505,0.0
mp-836,TbZn,B2,Tb,Zn,1.0,1.0,3.56256554,-20.453721725,0.0
mp-1188008,Zr3Ga,L1$_2$,Zr,Ga,3.0,1.0,4.34283198,-20.283497755,0.043778628749997
mp-20539,ScIn3,L1$_2$,Sc,In,1.0,3.0,4.49569418,-20.16830582,0.0
mp-1187582,YbMn3,L1$_2$,Yb,Mn,1.0,3.0,4.079887728763317,-20.16441884,0.09941484200431101
mp-1395,VRu,B2,V,Ru,1.0,1.0,3.00228092,-20.063952405,0.0
mp-592,TiRu,B2,Ti,Ru,1.0,1.0,3.06957001,-20.02088589,0.0
mp-11573,TiTc,B2,Ti,Tc,1.0,1.0,3.09447244,-19.96990951,0.0
mp-417,MnRh,B2,Mn,Rh,1.0,1.0,3.02748965,-19.9055442,0.0
mp-11843,DyAl,B2,Dy,Al,1.0,1.0,3.5835634,-19.80113393,0.038093063749999004
mp-1505,TmMg,B2,Tm,Mg,1.0,1.0,3.74697045,-19.71981316,0.0
mp-2615,LaZn,B2,La,Zn,1.0,1.0,3.75622244,-19.653037825,0.0
mp-1183143,AlPd3,L1$_2$,Al,Pd,1.0,3.0,3.87469151,-19.5049891225,0.04402146750000201
mp-1009839,TbAl,B2,Tb,Al,1.0,1.0,3.601771,-19.423504585,0.041335158125001006
mp-985282,Ag3Ge,L1$_2$,Ag,Ge,3.0,1.0,4.162825,-19.3851713475,0.09973090625000201
mp-21765,Pd17Se15,B2,Pd,Se,34.0,30.0,10.6994728,-19.28120937515625,0.0
mp-1471,Zr3Al,L1$_2$,Zr,Al,3.0,1.0,4.37674312,-19.0641933675,0.0
mp-1186534,PmAs3,L1$_2$,Pm,As,1.0,3.0,4.4057918,-18.9855850475,0.0
mp-1187257,TaZn3,L1$_2$,Ta,Zn,1.0,3.0,3.89079388,-18.9217436225,0.016571697812498003
mp-1183967,GaAg3,L1$_2$,Ga,Ag,1.0,3.0,4.08129539,-18.850017875,0.042827169583333005
mp-1185497,LuNi3,L1$_2$,Lu,Ni,1.0,3.0,3.790145,-18.83301272916667,0.081896905833332
mp-22320,GaRu,B2,Ga,Ru,1.0,1.0,3.00143839,-18.765810315,0.000531018749999
mp-11221,SmAl,B2,Sm,Al,1.0,1.0,3.6711043,-18.646371765,0.055769306874999
mp-495,LuGa3,L1$_2$,Lu,Ga,1.0,3.0,4.17751793,-18.6156986125,0.0
mp-12793,NdAl,B2,Nd,Al,1.0,1.0,3.7263835,-18.46392349,0.06650961875
mp-10902,PrAl,B2,Pr,Al,1.0,1.0,3.75961349,-18.43215457,0.076994012499998
mp-11546,TiPd,B2,Ti,Pd,1.0,1.0,3.1758,-18.4297401525,0.07338960750000101
mp-2283,ZrCo,B2,Zr,Co,1.0,1.0,3.20778392,-18.32247491,0.0
mp-864794,ZnAg3,L1$_2$,Zn,Ag,1.0,3.0,4.04131259,-18.2542680625,0.008081862777778
mp-975664,NdGe3,L1$_2$,Nd,Ge,1.0,3.0,4.399687,-18.211795638541666,0.09500349937500001
mp-2781,ScPd,B2,Sc,Pd,1.0,1.0,3.299466299999999,-18.088092175,0.0
mp-861936,LiPd3,L1$_2$,Li,Pd,1.0,3.0,3.8508382400001375,-18.0750049275,0.0
mp-1183624,Cd3Ni,L1$_2$,Cd,Ni,3.0,1.0,4.180107,-17.983257292575757,0.09107569833333401
mp-976589,NaIn3,L1$_2$,Na,In,1.0,3.0,4.64798109,-17.9807438175,0.0
mp-1603,TmGa3,L1$_2$,Tm,Ga,1.0,3.0,4.19988828,-17.89732271,0.010813862499997001
mp-22865,CsCl,B2,Cs,Cl,1.0,1.0,4.14369834,-17.802043195,0.0
mp-1212609,GaPd,B2,Ga,Pd,1.0,1.0,3.120572,-17.778349877500002,0.08591318124999901
mp-381,SiRu,B2,Si,Ru,1.0,1.0,2.91612407,-17.74599759,0.007685002499997
mp-863027,LiIn3,L1$_2$,Li,In,1.0,3.0,4.4928506,-17.741741085,0.0
mp-1019319,TcN,B2,Tc,N,3.0,3.0,4.01776561,-17.69242789,0.028997522812499003
mp-398,ErGa3,L1$_2$,Er,Ga,1.0,3.0,4.21184105,-17.6017220125,0.020147778749997
mp-1636,Mn3Sb,L1$_2$,Mn,Sb,3.0,1.0,3.813382,-17.50821850284483,0.092418744784481
mp-20997,InNi,B2,In,Ni,1.0,1.0,3.147263,-17.401172029999998,0.09218754000000101
mp-21991,Rh17S15,B2,Rh,S,34.0,30.0,9.945864,-17.12997381734375,0.0
mp-30338,Y3Al,L1$_2$,Y,Al,3.0,1.0,4.79300839,-17.0998973575,0.07052767812499901
mp-1018029,CuPd,B2,Cu,Pd,1.0,1.0,2.98041717,-17.02697661,0.0
mp-6938,ZnRh,B2,Zn,Rh,1.0,1.0,2.99022635,-16.94872661,0.0
mp-11418,TbGa3,L1$_2$,Tb,Ga,1.0,3.0,4.25508228,-16.943441795000002,0.051655916250002
mp-1186100,NaAg3,L1$_2$,Na,Ag,1.0,3.0,4.244194,-16.887782317916667,0.07910761708333401
mp-542569,AlRu,B2,Al,Ru,1.0,1.0,2.98249544,-16.806725945,0.0
mp-1007730,HfAl3,L1$_2$,Hf,Al,1.0,3.0,4.05941982,-16.747374399999998,0.026835965000000003
mp-1185300,LiAg3,L1$_2$,Li,Ag,1.0,3.0,4.04512754,-16.7336293925,0.008752600000001
mp-11237,ScAg,B2,Sc,Ag,1.0,1.0,3.42110253,-16.640555495,0.0
mp-364,AlRh,B2,Al,Rh,1.0,1.0,2.97732247,-16.61165009,0.0
mp-11478,GaAg,B2,Ga,Ag,1.0,1.0,3.317227,-16.326017033541667,0.088552712291665
mp-570691,Ti3Sn,L1$_2$,Ti,Sn,3.0,1.0,4.15692889,-16.175374855,0.033543316249999004
mp-570276,ZrZn,B2,Zr,Zn,1.0,1.0,3.3232991800000002,-16.1562511,0.0
mp-1211,ScCd,B2,Sc,Cd,1.0,1.0,3.52625559,-16.075965005,0.0
mp-982773,Na3Tl,L1$_2$,Na,Tl,3.0,1.0,4.909227,-16.0486138275,0.022761539062500002
mp-712,YCu,B2,Y,Cu,1.0,1.0,3.45811539,-15.80720536,0.018895730000000003
mp-980945,Ti3Nb,L1$_2$,Ti,Nb,3.0,1.0,4.133433,-15.802386037500002,0.084450384999998
mp-829,AlPd,B2,Al,Pd,1.0,1.0,3.05052548,-15.74408449,0.037793284999999004
mp-213,CaPd,B2,Ca,Pd,1.0,1.0,3.50568548,-15.644829405,0.006872011666665001
mp-976847,Ni3Sb,L1$_2$,Ni,Sb,3.0,1.0,3.6911870900001382,-15.495076465,0.044902887500001
mp-20263,CaIn,B2,Ca,In,1.0,1.0,3.84336532,-15.37121027,0.020320988749999002
mp-1186970,Sc3Sn,L1$_2$,Sc,Sn,3.0,1.0,4.5199508,-15.2347699825,0.005275915000000001
mp-1912,ZnAg,B2,Zn,Ag,1.0,1.0,3.14233597,-15.157611235,0.011211470555556002
mp-2516,YZn,B2,Y,Zn,1.0,1.0,3.56236652,-14.99925985,0.0
mp-1183636,Ca3Eu,L1$_2$,Ca,Eu,3.0,1.0,5.63079353,-14.87762921,0.031311743749999
mp-22784,InNi3,L1$_2$,In,Ni,1.0,3.0,3.70045155,-14.6581921375,0.079346227499998
mp-1259,YbAl3,L1$_2$,Yb,Al,1.0,3.0,4.181695796842051,-14.63289476,0.0
mp-316,MnV,B2,Mn,V,1.0,1.0,2.85576869,-14.58459444,0.0
mp-632319,CsH,B2,Cs,H,1.0,1.0,3.81840854,-14.513282405,0.016097849999999
mp-1183969,Cu3Sb,L1$_2$,Cu,Sb,3.0,1.0,3.897337,-14.495137238749999,0.06653869375
mp-768,TmAl3,L1$_2$,Tm,Al,1.0,3.0,4.19201623,-14.2813125,0.0018575050000000002
mp-977573,HfH3,L1$_2$,Hf,H,1.0,3.0,3.084554,-14.1916368915625,0.09424659625000001
mp-2134,ErAl3,L1$_2$,Er,Al,1.0,3.0,4.20209431,-13.982790365,0.007975068749999
mp-580357,Cu3Pd,L1$_2$,Cu,Pd,3.0,1.0,3.666153699999999,-13.970323485,0.004421831071429
mp-11229,YAl,B2,Y,Al,1.0,1.0,3.59888669,-13.96068374,0.030594507500000003
mp-1002109,VCo,B2,V,Co,1.0,1.0,2.89042773,-13.81094857,0.0
mp-1877,HoAl3,L1$_2$,Ho,Al,1.0,3.0,4.21491698,-13.7246717975,0.015974716250001002
mp-11500,MnNi,B2,Mn,Ni,1.0,1.0,2.92831621,-13.695063285,0.0
mp-823,TiCo,B2,Ti,Co,1.0,1.0,2.9861109900000002,-13.493100065,0.0
mp-1017529,VCo3,L1$_2$,V,Co,1.0,3.0,3.47753287,-13.435267575,0.087322275
mp-608,TiCo3,L1$_2$,Ti,Co,1.0,3.0,3.58680216,-13.3232120225,0.040453574999999006
mp-1183623,CdCu3,L1$_2$,Cd,Cu,1.0,3.0,3.825701,-13.0812672825,0.080076639999999
mp-1187105,Sr3Ca,L1$_2$,Sr,Ca,3.0,1.0,5.98872189,-13.0798042625,0.039014964999998
mp-2743,LiPd,B2,Li,Pd,1.0,1.0,2.9596782900000003,-13.06872738,0.021507794999999
mp-1008349,Co3Ni,L1$_2$,Co,Ni,3.0,1.0,3.49575341,-12.9286653,0.015651018749998
mp-11501,MnNi3,L1$_2$,Mn,Ni,1.0,3.0,3.5434492,-12.89325635,0.0
mp-1007974,CrNi3,L1$_2$,Cr,Ni,1.0,3.0,3.544565,-12.7466733575,0.007950109999999
mp-21008,Ni3Ge,L1$_2$,Ni,Ge,3.0,1.0,3.5303321,-12.7015624275,0.0
mp-2212,ScCo,B2,Sc,Co,1.0,1.0,3.1422648,-12.60761453,0.0
mp-1121,GaCo,B2,Ga,Co,1.0,1.0,2.84722922,-12.534109495,0.0
mp-1094786,Sr3Mg,L1$_2$,Sr,Mg,3.0,1.0,5.65022,-12.360999644166666,0.07438252958333301
mp-815,GaNi3,L1$_2$,Ga,Ni,1.0,3.0,3.53653239,-12.1259486825,0.0
mp-1941,GaNi,B2,Ga,Ni,1.0,1.0,2.87758102,-12.067911885000001,0.042973296904762
