material_id,formula,element_A,element_B,count_A,count_B,lattice_constant,energy_per_atom,energy_above_hull,source,structure_type
mp-984700,CeY3,Ce,Y,1.0,3.0,5.058812,-22.870095113749997,0.075262796250001,MP,L1$_2$
mp-1186173,NaPm3,Na,Pm,1.0,3.0,5.14635,-22.78443039663793,0.262074092737069,MP,L1$_2$
mp-976424,LiLa3,Li,La,1.0,3.0,5.116069,-22.757533931666668,0.14772782541666601,MP,L1$_2$
mp-1185451,LiSm3,Li,Sm,1.0,3.0,4.960113,-22.733115237916664,0.163254605416668,MP,L1$_2$
mp-1186169,NaPr3,Na,Pr,1.0,3.0,5.205635,-22.710777104137936,0.233235314612066,MP,L1$_2$
mp-976903,NaNd3,Na,Nd,1.0,3.0,5.180249,-22.707209419137932,0.24734246023707102,MP,L1$_2$
mp-1186760,SrSn3,Sr,Sn,1.0,3.0,4.8451645,-22.700657495,0.056590986666662006,MP,L1$_2$
mp-11260,Ti3Au,Ti,Au,3.0,1.0,4.075523,-22.61240855,0.12363305124999902,MP,L1$_2$
mp-1185395,LiPm3,Li,Pm,1.0,3.0,4.9989419999999996,-22.596461894166662,0.155674056041668,MP,L1$_2$
mp-978823,SmY3,Sm,Y,1.0,3.0,5.110425810000114,-22.59494441,0.073487389999996,MP,L1$_2$
mp-1185037,LaY3,La,Y,1.0,3.0,5.17180131,-22.59387876,0.077517011249998,MP,L1$_2$
mp-1184361,Ga3Pb,Ga,Pb,3.0,1.0,4.526369,-22.559719740625,0.093645749374999,MP,L1$_2$
mp-998947,TiRu3,Ti,Ru,1.0,3.0,3.859584,-22.549470735,0.1732398575,MP,L1$_2$
mp-20131,YIn3,Y,In,1.0,3.0,4.62564492,-22.534827565,0.0,MP,L1$_2$
mp-974865,NdY3,Nd,Y,1.0,3.0,5.13171666,-22.517697635,0.072005330624996,MP,L1$_2$
mp-1185406,LiPr3,Li,Pr,1.0,3.0,5.069571,-22.50792427416667,0.141719605416664,MP,L1$_2$
mp-1184571,HgGe3,Hg,Ge,1.0,3.0,4.39551,-22.403630360624998,0.342304455,MP,L1$_2$
mp-30362,Zr3Ag,Zr,Ag,3.0,1.0,4.416495,-22.37941027375,0.103781989999998,MP,L1$_2$
mp-1188029,Zr3Cd,Zr,Cd,3.0,1.0,4.45517347,-22.1707983775,0.019827343749998002,MP,L1$_2$
mp-2560,Ti3Hg,Ti,Hg,3.0,1.0,4.139949,-22.102944145000002,0.070988241249999,MP,L1$_2$
mp-1187043,Sn3Se,Sn,Se,3.0,1.0,4.741879,-22.093178409999997,0.27112263687500204,MP,L1$_2$
mp-1185,VRh3,V,Rh,1.0,3.0,3.77976254,-22.0316925225,0.008832503749999,MP,L1$_2$
mp-12585,CrRh3,Cr,Rh,1.0,3.0,3.79056417,-22.017710365,0.0,MP,L1$_2$
mp-1185177,K3Th,K,Th,3.0,1.0,6.018195,-21.9188526194375,0.963660870249999,MP,L1$_2$
mp-999446,Nb3Cr,Nb,Cr,3.0,1.0,4.136382,-21.918781655000004,0.40010992999999906,MP,L1$_2$
mp-1187023,Sn3Ge,Sn,Ge,3.0,1.0,4.685681,-21.8701091275,0.1575231025,MP,L1$_2$
mp-985297,Ag3Rh,Ag,Rh,3.0,1.0,4.076067,-21.829316273750003,0.22164874250000102,MP,L1$_2$
mp-1187250,TaTi3,Ta,Ti,1.0,3.0,4.133054,-21.756308725666667,0.09496721249999801,MP,L1$_2$
mp-30343,InAg3,In,Ag,1.0,3.0,4.1870447,-21.7122204275,0.001366337548077,MP,L1$_2$
mp-977997,ZnMo3,Zn,Mo,1.0,3.0,3.943154,-21.604394540833333,0.187306046666666,MP,L1$_2$
mp-1183704,CoRh3,Co,Rh,1.0,3.0,3.766397999999999,-21.345245461250002,0.06548379374999701,MP,L1$_2$
mp-12086,Cu3Pt,Cu,Pt,3.0,1.0,3.68309189,-21.16740301,0.0,MP,L1$_2$
mp-1186967,Sc3Hg,Sc,Hg,3.0,1.0,4.46465973,-21.140572345,0.021109168750001003,MP,L1$_2$
mp-11309,NbCd3,Nb,Cd,1.0,3.0,4.319767,-21.117388365,0.14487106500000002,MP,L1$_2$
mp-865786,CrPd3,Cr,Pd,1.0,3.0,3.89097501,-21.1158674075,0.0,MP,L1$_2$
mp-973884,Ni3Hg,Ni,Hg,3.0,1.0,3.744911,-21.107020996875,0.22121850374999802,MP,L1$_2$
mp-636328,TiPd3,Ti,Pd,1.0,3.0,3.897710450014267,-21.104244075,0.004809819374997,MP,L1$_2$
mp-1183627,CdAg3,Cd,Ag,1.0,3.0,4.15941889,-21.0820391475,0.007372807499997001,MP,L1$_2$
mp-568711,VPd3,V,Pd,1.0,3.0,3.8798502,-21.0090882,0.0,MP,L1$_2$
mp-1004,Nb3Si,Nb,Si,3.0,1.0,4.083869,-21.00657041,0.219570350416667,MP,L1$_2$
mp-2677,ScPd3,Sc,Pd,1.0,3.0,3.97964867,-20.93176475,0.0,MP,L1$_2$
mp-1184883,In3Se,In,Se,3.0,1.0,4.803758,-20.69811823,0.152077868750001,MP,L1$_2$
mp-12661,Cd3In,Cd,In,3.0,1.0,4.49660846,-20.68165489,0.041733472500002006,MP,L1$_2$
mp-973466,In3As,In,As,3.0,1.0,4.6716809999999995,-20.6043797825,0.20070065250000002,MP,L1$_2$
mp-1187908,YbAs3,Yb,As,1.0,3.0,4.305011238189526,-20.599795825,0.445777698749999,MP,L1$_2$
mp-1183687,CoPd3,Co,Pd,1.0,3.0,3.85037277,-20.527257115,0.0016408749999990001,MP,L1$_2$
mp-1184209,GaPd3,Ga,Pd,1.0,3.0,3.88841288,-20.52328779,0.056885341499999006,MP,L1$_2$
mp-1187034,Sn3P,Sn,P,3.0,1.0,4.640921,-20.51632069916667,0.29611769458333004,MP,L1$_2$
mp-978494,SiSn3,Si,Sn,1.0,3.0,4.649622,-20.431849525,0.32122945875000003,MP,L1$_2$
mp-1188008,Zr3Ga,Zr,Ga,3.0,1.0,4.34283198,-20.283497755,0.043778628749997,MP,L1$_2$
mp-20539,ScIn3,Sc,In,1.0,3.0,4.49569418,-20.16830582,0.0,MP,L1$_2$
mp-1187582,YbMn3,Yb,Mn,1.0,3.0,4.079887728763317,-20.16441884,0.09941484200431101,MP,L1$_2$
mp-1185416,LiSb3,Li,Sb,1.0,3.0,4.681021,-19.93895780729167,0.191407538958333,MP,L1$_2$
mp-1184852,In3Ni,In,Ni,3.0,1.0,4.422626,-19.726950108333337,0.341626631666663,MP,L1$_2$
mp-1183143,AlPd3,Al,Pd,1.0,3.0,3.87469151,-19.5049891225,0.04402146750000201,MP,L1$_2$
mp-1187312,TbAs3,Tb,As,1.0,3.0,4.377368,-19.485092871250004,0.261980337499998,MP,L1$_2$
mp-1184480,In3Cu,In,Cu,3.0,1.0,4.482767,-19.47161061530357,0.192655721071428,MP,L1$_2$
mp-978855,Sn3B,Sn,B,3.0,1.0,4.528904,-19.46518253541667,0.931043848958331,MP,L1$_2$
mp-1183729,CeAs3,Ce,As,1.0,3.0,4.36275291,-19.447298265,0.17383886874999901,MP,L1$_2$
mp-985282,Ag3Ge,Ag,Ge,3.0,1.0,4.162825,-19.3851713475,0.09973090625000201,MP,L1$_2$
mp-999294,Pd3N,Pd,N,3.0,1.0,4.086858,-19.1320241340625,0.370503741250001,MP,L1$_2$
mp-978502,SmAs3,Sm,As,1.0,3.0,4.413215,-19.12850285625,0.234789842499999,MP,L1$_2$
mp-1471,Zr3Al,Zr,Al,3.0,1.0,4.37674312,-19.0641933675,0.0,MP,L1$_2$
mp-1184892,In3S,In,S,3.0,1.0,4.729252,-19.062221204375003,0.22190931062499702,MP,L1$_2$
mp-977224,PrAs3,Pr,As,1.0,3.0,4.468614,-19.045037483749997,0.216634445,MP,L1$_2$
mp-1186534,PmAs3,Pm,As,1.0,3.0,4.4057918,-18.9855850475,0.0,MP,L1$_2$
mp-1187257,TaZn3,Ta,Zn,1.0,3.0,3.89079388,-18.9217436225,0.016571697812498003,MP,L1$_2$
mp-1183967,GaAg3,Ga,Ag,1.0,3.0,4.08129539,-18.850017875,0.042827169583333005,MP,L1$_2$
mp-1188007,Zr3N,Zr,N,3.0,1.0,4.123526,-18.843484076249997,1.559094865000002,MP,L1$_2$
mp-1185497,LuNi3,Lu,Ni,1.0,3.0,3.790145,-18.83301272916667,0.081896905833332,MP,L1$_2$
mp-976772,NiAg3,Ni,Ag,1.0,3.0,4.00903,-18.822695988750006,0.189641159999997,MP,L1$_2$
mp-1184853,In3Si,In,Si,3.0,1.0,4.598456,-18.814487803749998,0.31289613000000205,MP,L1$_2$
mp-495,LuGa3,Lu,Ga,1.0,3.0,4.17751793,-18.6156986125,0.0,MP,L1$_2$
mp-1185991,MnCd3,Mn,Cd,1.0,3.0,4.297046,-18.57710360086207,0.17247083551724102,MP,L1$_2$
mp-974834,EuNi3,Eu,Ni,1.0,3.0,3.887924,-18.435091909,0.28101634350000204,MP,L1$_2$
mp-864794,ZnAg3,Zn,Ag,1.0,3.0,4.04131259,-18.2542680625,0.008081862777778,MP,L1$_2$
mp-975664,NdGe3,Nd,Ge,1.0,3.0,4.399687,-18.211795638541666,0.09500349937500001,MP,L1$_2$
mp-976061,PrGe3,Pr,Ge,1.0,3.0,4.42499,-18.19519353083333,0.102255405000001,MP,L1$_2$
mp-861936,LiPd3,Li,Pd,1.0,3.0,3.8508382400001375,-18.0750049275,0.0,MP,L1$_2$
mp-983584,Al3Tl,Al,Tl,3.0,1.0,4.354232,-18.059196275833337,0.284703616666664,MP,L1$_2$
mp-1183624,Cd3Ni,Cd,Ni,3.0,1.0,4.180107,-17.983257292575757,0.09107569833333401,MP,L1$_2$
mp-976589,NaIn3,Na,In,1.0,3.0,4.64798109,-17.9807438175,0.0,MP,L1$_2$
mp-1187778,Y3P,Y,P,3.0,1.0,4.590392,-17.91901673083333,0.49527959666666604,MP,L1$_2$
mp-1603,TmGa3,Tm,Ga,1.0,3.0,4.19988828,-17.89732271,0.010813862499997001,MP,L1$_2$
mp-1184483,In3B,In,B,3.0,1.0,4.443764,-17.869908934166666,0.9006224002083341,MP,L1$_2$
mp-571484,Ca3Hg,Ca,Hg,3.0,1.0,5.100185,-17.849673465625,0.10342174000000101,MP,L1$_2$
mp-863027,LiIn3,Li,In,1.0,3.0,4.4928506,-17.741741085,0.0,MP,L1$_2$
mp-1187788,Y3Si,Y,Si,3.0,1.0,4.668333,-17.708438810555553,0.243005987361112,MP,L1$_2$
mp-1636,Mn3Sb,Mn,Sb,3.0,1.0,3.813382,-17.50821850284483,0.092418744784481,MP,L1$_2$
mp-1183994,CsSr3,Cs,Sr,1.0,3.0,6.340366,-17.462621361982755,0.17373769051724203,MP,L1$_2$
mp-2577,Mn3Rh,Mn,Rh,3.0,1.0,3.605593,-17.14197206672414,0.15246737103448202,MP,L1$_2$
mp-1183632,Cd3P,Cd,P,3.0,1.0,4.393791,-17.139363584218753,0.266882374999998,MP,L1$_2$
mp-8338,TaF3,Ta,F,1.0,3.0,4.166646,-17.11144070964167,0.4450584235,MP,L1$_2$
mp-30338,Y3Al,Y,Al,3.0,1.0,4.79300839,-17.0998973575,0.07052767812499901,MP,L1$_2$
mp-11418,TbGa3,Tb,Ga,1.0,3.0,4.25508228,-16.943441795000002,0.051655916250002,MP,L1$_2$
mp-1186100,NaAg3,Na,Ag,1.0,3.0,4.244194,-16.887782317916667,0.07910761708333401,MP,L1$_2$
mp-1007730,HfAl3,Hf,Al,1.0,3.0,4.05941982,-16.747374399999998,0.026835965000000003,MP,L1$_2$
mp-1185300,LiAg3,Li,Ag,1.0,3.0,4.04512754,-16.7336293925,0.008752600000001,MP,L1$_2$
mp-1187102,Sr3Ag,Sr,Ag,3.0,1.0,5.490875,-16.634114612694443,0.200823643055553,MP,L1$_2$
mp-976111,Ge3Sb,Ge,Sb,3.0,1.0,4.428208,-16.54545950125,0.28510261625,MP,L1$_2$
mp-1187139,Sr3Zr,Sr,Zr,3.0,1.0,5.539239,-16.527796128749998,0.518897649999999,MP,L1$_2$
mp-1183622,Cd3C,Cd,C,3.0,1.0,4.172055999999999,-16.345481949375003,1.220067615624998,MP,L1$_2$
mp-1008279,Co3Mo,Co,Mo,3.0,1.0,3.56238088,-16.2593778125,0.18429039500000102,MP,L1$_2$
mp-570691,Ti3Sn,Ti,Sn,3.0,1.0,4.15692889,-16.175374855,0.033543316249999004,MP,L1$_2$
mp-982773,Na3Tl,Na,Tl,3.0,1.0,4.909227,-16.0486138275,0.022761539062500002,MP,L1$_2$
mp-980945,Ti3Nb,Ti,Nb,3.0,1.0,4.133433,-15.802386037500002,0.084450384999998,MP,L1$_2$
mp-975524,InGe3,In,Ge,1.0,3.0,4.391734,-15.76563751125,0.282993268749999,MP,L1$_2$
mp-1185240,LiY3,Li,Y,1.0,3.0,4.919707,-15.634137316666665,0.19774000666666602,MP,L1$_2$
mp-980646,TmSi3,Tm,Si,1.0,3.0,4.105046,-15.577805384999998,0.243736378749999,MP,L1$_2$
mp-971703,V3Ag,V,Ag,3.0,1.0,3.881514,-15.535567860416668,0.37058322333333205,MP,L1$_2$
mp-976847,Ni3Sb,Ni,Sb,3.0,1.0,3.6911870900001382,-15.495076465,0.044902887500001,MP,L1$_2$
mp-1186970,Sc3Sn,Sc,Sn,3.0,1.0,4.5199508,-15.2347699825,0.005275915000000001,MP,L1$_2$
mp-11312,V3Cd,V,Cd,3.0,1.0,3.932877,-15.2282413525,0.3651873675,MP,L1$_2$
mp-621131,Ti3Ag,Ti,Ag,3.0,1.0,4.098807,-14.931480901666665,0.144638084166667,MP,L1$_2$
mp-1183636,Ca3Eu,Ca,Eu,3.0,1.0,5.63079353,-14.87762921,0.031311743749999,MP,L1$_2$
mp-1187466,Ti3Cd,Ti,Cd,3.0,1.0,4.151009,-14.687323706666666,0.10083699416666601,MP,L1$_2$
mp-1183480,Ca3Lu,Ca,Lu,3.0,1.0,5.361775,-14.646801938333333,0.151888382500001,MP,L1$_2$
mp-1259,YbAl3,Yb,Al,1.0,3.0,4.181695796842051,-14.63289476,0.0,MP,L1$_2$
mp-980946,Sr3Cr,Sr,Cr,3.0,1.0,5.535729,-14.631982574999999,0.495598825,MP,L1$_2$
mp-1184868,K3Hf,K,Hf,3.0,1.0,5.7876069999999995,-14.620556876937497,1.180994922750001,MP,L1$_2$
mp-1183978,Ga3Sn,Ga,Sn,3.0,1.0,4.37524287,-14.5675212625,0.20110664500000103,MP,L1$_2$
mp-1183969,Cu3Sb,Cu,Sb,3.0,1.0,3.897337,-14.495137238749999,0.06653869375,MP,L1$_2$
mp-1183984,Cu3Te,Cu,Te,3.0,1.0,3.946662,-14.351535797499999,0.17996959375000102,MP,L1$_2$
mp-768,TmAl3,Tm,Al,1.0,3.0,4.19201623,-14.2813125,0.0018575050000000002,MP,L1$_2$
mp-977573,HfH3,Hf,H,1.0,3.0,3.084554,-14.1916368915625,0.09424659625000001,MP,L1$_2$
mp-1008278,Cr3Ni,Cr,Ni,3.0,1.0,3.569271,-14.14317079125,0.15726529125000002,MP,L1$_2$
mp-1184785,InGa3,In,Ga,1.0,3.0,4.30108681,-14.0786133975,0.14811616000000002,MP,L1$_2$
mp-2134,ErAl3,Er,Al,1.0,3.0,4.20209431,-13.982790365,0.007975068749999,MP,L1$_2$
mp-1187128,Sr3Ni,Sr,Ni,3.0,1.0,5.248074,-13.978481542499999,0.37619355,MP,L1$_2$
mp-580357,Cu3Pd,Cu,Pd,3.0,1.0,3.666153699999999,-13.970323485,0.004421831071429,MP,L1$_2$
mp-1187104,Sr3Cu,Sr,Cu,3.0,1.0,5.440957,-13.802235652708331,0.29846049479166703,MP,L1$_2$
mp-1877,HoAl3,Ho,Al,1.0,3.0,4.21491698,-13.7246717975,0.015974716250001002,MP,L1$_2$
mp-984711,Cr3Cu,Cr,Cu,3.0,1.0,3.601918,-13.722858989999999,0.2938468025,MP,L1$_2$
mp-1008280,CrCo3,Cr,Co,1.0,3.0,3.54249965,-13.53878066,0.15522828499999902,MP,L1$_2$
mp-1187138,Sr3Zn,Sr,Zn,3.0,1.0,5.479942,-13.493313996458333,0.18605024729166603,MP,L1$_2$
mp-1184871,K3Lu,K,Lu,3.0,1.0,6.087672,-13.453544605270835,0.580123392749999,MP,L1$_2$
mp-1017529,VCo3,V,Co,1.0,3.0,3.47753287,-13.435267575,0.087322275,MP,L1$_2$
mp-1183498,Ca3Ho,Ca,Ho,3.0,1.0,5.346147,-13.34689126625,0.15216498750000002,MP,L1$_2$
mp-608,TiCo3,Ti,Co,1.0,3.0,3.58680216,-13.3232120225,0.040453574999999006,MP,L1$_2$
mp-1183684,Co3Se,Co,Se,3.0,1.0,3.566621999999999,-13.251719918593752,0.404886301093748,MP,L1$_2$
mp-975439,Mn3S,Mn,S,3.0,1.0,3.578445,-13.198916644224138,0.39227303603448305,MP,L1$_2$
mp-1186341,NiGe3,Ni,Ge,1.0,3.0,4.027851,-13.107819941874999,0.42446879812499905,MP,L1$_2$
mp-1183623,CdCu3,Cd,Cu,1.0,3.0,3.825701,-13.0812672825,0.080076639999999,MP,L1$_2$
mp-1187105,Sr3Ca,Sr,Ca,3.0,1.0,5.98872189,-13.0798042625,0.039014964999998,MP,L1$_2$
mp-1186043,Na3Hf,Na,Hf,3.0,1.0,4.865171,-13.078530259913792,0.8824590150862061,MP,L1$_2$
mp-1183975,GaGe3,Ga,Ge,1.0,3.0,4.278466,-13.024843428125,0.23983374437499902,MP,L1$_2$
mp-1008349,Co3Ni,Co,Ni,3.0,1.0,3.49575341,-12.9286653,0.015651018749998,MP,L1$_2$
mp-11501,MnNi3,Mn,Ni,1.0,3.0,3.5434492,-12.89325635,0.0,MP,L1$_2$
mp-1185006,KSr3,K,Sr,1.0,3.0,6.152297,-12.759085627312498,0.104726159250001,MP,L1$_2$
mp-974631,K3Tm,K,Tm,3.0,1.0,6.074285,-12.709732793604168,0.5842272310833321,MP,L1$_2$
mp-11365,Ti3Cu,Ti,Cu,3.0,1.0,3.968061999999999,-12.390747416666667,0.10904424666666601,MP,L1$_2$
mp-971753,ZnGe3,Zn,Ge,1.0,3.0,4.222363,-12.362764195,0.268869641249999,MP,L1$_2$
mp-1094786,Sr3Mg,Sr,Mg,3.0,1.0,5.65022,-12.360999644166666,0.07438252958333301,MP,L1$_2$
mp-1184214,Ga3Se,Ga,Se,3.0,1.0,4.432465,-12.259437588125,0.245543786249999,MP,L1$_2$
mp-1184232,Ga3As,Ga,As,3.0,1.0,4.3098600000000005,-12.24158500125,0.24051823624999802,MP,L1$_2$
mp-815,GaNi3,Ga,Ni,1.0,3.0,3.53653239,-12.1259486825,0.0,MP,L1$_2$
mp-932,ScGa3,Sc,Ga,1.0,3.0,4.08175681,-11.9457371675,0.0,MP,L1$_2$
mp-1187579,TmMg3,Tm,Mg,1.0,3.0,4.60812822,-11.939458185,0.015500002321431,MP,L1$_2$
mp-1187454,Ti3C,Ti,C,3.0,1.0,3.707030999999999,-11.878833838541667,0.8560120947916651,MP,L1$_2$
mp-1184008,Cu3As,Cu,As,3.0,1.0,3.70290901,-11.766527555,0.045452191875000006,MP,L1$_2$
mp-1018101,AlCo3,Al,Co,1.0,3.0,3.574948,-11.764123859999998,0.122802135,MP,L1$_2$
mp-20262,Pu3Pb,Pu,Pb,3.0,1.0,4.7941340199999996,-11.7511212725,0.24809496000000802,MP,L1$_2$
mp-980941,Ti3N,Ti,N,3.0,1.0,3.696906,-11.731911040416666,1.344308334166667,MP,L1$_2$
mp-556242,YF3,Y,F,3.0,9.0,5.385343,-11.691483701666668,0.200471525208332,MP,L1$_2$
mp-828,SiNi3,Si,Ni,1.0,3.0,3.46374006,-11.6134307,0.0,MP,L1$_2$
mp-1184401,Gd3Ga,Gd,Ga,3.0,1.0,4.75902099,-11.5926401975,0.039677283749998,MP,L1$_2$
mp-1186084,Na3Yb,Na,Yb,3.0,1.0,5.14034660338932,-11.3851909525,0.42028917124999904,MP,L1$_2$
mp-554201,MoF3,Mo,F,1.0,3.0,4.1039944,-11.359237805,0.050942731250000005,MP,L1$_2$
mp-1795,NbF3,Nb,F,1.0,3.0,4.195028,-11.335724204749999,0.167110309666666,MP,L1$_2$
mp-975611,Ge3B,Ge,B,3.0,1.0,4.015178,-11.232061105416665,1.008510628958333,MP,L1$_2$
mp-984518,Ga3Cu,Ga,Cu,3.0,1.0,4.035333,-11.231635624374999,0.122285098125001,MP,L1$_2$
mp-1186813,Pu3Br,Pu,Br,3.0,1.0,4.780597,-11.190566002499999,0.889433589166676,MP,L1$_2$
mp-1184423,Gd3I,Gd,I,3.0,1.0,5.05846692,-11.130423602499999,0.0,MP,L1$_2$
mp-2593,AlNi3,Al,Ni,1.0,3.0,3.5229346,-11.09573223,0.0,MP,L1$_2$
mp-1183131,Al3Sn,Al,Sn,3.0,1.0,4.271209,-11.07726582625,0.158353866249999,MP,L1$_2$
mp-1185543,CsK3,Cs,K,1.0,3.0,7.03429394,-10.772417835,0.018393367187499,MP,L1$_2$
mp-1184212,Ga3P,Ga,P,3.0,1.0,4.235357,-10.729738416250001,0.35732069124999905,MP,L1$_2$
mp-971720,ZnGa3,Zn,Ga,1.0,3.0,4.07086226,-10.6861042275,0.12362838625000001,MP,L1$_2$
mp-1183452,Ca3Ag,Ca,Ag,3.0,1.0,5.082384,-10.654910582083332,0.134582932916668,MP,L1$_2$
mp-1187219,Ta3Pt,Ta,Pt,3.0,1.0,4.10272004,-10.643932675000002,0.052959845416662,MP,L1$_2$
mp-1183973,Ga3Si,Ga,Si,3.0,1.0,4.132619,-10.552980836874998,0.22254227437500101,MP,L1$_2$
mp-11504,MnZn3,Mn,Zn,1.0,3.0,3.80888421,-10.4710020125,0.0,MP,L1$_2$
mp-978498,Sc3Al,Sc,Al,3.0,1.0,4.43330466,-10.46850362,0.052203802499999,MP,L1$_2$
mp-1187923,Zn3Cr,Zn,Cr,3.0,1.0,3.777758,-10.35389023875,0.09739731250000001,MP,L1$_2$
mp-1183130,Al3Ag,Al,Ag,3.0,1.0,4.081513,-10.340943023625002,0.071258186874999,MP,L1$_2$
mp-11578,VZn3,V,Zn,1.0,3.0,3.78548049,-10.279198585,0.0,MP,L1$_2$
mp-1183514,Ca3Y,Ca,Y,3.0,1.0,5.412807,-10.225887856666665,0.131232658333333,MP,L1$_2$
mp-1933,Cu3N,Cu,N,3.0,1.0,3.814706,-10.225204251562499,0.19208041625000002,MP,L1$_2$
mp-975606,InN3,In,N,1.0,3.0,3.52033,-10.158951625624997,2.391109306250001,MP,L1$_2$
mp-375,UO3,U,O,1.0,3.0,4.13541623,-10.14600257,0.0,MP,L1$_2$
mp-1044,UIr3,U,Ir,1.0,3.0,4.03418669,-10.112259965,0.0,MP,L1$_2$
mp-1064508,K3Pd,K,Pd,3.0,1.0,5.445013,-10.0510974319375,0.20271392275000003,MP,L1$_2$
mp-1008555,AlCu3,Al,Cu,1.0,3.0,3.63737667,-10.011573595,0.008516517500000001,MP,L1$_2$
mp-981215,Zn3Co,Zn,Co,3.0,1.0,3.685855349999999,-9.985740125,0.055600454659092004,MP,L1$_2$
mp-1183140,Al3Cd,Al,Cd,3.0,1.0,4.201756,-9.9384954325,0.1368252375,MP,L1$_2$
mp-2126,HfIr3,Hf,Ir,1.0,3.0,3.9430579900000002,-9.935187857500004,0.0,MP,L1$_2$
mp-981384,ScOs3,Sc,Os,1.0,3.0,3.957284,-9.9046095325,0.384095409375,MP,L1$_2$
mp-1184848,K3Mo,K,Mo,3.0,1.0,5.88375,-9.849854386937501,1.181838425249999,MP,L1$_2$
mp-1339,NbIr3,Nb,Ir,1.0,3.0,3.91340971,-9.764000576249998,0.0022512100000040003,MP,L1$_2$
mp-976592,K3Ag,K,Ag,3.0,1.0,5.7777519999999996,-9.737565706250003,0.11510153218749801,MP,L1$_2$
mp-1064282,InC3,In,C,1.0,3.0,3.535141,-9.717186240625,3.387887746875,MP,L1$_2$
mp-983230,Ga3B,Ga,B,3.0,1.0,3.959949,-9.684572314791666,0.734098197083334,MP,L1$_2$
mp-1187700,UMn3,U,Mn,1.0,3.0,3.815748,-9.562935055,0.165977453017239,MP,L1$_2$
mp-1184225,Fe3W,Fe,W,3.0,1.0,3.63356155,-9.526512780000001,0.082987429374998,MP,L1$_2$
mp-982780,K3Cd,K,Cd,3.0,1.0,5.952904,-9.518242686972657,0.056210382734375,MP,L1$_2$
mp-1678,PuRh3,Pu,Rh,1.0,3.0,4.02138207,-9.503804684999999,0.0,MP,L1$_2$
mp-2630414,TaO3,Ta,O,4.0,12.0,6.859517664309356,-9.459650195,0.146295184374999,MP,L1$_2$
mp-863257,LiGa3,Li,Ga,1.0,3.0,4.071548,-9.424266587000002,0.008717875749999,MP,L1$_2$
mp-10694,ScF3,Sc,F,1.0,3.0,4.03934176637926,-9.4117584,0.00025103375000000005,MP,L1$_2$
mp-999440,Nb3Fe,Nb,Fe,3.0,1.0,4.043299,-9.40601833,0.34156711153846103,MP,L1$_2$
mp-1183968,Cu3Cl,Cu,Cl,3.0,1.0,3.849421,-9.4052264675,0.5192399549999991,MP,L1$_2$
mp-976872,NaNi3,Na,Ni,1.0,3.0,3.70323,-9.36088844913793,0.516444563362069,MP,L1$_2$
mp-1089,TiIr3,Ti,Ir,1.0,3.0,3.8576817,-9.335620634999998,0.0,MP,L1$_2$
mp-1185108,K3Zr,K,Zr,3.0,1.0,5.945283,-9.2194222756875,0.9817236527500001,MP,L1$_2$
mp-19390,WO3,W,O,1.0,3.0,3.80620475,-9.1336724825,0.007691435312500001,MP,L1$_2$
mp-1008285,Cr3Fe,Cr,Fe,3.0,1.0,3.57268,-9.097880265,0.25941064,MP,L1$_2$
mp-20272,GdPt3,Gd,Pt,1.0,3.0,4.12397917,-9.015091812500003,0.0,MP,L1$_2$
mp-190,ReO3,Re,O,4.0,12.0,6.521440970807694,-8.95748831,0.0,MP,L1$_2$
mp-571322,Nb3Ge,Nb,Ge,3.0,1.0,4.115285,-8.91717354,0.134547662916666,MP,L1$_2$
mp-999437,Nb3Ni,Nb,Ni,3.0,1.0,4.045726,-8.912810865,0.21988438374999902,MP,L1$_2$
mp-2523,PuPt3,Pu,Pt,1.0,3.0,4.10158149,-8.8359615525,0.0,MP,L1$_2$
mp-12593,ScIr3,Sc,Ir,1.0,3.0,3.9276704000000002,-8.833036270000001,0.0,MP,L1$_2$
mp-1187918,Zn3P,Zn,P,3.0,1.0,3.975518,-8.796237004999998,0.29762580531250105,MP,L1$_2$
mp-10596,FeIr3,Fe,Ir,1.0,3.0,3.81796123,-8.789382775,0.030032292499996,MP,L1$_2$
mp-1008554,Al3V,Al,V,3.0,1.0,3.905351999999999,-8.77677005,0.13859146500000102,MP,L1$_2$
mp-1067129,VC3,V,C,1.0,3.0,3.140295,-8.770627617118055,2.50339239746528,MP,L1$_2$
mp-973908,PaFe3,Pa,Fe,1.0,3.0,3.871023857724161,-8.7414261875,0.031237945000000003,MP,L1$_2$
mp-1185312,LiCu3,Li,Cu,1.0,3.0,3.59246704,-8.7368839975,0.0061642299999990005,MP,L1$_2$
mp-1185666,NaCu3,Na,Cu,1.0,3.0,3.825892,-8.700075734137931,0.326066408362068,MP,L1$_2$
mp-998981,TiAl3,Ti,Al,1.0,3.0,3.95567125,-8.6943452175,0.023057415,MP,L1$_2$
mp-1183129,Al3As,Al,As,3.0,1.0,4.125775,-8.6758293575,0.36364852500000006,MP,L1$_2$
mp-972087,ZrH3,Zr,H,1.0,3.0,3.126038,-8.6411176740625,0.11531295874999901,MP,L1$_2$
mp-973004,ScRu3,Sc,Ru,1.0,3.0,3.938437,-8.58645528,0.245008752499998,MP,L1$_2$
mp-636331,V3Pt,V,Pt,3.0,1.0,3.834831,-8.567275645,0.190552337499999,MP,L1$_2$
