material_id,formula,element_A,element_B,count_A,count_B,lattice_constant,energy_per_atom,energy_above_hull,source,structure_type
mp-1184469,Gd3Y,Gd,Y,3.0,1.0,5.17994368,-37.55477101,0.071383205000003,MP,L1$_2$
mp-435,ThSn3,Th,Sn,1.0,3.0,4.7435484,-37.3505039125,0.018821856249999002,MP,L1$_2$
mp-2509,ThRh3,Th,Rh,1.0,3.0,4.10888851,-37.20409551,0.0,MP,L1$_2$
mp-975256,Ho3Hg,Ho,Hg,3.0,1.0,4.786948,-37.19546909750001,0.09404333499999401,MP,L1$_2$
mp-1184654,Hf3Co,Hf,Co,3.0,1.0,4.24227,-37.0391373759375,0.35017685656249803,MP,L1$_2$
mp-1184570,Hf3Ni,Hf,Ni,3.0,1.0,4.244663,-36.8216807475,0.295653215000001,MP,L1$_2$
mp-867189,Pm3Pb,Pm,Pb,3.0,1.0,4.94401984001122,-36.6537820725,0.0,MP,L1$_2$
mp-1184059,Dy3Hg,Dy,Hg,3.0,1.0,4.8052209999999995,-36.524974645,0.09234721749999801,MP,L1$_2$
mp-861987,PaIn3,Pa,In,1.0,3.0,4.641244907194472,-36.3995507025,0.0,MP,L1$_2$
mp-1184385,Eu3Te,Eu,Te,3.0,1.0,5.155859,-35.997113995,0.24414424249999903,MP,L1$_2$
mp-1187279,Tb3Hg,Tb,Hg,3.0,1.0,4.822497,-35.9647347475,0.08768202499999901,MP,L1$_2$
mp-1184460,Gd3Zn,Gd,Zn,3.0,1.0,4.82099,-34.834855652499996,0.11303004500000201,MP,L1$_2$
mp-976949,Lu3In,Lu,In,3.0,1.0,4.71722398,-34.5183749525,0.016917669583335,MP,L1$_2$
mp-1184417,Gd3Al,Gd,Al,3.0,1.0,4.80770796,-34.4505866775,0.0,MP,L1$_2$
mp-1183775,Ce3Hf,Ce,Hf,3.0,1.0,4.72868,-34.29122424875,0.12710116875000202,MP,L1$_2$
mp-1184295,Eu3Ag,Eu,Ag,3.0,1.0,5.103738,-34.26552993,0.13005665500000402,MP,L1$_2$
mp-1184319,Eu3Zr,Eu,Zr,3.0,1.0,5.234367,-34.2478458625,0.33026414999999704,MP,L1$_2$
mp-978514,SmTm3,Sm,Tm,1.0,3.0,4.98530758,-33.724246612499996,0.049770684999998004,MP,L1$_2$
mp-1185440,Lu3Cd,Lu,Cd,3.0,1.0,4.760901,-33.69197469166667,0.07151996249999801,MP,L1$_2$
mp-1186656,PmTm3,Pm,Tm,1.0,3.0,4.9950040399999995,-33.675012335,0.056163663749998004,MP,L1$_2$
mp-1183398,BaYb3,Ba,Yb,1.0,3.0,5.194377783861243,-33.6678483125,0.3540821725,MP,L1$_2$
mp-973232,NdTm3,Nd,Tm,1.0,3.0,5.01021699,-33.64574567,0.049542793124999006,MP,L1$_2$
mp-978797,Sm3Hf,Sm,Hf,3.0,1.0,4.943366,-33.41264978875,0.17489729874999602,MP,L1$_2$
mp-973024,La3Hf,La,Hf,3.0,1.0,5.045132,-33.398368190000014,0.198070811249998,MP,L1$_2$
mp-1186505,Pm3Hf,Pm,Hf,3.0,1.0,4.972636,-33.25955241249999,0.18376078187500103,MP,L1$_2$
mp-1186670,PuAs3,Pu,As,1.0,3.0,4.31099795,-33.2315835075,0.118909923750003,MP,L1$_2$
mp-1186269,Nd3Hf,Nd,Hf,3.0,1.0,5.000529,-33.1532041175,0.19815646687499802,MP,L1$_2$
mp-975638,Pr3Hf,Pr,Hf,3.0,1.0,5.029516,-33.1279948625,0.212826261249999,MP,L1$_2$
mp-1184575,Ho3Er,Ho,Er,3.0,1.0,4.98579747,-33.0883434175,0.059782880000000004,MP,L1$_2$
mp-1183761,CeEr3,Ce,Er,1.0,3.0,4.96039,-33.08799852875,0.066235036249999,MP,L1$_2$
mp-1187024,Sn3Bi,Sn,Bi,3.0,1.0,4.892745,-33.08674423749999,0.09846203375000301,MP,L1$_2$
mp-980063,YbDy3,Yb,Dy,1.0,3.0,4.9917702975509375,-33.07505222,0.047278244166662,MP,L1$_2$
mp-1187304,Tb3Eu,Tb,Eu,3.0,1.0,5.071621,-32.96418250125,0.08586378999999701,MP,L1$_2$
mp-1187291,Tb3Lu,Tb,Lu,3.0,1.0,5.00818078,-32.8992585025,0.040537155833334004,MP,L1$_2$
mp-1183999,CsYb3,Cs,Yb,1.0,3.0,5.264543723305408,-32.8657138875,0.8084334512499961,MP,L1$_2$
mp-1186551,PmEr3,Pm,Er,1.0,3.0,5.01180227,-32.772828655,0.056400835625005,MP,L1$_2$
mp-1186300,NdEr3,Nd,Er,1.0,3.0,5.02770393,-32.7413676025,0.057211018125002004,MP,L1$_2$
mp-976147,PrEr3,Pr,Er,1.0,3.0,5.04441968117049,-32.7327210775,0.06234438958333,MP,L1$_2$
mp-1187915,Yb3Ag,Yb,Ag,3.0,1.0,4.66015071270447,-32.7254241725,0.19486017999999902,MP,L1$_2$
mp-1184064,Dy3Tm,Dy,Tm,3.0,1.0,4.99704086,-32.7197319775,0.046882513750006,MP,L1$_2$
mp-1183788,DyHo3,Dy,Ho,1.0,3.0,4.9994084,-32.6084845425,0.055325344999999006,MP,L1$_2$
mp-1187168,SrEu3,Sr,Eu,1.0,3.0,5.74443281,-32.604485185,0.07259211874999401,MP,L1$_2$
mp-1187925,Yb3Cd,Yb,Cd,3.0,1.0,4.742764582060463,-32.54290357,0.069614907500003,MP,L1$_2$
mp-1187338,TbHo3,Tb,Ho,1.0,3.0,5.00476522,-32.4218209725,0.051742497500001004,MP,L1$_2$
mp-1184100,Dy3Er,Dy,Er,3.0,1.0,5.00359664,-32.4186028775,0.049108332916667004,MP,L1$_2$
mp-1187699,Tm3In,Tm,In,3.0,1.0,4.7579436,-32.31418502,0.014337195000003002,MP,L1$_2$
mp-1183834,CeHo3,Ce,Ho,1.0,3.0,5.022379,-32.30270114,0.06846398625000201,MP,L1$_2$
mp-1183183,AcY3,Ac,Y,1.0,3.0,5.2396471,-32.2995014425,0.095069130624992,MP,L1$_2$
mp-1184329,Eu3Cr,Eu,Cr,3.0,1.0,5.205813,-32.21603246375,0.44296517,MP,L1$_2$
mp-1187306,Tb3Tm,Tb,Tm,3.0,1.0,5.01690989,-32.1595319825,0.040555702500000006,MP,L1$_2$
mp-1187737,YbCe3,Yb,Ce,1.0,3.0,4.948670235907317,-32.15265262,0.11016364625000101,MP,L1$_2$
mp-1186587,PmHo3,Pm,Ho,1.0,3.0,5.03332709,-32.0023455575,0.043815494375003004,MP,L1$_2$
mp-978094,NdHo3,Nd,Ho,1.0,3.0,5.0515786570578385,-31.96962803,0.045882151875002004,MP,L1$_2$
mp-981546,PrHo3,Pr,Ho,1.0,3.0,5.058704850759656,-31.95945094,0.052546088333333005,MP,L1$_2$
mp-1187053,Sm3Eu,Sm,Eu,3.0,1.0,5.128426,-31.8626481825,0.06726573625,MP,L1$_2$
mp-1187281,Tb3Er,Tb,Er,3.0,1.0,5.0229958,-31.858207665,0.042976739166665,MP,L1$_2$
mp-1184332,Eu3Ti,Eu,Ti,3.0,1.0,5.167305,-31.74378063041667,0.381320659166664,MP,L1$_2$
mp-1186278,Nd3Eu,Nd,Eu,3.0,1.0,5.26660533,-31.61139531,0.08233210562500301,MP,L1$_2$
mp-20849,Pd3Pb,Pd,Pb,3.0,1.0,4.07925891,-31.594734065,0.0,MP,L1$_2$
mp-1186275,Nd3Lu,Nd,Lu,3.0,1.0,5.12666892,-31.5552117375,0.029125656250005003,MP,L1$_2$
mp-977212,NpMn3,Np,Mn,1.0,3.0,3.7226150000000002,-31.54139613508621,0.22715775436422,MP,L1$_2$
mp-1184488,In3Bi,In,Bi,3.0,1.0,4.8507611,-31.5152750225,0.0800298925,MP,L1$_2$
mp-1064000,Cs3Pt,Cs,Pt,3.0,1.0,5.777653,-31.514408535948277,0.236622374051727,MP,L1$_2$
mp-2912452,Rb3Pu,Rb,Pu,3.0,1.0,6.646822464219626,-31.457784815,0.579448219374999,MP,L1$_2$
mp-867816,TaRu3,Ta,Ru,1.0,3.0,3.8775377700113274,-31.4207273,0.056707089166664004,MP,L1$_2$
mp-20365,NpGe3,Np,Ge,1.0,3.0,4.24441972,-31.4182884725,0.0,MP,L1$_2$
mp-1184156,Er3In,Er,In,3.0,1.0,4.77974619,-31.4160641525,0.017236492916666003,MP,L1$_2$
mp-1186552,PmDy3,Pm,Dy,1.0,3.0,5.05363758,-31.33337831,0.038127224375003,MP,L1$_2$
mp-975388,NdDy3,Nd,Dy,1.0,3.0,5.065442564065929,-31.3012021525,0.039652511875001004,MP,L1$_2$
mp-976138,PrDy3,Pr,Dy,1.0,3.0,5.07739571,-31.29122377,0.046117740833338,MP,L1$_2$
mp-980001,YbPr3,Yb,Pr,1.0,3.0,5.169693730800617,-31.156899315,0.028412657500002002,MP,L1$_2$
mp-1185426,Lu3Si,Lu,Si,3.0,1.0,4.541419,-31.04817383194445,0.228497500833331,MP,L1$_2$
mp-1183737,Ce3Dy,Ce,Dy,3.0,1.0,4.863452,-31.026856585000004,0.09906579124999801,MP,L1$_2$
mp-1187970,Yb3Cr,Yb,Cr,3.0,1.0,4.694708590161422,-30.98532406,0.180045626249995,MP,L1$_2$
mp-1186774,SrYb3,Sr,Yb,1.0,3.0,5.168657856193621,-30.900686105,0.282763251249999,MP,L1$_2$
mp-1020,TaRh3,Ta,Rh,1.0,3.0,3.86978351,-30.88891147,0.0,MP,L1$_2$
mp-972539,Sm3Er,Sm,Er,3.0,1.0,5.092112570053503,-30.7446031725,0.036448859166668006,MP,L1$_2$
mp-569785,TlPd3,Tl,Pd,1.0,3.0,4.06539534,-30.7165175375,0.035740123749999006,MP,L1$_2$
mp-979945,Yb3V,Yb,V,3.0,1.0,4.737046734859317,-30.682286665,0.23714135624999902,MP,L1$_2$
mp-1186120,NpCo3,Np,Co,1.0,3.0,3.76011831,-30.6717495575,0.06966032499999701,MP,L1$_2$
mp-1007657,HfRu3,Hf,Ru,1.0,3.0,3.955772999999999,-30.617290687499995,0.19013370250000203,MP,L1$_2$
mp-1187232,Sr3U,Sr,U,3.0,1.0,5.619066,-30.57224408625,0.7725108724999991,MP,L1$_2$
mp-977585,Zr3Tl,Zr,Tl,3.0,1.0,4.47389973,-30.5156798525,0.0,MP,L1$_2$
mp-978949,Sm3Ho,Sm,Ho,3.0,1.0,5.099058110313513,-30.4855860075,0.035891361250001,MP,L1$_2$
mp-979963,Yb3Ti,Yb,Ti,3.0,1.0,4.749492369884229,-30.475119475,0.15635386708333202,MP,L1$_2$
mp-1185604,LaCe3,La,Ce,1.0,3.0,4.7826167,-30.468820795,0.097845826250001,MP,L1$_2$
mp-1185427,Lu3Al,Lu,Al,3.0,1.0,4.62654991,-30.465055115,0.014231470000002001,MP,L1$_2$
mp-1183767,Ce3Pm,Ce,Pm,3.0,1.0,4.833881,-30.41340718875,0.10221749687499901,MP,L1$_2$
mp-972502,Sm3Dy,Sm,Dy,3.0,1.0,5.141266451988548,-30.2922527375,0.002891308750001,MP,L1$_2$
mp-1187735,Y3Bi,Y,Bi,3.0,1.0,4.892505,-30.272802712430554,0.148718935069446,MP,L1$_2$
mp-981545,Ho3Zr,Ho,Zr,3.0,1.0,4.851889,-30.263905772500003,0.08455013999999701,MP,L1$_2$
mp-1186363,NpTi3,Np,Ti,1.0,3.0,4.178689,-30.228706937500004,0.23066370531249802,MP,L1$_2$
mp-1183916,CsHo3,Cs,Ho,1.0,3.0,5.299436,-30.20776540823276,0.730355778017241,MP,L1$_2$
mp-1027,HfRh3,Hf,Rh,1.0,3.0,3.9142167,-30.1944009725,0.0,MP,L1$_2$
mp-1185081,KEu3,K,Eu,1.0,3.0,5.88504,-30.193696778562497,0.201531241749999,MP,L1$_2$
mp-979936,RbYb3,Rb,Yb,1.0,3.0,5.238182504997417,-30.158586005,0.7211634159374961,MP,L1$_2$
mp-1187968,Yb3Cu,Yb,Cu,3.0,1.0,4.563807955571022,-29.9820587875,0.28451448562499504,MP,L1$_2$
mp-20786,Dy3In,Dy,In,3.0,1.0,4.82695394,-29.9820269875,0.010385917500002001,MP,L1$_2$
mp-1187909,Yb3P,Yb,P,3.0,1.0,4.447260554691023,-29.977215895,0.47536624406249905,MP,L1$_2$
mp-1006246,CeSm3,Ce,Sm,1.0,3.0,5.075379,-29.9319196475,0.077930782500001,MP,L1$_2$
mp-1187173,Sr3Pa,Sr,Pa,3.0,1.0,5.641537,-29.85265659,0.7205937575000011,MP,L1$_2$
mp-19919,GdSn3,Gd,Sn,1.0,3.0,4.71034706,-29.830896695,0.038406336249998,MP,L1$_2$
mp-1183755,CeNd3,Ce,Nd,1.0,3.0,5.140026,-29.69073030125,0.082933625625003,MP,L1$_2$
mp-1183736,CePr3,Ce,Pr,1.0,3.0,5.213929,-29.677189696250004,0.08593476999999701,MP,L1$_2$
mp-980082,YHo3,Y,Ho,1.0,3.0,5.0221568861409365,-29.6760142425,0.065197077500002,MP,L1$_2$
mp-1186640,PmSm3,Pm,Sm,1.0,3.0,5.14031211,-29.6565630425,0.028283313124997003,MP,L1$_2$
mp-983604,Er3As,Er,As,3.0,1.0,4.599991,-29.639842378333334,0.371840984999998,MP,L1$_2$
mp-1186323,NdSm3,Nd,Sm,1.0,3.0,5.15155301,-29.626522555,0.027672930624998003,MP,L1$_2$
mp-975797,PrSm3,Pr,Sm,1.0,3.0,5.16512696,-29.619370055,0.031312277083333,MP,L1$_2$
mp-1183805,Dy3Zr,Dy,Zr,3.0,1.0,4.869218,-29.5807275425,0.09307285250000001,MP,L1$_2$
mp-1185074,LaNd3,La,Nd,1.0,3.0,5.23800806,-29.47602363,0.023678158125001,MP,L1$_2$
mp-1185044,LaPr3,La,Pr,1.0,3.0,5.27145068,-29.457079465,0.032082862500001,MP,L1$_2$
mp-1186243,PmNd3,Pm,Nd,1.0,3.0,5.19951188,-29.4246740775,0.023985774999999,MP,L1$_2$
mp-1007656,HfPd3,Hf,Pd,1.0,3.0,3.97857125,-29.389907245,0.014758419999946001,MP,L1$_2$
mp-864655,PaCo3,Pa,Co,1.0,3.0,3.78351721000028,-29.302208512500002,0.0,MP,L1$_2$
mp-20984,Ce3In,Ce,In,3.0,1.0,4.9004091899999995,-29.1187361225,0.0,MP,L1$_2$
mp-1681,La3Sn,La,Sn,3.0,1.0,5.03858216,-29.05152556,0.0035693758333330003,MP,L1$_2$
mp-1188024,Zr3Ta,Zr,Ta,3.0,1.0,4.44631563,-29.0252194675,0.185082639416663,MP,L1$_2$
mp-971958,Tm3P,Tm,P,3.0,1.0,4.499666,-29.024324145833333,0.48908141416666506,MP,L1$_2$
mp-979419,Dy3Y,Dy,Y,3.0,1.0,5.040027200000226,-29.00683136,0.057982719583336007,MP,L1$_2$
mp-1183558,CaYb3,Ca,Yb,1.0,3.0,5.071639778915228,-28.9831457725,0.17346174124999703,MP,L1$_2$
mp-20214,UGa3,U,Ga,1.0,3.0,4.26868079,-28.954788755,0.0,MP,L1$_2$
mp-21427,GdPd3,Gd,Pd,1.0,3.0,4.11953915,-28.9180705475,0.0,MP,L1$_2$
mp-867164,Pm3Sn,Pm,Sn,3.0,1.0,4.90953212368229,-28.85888808,0.0,MP,L1$_2$
mp-20387,EuSn3,Eu,Sn,1.0,3.0,4.76442906,-28.6449375925,0.0,MP,L1$_2$
mp-1184165,Er3Ga,Er,Ga,3.0,1.0,4.672864,-28.6054872175,0.10038908328125001,MP,L1$_2$
mp-1187314,Tb3Y,Tb,Y,3.0,1.0,5.05923474,-28.44600718,0.05221867250000001,MP,L1$_2$
mp-979956,Yb3Mg,Yb,Mg,3.0,1.0,4.822697056046765,-28.4109225325,0.07489956625000001,MP,L1$_2$
mp-20909,La3In,La,In,3.0,1.0,5.0922784,-28.337934925,0.0,MP,L1$_2$
mp-21202,Sm3In,Sm,In,3.0,1.0,4.92785002,-28.315906105,0.0,MP,L1$_2$
mp-865802,LuRh3,Lu,Rh,1.0,3.0,3.9650849336959366,-28.2675707025,0.0,MP,L1$_2$
mp-978802,Sm3Pd,Sm,Pd,3.0,1.0,4.791424,-28.2038307775,0.27815404875000005,MP,L1$_2$
mp-861982,PaGa3,Pa,Ga,1.0,3.0,4.272575200009712,-28.18012843,0.005984425000001001,MP,L1$_2$
mp-1183626,Cd3Ir,Cd,Ir,3.0,1.0,4.216704,-28.113878984817074,0.143470591341461,MP,L1$_2$
mp-21483,Nd3In,Nd,In,3.0,1.0,4.99280382,-28.080861645,0.0,MP,L1$_2$
mp-19764,Pr3In,Pr,In,3.0,1.0,5.0344244400000004,-28.05680186,0.0,MP,L1$_2$
mp-1183932,CsLa3,Cs,La,1.0,3.0,5.492868,-28.05529799698276,0.5304004067672421,MP,L1$_2$
mp-2751,YbSn3,Yb,Sn,1.0,3.0,4.659319761910695,-28.017679105,0.0,MP,L1$_2$
mp-1185011,La3Zr,La,Zr,3.0,1.0,5.07267374,-27.8309672775,0.165065852499999,MP,L1$_2$
mp-1158,LuPd3,Lu,Pd,1.0,3.0,4.04353158,-27.704613355,0.0,MP,L1$_2$
mp-1184993,La3Ag,La,Ag,3.0,1.0,5.019502,-27.663883102499998,0.12241522500000102,MP,L1$_2$
mp-1183738,CeSb3,Ce,Sb,1.0,3.0,4.77358368,-27.57234572,0.130502804374998,MP,L1$_2$
mp-20425,NpSi3,Np,Si,1.0,3.0,4.01534643,-27.567250105,0.132089682500001,MP,L1$_2$
mp-636279,EuPd3,Eu,Pd,1.0,3.0,4.166150490692144,-27.39558589,0.017754212500001,MP,L1$_2$
mp-2391,YbPd3,Yb,Pd,1.0,3.0,4.04982880693734,-27.318176125,0.0,MP,L1$_2$
mp-975802,PrSb3,Pr,Sb,1.0,3.0,4.84798,-27.27356862,0.071254642500001,MP,L1$_2$
mp-982880,Pm3Y,Pm,Y,3.0,1.0,5.152141230014097,-27.19141733,0.042442256874998,MP,L1$_2$
mp-984713,Dy3Ga,Dy,Ga,3.0,1.0,4.720686,-27.154459295937503,0.095111769843747,MP,L1$_2$
mp-1186734,Pr3Y,Pr,Y,3.0,1.0,5.21846549,-27.086098915,0.045268601250000005,MP,L1$_2$
mp-10907,PuAl3,Pu,Al,1.0,3.0,4.26078837,-26.99973379,0.045441950624997,MP,L1$_2$
mp-982,TmPd3,Tm,Pd,1.0,3.0,4.05901324,-26.9543678175,0.0,MP,L1$_2$
mp-2825,ErPd3,Er,Pd,1.0,3.0,4.06866282,-26.646099805,0.0,MP,L1$_2$
mp-1187224,SrCe3,Sr,Ce,1.0,3.0,5.067023,-26.54777870541667,0.36910813208333304,MP,L1$_2$
mp-20469,YbIn3,Yb,In,1.0,3.0,4.579952741641019,-26.529291335,0.0,MP,L1$_2$
mp-1518,CeRh3,Ce,Rh,1.0,3.0,4.03664664,-26.4695328975,0.0,MP,L1$_2$
mp-1979,HoPd3,Ho,Pd,1.0,3.0,4.0791001,-26.374932475,0.0,MP,L1$_2$
mp-19920,Ce3Ga,Ce,Ga,3.0,1.0,4.69516669,-26.32809635,0.0,MP,L1$_2$
mp-1187305,Tb3Sc,Tb,Sc,3.0,1.0,4.94020091,-26.2082594525,0.06118799875000001,MP,L1$_2$
mp-1183711,Ce3Ti,Ce,Ti,3.0,1.0,4.632102,-26.196349887916668,0.168560935416667,MP,L1$_2$
mp-797,DyPd3,Dy,Pd,1.0,3.0,4.08903384,-26.1423224125,0.0,MP,L1$_2$
mp-862731,Pm3Ge,Pm,Ge,3.0,1.0,4.76111703,-26.0228363675,0.0,MP,L1$_2$
mp-2747,TbPd3,Tb,Pd,1.0,3.0,4.09957686,-25.94343983,0.0,MP,L1$_2$
mp-1186773,SrSm3,Sr,Sm,1.0,3.0,5.272202,-25.918032560416666,0.168075947083334,MP,L1$_2$
mp-862959,PmRh3,Pm,Rh,1.0,3.0,4.071517220014176,-25.89747377,0.14726968749999902,MP,L1$_2$
mp-1184060,Dy3Al,Dy,Al,3.0,1.0,4.73729622,-25.8941770775,0.033405418125003,MP,L1$_2$
mp-1187395,Tc3Mo,Tc,Mo,3.0,1.0,3.914319,-25.87454897875,0.11694241874999901,MP,L1$_2$
mp-1187302,Tb3S,Tb,S,3.0,1.0,4.608296,-25.833739137500004,0.7303217899999971,MP,L1$_2$
mp-2092,CePd3,Ce,Pd,1.0,3.0,4.13870757,-25.75174171,0.0,MP,L1$_2$
mp-1187207,SrPr3,Sr,Pr,1.0,3.0,5.362739,-25.71052768666667,0.128854857083332,MP,L1$_2$
mp-1187315,Tb3Zn,Tb,Zn,3.0,1.0,4.754154,-25.7081114,0.131966537499998,MP,L1$_2$
mp-1006330,Ce3Cu,Ce,Cu,3.0,1.0,4.586055,-25.671073272500003,0.212658964374998,MP,L1$_2$
mp-674,LaPd3,La,Pd,1.0,3.0,4.20266203,-25.48138876,0.0,MP,L1$_2$
mp-20487,La3Ga,La,Ga,3.0,1.0,4.93068257,-25.4724805675,0.071833317916667,MP,L1$_2$
mp-20366,Sm3Ga,Sm,Ga,3.0,1.0,4.805937,-25.461154921718748,0.07426452031250001,MP,L1$_2$
mp-862954,PmPd3,Pm,Pd,1.0,3.0,4.15233055,-25.446404765,0.0,MP,L1$_2$
mp-11517,NbRu3,Nb,Ru,1.0,3.0,3.88510929,-25.37737399,0.038549347500001004,MP,L1$_2$
mp-11226,Tb3Al,Tb,Al,3.0,1.0,4.76091752,-25.331821465,0.028561403750000002,MP,L1$_2$
mp-1186501,Pm3Ga,Pm,Ga,3.0,1.0,4.80425174,-25.31560426,0.0,MP,L1$_2$
mp-1723,UAl3,U,Al,1.0,3.0,4.27986327,-25.299551655,0.0,MP,L1$_2$
mp-20920,TbIn3,Tb,In,1.0,3.0,4.62079616,-25.27876475,0.0,MP,L1$_2$
mp-976319,NaHo3,Na,Ho,1.0,3.0,5.005563,-25.224969702887932,0.32708337586207004,MP,L1$_2$
mp-569382,Nd3Ga,Nd,Ga,3.0,1.0,4.8431115,-25.2177408325,0.065914542968751,MP,L1$_2$
mp-11406,Pr3Ga,Pr,Ga,3.0,1.0,4.88166238,-25.18056708,0.08324435048611101,MP,L1$_2$
mp-1186014,Mo3Pd,Mo,Pd,3.0,1.0,3.969295,-25.17529786625,0.148066666250002,MP,L1$_2$
mp-1186532,Pm3Ti,Pm,Ti,3.0,1.0,4.898838,-25.14985267666667,0.240045923541664,MP,L1$_2$
mp-973732,LiHo3,Li,Ho,1.0,3.0,4.861069,-25.057483390416667,0.200201149166666,MP,L1$_2$
mp-1183549,CaTb3,Ca,Tb,1.0,3.0,5.109847,-25.050483897499998,0.12891514,MP,L1$_2$
mp-2413,Ce3Al,Ce,Al,3.0,1.0,4.73405104,-25.048932745,0.0,MP,L1$_2$
mp-1186282,Nd3Ti,Nd,Ti,3.0,1.0,4.931576,-25.04475268916667,0.25319330104166504,MP,L1$_2$
mp-1186733,Pr3Ti,Pr,Ti,3.0,1.0,4.9699,-25.02041300666667,0.266993522916667,MP,L1$_2$
mp-1183784,Ce3Cl,Ce,Cl,3.0,1.0,4.487672,-25.015674589583334,0.508607490833334,MP,L1$_2$
mp-1017544,ZrRu3,Zr,Ru,1.0,3.0,3.975697,-24.947117122499996,0.178166965000002,MP,L1$_2$
mp-30360,TmAg3,Tm,Ag,1.0,3.0,4.365734,-24.933080690416666,0.126631385833334,MP,L1$_2$
mp-1187037,Sn3Sb,Sn,Sb,3.0,1.0,4.822632,-24.90540464,0.08081212749999901,MP,L1$_2$
mp-862920,PmIn3,Pm,In,1.0,3.0,4.677134120364843,-24.897778725,0.0,MP,L1$_2$
mp-975511,InSb3,In,Sb,1.0,3.0,4.806367,-24.893200659999998,0.15019457000000302,MP,L1$_2$
mp-1187067,Sn3Te,Sn,Te,3.0,1.0,4.865622,-24.811175637499996,0.23529321500000203,MP,L1$_2$
mp-973342,SbRh3,Sb,Rh,1.0,3.0,3.92885324,-24.8047940575,0.005245416250001,MP,L1$_2$
mp-867165,Pm3Si,Pm,Si,3.0,1.0,4.73925754,-24.650068435,0.0,MP,L1$_2$
mp-1184975,La3Zn,La,Zn,3.0,1.0,4.963663,-24.601530592499998,0.0973784225,MP,L1$_2$
mp-229,ZrRh3,Zr,Rh,1.0,3.0,3.93410666,-24.5328032075,0.0,MP,L1$_2$
mp-974335,RuRh3,Ru,Rh,1.0,3.0,3.799530710000274,-24.4239551925,0.034719832083336004,MP,L1$_2$
mp-974060,LiDy3,Li,Dy,1.0,3.0,4.87993,-24.38830610791667,0.194722914166664,MP,L1$_2$
mp-10889,La3Al,La,Al,3.0,1.0,4.97745203,-24.2089676875,0.040546290000001005,MP,L1$_2$
mp-11222,Sm3Al,Sm,Al,3.0,1.0,4.848246,-24.1910053084375,0.029456104062500002,MP,L1$_2$
mp-1185003,La3Cl,La,Cl,3.0,1.0,4.897745,-24.16411035775,0.58451403375,MP,L1$_2$
mp-1187103,Sr3Au,Sr,Au,3.0,1.0,5.362253,-24.133347609444442,0.30319936513889,MP,L1$_2$
mp-1094904,Ce3Mg,Ce,Mg,3.0,1.0,4.814688,-24.087979860833336,0.103013718333333,MP,L1$_2$
mp-1186489,Pm3Al,Pm,Al,3.0,1.0,4.85669985,-24.0449443275,0.032201197499997,MP,L1$_2$
mp-1184776,InSn3,In,Sn,1.0,3.0,4.77199191,-24.0224998475,0.18178558249999802,MP,L1$_2$
mp-1186928,SbPd3,Sb,Pd,1.0,3.0,4.02651189,-23.990543775,0.075649527857144,MP,L1$_2$
mp-976358,Nd3Al,Nd,Al,3.0,1.0,4.88129481,-23.9522899725,0.023285550000000002,MP,L1$_2$
mp-2093,Pr3Al,Pr,Al,3.0,1.0,4.92749911,-23.9237330775,0.032819397916668006,MP,L1$_2$
mp-1185051,KCe3,K,Ce,1.0,3.0,5.1090160000000004,-23.918930203562496,0.7161073505000031,MP,L1$_2$
mp-718,SnPd3,Sn,Pd,1.0,3.0,4.00703442,-23.89979332,0.0,MP,L1$_2$
mp-1185429,LiTb3,Li,Tb,1.0,3.0,4.892861,-23.828376129166664,0.18812608666666703,MP,L1$_2$
mp-972987,Mn3Tl,Mn,Tl,3.0,1.0,4.02246,-23.81954669091954,0.48778046071839004,MP,L1$_2$
mp-1017543,ZrPd3,Zr,Pd,1.0,3.0,4.00019122,-23.734184805,0.025105371249999002,MP,L1$_2$
mp-1186164,NaCe3,Na,Ce,1.0,3.0,4.942165,-23.592840702887933,0.42867600961206803,MP,L1$_2$
mp-1185343,LiCe3,Li,Ce,1.0,3.0,4.73787,-23.462316505416666,0.264831667916666,MP,L1$_2$
mp-976799,Ni3Bi,Ni,Bi,3.0,1.0,3.822007,-23.438415939531247,0.17344036671875002,MP,L1$_2$
mp-1185005,KLa3,K,La,1.0,3.0,5.456387,-23.3719439948125,0.441207142999999,MP,L1$_2$
mp-1185213,K3U,K,U,3.0,1.0,6.127288,-23.3444989981875,1.154708110249998,MP,L1$_2$
mp-31337,InPd3,In,Pd,1.0,3.0,4.00151542,-23.325552585,0.031658931249999,MP,L1$_2$
mp-570698,V3Au,V,Au,3.0,1.0,3.878429,-23.201031657500003,0.10079660749999701,MP,L1$_2$
mp-559,YPd3,Y,Pd,1.0,3.0,4.09992176,-23.1804173275,0.0,MP,L1$_2$
mp-1184963,KPm3,K,Pm,1.0,3.0,5.340834,-23.178957664812497,0.481067666124999,MP,L1$_2$
mp-974827,KPr3,K,Pr,1.0,3.0,5.41785,-23.1166452398125,0.44088802050000103,MP,L1$_2$
mp-20695,Zr3In,Zr,In,3.0,1.0,4.46693116,-23.011226055,0.0,MP,L1$_2$
mp-1183698,Co3Ir,Co,Ir,3.0,1.0,3.582561,-22.964657366249998,0.050854343749999004,MP,L1$_2$
mp-975994,NaLa3,Na,La,1.0,3.0,5.256287,-22.964211996637935,0.235418299612067,MP,L1$_2$
mp-976830,Ni3Pb,Ni,Pb,3.0,1.0,3.808506,-22.91890244,0.13866895749999802,MP,L1$_2$
