material_id,formula,structure_type,element_A,element_B,count_A,count_B,lattice_constant,energy_per_atom,energy_above_hull,source,lattice_constant_calc
oqmd-17624,LuPt3,L1$_2$,Lu,Pt,1,3,4.056816,-1.09078774875,0.001670882500000026,OQMD,4.090682818452438
oqmd-18021,TmPt3,L1$_2$,Pt,Tm,3,1,4.07286,-1.0708251575,0.0016288999999998222,OQMD,4.124583100362115
oqmd-30031,ErPt3,L1$_2$,Er,Pt,1,3,4.082216,-1.054195475,0.0013947950000006148,OQMD,4.117255047578225
oqmd-17997,ScPt3,L1$_2$,Pt,Sc,3,1,3.986949,-1.04670448375,0.001092692499999659,OQMD,4.002952113125378
oqmd-17472,HoPt3,L1$_2$,Ho,Pt,1,3,4.09139,-1.03721596583333,0.001626950000000127,OQMD,4.1253517910243565
oqmd-29914,DyPt3,L1$_2$,Dy,Pt,1,3,4.101101,-1.01995835166667,0.0014078949999980495,OQMD,4.127785526962672
oqmd-18039,ZrPt3,L1$_2$,Pt,Zr,3,1,4.035236,-1.017251925,0.011098583749999946,OQMD,4.033717043599978
oqmd-18031,YPt3,L1$_2$,Pt,Y,3,1,4.109083,-0.98113342625,0.0,OQMD,4.144100821590738
oqmd-17333,GdPt3,L1$_2$,Gd,Pt,1,3,4.122153,-0.977741224375,0.0015210725000004421,OQMD,4.130391746024684
oqmd-17622,LuPd3,L1$_2$,Lu,Pd,1,3,4.057276,-0.93506239625,0.0014361375000000454,OQMD,4.038721363614458
oqmd-17981,TmPd3,L1$_2$,Pd,Tm,3,1,4.073671,-0.92451966,0.0014887550000000083,OQMD,4.072621645524134
oqmd-18320,ErPd3,L1$_2$,Er,Pd,1,3,4.079866,-0.914086197500001,0.0,OQMD,4.065293592740245
oqmd-18000,SmPt3,L1$_2$,Pt,Sm,3,1,4.153828,-0.911126884375,0.0040556233333329805,OQMD,4.271491217575091
oqmd-17468,HoPd3,L1$_2$,Ho,Pd,1,3,4.09064,-0.904235833333333,0.001724717500000028,OQMD,4.073390336186376
oqmd-17908,PaRh3,L1$_2$,Pa,Rh,1,3,4.059346,-0.899696755000001,1.096999999972148e-05,OQMD,4.044130928616287
oqmd-18314,DyPd3,L1$_2$,Dy,Pd,1,3,4.098574,-0.893597686666667,0.001993465000000305,OQMD,4.075824072124693
oqmd-18693,GdPd3,L1$_2$,Gd,Pd,1,3,4.120659,-0.868430664374999,0.001931357500000619,OQMD,4.078430291186704
oqmd-17986,YPd3,L1$_2$,Pd,Y,3,1,4.108404,-0.85931583125,0.0024302299999998667,OQMD,4.092139366752757
oqmd-17945,ScPd3,L1$_2$,Pd,Sc,3,1,3.993458,-0.85439362875,0.0,OQMD,3.9509906582873984
oqmd-30987,TiPt3,L1$_2$,Pt,Ti,3,1,3.929917,-0.852271958446567,0.0046398378571419485,OQMD,3.877724746341763
oqmd-17507,PaIr3,L1$_2$,Ir,Pa,3,1,4.089028,-0.85001516,0.0,OQMD,4.104148069719535
oqmd-17573,LaPt3,L1$_2$,La,Pt,1,3,4.215406,-0.847711640000001,0.09790237583333206,OQMD,4.355073754869589
oqmd-17769,NdPt3,L1$_2$,Nd,Pt,1,3,4.183061,-0.84463081625,0.05712784916666602,OQMD,4.237083237585659
oqmd-18012,TbPt3,L1$_2$,Pt,Tb,3,1,4.111156,-0.835964081166668,0.0014974850000000206,OQMD,4.22107297207172
oqmd-17947,SmPd3,L1$_2$,Pd,Sm,3,1,4.147872,-0.825939259375001,0.0021758924999990548,OQMD,4.219529762737111
oqmd-17569,LaPd3,L1$_2$,La,Pd,1,3,4.215881,-0.81537576,0.00021774500000071306,OQMD,4.303112300031608
oqmd-17363,HfIr3,L1$_2$,Hf,Ir,1,3,3.960267,-0.80344056875,0.0,OQMD,3.976031804026521
oqmd-18884,PrPt3,L1$_2$,Pr,Pt,1,3,4.201313,-0.803113476875,0.08803257750000004,OQMD,4.30085397157403
oqmd-18034,YbPt3,L1$_2$,Pt,Yb,3,1,4.055019,-0.790495415000001,0.07539047499999807,OQMD,4.118778089861962
oqmd-17765,NdPd3,L1$_2$,Nd,Pd,1,3,4.173466,-0.78414477875,0.003020099999999637,OQMD,4.185121782747679
oqmd-17387,HfRh3,L1$_2$,Hf,Rh,1,3,3.931873,-0.75821312375,0.0009227850000002036,OQMD,3.9160146629232733
oqmd-17940,PrPd3,L1$_2$,Pd,Pr,3,1,4.191399,-0.757986361875,0.0031743899999998604,OQMD,4.24889251673605
