t,x,u,dudt,dudx,d2udx2,u_dudx,nu_true
0.0,0.8163265306122448,-0.0011295295711782518,-0.062208448032375505,0.05326888700139874,1.544172323449844,-6.0168783091832675e-05,0.01
0.0,0.836734693877551,0.00027915915218428873,-0.24505357656316668,0.04424417274220625,-2.428594320850708,1.2351165751809514e-05,0.01
0.0,0.8571428571428571,0.0006763550305444521,-0.14546502899182953,0.039911672191952574,2.0040092669258485,2.699446026446824e-05,0.01
0.0,0.8775510204081632,0.0019082069967537815,-0.4999830419065229,0.01578961748232962,-4.367970628468899,3.0129858555847207e-05,0.01
0.0,0.8979591836734693,0.0013208292134966814,-0.3926764508980973,-0.0537420647750042,-2.446134232749817,-7.09840891484565e-05,0.01
0.0,0.9183673469387754,-0.0002853466675321038,-0.09358025730218018,-0.06073534766305881,1.7607925097204635,1.733062905705758e-05,0.01
0.0,0.9387755102040816,-0.0011581645686689842,-0.08138403376757326,-0.011101943907398163,3.103281058334281,1.285787807689905e-05,0.01
0.0,0.9591836734693877,-0.0007384872351810084,0.22465863267107505,-0.001340187611380617,-2.146628941324561,9.897114437523115e-07,0.01
0.0,0.9795918367346939,-0.0012128661038273768,0.08354192258538268,0.004506199100976366,2.719574839135546,-5.465416146671633e-06,0.01
0.0,1.0,-0.0005545607412636057,-0.027643124646234057,0.032256962765624786,0.0,-1.788844518221741e-05,0.01
0.005050505050505051,0.0,-0.0008815278729199835,-0.07558827859551279,30.93723066732307,0.0,-0.02727203114420019,0.01
0.005050505050505051,0.02040816326530612,0.6304905265622447,-25.840578040089802,24.532159868195468,-627.6969383145052,15.467294393007728,0.01
0.005050505050505051,0.04081632653061224,1.0004311198085276,-26.963434059290005,9.01024810470579,-893.4504145074835,9.014132601143476,0.01
0.005050505050505051,0.061224489795918366,0.9982557553257463,0.2012723496099282,-0.049535449466570854,5.591626198591995,-0.04944904752265202,0.01
0.005050505050505051,0.08163265306122448,0.9984092647282594,0.6085109640924116,0.042361917268955995,3.414315741489638,0.04229453067297771,0.01
0.005050505050505051,0.1020408163265306,0.9999848131734588,-0.12112493064062389,0.03765755718736602,-3.875343029485189,0.03765698528857705,0.01
0.005050505050505051,0.12244897959183673,0.9999463078787642,0.1796602353827572,-0.05702631031189798,-5.403675985442418,-0.057023248448331086,0.01
0.005050505050505051,0.14285714285714285,0.9976572086709323,-0.021457400759381958,-0.0037262308929199577,10.627083768502265,-0.0037175011114939207,0.01
0.005050505050505051,0.16326530612244897,0.9997942168219103,-0.00739874893778869,0.06635086212518282,-3.7595286527281915,0.06633720823390571,0.01
0.005050505050505051,0.18367346938775508,1.0003654071250214,0.10664540512517061,-0.02746796793191131,-5.434716692867035,-0.027478004923103493,0.01
0.005050505050505051,0.2040816326530612,0.998673075273669,0.3434319520132307,0.01125132172931276,9.229207079666994,0.011236392072306228,0.01
0.005050505050505051,0.22448979591836732,1.000824644746626,0.2840083104806217,0.042485508606788125,-6.168256765674408,0.042520544058268446,0.01
0.005050505050505051,0.24489795918367346,1.0004071776657828,-0.3279740448439041,-0.01771091662765356,0.2690070926991209,-0.017718128117344883,0.01
0.005050505050505051,0.26530612244897955,1.0001017501903953,0.21295291838374683,0.015829540618606863,3.017957717434401,0.015831151277378677,0.01
0.005050505050505051,0.2857142857142857,1.0010532813645014,-0.38047072486130346,0.03606673642179492,-1.0347125287219714,0.036104724843146384,0.01
0.005050505050505051,0.3061224489795918,1.0015738618810808,-0.4642378419029027,-0.02381456491869705,-4.833655002646243,-0.02385204575463711,0.01
0.005050505050505051,0.32653061224489793,1.0000812583065954,0.22304970176821912,-0.05443222008444921,1.8331247964027972,-0.0544366431544775,0.01
0.005050505050505051,0.3469387755102041,0.9993521386123277,0.28038862122727637,0.011882331005308002,4.665701210393676,0.011874632901854122,0.01
0.005050505050505051,0.36734693877551017,1.000566251408853,-0.1920356197968409,0.007911897204184282,-5.054803722903534,0.00791637732712285,0.01
0.005050505050505051,0.3877551020408163,0.9996750731920904,0.48226448210495504,-0.033342458738362946,1.0118768405341718,-0.03333162487967723,0.01
0.005050505050505051,0.4081632653061224,0.9992053347256544,-0.10019003597383679,0.00809078570807159,3.0485811152164137,0.008084356241627214,0.01
0.005050505050505051,0.42857142857142855,1.0000053093434402,0.23899499352990847,0.05930488745411989,1.97040085589632,0.05930520232413507,0.01
0.005050505050505051,0.44897959183673464,1.001625942376843,-0.28206184834662906,0.0320634594698489,-4.6400607983548765,0.032115592807349116,0.01
0.005050505050505051,0.4693877551020408,1.0013140219748626,-2.9547917839983135,-3.0196415807735226,-294.42703314549556,-3.023609456166868,0.01
0.005050505050505051,0.4897959183673469,0.8783752656105768,-10.109526854523457,-21.508685358636438,-1517.49925708507,-18.892697214826605,0.01
0.005050505050505051,0.5102040816326531,0.12340849713255922,19.609670829698086,-21.525299589836525,1515.8710624274613,-2.656404872709819,0.01
0.005050505050505051,0.5306122448979591,-0.00020839111744464715,3.1112577201375697,-3.0027124700247323,299.3424753140949,0.0006257386069934305,0.01
0.005050505050505051,0.5510204081632653,0.000848804478488518,-0.3970779250892847,0.039988143750669315,-1.1578151641054668,3.3942115502010755e-05,0.01
0.005050505050505051,0.5714285714285714,0.001423778015235733,-0.3997338219778133,-0.020603491931892395,-4.780165132785583,-2.933479884971519e-05,0.01
0.005050505050505051,0.5918367346938775,7.845624125563224e-06,0.2313790241255115,-0.014068102856935437,5.420633262131363,-1.1037304717527759e-07,0.01
0.005050505050505051,0.6122448979591836,0.0008495697353608172,-0.2390220504026371,0.02810626150324913,-1.287545554833275,2.3878229147297285e-05,0.01
0.005050505050505051,0.6326530612244897,0.0011550399711969563,-0.14421615225116033,-0.0006794438834444884,-1.5334535730627001,-7.8478484356367e-07,0.01
0.005050505050505051,0.6530612244897959,0.0008218373319549197,-0.1999573108880446,-0.03468688006149117,-1.7992751723858753,-2.8506972963576204e-05,0.01
0.005050505050505051,0.673469387755102,-0.00026075105172105066,0.35608955144881577,0.004910903157702628,5.679857927866869,-1.280523163271189e-06,0.01
0.005050505050505051,0.6938775510204082,0.001022282358799925,0.15786440559749354,0.03442238292212212,-2.787732910953758,3.5189394809141256e-05,0.01
0.005050505050505051,0.7142857142857142,0.0011442441695900562,0.05748329066975645,0.0195378836174765,1.3290519790984865,2.235610941542656e-05,0.01
0.005050505050505051,0.7346938775510203,0.0018197469962479452,-0.4387482018934567,-0.02455802321297831,-5.650450848483059,-4.468938897560459e-05,0.01
0.005050505050505051,0.7551020408163265,0.00014187587518277832,0.03143720319730566,-0.06121268385949275,2.058294105124643,-8.684603094852262e-06,0.01
0.005050505050505051,0.7755102040816326,-0.0006787298959762485,0.10683356692478022,-0.02882010790093557,1.116178338813961,1.9561068837626257e-05,0.01
0.005050505050505051,0.7959183673469387,-0.0010344550595492857,-0.21028201174224917,-0.018742102026253125,-0.12853376309508108,1.9387862267646464e-05,0.01
0.005050505050505051,0.8163265306122448,-0.0014437136521498453,-0.1193356016086782,0.0018612621985958878,2.1476634571302844,-2.68712964634332e-06,0.01
0.005050505050505051,0.836734693877551,-0.0009584851738923107,0.2729450582275639,0.033942222067930364,0.9962706100644948,-3.253311662107166e-05,0.01
0.005050505050505051,0.8571428571428571,-5.831683305064669e-05,0.2755283923885471,0.008367369662092837,-3.502606145836573,-4.879584996573139e-07,0.01
0.005050505050505051,0.8775510204081632,-0.0006169598815619909,0.0578379322368902,-0.014799674622233815,1.2322358059725613,9.130805502089377e-06,0.01
0.005050505050505051,0.8979591836734693,-0.0006623851849785575,0.1969017477563056,-0.0034548515285072346,-0.12044314278735621,2.2884424687837167e-06,0.01
0.005050505050505051,0.9183673469387754,-0.000757974229664327,0.2745582334746569,-0.022216841502968716,-1.7182318747098693,1.6839793323787162e-05,0.01
0.005050505050505051,0.9387755102040816,-0.0015691950422425866,0.46856274735971726,0.028276100558989485,6.6665401967817735,-4.437071681111913e-05,0.01
0.005050505050505051,0.9591836734693877,0.0003961523237638152,-0.4311283817099066,0.019067317088858882,-7.569000976854573,7.5535619726929506e-06,0.01
0.005050505050505051,0.9795918367346939,-0.0007909372018809996,0.15753985016449015,-0.026712957738791687,3.0825340437448165,2.112827204788529e-05,0.01
0.005050505050505051,1.0,-0.0006941724819011514,0.18822753518845847,0.004741471279012559,0.0,-3.291398885615175e-06,0.01
0.010101010101010102,0.0,-0.0012632868557256036,0.2692609376342821,24.56104633240782,0.0,-0.031027646994598344,0.01
0.010101010101010102,0.02040816326530612,0.4999825566628012,-15.438683193564714,21.205128445836806,-328.8799528839591,10.602194334712578,0.01
0.010101010101010102,0.04081632653061224,0.8642521599131235,-21.00370420094557,12.232598279188839,-550.4280034475419,10.572049484138512,0.01
0.010101010101010102,0.061224489795918366,0.9992722823439782,-9.83101201620477,3.3621446165580213,-318.87645549027826,3.3596979245584535,0.01
0.010101010101010102,0.08163265306122448,1.0014825524256958,-0.38509145343131407,0.002469324510680604,-10.37172313036091,0.0024729854137237437,0.01
0.010101010101010102,0.1020408163265306,0.9993730710995162,-0.042309710831534224,-0.015407305708525556,8.619813368878972,-0.015397646423298291,0.01
0.010101010101010102,0.12244897959183673,1.0008536828049397,0.10426251962960052,-0.044693711917501884,-11.489881177358653,-0.044731866170854784,0.01
0.010101010101010102,0.14285714285714285,0.9975488379600264,0.27644652952877014,-0.026872418346724884,13.236367947294799,-0.0268065496949511,0.01
0.010101010101010102,0.16326530612244897,0.9997568494030326,-0.13527422744862405,0.08220196689372594,-2.5470781937306164,0.08218197943640383,0.01
0.010101010101010102,0.18367346938775508,1.0009040202822193,-0.23588328684494472,0.015942901630209783,-3.9463102020939687,0.01595731433664092,0.01
0.010101010101010102,0.2040816326530612,1.0004075800818166,-0.2646497561405565,0.03319774183642665,5.637284542303222,0.03321127257476047,0.01
0.010101010101010102,0.22448979591836732,1.0022590301530938,-0.6015229171647216,-0.04059250615583715,-12.86872884554481,-0.04068420585123283,0.01
0.010101010101010102,0.24489795918367346,0.9987507430958641,0.02778803405353258,-0.0265031242356002,14.249488273728298,-0.026470015024667705,0.01
0.010101010101010102,0.26530612244897955,1.0011772699802122,-0.34506504172316327,0.009333739303322597,-10.737475646913598,0.009344727634407525,0.01
0.010101010101010102,0.2857142857142857,0.9991317120470201,0.18956350688742127,-0.047727069775290516,5.145516357209779,-0.0476856289355736,0.01
0.010101010101010102,0.3061224489795918,0.9992292263159146,0.3192859376214998,0.05086346766929945,4.516356312360039,0.050824263446938626,0.01
0.010101010101010102,0.32653061224489793,1.0012077719518895,-0.167603122691756,0.03770590287862852,-5.805797661845791,0.03775144301054599,0.01
0.010101010101010102,0.3469387755102041,1.0007682427599403,-0.14610411529073009,-0.039479236562085795,-1.7583460033439473,-0.039509566199742586,0.01
0.010101010101010102,0.36734693877551017,0.9995963745411921,0.03757633122571402,0.03289148605015968,8.850676819344272,0.03287821020901181,0.01
0.010101010101010102,0.3877551020408163,1.0021107523946406,-0.33496013862051116,-0.0219777274067286,-14.227859738119324,-0.022024116947481114,0.01
0.010101010101010102,0.4081632653061224,0.9986993244429583,0.3347686676490413,-0.022010741918638724,14.224624315952132,-0.0219821130846328,0.01
0.010101010101010102,0.42857142857142855,1.0012123547653085,-0.3094334856271177,0.03680054703425417,-8.461117998568627,0.03684516235281711,0.01
0.010101010101010102,0.44897959183673464,1.0002013875872136,-0.2897377972693018,-0.36312732865864333,-30.731813819335333,-0.3632004579952132,0.01
0.010101010101010102,0.4693877551020408,0.9863908311465883,-3.1302009556152695,-4.235666291133787,-348.7770045032291,-4.178022393371043,0.01
0.010101010101010102,0.4897959183673469,0.8273170491735896,-4.2493980909329085,-18.716618015022487,-1070.3562644378642,-15.484577186697653,0.01
0.010101010101010102,0.5102040816326531,0.22244723869669097,15.955454123392864,-19.88939442782039,955.4241759836696,-4.424340869817997,0.01
0.010101010101010102,0.5306122448979591,0.01550503171153298,4.538757029442808,-5.478295017965594,456.86356618210056,-0.08494113797868967,0.01
0.010101010101010102,0.5510204081632653,-0.0011566395876189807,0.4359318114195591,-0.3944527288848201,41.35297814781536,0.0004562396416725199,0.01
0.010101010101010102,0.5714285714285714,-0.0005950796715209,0.2021688364912602,0.05716012047094857,2.9050810890499754,-3.4014825713947144e-05,0.01
0.010101010101010102,0.5918367346938775,0.0011764265540523892,-0.407722547582732,0.005817949686457574,-7.9366138259300945,6.844390501289462e-06,0.01
0.010101010101010102,0.6122448979591836,-0.0003576123373797745,0.08289180689157279,-0.018368899210025928,5.5663026340747095,6.568944981590865e-06,0.01
0.010101010101010102,0.6326530612244897,0.0004266755658880656,0.022629164998889652,0.004154324389825799,-3.359026721289241,1.7725487099115156e-06,0.01
0.010101010101010102,0.6530612244897959,-0.00018804807657055823,0.13077084354286633,0.027219633780172548,5.619427041543222,-5.1185997773164404e-06,0.01
0.010101010101010102,0.673469387755102,0.0015376810263032716,-0.1646992122230763,0.04918682262182225,-3.466642535061551,7.563364388972062e-05,0.01
0.010101010101010102,0.6938775510204082,0.0018195773365650438,-0.34591037150513976,-0.002526371568216034,-1.6012504955622013,-4.596928449268184e-06,0.01
0.010101010101010102,0.7142857142857142,0.001434563819437311,-0.31627375628430265,-0.05428539357206029,-3.471133660814536,-7.787586154239246e-05,0.01
0.010101010101010102,0.7346938775510203,-0.00039615301331496767,0.23414596867734405,-0.027780897672953282,6.068574258927022,1.1005486325735215e-05,0.01
0.010101010101010102,0.7551020408163265,0.0003006496287045241,0.09796255804781151,0.006296171373066879,-2.7290214924170457,1.8929415855726109e-06,0.01
0.010101010101010102,0.7755102040816326,-0.0001391664266591767,0.2667242130376567,-0.05872980873941585,-3.6435245586062623,8.17321762064139e-06,0.01
0.010101010101010102,0.7959183673469387,-0.0020964854218838776,0.5816124457117025,-0.04672768096094874,4.819733080896039,9.796390193306985e-05,0.01
0.010101010101010102,0.8163265306122448,-0.0020464187107795333,0.18793633995814119,0.061654510755466706,5.801721707312676,-0.00012617094441394504,0.01
0.010101010101010102,0.836734693877551,0.0004200252211963958,0.3926678804869236,0.08280165566859714,-3.729301505825893,3.4778783737630314e-05,0.01
0.010101010101010102,0.8571428571428571,0.0013332407042652478,-0.46205832072912784,-0.018249421180187495,-6.173704025355002,-2.4330871146706305e-05,0.01
0.010101010101010102,0.8775510204081632,-0.00032484911268880804,0.3466980683435,-0.02452872913480915,5.55833184580208,7.968135894826866e-06,0.01
0.010101010101010102,0.8979591836734693,0.00033206808651793564,0.09623513639239391,0.023361549382226524,-0.8650845511325842,7.757625001450224e-06,0.01
0.010101010101010102,0.9183673469387754,0.0006286835151571725,-0.15502473732750116,0.011397777134827173,-0.30736512911255226,7.165594594101193e-06,0.01
0.010101010101010102,0.9387755102040816,0.0007972834797761876,-0.11761910902281515,-0.059043707885565094,-6.595900402885891,-4.707457288189207e-05,0.01
0.010101010101010102,0.9591836734693877,-0.0017812637454781373,0.5923320101000021,-0.01941783938226771,10.479235516209036,3.458829330715106e-05,0.01
0.010101010101010102,0.9795918367346939,4.718607030566839e-06,-0.2589026650485868,0.04992451682691511,-3.6836846077091177,2.3557417609713408e-07,0.01
0.010101010101010102,1.0,0.00025647163521227517,-0.11860527101590802,0.01233589838090371,0.0,3.163808029562832e-06,0.01
0.015151515151515152,0.0,9.661686970006358e-05,-0.04634233456269523,20.673726825191903,0.0,0.001997430770884275,0.01
0.015151515151515152,0.02040816326530612,0.4220094092205552,-10.925409013127197,18.57286760798223,-205.88420328654817,7.837924886776166,0.01
0.015151515151515152,0.04081632653061224,0.7581728457669338,-15.669441337755996,12.926476783458124,-347.462097516814,9.800503688654647,0.01
0.015151515151515152,0.061224489795918366,0.9496207065045602,-11.991189451396039,5.913437608043372,-339.8157416738318,5.615522799220783,0.01
0.015151515151515152,0.08163265306122448,0.9995376460952347,-3.44207583898105,1.213697640074541,-120.75877518711373,1.213136482231448,0.01
0.015151515151515152,0.1020408163265306,0.9991593856912762,0.3075330646792467,0.04514406974598157,6.240525294914897,0.04510612099499907,0.01
0.015151515151515152,0.12244897959183673,1.0013802611869074,-0.47190263264986204,-0.005251651872918761,-11.17930601356713,-0.005258900524166101,0.01
0.015151515151515152,0.14285714285714285,0.998945032553606,0.09471730431106694,-0.05651206634377793,6.155785395422931,-0.05645244795345679,0.01
0.015151515151515152,0.16326530612244897,0.9990736462341001,0.3633724741511383,0.018807620928291524,1.2255439572398767,0.018790198417816983,0.01
0.015151515151515152,0.18367346938775508,0.9997126905506791,0.3373735357409659,-6.568651601418507e-05,-3.0751280867815702,-6.566764365744122e-05,0.01
0.015151515151515152,0.2040816326530612,0.9990709651518138,-0.020466161602612273,-0.012045545753646749,1.9011018814938452,-0.01203435502187619,0.01
0.015151515151515152,0.22448979591836732,0.9992210356219589,0.13620224227241273,-0.004407022015659456,-1.1525265551710906,-0.004403589102496015,0.01
0.015151515151515152,0.24489795918367346,0.9988910867021951,-0.04830603635287422,0.005230299745804745,2.0969840877945827,0.005224499796865116,0.01
0.015151515151515152,0.26530612244897955,0.9994345172442366,0.6048732644259494,0.02935141144690984,0.2668848589137169,0.029334813729879297,0.01
0.015151515151515152,0.2857142857142857,1.0000891034959465,0.3406838370051552,0.034477975648670334,0.23551843285881197,0.03448104775683379,0.01
0.015151515151515152,0.3061224489795918,1.0008417815564272,-0.020956195931952856,0.006668606938542655,-2.960836566451325,0.006674220448870583,0.01
0.015151515151515152,0.32653061224489793,1.0003612915342543,-0.16648697498363615,-0.019880240032228214,0.3590495633157796,-0.019887422594650803,0.01
0.015151515151515152,0.3469387755102041,1.0000303431877648,-0.0859275734514373,-0.014090869789469553,0.208308720474836,-0.014091297351377345,0.01
0.015151515151515152,0.36734693877551017,0.999786153991827,0.19752027525517166,0.009522937708848378,2.1058444143605883,0.00952090126663326,0.01
0.015151515151515152,0.3877551020408163,1.0004190345228199,-0.11811170445572493,0.014796071797167966,-1.5890772737052685,0.014802271862053101,0.01
0.015151515151515152,0.4081632653061224,1.0003900752896706,-0.21827082174720333,-0.018852140916930937,-1.7084475722766912,-0.01885949467126002,0.01
0.015151515151515152,0.42857142857142855,0.9996495593833533,-0.18803932893049488,-0.04047424281675294,-0.41051841390613186,-0.04046005899814192,0.01
0.015151515151515152,0.44897959183673464,0.9987380653787827,-0.3323968991186616,-0.7121616873187935,-65.41485114729385,-0.7112629858296614,0.01
0.015151515151515152,0.4693877551020408,0.9705817354111577,-1.988711767471378,-4.725624256763879,-327.9044806583249,-4.586604592030948,0.01
0.015151515151515152,0.4897959183673469,0.8058554426537264,-1.3592826984217818,-16.35500917948865,-811.775241768703,-13.179773161942586,0.01
0.015151515151515152,0.5102040816326531,0.30303034032998827,13.335059373858716,-18.801971193228443,571.9729644222034,-5.697567729558651,0.01
0.015151515151515152,0.5306122448979591,0.038428047011749185,5.993980463162879,-7.3986399505077465,545.5534973644252,-0.2843152838411173,0.01
0.015151515151515152,0.5510204081632653,0.0010450362276313184,1.018603598508234,-0.9310507628611481,88.27024302494151,-0.0009729817769536754,0.01
0.015151515151515152,0.5714285714285714,0.00042597505823293934,-0.32680910761191473,-0.047231454254082435,-1.6559507814490624,-2.0119421476309174e-05,0.01
0.015151515151515152,0.5918367346938775,-0.0008827782317189849,0.3103387097736014,-0.008941076703402735,5.408407781415673,7.892987881893677e-06,0.01
0.015151515151515152,0.6122448979591836,6.103315197160324e-05,0.06397123011481816,0.034881691488205045,-1.1137764986381102,2.128939577626198e-06,0.01
0.015151515151515152,0.6326530612244897,0.0005409642780036699,-0.03163985888960304,0.010078750642132324,-1.3169117042770166,5.452244064300137e-06,0.01
0.015151515151515152,0.6530612244897959,0.000472410729201494,-0.04545939874665225,0.004040112356242417,0.7251251522598057,1.908592424268446e-06,0.01
0.015151515151515152,0.673469387755102,0.0007058668231564216,0.23740091822321027,-0.009796459038158305,-2.0811091489110765,-6.914995419446816e-06,0.01
0.015151515151515152,0.6938775510204082,7.255525825625705e-05,-0.3175771704371185,-0.02128180757579203,0.9555449922229721,-1.5441070448215583e-06,0.01
0.015151515151515152,0.7142857142857142,-0.00016277838401876306,0.15925016326524993,0.017489254581832925,2.844019099224273,-2.846872598523511e-06,0.01
0.015151515151515152,0.7346938775510203,0.0007864023840453559,-0.057139250398751326,0.02347561596915176,-2.257355683267028,1.8461280365074173e-05,0.01
0.015151515151515152,0.7551020408163265,0.0007954100228853903,-0.2406666171140901,0.010327317771186374,0.9688224598664197,8.214452064724052e-06,0.01
0.015151515151515152,0.7755102040816326,0.0012079255583794936,0.0015607405069229458,0.001115758168489864,-1.8715553009306778,1.3477528086896002e-06,0.01
0.015151515151515152,0.7959183673469387,0.0008409511726196704,-0.03265558348580663,-0.056476685458161514,-3.772504174481158,-4.749413486171322e-05,0.01
0.015151515151515152,0.8163265306122448,-0.001097245276647507,0.5093375592791913,0.038275006472602645,13.058169983696049,-4.199707006571601e-05,0.01
0.015151515151515152,0.836734693877551,0.002403196334766717,-0.6781326275878803,0.002373023411839084,-16.576564323650878,5.702841165647297e-06,0.01
0.015151515151515152,0.8571428571428571,-0.0010003871782050954,0.0966542289502568,-0.023937605006015165,13.998122738701161,2.3946873124955675e-05,0.01
0.015151515151515152,0.8775510204081632,0.001426151232480384,0.006879132203943012,0.04455303702416705,-7.286039819743303,6.353936866276002e-05,0.01
0.015151515151515152,0.8979591836734693,0.0008181041289037635,-0.46696334592504773,-0.03872031293564989,-0.8747484763187573,-3.167724788510098e-05,0.01
0.015151515151515152,0.9183673469387754,-0.000154269703668591,0.27606191888486625,-0.015063985555438596,3.193068559579465,2.323916587705447e-06,0.01
0.015151515151515152,0.9387755102040816,0.0002032475756205555,0.1325973720304538,0.03343225328601992,1.5595628468834708,6.795024427915898e-06,0.01
0.015151515151515152,0.9591836734693877,0.0012103120631077322,-0.6682713431830412,-0.0368998955571738,-8.452113433516455,-4.466038872026286e-05,0.01
0.015151515151515152,0.9795918367346939,-0.0013028706103865382,0.3453984719766389,-0.03804499523035662,8.33989366554454,4.9567706157927666e-05,0.01
0.015151515151515152,1.0,-0.0003425448850700887,0.11592994437526892,0.04705596054050603,0.0,-1.6118778595210268e-05,0.01
0.020202020202020204,0.0,-0.00013743532506102347,-0.09780601448943478,17.98143254615321,0.0,-0.0024712840270434337,0.01
0.020202020202020204,0.02040816326530612,0.3668305758209229,-7.902430129105306,16.639706367688106,-131.48916548958042,6.103953068350105,0.01
0.020202020202020204,0.04081632653061224,0.6790342531520045,-12.917798474695338,12.794599911046069,-245.3312672613392,8.68797159497587,0.01
0.020202020202020204,0.061224489795918366,0.8890591436187216,-12.180521283606614,7.426419702588757,-280.75039316747757,6.602526340936762,0.01
