t,x,u,dudt,dudx,d2udx2,alpha_true,scenario
0.03037974683544304,0.07692307692307693,0.0017460086013403693,-0.15343502515306998,0.003835099564940211,-1.2244461312283623,0.01,low_diffusion
0.03037974683544304,0.10256410256410256,0.0014418309665070275,-0.18712942038446884,-0.012850197123359958,-0.07700701045905092,0.01,low_diffusion
0.03037974683544304,0.1282051282051282,0.001087024133475756,-0.015985267463618485,0.024101918448435303,2.9592720250590814,0.01,low_diffusion
0.03037974683544304,0.15384615384615385,0.0026778267843755046,0.035075785106625186,0.10594947942175924,3.4248377308601867,0.01,low_diffusion
0.03037974683544304,0.1794871794871795,0.0065203307704890506,0.2022358970442136,0.2857778786556124,10.60177740938036,0.01,low_diffusion
0.03037974683544304,0.20512820512820512,0.017333102612868447,-0.16048111923903197,0.5140285091462679,7.201771768890774,0.01,low_diffusion
0.03037974683544304,0.23076923076923075,0.03288076713696433,-0.08554242170686965,0.8125804777049241,16.08528177868441,0.01,low_diffusion
0.03037974683544304,0.2564102564102564,0.05900389634132609,0.4360469361354535,1.346303851185974,25.545141352837458,0.01,low_diffusion
0.03037974683544304,0.28205128205128205,0.10192199027470657,0.6089229007260107,2.142960070898972,36.594043784776424,0.01,low_diffusion
0.03037974683544304,0.3076923076923077,0.16889928459255543,0.5330624084687192,3.1220653520506936,39.776168145057824,0.01,low_diffusion
0.03037974683544304,0.3333333333333333,0.2620279057644857,0.459520947151276,4.118582879058828,37.95219896157674,0.01,low_diffusion
0.03037974683544304,0.358974358974359,0.3801086630058287,0.2727692042942576,5.015997343820217,32.04612928981161,0.01,low_diffusion
0.03037974683544304,0.3846153846153846,0.5192585387809071,-0.0657178665797721,5.509439515640319,6.44236011215634,0.01,low_diffusion
0.03037974683544304,0.41025641025641024,0.6626440227822553,0.07387486242701705,5.502828249464716,-6.958038873853442,0.01,low_diffusion
0.03037974683544304,0.4358974358974359,0.8014548592662771,-0.77668072388568,4.747807949648312,-51.933544511826035,0.01,low_diffusion
0.03037974683544304,0.4615384615384615,0.9061213535334508,-0.9479333696166589,3.170189348979853,-71.12070634031376,0.01,low_diffusion
0.03037974683544304,0.48717948717948717,0.9640286720344747,-1.0684450809319535,1.1224875723579166,-88.60003223619732,0.01,low_diffusion
0.03037974683544304,0.5128205128205128,0.9636848187825747,-1.0485651362714368,-1.133602391865122,-87.3749849731997,0.01,low_diffusion
0.03037974683544304,0.5384615384615384,0.9058952160413916,-0.828486949028356,-3.163113720106723,-70.92689862964521,0.01,low_diffusion
0.03037974683544304,0.5641025641025641,0.8014738587771018,-0.7294328467797669,-4.699411427025476,-48.90432251001755,0.01,low_diffusion
0.03037974683544304,0.5897435897435898,0.6648997582452133,-0.15762653721136957,-5.541911654929552,-16.810695266500403,0.01,low_diffusion
0.03037974683544304,0.6153846153846154,0.5172732610884068,0.3457970727058339,-5.55518340998208,15.775498372403183,0.01,low_diffusion
0.03037974683544304,0.641025641025641,0.3800185577333118,0.4295905070417469,-4.983460653448321,28.818876637229916,0.01,low_diffusion
0.03037974683544304,0.6666666666666666,0.2617111762961852,0.3647625621182119,-4.0688105909919186,42.52382823436952,0.01,low_diffusion
0.03037974683544304,0.6923076923076923,0.17136160434911082,0.31206524096232025,-3.095335888136937,33.407198588319126,0.01,low_diffusion
0.03037974683544304,0.717948717948718,0.10297600254557306,0.3437861417669513,-2.2222902268452764,34.690362992430366,0.01,low_diffusion
0.03037974683544304,0.7435897435897436,0.05739800297242999,0.3715193016004943,-1.3637017512622918,32.27953810304244,0.01,low_diffusion
0.03037974683544304,0.7692307692307692,0.03304257940391706,0.15711276415190858,-0.8238053111201596,9.832384228043866,0.01,low_diffusion
0.03037974683544304,0.7948717948717948,0.015151576761139745,0.1030619042529203,-0.5123296783199935,14.462715130369107,0.01,low_diffusion
0.03037974683544304,0.8205128205128205,0.006769262566994317,0.283002927904075,-0.20617336535801237,9.417477280665429,0.01,low_diffusion
0.03037974683544304,0.8461538461538461,0.004578583665857059,0.10628978326671545,-0.1011440703884703,-1.2251922730411462,0.01,low_diffusion
0.03037974683544304,0.8717948717948718,0.0015823871624573785,0.07926653259753982,-0.09026154536089859,2.0740292251917403,0.01,low_diffusion
0.03037974683544304,0.8974358974358974,-5.0213532137739596e-05,-0.00019695097509467183,-0.04650972720692147,1.3386125908184752,0.01,low_diffusion
0.03037974683544304,0.923076923076923,-0.0008027270532821838,0.02244165984778316,-0.0033588428999668735,2.0271563851239836,0.01,low_diffusion
0.03037974683544304,0.9487179487179487,-0.00022246188598219464,0.16702390435991868,0.02354931467850688,0.07167990599696968,0.01,low_diffusion
0.03037974683544304,0.9743589743589743,0.0004049301097181691,0.05428874891887624,0.0021109358728333685,-1.7438734528395037,0.01,low_diffusion
0.03037974683544304,1.0,-0.00011420876429843215,-0.002190931129540893,-0.02024641608664745,0.0,0.01,low_diffusion
0.04050632911392405,0.0,0.0003842591527567047,0.07152462507275828,0.059131085428626516,0.0,0.01,low_diffusion
0.04050632911392405,0.02564102564102564,0.0019004408304137948,-0.343439812972637,-0.019604906196481853,-6.141407346758453,0.01,low_diffusion
0.04050632911392405,0.05128205128205128,-0.0006211206521910826,0.23524614584130407,-0.03330999039589245,5.072410779204426,0.01,low_diffusion
0.04050632911392405,0.07692307692307693,0.00019223619472700257,0.17567597006965657,0.0032754178557813226,-2.218748935573872,0.01,low_diffusion
0.04050632911392405,0.10256410256410256,-0.00045315050574075834,0.1438922727491926,0.014291780344430462,3.0780252096885046,0.01,low_diffusion
0.04050632911392405,0.1282051282051282,0.000925148007261898,0.17125946827364397,0.06798041472262602,1.1096882718107495,0.01,low_diffusion
0.04050632911392405,0.15384615384615385,0.0030330246082400634,0.14049921879780206,0.14904125367900203,5.21305716678658,0.01,low_diffusion
0.04050632911392405,0.1794871794871795,0.008568289221569695,0.03158342960188564,0.2471615785569763,2.440328173695411,0.01,low_diffusion
0.04050632911392405,0.20512820512820512,0.015707977354751667,0.0961115818103769,0.45720139810175026,13.942777750796957,0.01,low_diffusion
0.04050632911392405,0.23076923076923075,0.03201451476524919,0.2946767619758834,0.9303758911712782,22.964832708626233,0.01,low_diffusion
0.04050632911392405,0.2564102564102564,0.06341956151738132,0.18206534346835898,1.4834387756157577,20.174072278043173,0.01,low_diffusion
0.04050632911392405,0.28205128205128205,0.10808829813015984,0.26124666989953477,2.1621175565749082,32.762872636770574,0.01,low_diffusion
0.04050632911392405,0.3076923076923077,0.17429738493147917,0.433303388468534,3.092563194129606,39.81188709249589,0.01,low_diffusion
0.04050632911392405,0.3333333333333333,0.2666812824444986,0.3876727739613467,4.067183208361087,36.20847401755959,0.01,low_diffusion
0.04050632911392405,0.358974358974359,0.3828708827961503,0.2482180997963331,4.912279299589783,29.709021098278708,0.01,low_diffusion
0.04050632911392405,0.3846153846153846,0.5185930413978208,0.28185520334324365,5.470164177246282,13.805999358928245,0.01,low_diffusion
0.04050632911392405,0.41025641025641024,0.663392122654934,-0.1551584021436675,5.362435583971397,-22.208829634369277,0.01,low_diffusion
0.04050632911392405,0.4358974358974359,0.7935897380117386,-0.3559885682918115,4.5460331595232315,-41.47055947258762,0.01,low_diffusion
0.04050632911392405,0.4615384615384615,0.89652202827151,-0.6075365661706305,3.1125751215124877,-70.33916749225041,0.01,low_diffusion
0.04050632911392405,0.48717948717948717,0.953208975012379,-0.8115063875543584,1.1026159829931756,-86.43764531225597,0.01,low_diffusion
0.04050632911392405,0.5128205128205128,0.9530664376557754,-0.8858453602693512,-1.0862182544259305,-84.2914252064345,0.01,low_diffusion
0.04050632911392405,0.5384615384615384,0.8975054747854082,-0.7042225078262192,-3.1000951920552033,-72.79097592864898,0.01,low_diffusion
0.04050632911392405,0.5641025641025641,0.7940871970375598,-0.4952765763314255,-4.566937725451489,-41.62274167626131,0.01,low_diffusion
0.04050632911392405,0.5897435897435898,0.6633035401468703,-0.27492702164364874,-5.329587772094421,-17.8639619618874,0.01,low_diffusion
0.04050632911392405,0.6153846153846154,0.5207750035968203,-0.10185491559566537,-5.439226626559946,9.312131313576419,0.01,low_diffusion
0.04050632911392405,0.641025641025641,0.3843688413489244,0.3345247738663524,-4.979715569463092,26.529731139978065,0.01,low_diffusion
0.04050632911392405,0.6666666666666666,0.2654049743935848,0.3849310374505983,-4.092018111888616,42.710670550831104,0.01,low_diffusion
0.04050632911392405,0.6923076923076923,0.17452175868796976,0.17027705319290054,-3.0994780673455398,34.70745292352882,0.01,low_diffusion
0.04050632911392405,0.717948717948718,0.10645738119637763,0.5002002146285867,-2.210549931326852,34.6289416859288,0.01,low_diffusion
0.04050632911392405,0.7435897435897436,0.061160223748131196,0.40036271045941413,-1.4005638359558952,28.549973753005826,0.01,low_diffusion
0.04050632911392405,0.7692307692307692,0.034633594737100946,0.15008980551189438,-0.8768171516090478,12.302267626048295,0.01,low_diffusion
0.04050632911392405,0.7948717948717948,0.016195241614333875,0.26347098536043234,-0.4874703548448822,18.066782521556625,0.01,low_diffusion
0.04050632911392405,0.8205128205128205,0.009635115001465962,-0.11933308001708023,-0.2055359614008579,3.9241001670772744,0.01,low_diffusion
0.04050632911392405,0.8461538461538461,0.005654935901469368,-0.20423409572665852,-0.14137556110722913,1.0804110558257687,0.01,low_diffusion
0.04050632911392405,0.8717948717948718,0.002385086226736263,0.021791899228568817,-0.111289305540294,1.266316878395174,0.01,low_diffusion
0.04050632911392405,0.8974358974358974,-5.2207972391862855e-05,-0.010512083330918938,-0.05773084131953164,2.9112433308242904,0.01,low_diffusion
0.04050632911392405,0.923076923076923,-0.000575469738367924,0.07412476886013113,0.0296619842294788,3.905397061998525,0.01,low_diffusion
0.04050632911392405,0.9487179487179487,0.0014689194239916653,-0.42255604870573704,0.029838106950773362,-3.891659489737549,0.01,low_diffusion
0.04050632911392405,0.9743589743589743,0.0009546895924409664,-0.03817639856516124,-0.03130363923647763,-0.8773967128680296,0.01,low_diffusion
0.04050632911392405,1.0,-0.00013639540864821334,-0.05471124291508821,-0.042552315042478014,0.0,0.01,low_diffusion
0.05063291139240506,0.0,0.0011085591534934975,0.11489725601996943,-0.10475360402727643,0.0,0.01,low_diffusion
0.05063291139240506,0.02564102564102564,-0.0015774306933597443,0.39148867851166685,0.012724913094522127,9.16332433550029,0.01,low_diffusion
0.05063291139240506,0.05128205128205128,0.001761118799366427,-0.11153161068497314,0.0691989490403073,-4.758349531729045,0.01,low_diffusion
0.05063291139240506,0.07692307692307693,0.0019712333599893475,0.06405687772590386,-0.014764081134559676,-1.7907668219105792,0.01,low_diffusion
0.05063291139240506,0.10256410256410256,0.001003986433491572,0.054371298491616635,0.013419661002433038,3.9890987085960106,0.01,low_diffusion
0.05063291139240506,0.1282051282051282,0.0026594211037038623,-0.17429779547590507,0.06731039394235144,0.2143784607176246,0.01,low_diffusion
0.05063291139240506,0.15384615384615385,0.004455801507458312,-0.025771040062999052,0.12145965616913584,4.009263992971559,0.01,low_diffusion
0.05063291139240506,0.1794871794871795,0.008888121420069802,0.05053185960509302,0.2383964249240164,5.111803969909124,0.01,low_diffusion
0.05063291139240506,0.20512820512820512,0.016681259195869408,0.327472271810679,0.5091540055072484,16.007287315582982,0.01,low_diffusion
0.05063291139240506,0.23076923076923075,0.03499858324095434,0.06384119490536329,0.947349039042981,18.171925300204155,0.01,low_diffusion
0.05063291139240506,0.2564102564102564,0.06526326119807356,0.04133765840673695,1.4768373903449852,23.128166101352164,0.01,low_diffusion
0.05063291139240506,0.28205128205128205,0.11073383402787665,0.21486896175815673,2.2117291198913986,34.193388803268085,0.01,low_diffusion
0.05063291139240506,0.3076923076923077,0.1786852673463504,0.36777118613075616,3.1175283488557364,36.45895105595027,0.01,low_diffusion
0.05063291139240506,0.3333333333333333,0.2706070826871452,0.2980810028376634,4.030634720977716,34.76334596956411,0.01,low_diffusion
0.05063291139240506,0.358974358974359,0.38538448380674606,0.4704566303888309,4.891383678050006,32.375072682074524,0.01,low_diffusion
0.05063291139240506,0.3846153846153846,0.5214472713050942,0.04758279502575902,5.390510083192307,6.556786919025026,0.01,low_diffusion
0.05063291139240506,0.41025641025641024,0.6618208983294285,-0.2790368967649277,5.2364816240029555,-18.571006735794445,0.01,low_diffusion
