label,seed,atom_index,element,V_vor_A3
Hf-Nb,2,70,Hf,20.50880715743276
Hf-Nb,2,71,Hf,20.782247992577386
Hf-Nb,2,72,Hf,20.494071768047135
Hf-Nb,2,73,Nb,19.55025469608016
Hf-Nb,2,74,Nb,19.58972820469506
Hf-Nb,2,75,Nb,20.6481427768366
Hf-Nb,2,76,Nb,19.934370462330833
Hf-Nb,2,77,Hf,20.891758721111938
Hf-Nb,2,78,Nb,19.426183742628663
Hf-Nb,2,79,Hf,20.86129332945619
Hf-Nb,2,80,Nb,19.933603479915558
Hf-Nb,2,81,Nb,19.38988673011927
Hf-Nb,2,82,Hf,20.69020045358647
Hf-Nb,2,83,Hf,20.37290485706299
Hf-Nb,2,84,Hf,20.965881503297208
Hf-Nb,2,85,Nb,19.656740011921972
Hf-Nb,2,86,Hf,20.450987414428067
Hf-Nb,2,87,Hf,20.4805107829569
Hf-Nb,2,88,Nb,19.1488096675017
Hf-Nb,2,89,Hf,20.774194946442222
Hf-Nb,2,90,Nb,19.625834699243356
Hf-Nb,2,91,Hf,21.650731424660673
Hf-Nb,2,92,Nb,19.305381955232264
Hf-Nb,2,93,Nb,19.486066181191724
Hf-Nb,2,94,Nb,19.2421638586095
Hf-Nb,2,95,Nb,19.562483908354498
Hf-Nb,2,96,Hf,20.70169992518783
Hf-Nb,2,97,Hf,20.345457992623
Hf-Nb,2,98,Hf,21.77236446352571
Hf-Nb,2,99,Nb,20.205527324208585
Hf-Nb,2,100,Hf,20.925955648684507
Hf-Nb,2,101,Nb,19.598378873521405
Hf-Nb,2,102,Nb,20.37634371904091
Hf-Nb,2,103,Nb,19.513950863847427
Hf-Nb,2,104,Nb,19.556045949259083
Hf-Nb,2,105,Nb,19.73540750322407
Hf-Nb,2,106,Hf,20.75737201099161
Hf-Nb,2,107,Hf,21.03236658326783
Hf-Nb,2,108,Hf,21.142929829529656
Hf-Nb,2,109,Hf,20.535503699194624
Hf-Nb,2,110,Hf,20.38079453594305
Hf-Nb,2,111,Nb,19.7920094652297
Hf-Nb,2,112,Nb,19.12145734240643
Hf-Nb,2,113,Nb,19.194559993443832
Hf-Nb,2,114,Nb,20.440929924259912
Hf-Nb,2,115,Nb,19.99611786040627
Hf-Nb,2,116,Hf,20.835960574596633
Hf-Nb,2,117,Nb,19.18221248950504
Hf-Nb,2,118,Nb,19.74530254992794
Hf-Nb,2,119,Hf,20.253407377353337
Hf-Nb,2,120,Nb,19.197432485724107
Hf-Nb,2,121,Hf,20.31529626538085
Hf-Nb,2,122,Hf,20.530845435730882
Hf-Nb,2,123,Hf,21.065400183281085
Hf-Nb,2,124,Nb,19.593765513694297
Hf-Nb,2,125,Nb,19.112942658400545
Hf-Nb,2,126,Nb,18.778410736894557
Hf-Nb,2,127,Nb,19.546833722124937
Hf-Ta,0,0,Ta,19.87168475649671
Hf-Ta,0,1,Hf,20.08180387690073
Hf-Ta,0,2,Ta,20.118647540235752
Hf-Ta,0,3,Hf,20.631128209901345
Hf-Ta,0,4,Ta,19.847033288858356
Hf-Ta,0,5,Ta,19.5181451913605
Hf-Ta,0,6,Ta,19.348018888094227
Hf-Ta,0,7,Ta,19.447067320387042
Hf-Ta,0,8,Ta,19.61903355150127
Hf-Ta,0,9,Ta,19.916872813829368
Hf-Ta,0,10,Ta,19.807811835621145
Hf-Ta,0,11,Hf,20.740481743816115
Hf-Ta,0,12,Ta,20.017545739656068
Hf-Ta,0,13,Hf,19.581448584218833
Hf-Ta,0,14,Hf,19.87370015895558
Hf-Ta,0,15,Ta,19.48776950990385
Hf-Ta,0,16,Hf,20.453798360356206
Hf-Ta,0,17,Hf,20.884375895290137
Hf-Ta,0,18,Hf,21.056698470757972
Hf-Ta,0,19,Hf,20.662856179562652
Hf-Ta,0,20,Ta,19.38891102247346
Hf-Ta,0,21,Ta,19.593526059574067
Hf-Ta,0,22,Ta,19.604836171965147
Hf-Ta,0,23,Ta,19.85970899521654
Hf-Ta,0,24,Ta,19.882988657010998
Hf-Ta,0,25,Hf,20.7480030507556
Hf-Ta,0,26,Hf,20.985532478234664
Hf-Ta,0,27,Ta,20.187438461543397
Hf-Ta,0,28,Hf,20.13749138389398
Hf-Ta,0,29,Ta,19.534957041013207
Hf-Ta,0,30,Ta,19.65249182793125
Hf-Ta,0,31,Hf,19.801533240310757
Hf-Ta,0,32,Hf,20.38809712249319
Hf-Ta,0,33,Ta,20.39826594598491
Hf-Ta,0,34,Hf,20.893373786900636
Hf-Ta,0,35,Hf,21.058702466665387
Hf-Ta,0,36,Hf,20.55778145991605
Hf-Ta,0,37,Ta,19.69658941751393
Hf-Ta,0,38,Ta,19.677404269226255
Hf-Ta,0,39,Hf,19.972607293441364
Hf-Ta,0,40,Ta,19.57498845507748
Hf-Ta,0,41,Hf,20.373719013835522
Hf-Ta,0,42,Ta,20.148536061301275
Hf-Ta,0,43,Hf,21.233329944409718
Hf-Ta,0,44,Hf,20.47874212622695
Hf-Ta,0,45,Ta,19.57616074409149
Hf-Ta,0,46,Ta,19.146313480345206
Hf-Ta,0,47,Ta,20.124970434732813
Hf-Ta,0,48,Hf,20.598514599891683
Hf-Ta,0,49,Hf,21.363923919513542
Hf-Ta,0,50,Hf,21.123696522788258
Hf-Ta,0,51,Hf,21.404720552515077
Hf-Ta,0,52,Ta,20.13661622955025
Hf-Ta,0,53,Hf,20.711454153688084
Hf-Ta,0,54,Ta,19.63126770103001
Hf-Ta,0,55,Hf,20.93170619194787
Hf-Ta,0,56,Ta,20.34971566360767
Hf-Ta,0,57,Ta,20.123125497878743
Hf-Ta,0,58,Hf,20.8102718672969
Hf-Ta,0,59,Ta,20.288655332159657
Hf-Ta,0,60,Ta,20.28721311719132
Hf-Ta,0,61,Hf,20.61544314821818
Hf-Ta,0,62,Hf,20.10812549272398
Hf-Ta,0,63,Ta,20.147295897098783
Hf-Ta,0,64,Hf,20.931433872733404
Hf-Ta,0,65,Hf,20.36316810553835
Hf-Ta,0,66,Hf,20.629082932371915
Hf-Ta,0,67,Hf,20.969947139086724
Hf-Ta,0,68,Hf,21.053295817204795
Hf-Ta,0,69,Ta,19.522677173487057
Hf-Ta,0,70,Ta,19.634091918411297
Hf-Ta,0,71,Ta,19.751530459324528
Hf-Ta,0,72,Hf,20.883095988464607
Hf-Ta,0,73,Ta,20.02065328985839
Hf-Ta,0,74,Hf,20.484251223645344
Hf-Ta,0,75,Hf,20.99624844000696
Hf-Ta,0,76,Ta,20.37152561823866
Hf-Ta,0,77,Ta,19.326785345904785
Hf-Ta,0,78,Ta,19.269072369790052
Hf-Ta,0,79,Hf,20.29984796612923
Hf-Ta,0,80,Hf,21.18232317333161
Hf-Ta,0,81,Hf,20.91797625723335
Hf-Ta,0,82,Ta,20.832883669824174
Hf-Ta,0,83,Hf,20.881711453751436
Hf-Ta,0,84,Hf,20.829132799066088
Hf-Ta,0,85,Ta,19.949613971982423
Hf-Ta,0,86,Hf,20.686346997657797
Hf-Ta,0,87,Hf,20.845832973639105
Hf-Ta,0,88,Hf,20.926200034489746
Hf-Ta,0,89,Ta,20.1816623899123
Hf-Ta,0,90,Ta,20.262318606135132
Hf-Ta,0,91,Ta,20.301311584223342
Hf-Ta,0,92,Hf,20.878342009822468
Hf-Ta,0,93,Hf,20.292925002948234
Hf-Ta,0,94,Hf,20.78617431057318
Hf-Ta,0,95,Ta,19.89455876647883
Hf-Ta,0,96,Hf,20.38360759231169
Hf-Ta,0,97,Ta,19.89935371246258
Hf-Ta,0,98,Ta,20.0838822043488
Hf-Ta,0,99,Hf,20.453361581534466
Hf-Ta,0,100,Hf,20.747141497704167
Hf-Ta,0,101,Hf,20.228395062801955
Hf-Ta,0,102,Ta,19.45506694712035
Hf-Ta,0,103,Hf,19.951845504424046
Hf-Ta,0,104,Ta,19.8195342563463
Hf-Ta,0,105,Hf,19.86882296515086
Hf-Ta,0,106,Ta,19.989248344839268
Hf-Ta,0,107,Ta,20.02193808701268
Hf-Ta,0,108,Hf,20.322440263808993
Hf-Ta,0,109,Ta,19.28269696476834
Hf-Ta,0,110,Ta,19.482875709824906
Hf-Ta,0,111,Hf,20.401105602992924
Hf-Ta,0,112,Ta,20.144597429992398
Hf-Ta,0,113,Ta,20.41870178156098
Hf-Ta,0,114,Hf,20.60682360510447
Hf-Ta,0,115,Ta,20.025143567331497
Hf-Ta,0,116,Ta,19.468108758335614
Hf-Ta,0,117,Ta,19.033530584908
Hf-Ta,0,118,Ta,19.3558860936447
Hf-Ta,0,119,Hf,20.058594545823738
Hf-Ta,0,120,Hf,20.706154396386218
Hf-Ta,0,121,Hf,20.398561056070466
Hf-Ta,0,122,Hf,20.693506174334797
Hf-Ta,0,123,Hf,20.54418558209533
Hf-Ta,0,124,Ta,20.13886272608203
Hf-Ta,0,125,Hf,20.316505844289875
Hf-Ta,0,126,Ta,19.67252139896243
Hf-Ta,0,127,Ta,19.86995002105069
Hf-Ta,1,0,Ta,19.653392175558693
Hf-Ta,1,1,Hf,20.71402049591288
Hf-Ta,1,2,Ta,19.232331479222925
Hf-Ta,1,3,Hf,20.35679221926709
Hf-Ta,1,4,Ta,19.95721185920305
Hf-Ta,1,5,Ta,20.207963438363628
Hf-Ta,1,6,Ta,19.294207016984668
Hf-Ta,1,7,Hf,20.415014932919554
Hf-Ta,1,8,Hf,20.70779380805479
Hf-Ta,1,9,Hf,20.259972046576184
Hf-Ta,1,10,Ta,19.63475809229248
Hf-Ta,1,11,Ta,19.958872042689514
Hf-Ta,1,12,Ta,19.821380557811633
Hf-Ta,1,13,Ta,19.802213539662667
Hf-Ta,1,14,Hf,20.72109224646713
Hf-Ta,1,15,Ta,20.24639993074947
Hf-Ta,1,16,Hf,20.794425170197073
Hf-Ta,1,17,Ta,20.4524389334946
Hf-Ta,1,18,Hf,20.608972915114325
Hf-Ta,1,19,Hf,20.79197025619582
Hf-Ta,1,20,Hf,20.539888218027198
Hf-Ta,1,21,Hf,20.800635384432393
Hf-Ta,1,22,Hf,20.732649487983142
Hf-Ta,1,23,Hf,20.84789249971872
Hf-Ta,1,24,Hf,20.487777016206618
Hf-Ta,1,25,Hf,20.37406688956495
Hf-Ta,1,26,Ta,20.106207888842963
Hf-Ta,1,27,Hf,21.06165409575012
Hf-Ta,1,28,Hf,20.641151799954308
Hf-Ta,1,29,Hf,20.481548726494342
Hf-Ta,1,30,Ta,20.180680781206963
Hf-Ta,1,31,Ta,19.947220574873786
Hf-Ta,1,32,Ta,19.981243469454732
Hf-Ta,1,33,Ta,19.461229422764802
Hf-Ta,1,34,Hf,20.712258276911268
Hf-Ta,1,35,Ta,19.81935396844257
Hf-Ta,1,36,Hf,20.866794113598157
Hf-Ta,1,37,Hf,20.87136723813389
Hf-Ta,1,38,Ta,20.461915735016888
Hf-Ta,1,39,Hf,20.85577159889211
Hf-Ta,1,40,Hf,20.633203073983793
Hf-Ta,1,41,Ta,19.432624862248726
Hf-Ta,1,42,Ta,19.694965462200177
Hf-Ta,1,43,Ta,19.130819332756133
Hf-Ta,1,44,Hf,20.333991074740986
Hf-Ta,1,45,Hf,20.393533925046242
Hf-Ta,1,46,Hf,20.81933841210597
Hf-Ta,1,47,Hf,20.884050655458957
Hf-Ta,1,48,Ta,20.071534701051558
Hf-Ta,1,49,Hf,20.438653103362256
Hf-Ta,1,50,Ta,19.594131320284912
Hf-Ta,1,51,Ta,20.10519178683166
Hf-Ta,1,52,Ta,19.797658589300884
Hf-Ta,1,53,Hf,20.763795268264133
Hf-Ta,1,54,Ta,20.08271371310447
Hf-Ta,1,55,Hf,21.133469384824544
Hf-Ta,1,56,Ta,20.404183709277337
Hf-Ta,1,57,Ta,20.199746541489496
Hf-Ta,1,58,Hf,20.695528410860504
Hf-Ta,1,59,Hf,20.71814436912064
Hf-Ta,1,60,Ta,20.50846950726132
Hf-Ta,1,61,Hf,21.22034873129569
Hf-Ta,1,62,Hf,20.808553529199056
Hf-Ta,1,63,Hf,20.93593203834689
Hf-Ta,1,64,Ta,19.969875649267184
Hf-Ta,1,65,Ta,19.361583206264395
Hf-Ta,1,66,Hf,20.248759428256907
Hf-Ta,1,67,Ta,19.670304069396757
Hf-Ta,1,68,Hf,20.798698246479194
Hf-Ta,1,69,Ta,19.761341734347706
Hf-Ta,1,70,Hf,20.60737207438793
Hf-Ta,1,71,Ta,20.07266141023939
Hf-Ta,1,72,Ta,19.715039876283264
Hf-Ta,1,73,Ta,19.693795322188816
Hf-Ta,1,74,Ta,18.866793787381134
Hf-Ta,1,75,Hf,20.05521191317518
Hf-Ta,1,76,Ta,19.56005289895182
Hf-Ta,1,77,Ta,19.5118844305925
Hf-Ta,1,78,Ta,19.958226725824407
Hf-Ta,1,79,Hf,20.455061078225224
Hf-Ta,1,80,Hf,20.54472493972622
Hf-Ta,1,81,Hf,20.642852628321762
Hf-Ta,1,82,Ta,19.74805550434767
Hf-Ta,1,83,Hf,20.858386853950154
Hf-Ta,1,84,Ta,19.646091291049633
Hf-Ta,1,85,Ta,19.696677621972462
Hf-Ta,1,86,Ta,20.053751346154275
Hf-Ta,1,87,Ta,20.56604648018129
Hf-Ta,1,88,Hf,21.089138777818974
Hf-Ta,1,89,Hf,20.603785967278668
Hf-Ta,1,90,Hf,21.129642272313596
Hf-Ta,1,91,Ta,20.25875133974844
Hf-Ta,1,92,Hf,20.994850910645788
Hf-Ta,1,93,Ta,20.15050737705108
Hf-Ta,1,94,Hf,21.090287186823325
Hf-Ta,1,95,Hf,20.78101092531374
Hf-Ta,1,96,Hf,20.35200654214446
Hf-Ta,1,97,Ta,19.27937653904302
Hf-Ta,1,98,Ta,19.25797469727132
Hf-Ta,1,99,Ta,19.443870976506556
Hf-Ta,1,100,Hf,20.399253069605592
Hf-Ta,1,101,Hf,20.252692317989563
Hf-Ta,1,102,Hf,20.335818938267824
Hf-Ta,1,103,Ta,20.154945930326665
Hf-Ta,1,104,Hf,20.217698342387596
Hf-Ta,1,105,Ta,19.81952020938867
Hf-Ta,1,106,Ta,19.390601544176505
Hf-Ta,1,107,Hf,20.3179894549439
Hf-Ta,1,108,Hf,20.11117406520367
Hf-Ta,1,109,Ta,20.034137372139785
Hf-Ta,1,110,Hf,20.795026893221703
Hf-Ta,1,111,Hf,20.879119981911284
Hf-Ta,1,112,Ta,20.38432908161946
Hf-Ta,1,113,Ta,19.89900014092102
Hf-Ta,1,114,Hf,20.172855969761077
Hf-Ta,1,115,Hf,20.635633505035752
Hf-Ta,1,116,Ta,20.082935502378408
Hf-Ta,1,117,Ta,20.024133991319786
Hf-Ta,1,118,Hf,20.061334828770164
Hf-Ta,1,119,Hf,20.71752948780868
Hf-Ta,1,120,Hf,20.645380765941304
Hf-Ta,1,121,Ta,19.35771551860201
Hf-Ta,1,122,Ta,19.778792331223993
Hf-Ta,1,123,Ta,19.482889651064074
Hf-Ta,1,124,Hf,20.270511482290583
Hf-Ta,1,125,Ta,19.639887189072144
Hf-Ta,1,126,Ta,19.8635605774858
Hf-Ta,1,127,Ta,19.70107612025995
Hf-Ta,2,0,Ta,19.771650683048264
Hf-Ta,2,1,Ta,19.81775180310691
Hf-Ta,2,2,Ta,19.860444053077273
Hf-Ta,2,3,Hf,20.511978812402187
Hf-Ta,2,4,Ta,19.996320693395763
Hf-Ta,2,5,Ta,20.305437120382013
Hf-Ta,2,6,Hf,19.889799711284486
Hf-Ta,2,7,Hf,20.321387187318912
Hf-Ta,2,8,Ta,20.000749407101807
Hf-Ta,2,9,Hf,20.595965014679326
Hf-Ta,2,10,Hf,20.585839491156573
Hf-Ta,2,11,Ta,20.777775301631046
Hf-Ta,2,12,Hf,20.91283521978008
Hf-Ta,2,13,Ta,20.067408922219375
Hf-Ta,2,14,Hf,20.127790401968042
Hf-Ta,2,15,Ta,20.098985027463176
Hf-Ta,2,16,Hf,20.131208720953627
Hf-Ta,2,17,Ta,19.88317057894284
Hf-Ta,2,18,Hf,20.66392700386033
Hf-Ta,2,19,Hf,20.600886307946517
Hf-Ta,2,20,Hf,20.55439275400239
Hf-Ta,2,21,Ta,20.052829993218793
Hf-Ta,2,22,Ta,19.762968805309498
Hf-Ta,2,23,Hf,20.507903309236884
Hf-Ta,2,24,Ta,19.45525807053866
Hf-Ta,2,25,Ta,19.76300243702222
Hf-Ta,2,26,Ta,19.74953609187862
Hf-Ta,2,27,Hf,21.236863792305652
Hf-Ta,2,28,Ta,19.706666690662786
Hf-Ta,2,29,Hf,20.4083102223152
Hf-Ta,2,30,Ta,19.37969173351737
Hf-Ta,2,31,Hf,20.526021421343646
Hf-Ta,2,32,Hf,20.499473049805342
Hf-Ta,2,33,Ta,19.94987173644708
Hf-Ta,2,34,Ta,20.341658821072997
Hf-Ta,2,35,Hf,21.18815845034097
Hf-Ta,2,36,Hf,21.077450621199734
Hf-Ta,2,37,Hf,20.44676863565146
Hf-Ta,2,38,Ta,20.230335112465184
Hf-Ta,2,39,Ta,19.994325404872022
Hf-Ta,2,40,Hf,20.293180616496397
Hf-Ta,2,41,Hf,20.500738852169224
Hf-Ta,2,42,Ta,19.895586194248377
Hf-Ta,2,43,Hf,20.86850760586514
Hf-Ta,2,44,Hf,20.7067720945399
Hf-Ta,2,45,Ta,19.857893211531557
Hf-Ta,2,46,Ta,19.54384529559586
Hf-Ta,2,47,Ta,19.996062123517632
Hf-Ta,2,48,Hf,20.87510831656554
Hf-Ta,2,49,Ta,19.764940563637037
Hf-Ta,2,50,Hf,21.152362477909886
Hf-Ta,2,51,Ta,20.365177904578687
Hf-Ta,2,52,Hf,21.351447344010246
Hf-Ta,2,53,Ta,19.818822518746686
Hf-Ta,2,54,Hf,20.54348693108988
Hf-Ta,2,55,Hf,20.331131011372808
Hf-Ta,2,56,Ta,19.918333184784377
Hf-Ta,2,57,Hf,20.34512535294168
Hf-Ta,2,58,Hf,20.43331755119841
Hf-Ta,2,59,Hf,21.292319826474056
Hf-Ta,2,60,Hf,20.697455260306423
Hf-Ta,2,61,Ta,19.586021745704443
Hf-Ta,2,62,Hf,20.218386209139283
Hf-Ta,2,63,Ta,20.043198924518144
Hf-Ta,2,64,Hf,21.01846245479152
Hf-Ta,2,65,Ta,20.247348369987584
Hf-Ta,2,66,Hf,20.891970953213463
Hf-Ta,2,67,Hf,20.896444493254297
Hf-Ta,2,68,Hf,21.096791185794277
Hf-Ta,2,69,Hf,21.094107636862216
Hf-Ta,2,70,Hf,20.409939286700247
Hf-Ta,2,71,Hf,20.701501432715833
Hf-Ta,2,72,Hf,20.297412687282183
Hf-Ta,2,73,Ta,19.684023461504616
Hf-Ta,2,74,Ta,19.87756894867127
Hf-Ta,2,75,Ta,20.615612340603864
Hf-Ta,2,76,Ta,20.350597813732822
Hf-Ta,2,77,Hf,20.71763079898989
Hf-Ta,2,78,Ta,19.716610048588432
Hf-Ta,2,79,Hf,20.519645262265207
Hf-Ta,2,80,Ta,20.091492140381
Hf-Ta,2,81,Ta,19.384241758176376
Hf-Ta,2,82,Hf,20.40463700708135
Hf-Ta,2,83,Hf,20.3864255689279
Hf-Ta,2,84,Hf,20.77807002237012
Hf-Ta,2,85,Ta,19.657314178280675
Hf-Ta,2,86,Hf,20.367710175994212
Hf-Ta,2,87,Hf,20.07929986346039
Hf-Ta,2,88,Ta,19.46934502945032
Hf-Ta,2,89,Hf,20.53852333534171
Hf-Ta,2,90,Ta,19.89341360806603
Hf-Ta,2,91,Hf,21.22524307059762
Hf-Ta,2,92,Ta,19.583007954868126
Hf-Ta,2,93,Ta,19.56754406811893
Hf-Ta,2,94,Ta,19.189115008761114
Hf-Ta,2,95,Ta,19.772632915254796
Hf-Ta,2,96,Hf,20.474192903733943
Hf-Ta,2,97,Hf,20.253464357700196
Hf-Ta,2,98,Hf,21.243184702531938
Hf-Ta,2,99,Ta,20.522331879611716
Hf-Ta,2,100,Hf,20.776242346805677
Hf-Ta,2,101,Ta,19.923801232026005
Hf-Ta,2,102,Ta,20.09752400294584
Hf-Ta,2,103,Ta,19.783855793046055
Hf-Ta,2,104,Ta,19.689851987412425
Hf-Ta,2,105,Ta,19.72608265293109
Hf-Ta,2,106,Hf,20.59136482954637
Hf-Ta,2,107,Hf,20.854379353920045
Hf-Ta,2,108,Hf,20.980040926197848
Hf-Ta,2,109,Hf,20.442570149394964
Hf-Ta,2,110,Hf,20.397641859122093
Hf-Ta,2,111,Ta,19.728001726557444
Hf-Ta,2,112,Ta,19.298793805412735
Hf-Ta,2,113,Ta,19.406900020099854
Hf-Ta,2,114,Ta,20.16318330289897
Hf-Ta,2,115,Ta,20.16502643060711
Hf-Ta,2,116,Hf,20.70056870580854
Hf-Ta,2,117,Ta,19.133458254204992
Hf-Ta,2,118,Ta,19.977027737514213
Hf-Ta,2,119,Hf,19.841916045940017
Hf-Ta,2,120,Ta,19.50423026474945
Hf-Ta,2,121,Hf,20.068699072617473
Hf-Ta,2,122,Hf,20.251576950755407
Hf-Ta,2,123,Hf,20.784577464862593
Hf-Ta,2,124,Ta,19.670476548788447
Hf-Ta,2,125,Ta,19.09391328809457
Hf-Ta,2,126,Ta,18.820870405602594
Hf-Ta,2,127,Ta,19.56525197259593
Hf-Ti,0,0,Ti,19.126805450657834
Hf-Ti,0,1,Hf,19.81053012280643
Hf-Ti,0,2,Ti,19.37744623438652
Hf-Ti,0,3,Hf,19.95934854427853
Hf-Ti,0,4,Ti,19.14067733155274
Hf-Ti,0,5,Ti,18.641302539153713
Hf-Ti,0,6,Ti,18.495202228877126
Hf-Ti,0,7,Ti,18.726950653833004
Hf-Ti,0,8,Ti,19.18924030103079
Hf-Ti,0,9,Ti,19.4360522991533
Hf-Ti,0,10,Ti,19.198544177797515
Hf-Ti,0,11,Hf,19.990222429097482
Hf-Ti,0,12,Ti,19.258862561612233
Hf-Ti,0,13,Hf,18.989257283512874
Hf-Ti,0,14,Hf,18.949988453322966
Hf-Ti,0,15,Ti,18.627911709119303
Hf-Ti,0,16,Hf,19.921480513775148
Hf-Ti,0,17,Hf,20.477324309287297
Hf-Ti,0,18,Hf,20.7534383717303
Hf-Ti,0,19,Hf,20.15805893953986
Hf-Ti,0,20,Ti,19.04691370890969
Hf-Ti,0,21,Ti,18.895616668571236
Hf-Ti,0,22,Ti,19.202995761970524
Hf-Ti,0,23,Ti,19.234841975071873
Hf-Ti,0,24,Ti,19.163334941546537
Hf-Ti,0,25,Hf,20.131888172333934
Hf-Ti,0,26,Hf,20.526813227401593
Hf-Ti,0,27,Ti,19.546412048766594
Hf-Ti,0,28,Hf,19.602146662723488
Hf-Ti,0,29,Ti,18.745121865794086
Hf-Ti,0,30,Ti,19.259428576415807
Hf-Ti,0,31,Hf,19.344132752004835
Hf-Ti,0,32,Hf,19.91500060447123
Hf-Ti,0,33,Ti,20.00241892532496
Hf-Ti,0,34,Hf,20.457349080674263
Hf-Ti,0,35,Hf,20.497969621448522
Hf-Ti,0,36,Hf,19.972086027175045
Hf-Ti,0,37,Ti,19.369331691703614
Hf-Ti,0,38,Ti,18.916255877931377
Hf-Ti,0,39,Hf,19.55763293806383
Hf-Ti,0,40,Ti,19.01694393383147
Hf-Ti,0,41,Hf,19.70373655433512
Hf-Ti,0,42,Ti,19.568684361313064
Hf-Ti,0,43,Hf,20.339050109967193
Hf-Ti,0,44,Hf,19.87419387729849
Hf-Ti,0,45,Ti,19.05452039193879
Hf-Ti,0,46,Ti,18.920402639910876
Hf-Ti,0,47,Ti,19.552311600007467
Hf-Ti,0,48,Hf,20.048833034741428
Hf-Ti,0,49,Hf,21.22799450754001
Hf-Ti,0,50,Hf,20.91623510287651
Hf-Ti,0,51,Hf,21.12460715828671
Hf-Ti,0,52,Ti,19.03241278372669
Hf-Ti,0,53,Hf,20.216738271587392
Hf-Ti,0,54,Ti,19.055198223253765
Hf-Ti,0,55,Hf,20.50511995785199
Hf-Ti,0,56,Ti,19.517449685858388
Hf-Ti,0,57,Ti,19.412797214610535
Hf-Ti,0,58,Hf,20.51329343357696
Hf-Ti,0,59,Ti,19.67618211502138
Hf-Ti,0,60,Ti,19.86341806508447
Hf-Ti,0,61,Hf,19.995078746302294
Hf-Ti,0,62,Hf,19.608607879878093
Hf-Ti,0,63,Ti,19.536118234008626
Hf-Ti,0,64,Hf,20.657088169098273
Hf-Ti,0,65,Hf,19.80377593625532
Hf-Ti,0,66,Hf,20.41247900782739
Hf-Ti,0,67,Hf,20.40192478398103
Hf-Ti,0,68,Hf,20.222483291005105
Hf-Ti,0,69,Ti,19.316426972814018
Hf-Ti,0,70,Ti,19.02751511522725
Hf-Ti,0,71,Ti,19.230901192250375
Hf-Ti,0,72,Hf,20.147657523004597
Hf-Ti,0,73,Ti,19.379310097876047
Hf-Ti,0,74,Hf,19.781077294786467
Hf-Ti,0,75,Hf,20.019367478754727
Hf-Ti,0,76,Ti,19.888716153570297
Hf-Ti,0,77,Ti,18.648453259234028
Hf-Ti,0,78,Ti,19.213499246628682
Hf-Ti,0,79,Hf,19.592989875861846
Hf-Ti,0,80,Hf,20.82762281265426
Hf-Ti,0,81,Hf,20.77701412070416
Hf-Ti,0,82,Ti,20.260189660521274
Hf-Ti,0,83,Hf,20.531737034316485
Hf-Ti,0,84,Hf,20.10725641569407
Hf-Ti,0,85,Ti,19.451726074398348
Hf-Ti,0,86,Hf,20.222511316553344
Hf-Ti,0,87,Hf,20.361723152361574
Hf-Ti,0,88,Hf,20.454825872909733
Hf-Ti,0,89,Ti,19.68760436914476
Hf-Ti,0,90,Ti,19.839427973252352
Hf-Ti,0,91,Ti,19.532432623814124
Hf-Ti,0,92,Hf,20.417732502082956
Hf-Ti,0,93,Hf,19.410746902852487
Hf-Ti,0,94,Hf,20.26939115541633
Hf-Ti,0,95,Ti,18.95201283354719
Hf-Ti,0,96,Hf,19.58728293780774
Hf-Ti,0,97,Ti,19.914627907059987
Hf-Ti,0,98,Ti,19.499529000478585
Hf-Ti,0,99,Hf,20.049564709196318
Hf-Ti,0,100,Hf,19.92429445019318
Hf-Ti,0,101,Hf,19.274271958512582
Hf-Ti,0,102,Ti,18.887039782415112
Hf-Ti,0,103,Hf,19.197748470551325
Hf-Ti,0,104,Ti,18.90602998008761
Hf-Ti,0,105,Hf,19.569888579017373
Hf-Ti,0,106,Ti,19.360242769167858
Hf-Ti,0,107,Ti,19.338350741119058
Hf-Ti,0,108,Hf,19.673553322187793
Hf-Ti,0,109,Ti,18.734808970108677
Hf-Ti,0,110,Ti,18.804375755815236
Hf-Ti,0,111,Hf,19.53490856049999
Hf-Ti,0,112,Ti,19.518323815259976
Hf-Ti,0,113,Ti,19.710496928501207
Hf-Ti,0,114,Hf,20.164939453370103
Hf-Ti,0,115,Ti,19.602989168569287
Hf-Ti,0,116,Ti,19.499222823665498
Hf-Ti,0,117,Ti,19.055727589001368
Hf-Ti,0,118,Ti,18.743816839513816
Hf-Ti,0,119,Hf,19.61491062651493
Hf-Ti,0,120,Hf,20.1084591158456
Hf-Ti,0,121,Hf,19.781631807164707
Hf-Ti,0,122,Hf,20.222028806824664
Hf-Ti,0,123,Hf,19.761165470694582
Hf-Ti,0,124,Ti,19.545786154171058
Hf-Ti,0,125,Hf,19.721425315966993
Hf-Ti,0,126,Ti,18.810799398521283
Hf-Ti,0,127,Ti,19.319922592355457
Hf-Ti,1,0,Ti,19.146760587358425
Hf-Ti,1,1,Hf,19.98215610382696
Hf-Ti,1,2,Ti,18.766619785291788
Hf-Ti,1,3,Hf,19.787254952149677
Hf-Ti,1,4,Ti,19.297781897477634
Hf-Ti,1,5,Ti,19.731299931421205
Hf-Ti,1,6,Ti,18.86869928418653
Hf-Ti,1,7,Hf,20.061124249434375
Hf-Ti,1,8,Hf,20.051332633633336
Hf-Ti,1,9,Hf,19.552889994881664
Hf-Ti,1,10,Ti,18.60928513057904
Hf-Ti,1,11,Ti,19.34738059607811
