material_id,formula,element_A,element_B,count_A,count_B,lattice_constant,energy_per_atom,energy_above_hull,source,structure_type,lattice_constant_calc
vasp-Ca1Al1,CaAl,Ca,Al,1.0,1.0,3.707842202972879,-3.010061015,,VASP,B2,3.707842202972879
vasp-Ca1As1,CaAs,Ca,As,1.0,1.0,3.638557960549903,-4.119010365,,VASP,B2,3.638557960549903
vasp-Ca1B1,CaB,Ca,B,1.0,1.0,3.2628191563808,-3.59143951,,VASP,B2,3.2628191563808
vasp-Ca1Ca1,CaCa,Ca,Ca,1.0,1.0,4.383829301251642,-1.901533965,,VASP,B2,4.383829301251642
vasp-Ca1Cd1,CaCd,Ca,Cd,1.0,1.0,3.820417667491742,-1.716265545,,VASP,B2,3.820417667491742
vasp-Ca1Ce1,CaCe,Ca,Ce,1.0,1.0,4.154843556267678,-3.503711985,,VASP,B2,4.154843556267678
vasp-Ca1Co1,CaCo,Ca,Co,1.0,1.0,3.4296728591377064,-3.97798997,,VASP,B2,3.4296728591377064
vasp-Ca1Cr1,CaCr,Ca,Cr,1.0,1.0,3.780426956419908,-4.969468515,,VASP,B2,3.780426956419908
vasp-Ca1Cu1,CaCu,Ca,Cu,1.0,1.0,3.560380043177237,-2.90729112,,VASP,B2,3.560380043177237
vasp-Ca1Fe1,CaFe,Ca,Fe,1.0,1.0,3.5548109099110947,-4.396031925,,VASP,B2,3.5548109099110947
vasp-Ca1Ga1,CaGa,Ca,Ga,1.0,1.0,3.6741640453336153,-2.839017325,,VASP,B2,3.6741640453336153
vasp-Ca1Gd1,CaGd,Ca,Gd,1.0,1.0,4.167895491276151,-7.831894235,,VASP,B2,4.167895491276151
vasp-Ca1Ge1,CaGe,Ca,Ge,1.0,1.0,3.6684179217785555,-3.72862219,,VASP,B2,3.6684179217785555
vasp-Ca1Hf1,CaHf,Ca,Hf,1.0,1.0,3.819631323718997,-5.17776957,,VASP,B2,3.819631323718997
vasp-Ca1In1,CaIn,Ca,In,1.0,1.0,3.8753643933255426,-2.68999771,,VASP,B2,3.8753643933255426
vasp-Ca1La1,CaLa,Ca,La,1.0,1.0,4.294808951527061,-3.292738275,,VASP,B2,4.294808951527061
vasp-Ca1Mg1,CaMg,Ca,Mg,1.0,1.0,3.9597181115355706,-1.797382405,,VASP,B2,3.9597181115355706
vasp-Ca1Mn1,CaMn,Ca,Mn,1.0,1.0,3.6889491736935893,-4.926055115,,VASP,B2,3.6889491736935893
vasp-Ca1Mo1,CaMo,Ca,Mo,1.0,1.0,3.6157097165279786,-5.10100517,,VASP,B2,3.6157097165279786
vasp-Ca1Na1,CaNa,Ca,Na,1.0,1.0,4.265853618851984,-1.54766357,,VASP,B2,4.265853618851984
vasp-Ca1Nb1,CaNb,Ca,Nb,1.0,1.0,3.673301287564331,-4.89349131,,VASP,B2,3.673301287564331
vasp-Ca1Ni1,CaNi,Ca,Ni,1.0,1.0,3.418516244341703,-3.71169788,,VASP,B2,3.418516244341703
vasp-Ca1Pd1,CaPd,Ca,Pd,1.0,1.0,3.5198397979794365,-4.27196104,,VASP,B2,3.5198397979794365
vasp-Ca1Ru1,CaRu,Ca,Ru,1.0,1.0,3.4181932566553304,-4.995024065,,VASP,B2,3.4181932566553304
vasp-Ca1Sb1,CaSb,Ca,Sb,1.0,1.0,3.8782018251404327,-3.768852825,,VASP,B2,3.8782018251404327
vasp-Ca1Sc1,CaSc,Ca,Sc,1.0,1.0,3.9731959961186214,-3.78749727,,VASP,B2,3.9731959961186214
vasp-Ca1Se1,CaSe,Ca,Se,1.0,1.0,3.64700568104126,-4.40909449,,VASP,B2,3.64700568104126
vasp-Ca1Si1,CaSi,Ca,Si,1.0,1.0,3.6168916107344025,-3.90363068,,VASP,B2,3.6168916107344025
vasp-Ca1Sn1,CaSn,Ca,Sn,1.0,1.0,3.8938319930793415,-3.467566435,,VASP,B2,3.8938319930793415
vasp-Ca1Sr1,CaSr,Ca,Sr,1.0,1.0,4.555080351439244,-1.740853215,,VASP,B2,4.555080351439244
vasp-Ca1Ta1,CaTa,Ca,Ta,1.0,1.0,3.6430750303407526,-5.546782215,,VASP,B2,3.6430750303407526
vasp-Ca1Tc1,CaTc,Ca,Tc,1.0,1.0,3.487676891920147,-5.095689255,,VASP,B2,3.487676891920147
vasp-Ca1Ti1,CaTi,Ca,Ti,1.0,1.0,3.769399378304998,-4.057349415,,VASP,B2,3.769399378304998
vasp-Ca1V1,CaV,Ca,V,1.0,1.0,3.7812753601262123,-4.517140385,,VASP,B2,3.7812753601262123
