material_id,formula,structure_type,element_A,element_B,count_A,count_B,lattice_constant,energy_per_atom,energy_above_hull,source,lattice_constant_calc
oqmd-306494,TlCu,B2,Cu,Tl,1,1,3.399628,0.3487915725,0.3487915725,OQMD,3.369717201869883
oqmd-305444,SmTc,B2,Sm,Tc,1,1,3.480747,0.34879231875,0.3895114250000001,OQMD,3.501323999999956
oqmd-307608,PtW,B2,Pt,W,1,1,3.17792,0.34983645,0.6057768149999998,OQMD,3.058637638130652
oqmd-305437,VCu,B2,Cu,V,1,1,2.947728,0.350665190000001,0.350665190000001,OQMD,3.041196746226449
oqmd-304717,BaGd,B2,Ba,Gd,1,1,4.421756,0.35116384125,0.35116384125,OQMD,4.285898442822254
oqmd-307299,GeAs,B2,As,Ge,1,1,3.384295,0.35276101,0.3981161116666669,OQMD,3.3031269673429735
oqmd-304895,FeSb,B2,Fe,Sb,1,1,3.173448,0.352786212499999,0.38016307374999947,OQMD,3.214558481188968
oqmd-305234,SnMo,B2,Mo,Sn,1,1,3.322217,0.3542987715744,0.38940379375000095,OQMD,3.389088281423374
oqmd-305078,ScV,B2,Sc,V,1,1,3.363402,0.3548545825,0.3548545825,OQMD,3.350037314487568
oqmd-305280,MgFe,B2,Fe,Mg,1,1,3.12452,0.355450445416665,0.355450445416665,OQMD,3.1247643485224583
oqmd-307420,TmHf,B2,Hf,Tm,1,1,3.70691,0.3557373725,0.3557373725,OQMD,3.6969579274610704
oqmd-305250,NpPb,B2,Np,Pb,1,1,3.805659,0.356855155624999,0.356855155624999,OQMD,3.775865603590263
oqmd-305848,PrTi,B2,Pr,Ti,1,1,3.679478,0.357763694356867,0.357763694356867,OQMD,3.696386465072068
oqmd-307333,SrLu,B2,Lu,Sr,1,1,4.244816,0.3577977175,0.3577977175,OQMD,4.088635170420272
oqmd-305545,TmCr,B2,Cr,Tm,1,1,3.480372,0.35902172,0.35902172,OQMD,3.453483604661631
oqmd-306500,BW,B2,B,W,1,1,2.798604,0.359200510000001,0.7259847812500004,OQMD,2.7000026082418715
oqmd-306722,AcBe,B2,Ac,Be,1,1,3.754109,0.35947174125,0.35947174125,OQMD,3.8216485069136366
oqmd-305838,SmB,B2,B,Sm,1,1,3.302331,0.36052530125,0.7496839380000007,OQMD,3.501323999999956
oqmd-307348,PrFe,B2,Fe,Pr,1,1,3.557966,0.36154784625,0.36154784625,OQMD,3.6059029738934956
oqmd-304894,NpU,B2,Np,U,1,1,3.377806,0.361557088125,0.361557088125,OQMD,3.680303741734536
oqmd-307013,ErHf,B2,Er,Hf,1,1,3.714185,0.3615987325,0.3615987325,OQMD,3.7054947900588964
oqmd-306680,AcMn,B2,Ac,Mn,1,1,3.836991,0.36245010435345,0.36245010435345,OQMD,3.8216485069136366
oqmd-304504,MnHg,B2,Hg,Mn,1,1,3.319216,0.363581680620316,0.363581680620316,OQMD,3.27747184103667
