directory,type,element_A,element_B,lattice_constant_A,energy_per_atom,magnetization
Ce1Ga1,B2,Ce,Ga,3.642620240801631,-4.8738276,-0.6660524
Ce1Gd1,B2,Ce,Gd,4.0,-9.763637,6.4667571
Ce1Ge1,B2,Ce,Ge,3.6331832755458104,-5.788621,1.0551047
Ce1Hf1,B2,Ce,Hf,4.0,-7.387513,-1.342324
Ce1In1,B2,Ce,In,3.8684566616363796,-4.55635575,1.0037719
Ce1La1,B2,Ce,La,4.087642149127288,-5.1380135,2.2026297
Ce1Mg1,B2,Ce,Mg,3.8423687302092167,-3.62431735,1.0079546
Ce1Mn1,B2,Ce,Mn,3.348830131999585,-14.410997,6.9253386
Ce1Mo1,B2,Ce,Mo,3.4713425742000767,-8.005106,2e-06
Ce1Na1,B2,Ce,Na,4.097504155116338,-3.00007675,2.2508553
Ce1Nb1,B2,Ce,Nb,3.5766869646158717,-7.584837,0.9752266
Ce1Ni1,B2,Ce,Ni,3.4084759610313258,-5.9575565,0.0004267
Ce1Pd1,B2,Ce,Pd,3.5639937161359025,-6.1862455,-0.0008601
Ce1Ru1,B2,Ce,Ru,3.4461078705854105,-7.880759,-5e-07
Ce1Sb1,B2,Ce,Sb,3.848980314114787,-5.901168,1.012226
Ce1Sc1,B2,Ce,Sc,3.811869086454562,-5.9398395,0.4119764
Ce1Se1,B2,Ce,Se,3.6418415909040105,-6.283535,-1.6284441
Ce1Si1,B2,Ce,Si,3.563884126383768,-6.0948365,-0.0632847
Ce1Sn1,B2,Ce,Sn,3.859768940329213,-5.3864425,1.4517665
Ce1Sr1,B2,Ce,Sr,4.363596906761102,-3.26376845,-1.63308
Ce1Ta1,B2,Ce,Ta,3.5629931480288857,-8.3200005,0.1655471
Ce1Tc1,B2,Ce,Tc,3.453408200623187,-8.0960595,-1e-07
Ce1Ti1,B2,Ce,Ti,3.561526585837861,-6.5668435,-0.0082115
Ce1V1,B2,Ce,V,3.520363938386183,-7.0095755,-2.4768081
Ce1W1,B2,Ce,W,3.4864330270876676,-8.738977,3.2e-06
Ce1Y1,B2,Ce,Y,4.01081493345811,-5.9468375,0.8412146
Ce1Zn1,B2,Ce,Zn,3.6047750921478423,-3.7080216,0.0034086
Ce1Zr1,B2,Ce,Zr,3.7127420666011868,-6.974147,0.0064224
Co1Ag1,B2,Co,Ag,3.0667254136135575,-4.3295158,-1.6607394
Co1Al1,B2,Co,Al,2.851419012518089,-5.989259,2e-07
Co1As1,B2,Co,As,2.969202987724116,-5.7265685,0.00065
Co1Au1,B2,Co,Au,3.0744508575636313,-4.83543645,1.6713051
Co1B1,B2,Co,B,2.4784214317202435,-7.0177565,-0.0
Co1Be1,B2,Co,Be,2.5921384929748807,-5.703079,0.4196255
Co1Ca1,B2,Co,Ca,3.4471553256751353,-3.96445805,1.1360639
Co1Cd1,B2,Co,Cd,3.124600013869129,-3.51190455,0.7833859
Co1Ce1,B2,Co,Ce,3.3535267639108954,-6.57909,-0.0001541
Co1Co1,B2,Co,Co,2.8009761798745,-6.9710815,3.3775617
Co1Cr1,B2,Co,Cr,2.8135896174936437,-7.911281,0.0094878
Co1Cu1,B2,Co,Cu,2.8314112909474622,-5.1283605,1.5025912
Co1Dy1,B2,Co,Dy,3.3358621015027285,-5.925261,0.351915
Co1Er1,B2,Co,Er,3.302278197651486,-5.9545735,0.3141531
Co1Fe1,B2,Co,Fe,2.7585311936374945,-7.176116,-9.78e-05
Co1Ga1,B2,Co,Ga,2.8794775227452716,-5.2791155,1.7e-06
Co1Gd1,B2,Co,Gd,3.3604174849279675,-10.682084,5.9021125
Co1Ge1,B2,Co,Ge,2.928528506251884,-5.8002195,0.8125776
Co1Hf1,B2,Co,Hf,3.146018738535315,-8.866343,0.005549
Co1In1,B2,Co,In,3.1268401356564546,-4.65312755,0.001572
Co1Ir1,B2,Co,Ir,2.955977695831357,-7.690251,2.1015635
Co1La1,B2,Co,La,3.4891797006001912,-5.9155055,0.0053755
Co1Mg1,B2,Co,Mg,3.019614308478978,-4.01529715,0.0004314
Co1Mn1,B2,Co,Mn,2.7755500530589274,-7.624122,-0.0032833
Co1Mo1,B2,Co,Mo,2.975144506112588,-8.6446105,0.0019307
Co1Na1,B2,Co,Na,3.300010383784005,-3.0329622,1.6928291
Co1Nb1,B2,Co,Nb,3.0663604839125504,-8.534125,0.0015726
Co1Ni1,B2,Co,Ni,2.7705192306082815,-5.9615165,-0.0014629
Co1Os1,B2,Co,Os,2.934081024151132,-8.733229,1.4385523
Co1Pb1,B2,Co,Pb,3.311853814048586,-4.7088749,1.0493476
Co1Pd1,B2,Co,Pd,2.999898431319846,-5.9429695,2.2477477
Co1Pt1,B2,Co,Pt,3.0107726523160427,-6.4764225,2.3077295
Co1Re1,B2,Co,Re,2.9586324369974513,-9.370154,1.7225193
Co1Rh1,B2,Co,Rh,2.9672963947494324,-6.9752265,3.130037
Co1Ru1,B2,Co,Ru,2.9064160247805897,-7.7086045,-0.0016541
Co1Sb1,B2,Co,Sb,3.1791383519371568,-5.2867735,-0.0001642
Co1Sc1,B2,Co,Sc,3.1184470209461295,-6.993196,-4.31e-05
Co1Se1,B2,Co,Se,3.027941014704845,-4.9932557,0.002736
Co1Si1,B2,Co,Si,2.776624518863483,-6.6319055,-0.0005658
Co1Sn1,B2,Co,Sn,3.1573494219655873,-5.281427,-0.7300623
Co1Sr1,B2,Co,Sr,3.652883555206079,-3.6420991,1.0862269
Co1Ta1,B2,Co,Ta,3.057107194612696,-9.5060435,-0.5747608
Co1Tb1,B2,Co,Tb,3.3537785887515383,-5.911623,0.3695061
Co1Tc1,B2,Co,Tc,2.9209908605661203,-8.3591975,0.0009329
Co1Ti1,B2,Co,Ti,2.970161733192225,-7.796074,-0.0012104
Co1V1,B2,Co,V,2.8770726748703277,-8.0152835,-0.0059641
Co1W1,B2,Co,W,3.002331990842149,-9.671465,-1.6639051
Co1Y1,B2,Co,Y,3.3359865538505082,-6.8775285,9.7e-06
Co1Zn1,B2,Co,Zn,2.8811841438252914,-4.02928345,0.6178471
Co1Zr1,B2,Co,Zr,3.176723947504606,-8.07291,-0.2092021
Cr1Ag1,B2,Cr,Ag,3.267944659750575,-5.5128255,4.2877349
Cr1Al1,B2,Cr,Al,3.0356112431657056,-6.6631615,-2.7010779
Cr1As1,B2,Cr,As,2.9843204664129477,-6.9561785,0.0041477
Cr1Au1,B2,Cr,Au,3.2286565351025636,-6.118107,3.9376442
Cr1B1,B2,Cr,B,2.571362217870389,,-8.823593
Cr1Be1,B2,Cr,Be,2.7057410252971605,-6.410933,0.7596635
Cr1Ca1,B2,Cr,Ca,3.789371426529253,-4.97939335,-4.6279899
Cr1Cd1,B2,Cr,Cd,3.3352611222281414,-4.63898565,3.7997936
Cr1Ce1,B2,Cr,Ce,3.385887535052748,-6.1609945,-0.2443866
Cr1Co1,B2,Cr,Co,2.8134471244944153,-7.9112755,-0.0007221
Cr1Cr1,B2,Cr,Cr,2.8363130492662827,-9.4796125,-1.3e-06
Cr1Cu1,B2,Cr,Cu,3.000131452538599,-6.1057555,-3.507487
Cr1Dy1,B2,Cr,Dy,3.530427084196465,-6.6236545,3.1904573
Cr1Er1,B2,Cr,Er,3.487214429181645,-6.628001,3.0493438
Cr1Fe1,B2,Cr,Fe,2.825662522122852,-8.693249,-1.8888738
Cr1Ga1,B2,Cr,Ga,2.970013077945714,-5.9372775,-0.0015767
Cr1Gd1,B2,Cr,Gd,3.422400593201662,-10.1385045,-7.333638
Cr1Ge1,B2,Cr,Ge,3.018470543507409,-6.7989485,1.8557615
Cr1Hf1,B2,Cr,Hf,3.208237796495214,-9.4965155,-0.0026776
Cr1In1,B2,Cr,In,3.354301020467121,-5.6191045,3.5880275
Cr1Ir1,B2,Cr,Ir,3.0405108313294695,-9.1173545,3.0072044
Cr1La1,B2,Cr,La,3.7281751469010738,-6.681837,3.3112865
Cr1Mg1,B2,Cr,Mg,3.325313069107689,-4.92959655,3.8110023
Cr1Mn1,B2,Cr,Mn,2.813189522360733,-9.1867055,0.0031542
Cr1Mo1,B2,Cr,Mo,3.0145396893745464,-10.1604115,-0.0125513
Cr1Na1,B2,Cr,Na,3.6781400561482345,-4.29311455,4.902392
Cr1Nb1,B2,Cr,Nb,3.1044184104618027,-9.744204,8e-07
Cr1Ni1,B2,Cr,Ni,2.8349860145268004,-7.1294625,-0.0004296
Cr1Os1,B2,Cr,Os,2.996983810472286,-10.159825,1.82452
Cr1Pb1,B2,Cr,Pb,3.567505042107288,-5.8860415,4.1652596
Cr1Pd1,B2,Cr,Pd,3.025814667056516,-6.82799,0.0015964
Cr1Pt1,B2,Cr,Pt,3.1146790326875777,-7.853157,3.6455912
Cr1Re1,B2,Cr,Re,2.9878096483651655,-10.902774,4.1e-06
Cr1Rh1,B2,Cr,Rh,3.0275290179277325,-8.3095935,3.08584
Cr1Ru1,B2,Cr,Ru,2.9546626288862194,-9.118311,0.0005948
Cr1Sb1,B2,Cr,Sb,3.232237283786062,-6.372141,1.1784181
Cr1Sc1,B2,Cr,Sc,3.312442502704267,-7.570649,2.9407547
Cr1Se1,B2,Cr,Se,3.1165456854945406,-6.363082,-2.1228224
Cr1Si1,B2,Cr,Si,2.883910082214781,-7.52271,-1.265417
Cr1Sn1,B2,Cr,Sn,3.402477046172346,-6.2455705,3.729779
Cr1Sr1,B2,Cr,Sr,4.046056929510688,-4.7338878,4.9014345
Cr1Ta1,B2,Cr,Ta,3.0976489165404955,-10.691888,2e-07
Cr1Tb1,B2,Cr,Tb,3.552678147744362,-6.6244825,3.2543231
Cr1Tc1,B2,Cr,Tc,2.961671032042714,-9.856456,1.5e-06
Cr1Ti1,B2,Cr,Ti,3.0337417981382386,-8.5496345,-0.0031775
Cr1V1,B2,Cr,V,2.913558049441254,-9.332951,-1e-07
Cr1W1,B2,Cr,W,3.026633886102609,-11.203317,-0.002046
Cr1Y1,B2,Cr,Y,3.5354565972700147,-7.564326,3.0387763
Cr1Zn1,B2,Cr,Zn,3.089017474405698,-4.9834928,-3.4454403
Cr1Zr1,B2,Cr,Zr,3.2343438087269107,-8.732081,0.0001431
Cu1Ag1,B2,Cu,Ag,3.1080172902053955,-3.13849655,-2e-07
Cu1Al1,B2,Cu,Al,3.0008248399506754,-3.8857626,0.0
Cu1As1,B2,Cu,As,3.1526047795368872,-3.9305543,-0.0
Cu1Au1,B2,Cu,Au,3.0996921819334196,-3.52598785,-7e-07
Cu1B1,B2,Cu,B,2.615380714151841,-4.38154625,0.0
Cu1Be1,B2,Cu,Be,2.6872575930982054,-3.8590726,-2e-07
Cu1Ca1,B2,Cu,Ca,3.558706830086676,-2.907299,-7e-07
Cu1Cd1,B2,Cu,Cd,3.1998006531702834,-2.25655275,0.0
Cu1Ce1,B2,Cu,Ce,3.504510281315893,-4.85664335,-0.0004563
Cu1Co1,B2,Cu,Co,2.8319667415736887,-5.128362,1.5032804
Cu1Cr1,B2,Cu,Cr,3.000472380240961,-6.1057555,3.5091693
Cu1Cu1,B2,Cu,Cu,2.895456157714211,-3.71027365,-0.0
Cu1Dy1,B2,Cu,Dy,3.462161855885552,-4.4017572,2.7e-06
Cu1Er1,B2,Cu,Er,3.4251310746015955,-4.40803205,1.4e-06
Cu1Fe1,B2,Cu,Fe,2.814861087869744,-5.4494665,0.0006842
Cu1Ga1,B2,Cu,Ga,3.0680211298886224,-3.30926035,-0.0
Cu1Gd1,B2,Cu,Gd,3.508935708698087,-9.1355565,-7.1386004
Cu1Ge1,B2,Cu,Ge,3.1351725930221654,-3.87926095,0.0
Cu1Hf1,B2,Cu,Hf,3.2294535627056216,-6.9539615,-1.2e-06
Cu1In1,B2,Cu,In,3.305491419754898,-2.9978787,-0.0
Cu1Ir1,B2,Cu,Ir,2.9772123243722377,-5.995371,0.7067229
Cu1La1,B2,Cu,La,3.654368738902945,-4.45653225,-5.16e-05
Cu1Mg1,B2,Cu,Mg,3.1547341421487376,-2.75416615,0.0
Cu1Mn1,B2,Cu,Mn,2.978663613904116,-6.1674975,-3.7971592
Cu1Mo1,B2,Cu,Mo,3.0287128304040474,-6.842579,2e-06
Cu1Na1,B2,Cu,Na,3.4176647097608894,-2.135996,0.0
Cu1Nb1,B2,Cu,Nb,3.1390188805515544,-6.7109655,-0.0
Cu1Ni1,B2,Cu,Ni,2.822899822228513,-4.53406095,-0.2002448
Cu1Os1,B2,Cu,Os,2.960290526346639,-6.890325,8e-07
Cu1Pb1,B2,Cu,Pb,3.4756670290848786,-3.3466263,-3e-07
Cu1Pd1,B2,Cu,Pd,3.0159035882155365,-4.6127085,-8e-07
Cu1Pt1,B2,Cu,Pt,3.0172669460916506,-5.013621,-2e-07
Cu1Re1,B2,Cu,Re,2.9802225895765058,-7.487237,8e-07
Cu1Rh1,B2,Cu,Rh,2.9725520443984634,-5.3440945,1.0139172
Cu1Ru1,B2,Cu,Ru,2.9563813370143284,-6.057138,-0.3666924
Cu1Sb1,B2,Cu,Sb,3.385307354692715,-3.6502873,-2e-07
Cu1Sc1,B2,Cu,Sc,3.2635934572434366,-5.2828905,-0.0
Cu1Se1,B2,Cu,Se,3.2202498378828373,-3.2957818,-0.0
Cu1Si1,B2,Cu,Si,3.0010951679814153,-4.27339575,-0.0
Cu1Sn1,B2,Cu,Sn,3.35703477605864,-3.5654802,-0.0
Cu1Sr1,B2,Cu,Sr,3.792173988830671,-2.67556795,3e-07
Cu1Ta1,B2,Cu,Ta,3.117365148801335,-7.5935685,-1e-07
Cu1Tb1,B2,Cu,Tb,3.4754099205751174,-4.4003967,-1e-07
Cu1Tc1,B2,Cu,Tc,2.972824143577113,-6.5925515,-0.0010643
Cu1Ti1,B2,Cu,Ti,3.0734744367088567,-5.773916,-0.0017571
Cu1V1,B2,Cu,V,2.957246151636036,-6.0201425,1e-07
Cu1W1,B2,Cu,W,3.0271223368494375,-7.7758485,-3e-07
Cu1Y1,B2,Cu,Y,3.476594149494616,-5.333735,-0.0
Cu1Zn1,B2,Cu,Zn,2.966632404855229,-2.569935,-0.0
Cu1Zr1,B2,Cu,Zr,3.2675348853949533,-6.27816,-2e-06
Dy1Ag1,B2,Dy,Ag,3.633968532763272,-3.96298735,7e-07
Dy1Al1,B2,Dy,Al,3.595637389466649,-4.5387779,-1e-06
Dy1Au1,B2,Dy,Au,3.5955262036155253,-4.7525189,-2.03e-05
Dy1Be1,B2,Dy,Be,3.4024247207841896,-4.04353445,4.97e-05
Dy1Ca1,B2,Dy,Ca,4.129452166004766,-3.047382,-7e-07
Dy1Co1,B2,Dy,Co,3.335822079004653,-5.9252605,0.3518981
Dy1Cr1,B2,Dy,Cr,3.5304241310285662,-6.623654,3.1904497
Dy1Cu1,B2,Dy,Cu,3.4621164709680396,-4.4017537,2e-06
Dy1Er1,B2,Dy,Er,3.97724856355788,-4.380654,7.58e-05
Dy1Fe1,B2,Dy,Fe,3.399968831719757,-6.217392,1.5686779
Dy1Ge1,B2,Dy,Ge,3.584372628967858,-5.1125105,-6e-07
Dy1Hf1,B2,Dy,Hf,3.734069429190492,-6.859682,1.38e-05
Dy1Ir1,B2,Dy,Ir,3.4266305848250935,-7.507181,-7e-07
Dy1La1,B2,Dy,La,4.11160281275517,-4.62781475,4.2e-06
Dy1Mg1,B2,Dy,Mg,3.78445,-3.1021333,0.0029001
Dy1Mn1,B2,Dy,Mn,3.514491416930966,-6.5708695,3.2006248
Dy1Mo1,B2,Dy,Mo,3.5008278586650854,-7.0940855,1.2299118
Dy1Nb1,B2,Dy,Nb,3.595263518332883,-6.78681,6.3e-06
Dy1Ni1,B2,Dy,Ni,3.3627388612187956,-5.41694,2e-07
Dy1Os1,B2,Dy,Os,3.4094819102848177,-7.9222965,-0.0
Dy1Pb1,B2,Dy,Pb,3.860263800762168,-4.42253445,-9e-07
Dy1Pd1,B2,Dy,Pd,3.508810461866016,-5.762271,1e-07
Dy1Pt1,B2,Dy,Pt,3.4927524429852173,-6.5239045,-1.7e-06
Dy1Re1,B2,Dy,Re,3.441476413507097,-7.954885,0.000406
Dy1Rh1,B2,Dy,Rh,3.4245708349132067,-6.7513025,0.0
Dy1Ru1,B2,Dy,Ru,3.395902108463679,-7.175195,-4e-07
Dy1Sc1,B2,Dy,Sc,3.8193723672874453,-5.306214,-0.0
Dy1Si1,B2,Dy,Si,3.5290480638324455,-5.395782,1e-06
Dy1Sn1,B2,Dy,Sn,3.789148449774384,-4.7376978,1.1e-06
Dy1Ta1,B2,Dy,Ta,3.5903878911907907,-7.482755,7.1e-06
Dy1Tb1,B2,Dy,Tb,4.005,-4.41261275,0.0010048
Dy1Ti1,B2,Dy,Ti,3.633252623666493,-5.8299955,1.2650441
Dy1V1,B2,Dy,V,3.5926499245546553,-6.319085,3.3520924
Dy1W1,B2,Dy,W,3.498151493440713,-7.8270925,0.0002303
Dy1Y1,B2,Dy,Y,4.0172706348215295,-5.3528235,5.57e-05
Dy1Zn1,B2,Dy,Zn,3.5651296003876483,-3.1713026,0.0002726
Dy1Zr1,B2,Dy,Zr,3.7570957320588967,-6.2512285,-1.4e-06
Er1Ag1,B2,Er,Ag,3.6012933851614837,-3.95332905,6.9e-06
Er1Al1,B2,Er,Al,3.563819812809304,-4.5126755,-7e-07
Er1Au1,B2,Er,Au,3.5644917333038473,-4.75006365,-1.03e-05
Er1Be1,B2,Er,Be,3.3727191782485266,-4.04527755,2e-06
Er1Ca1,B2,Er,Ca,4.107934325567243,-3.0049251,-1.1e-06
Er1Co1,B2,Er,Co,3.3022832875021115,-5.954573,0.314173
Er1Cr1,B2,Er,Cr,3.4872182198919304,-6.6280005,3.0493494
Er1Cu1,B2,Er,Cu,3.4251393647322494,-4.40802645,3e-07
Er1Dy1,B2,Er,Dy,3.9772458126981753,-4.380654,0.0001551
Er1Fe1,B2,Er,Fe,3.358209387367172,-6.2345445,1.4350856
Er1Ge1,B2,Er,Ge,3.5566129656911367,-5.0802215,1.1e-06
Er1Hf1,B2,Er,Hf,3.721394182799065,-6.8474415,3.37e-05
Er1Ir1,B2,Er,Ir,3.394827462372906,-7.5525615,0.0
Er1La1,B2,Er,La,4.09322523230842,-4.6191437,-1.25e-05
Er1Mg1,B2,Er,Mg,3.7617643386757975,-3.0664056,0.0001462
Er1Mn1,B2,Er,Mn,3.4839444466226492,-6.565954,3.1752253
Er1Mo1,B2,Er,Mo,3.466876813833249,-7.113719,0.0130872
Er1Nb1,B2,Er,Nb,3.575798264902449,-6.7941005,3e-07
Er1Ni1,B2,Er,Ni,3.3325074902661944,-5.4372295,3e-07
Er1Os1,B2,Er,Os,3.381078583119663,-7.971204,-3.4e-06
Er1Pb1,B2,Er,Pb,3.839316041567284,-4.36677555,-9.3e-06
Er1Pd1,B2,Er,Pd,3.478442789260424,-5.7754775,-1.2e-06
Er1Pt1,B2,Er,Pt,3.4622923239724495,-6.5415215,0.0
Er1Re1,B2,Er,Re,3.4152472517632475,-7.9986995,0.0021804
Er1Rh1,B2,Er,Rh,3.392841085692073,-6.7910355,-2e-07
Er1Ru1,B2,Er,Ru,3.368370785031498,-7.2147525,2e-07
Er1Sc1,B2,Er,Sc,3.8031886631482807,-5.2726295,-4.6e-06
Er1Si1,B2,Er,Si,3.4977542647500988,-5.373922,-4.4e-06
Er1Sn1,B2,Er,Sn,3.7645932054643336,-4.68893015,-3.8e-06
Er1Ta1,B2,Er,Ta,3.571484634343161,-7.492911,8.4e-06
Er1Tb1,B2,Er,Tb,3.9845081741434547,-4.39913285,0.0001171
Er1Ti1,B2,Er,Ti,3.6162341448934248,-5.8201615,1.4907078
Er1V1,B2,Er,V,3.5663878327074694,-6.323989,3.4256542
Er1W1,B2,Er,W,3.4749377168494777,-7.857619,0.0004377
Er1Y1,B2,Er,Y,3.9988348083958036,-5.331045,0.0024651
Er1Zn1,B2,Er,Zn,3.5358042385951634,-3.15603405,2.1e-06
Er1Zr1,B2,Er,Zr,3.742568474400217,-6.24218,-5.3e-06
Fe1Ag1,B2,Fe,Ag,3.1242301658990987,-4.96879085,-2.8919801
Fe1Al1,B2,Fe,Al,2.868608316268821,-6.3109135,0.0004111
Fe1As1,B2,Fe,As,2.9461438849215327,-6.3296115,0.8929482
Fe1Au1,B2,Fe,Au,3.1261435784332634,-5.4925065,2.9285457
Fe1B1,B2,Fe,B,2.4851809075764697,-7.6012575,-0.00699
Fe1Be1,B2,Fe,Be,2.639151437609016,-6.1616445,1.7015645
Fe1Ca1,B2,Fe,Ca,3.5525080574367096,-4.4017949,-2.4024295
Fe1Cd1,B2,Fe,Cd,3.2053026833240854,-4.09985845,2.8210645
Fe1Ce1,B2,Fe,Ce,3.3625785602583993,-6.9976665,0.2483323
Fe1Co1,B2,Fe,Co,2.84283214690319,-7.7036295,-4.5396668
Fe1Cr1,B2,Fe,Cr,2.8256773819461123,-8.693249,-1.8888582
Fe1Cu1,B2,Fe,Cu,2.8845967180337673,-5.737939,2.6839016
Fe1Dy1,B2,Fe,Dy,3.3999694056216105,-6.217394,1.5686936
Fe1Er1,B2,Fe,Er,3.354946514175222,-6.234559,1.4233544
Fe1Fe1,B2,Fe,Fe,2.8265688365624198,-8.250802,4.2134581
Fe1Ga1,B2,Fe,Ga,2.889516636241098,-5.645693,0.0032375
Fe1Gd1,B2,Fe,Gd,3.7058597854768833,-22.1122315,-4.8169054
Fe1Ge1,B2,Fe,Ge,2.893691638239438,-6.3769905,-0.0
Fe1Hf1,B2,Fe,Hf,3.1340080247005258,-9.4227575,4e-07
Fe1In1,B2,Fe,In,3.134604290909695,-4.9600411,-0.0010139
Fe1Ir1,B2,Fe,Ir,3.0166719477339377,-8.489317,4.1289207
Fe1La1,B2,Fe,La,3.5475661212353553,-6.2357255,1.3900651
Fe1Mg1,B2,Fe,Mg,3.137375567008669,-4.5107313,-2.4923829
Fe1Mn1,B2,Fe,Mn,2.771705901094128,-8.2790985,-0.0001317
Fe1Mo1,B2,Fe,Mo,2.9754974442889544,-9.2416315,-0.0010581
Fe1Na1,B2,Fe,Na,3.396067162054985,-3.6595046,3.0428934
Fe1Nb1,B2,Fe,Nb,3.078294433709398,-9.208953,-0.9927221
Fe1Ni1,B2,Fe,Ni,2.8466867055533354,-6.7968725,3.5170809
Fe1Os1,B2,Fe,Os,2.9622724960101214,-9.518657,2.6250461
Fe1Pb1,B2,Fe,Pb,3.4041973999804647,-5.2182855,2.6300255
Fe1Pd1,B2,Fe,Pd,2.967148321954579,-6.2057515,-0.0023581
Fe1Pt1,B2,Fe,Pt,2.995,-6.8060175,-0.0019051
Fe1Re1,B2,Fe,Re,2.9803760090533427,-10.1599045,2.4831383
Fe1Rh1,B2,Fe,Rh,3.006625845663974,-7.793348,4.2365519
Fe1Ru1,B2,Fe,Ru,2.9114148410937344,-8.2569635,-0.0012021
Fe1Sb1,B2,Fe,Sb,3.176388606456305,-5.835896,1.0588948
Fe1Sc1,B2,Fe,Sc,3.123124459840723,-7.24212,0.0005187
Fe1Se1,B2,Fe,Se,3.04652892265295,-5.637657,1.7961432
Fe1Si1,B2,Fe,Si,2.7584842979461994,-7.3340795,-1e-07
Fe1Sn1,B2,Fe,Sn,3.131192906505722,-5.735125,-2.77e-05
Fe1Sr1,B2,Fe,Sr,3.7812733174663338,-4.0821537,2.6158097
Fe1Ta1,B2,Fe,Ta,3.0512030500699865,-10.1269665,-0.0001924
Fe1Tb1,B2,Fe,Tb,3.415364498766344,-6.2108685,1.5974118
Fe1Tc1,B2,Fe,Tc,2.923788138606337,-8.9335215,-0.0005328
Fe1Ti1,B2,Fe,Ti,2.953706839513936,-8.4500885,8.2e-06
Fe1V1,B2,Fe,V,2.8661281466085815,-8.711223,0.0004852
Fe1W1,B2,Fe,W,2.9880629179458946,-10.260169,0.0022568
Fe1Y1,B2,Fe,Y,3.392675461566603,-7.1505295,1.1833091
Fe1Zn1,B2,Fe,Zn,2.943826710556939,-4.5582369,-2.3105859
Fe1Zr1,B2,Fe,Zr,3.165671218451102,-8.599427,1.48e-05
Ga1Ag1,B2,Ga,Ag,3.3101896015740273,-2.7981281,1.4e-06
Ga1Al1,B2,Ga,Al,3.314784422053444,-3.2699255,0.0
Ga1As1,B2,Ga,As,3.3954452535075137,-3.57262995,-1.1e-06
Ga1B1,B2,Ga,B,2.9270368651603853,-3.59065,-1.32e-05
Ga1Ca1,B2,Ga,Ca,3.674164120586562,-2.83901735,-2.9e-06
Ga1Cd1,B2,Ga,Cd,3.499192464476587,-1.73028235,-2.65e-05
Ga1Ce1,B2,Ga,Ce,3.6521640372095616,-4.6012658,-1.0348877
Ga1Co1,B2,Ga,Co,2.879225045838968,-5.2791165,4.16e-05
Ga1Cr1,B2,Ga,Cr,2.970013078379417,-5.9372775,-0.0015772
Ga1Cu1,B2,Ga,Cu,3.068021255967941,-3.30926035,-0.0
Ga1Fe1,B2,Ga,Fe,2.8895101506928453,-5.645692,0.0010415
Ga1Ga1,B2,Ga,Ga,3.36182010819898,-2.9237132,-1e-06
Ga1Gd1,B2,Ga,Gd,3.612822000059297,-9.089065,7.117831
Ga1Ge1,B2,Ga,Ge,3.3752985670838442,-3.47796285,-0.0001153
Ga1Hf1,B2,Ga,Hf,3.329680255352037,-6.697742,-6.78e-05
Ga1In1,B2,Ga,In,3.5985044114164886,-2.7238529,-2.06e-05
Ga1La1,B2,Ga,La,3.772602484468801,-4.45889095,4.09e-05
Ga1Mg1,B2,Ga,Mg,3.3989780870809834,-2.32320565,-8e-07
Ga1Mn1,B2,Ga,Mn,2.92087168944638,-5.8545395,-0.0013686
Ga1Mo1,B2,Ga,Mo,3.1121966987147083,-6.7613055,-4.84e-05
Ga1Na1,B2,Ga,Na,3.587282249228998,-2.05716395,-3.7e-06
Ga1Nb1,B2,Ga,Nb,3.2300587590107455,-6.530029,-0.0082168
Ga1Ni1,B2,Ga,Ni,2.9167834618556476,-4.5999709,-1.1e-06
Ga1Pd1,B2,Ga,Pd,3.1070794165077977,-4.69518495,-4e-07
Ga1Ru1,B2,Ga,Ru,3.023506481449025,-6.3941395,7e-07
Ga1Sb1,B2,Ga,Sb,3.6261376608255524,-3.3992783,8e-07
Ga1Sc1,B2,Ga,Sc,3.367796165454443,-5.1849805,0.0
Ga1Se1,B2,Ga,Se,3.44407791465371,-3.27830795,5e-07
Ga1Si1,B2,Ga,Si,3.244190156577429,-3.73707055,5.9e-06
Ga1Sn1,B2,Ga,Sn,3.6164786014145016,-3.26544235,1.66e-05
Ga1Sr1,B2,Ga,Sr,3.8991526961931036,-2.61642975,7e-07
Ga1Ta1,B2,Ga,Ta,3.219484996110819,-7.2461885,-1.11e-05
Ga1Tc1,B2,Ga,Tc,3.058233700204294,-6.6687095,0.5357941
Ga1Ti1,B2,Ga,Ti,3.170568813853116,-5.6595775,-2.54e-05
Ga1V1,B2,Ga,V,3.0656659135032167,-5.9063535,1.4151998
Ga1W1,B2,Ga,W,3.125926956233739,-7.4882555,-7.94e-05
Ga1Y1,B2,Ga,Y,3.578993967265798,-5.286343,-3.4e-06
Ga1Zn1,B2,Ga,Zn,3.2655318389892285,-1.91837775,-1e-07
Ga1Zr1,B2,Ga,Zr,3.3655010945813895,-6.149826,4e-07
Gd1Gd1,B2,Gd,Gd,4.10134684124495,-13.656868,12.0004103
Ge1Ag1,B2,Ge,Ag,3.355131477149772,-3.39458685,1.3e-06
Ge1Al1,B2,Ge,Al,3.314254058428524,-3.91188795,3.26e-05
Ge1As1,B2,Ge,As,3.3828115656365987,-4.2059064,-3.2e-06
Ge1Au1,B2,Ge,Au,3.3496671316140536,-3.7428863,-7e-07
Ge1B1,B2,Ge,B,2.9228258721930445,-4.13865025,2.63e-05
Ge1Be1,B2,Ge,Be,3.02913690247707,-3.56529435,5.7e-06
Ge1Ca1,B2,Ge,Ca,3.668418384606675,-3.7286222,8e-07
