directory,type,element_A,element_B,lattice_constant_A,energy_per_atom,magnetization
Ge1Cd1,B2,Ge,Cd,3.5093468247257267,-2.42104375,-5e-07
Ge1Ce1,B2,Ge,Ce,3.6334273920001516,-5.7886225,1.0545699
Ge1Co1,B2,Ge,Co,2.92853635492825,-5.8002195,-0.8125824
Ge1Cr1,B2,Ge,Cr,3.017688809380622,-6.79895,-1.8541461
Ge1Cu1,B2,Ge,Cu,3.135174506673076,-3.87926095,0.0
Ge1Dy1,B2,Ge,Dy,3.5842344843418887,-5.112512,-8.3e-06
Ge1Er1,B2,Ge,Er,3.5562227717060786,-5.080224,-1.8e-06
Ge1Fe1,B2,Ge,Fe,2.8930593325996945,-6.376989,0.0
Ge1Ga1,B2,Ge,Ga,3.3752985219473453,-3.47796285,-0.0001154
Ge1Gd1,B2,Ge,Gd,3.6161907457800666,-9.922549,7.1184968
Ge1Ge1,B2,Ge,Ge,3.3764312551115463,-4.16500745,2.4e-06
Ge1Hf1,B2,Ge,Hf,3.3478801695652045,-7.4863515,0.0003224
Ge1In1,B2,Ge,In,3.5775155798612364,-3.2914561,2.25e-05
Ge1Ir1,B2,Ge,Ir,3.1043628936227887,-6.619901,0.0042497
Ge1La1,B2,Ge,La,3.770414491879837,-5.3162275,-3.5e-06
Ge1Mg1,B2,Ge,Mg,3.4039473813672205,-3.0767939,1.6e-06
Ge1Mn1,B2,Ge,Mn,2.923101847487756,-6.636509,2.85e-05
Ge1Mo1,B2,Ge,Mo,3.130220373041202,-7.615378,2.7e-06
Ge1Na1,B2,Ge,Na,3.5231684208333434,-2.7716412,-1.3e-06
Ge1Nb1,B2,Ge,Nb,3.238151197507009,-7.3739545,-1e-07
Ge1Ni1,B2,Ge,Ni,2.974241720979547,-5.0792645,-0.0
Ge1Os1,B2,Ge,Os,3.0585529233674027,-7.699862,-2e-07
Ge1Pb1,B2,Ge,Pb,3.718089304716817,-3.76974805,-3.01e-05
Ge1Pd1,B2,Ge,Pd,3.1790384717724223,-5.1272795,0.0
Ge1Pt1,B2,Ge,Pt,3.191885717780703,-5.426701,-5.8e-06
Ge1Re1,B2,Ge,Re,3.080864198040988,-8.1557525,3e-07
Ge1Rh1,B2,Ge,Rh,3.0785696283680006,-6.17503,2.36e-05
Ge1Ru1,B2,Ge,Ru,3.0456147364741515,-7.080447,-0.0
Ge1Sb1,B2,Ge,Sb,3.591861973537384,-3.9943634,5e-07
Ge1Sc1,B2,Ge,Sc,3.396904584562091,-5.9113185,2e-07
Ge1Se1,B2,Ge,Se,3.4939956035431923,-3.85455795,1.9e-06
Ge1Si1,B2,Ge,Si,3.2555309290500296,-4.45107345,3.3e-06
Ge1Sn1,B2,Ge,Sn,3.614906874584241,-3.94261875,-3.94e-05
Ge1Sr1,B2,Ge,Sr,3.87807530900079,-3.4953221,1e-07
Ge1Ta1,B2,Ge,Ta,3.223139909105886,-8.097092,0.0001304
Ge1Tb1,B2,Ge,Tb,3.5993877645912136,-5.129408,1.4e-06
Ge1Tc1,B2,Ge,Tc,3.068371636808984,-7.481411,-0.0
Ge1Ti1,B2,Ge,Ti,3.1983737728851973,-6.3697515,5.8e-06
Ge1V1,B2,Ge,V,3.0618211510464444,-6.6577855,0.3520748
Ge1W1,B2,Ge,W,3.1344338260820335,-8.367305,3.1e-06
Ge1Y1,B2,Ge,Y,3.5951874516959648,-6.0617545,-1e-06
Ge1Zn1,B2,Ge,Zn,3.3024413498320717,-2.6120769,2e-06
Ge1Zr1,B2,Ge,Zr,3.384646212276156,-6.9234655,6e-06
Hf1Ag1,B2,Hf,Ag,3.3999679327086607,-6.2614455,1.3e-06
Hf1Al1,B2,Hf,Al,3.3503146472436427,-7.0532105,5.19e-05
Hf1As1,B2,Hf,As,3.3256912668580627,-7.9805645,2.4e-06
Hf1Au1,B2,Hf,Au,3.3978347699613507,-7.005463,-1.53e-05
Hf1B1,B2,Hf,B,2.987133044607126,-8.1801885,-0.0001315
Hf1Be1,B2,Hf,Be,3.12071633448656,-6.927517,1.38e-05
Hf1Ca1,B2,Hf,Ca,3.819631708590878,-5.1777695,6.5e-06
Hf1Cd1,B2,Hf,Cd,3.474779153471805,-5.3004805,-3e-07
Hf1Ce1,B2,Hf,Ce,3.68746508289424,-7.3372565,0.5129883
Hf1Co1,B2,Hf,Co,3.145372069571735,-8.8663435,-0.007581
Hf1Cr1,B2,Hf,Cr,3.2086938482862943,-9.4965135,-0.0005403
Hf1Cu1,B2,Hf,Cu,3.2359880682309567,-5.196924,9.84e-05
Hf1Dy1,B2,Hf,Dy,3.734068492434956,-6.859682,7.2e-06
Hf1Er1,B2,Hf,Er,3.72139016316539,-6.8474415,2.97e-05
Hf1Fe1,B2,Hf,Fe,3.1343268119754994,-9.4227545,-2e-07
Hf1Ga1,B2,Hf,Ga,3.3296802553075513,-6.697742,-6.78e-05
Hf1Gd1,B2,Hf,Gd,4.085927479326742,-11.49897,8.5624398
Hf1Ge1,B2,Hf,Ge,3.347880163364705,-7.4863515,0.0003224
Hf1Hf1,B2,Hf,Hf,3.5337501628821912,-9.7899175,8.8e-06
Hf1In1,B2,Hf,In,3.525607824782806,-6.203638,0.000343
Hf1Ir1,B2,Hf,Ir,3.280964899365974,-10.2759785,2.54e-05
Hf1La1,B2,Hf,La,3.8272553741704245,-7.0493605,-6.4e-06
Hf1Mg1,B2,Hf,Mg,3.480017523382117,-5.4990505,-3.1e-05
Hf1Mn1,B2,Hf,Mn,3.154974081646722,-9.577695,-0.000502
Hf1Mo1,B2,Hf,Mo,3.312819662124246,-10.446018,0.0004012
Hf1Na1,B2,Hf,Na,3.6089116075117027,-4.52990875,1e-07
Hf1Nb1,B2,Hf,Nb,3.4127679306889926,-9.922691,-2.9e-06
Hf1Ni1,B2,Hf,Ni,3.171152450341723,-8.1385555,0.0
Hf1Os1,B2,Hf,Os,3.256084183493762,-11.2931785,-2e-07
Hf1Pb1,B2,Hf,Pb,3.6223392356272544,-6.5010565,-1.2e-05
Hf1Pd1,B2,Hf,Pd,3.3132097162819445,-8.2535085,0.0
Hf1Pt1,B2,Hf,Pt,3.3269,-8.981789,-9.46e-05
Hf1Re1,B2,Hf,Re,3.2761893561057494,-11.481357,0.0
Hf1Rh1,B2,Hf,Rh,3.2674449923742452,-9.433359,-5e-07
Hf1Ru1,B2,Hf,Ru,3.2363673896666674,-10.4216035,-0.0
Hf1Sb1,B2,Hf,Sb,3.539990703966251,-7.3658485,-5e-07
Hf1Sc1,B2,Hf,Sc,3.575977693400316,-7.8744645,0.0002163
Hf1Se1,B2,Hf,Se,3.322566323893467,-7.6373565,-1.24e-05
Hf1Si1,B2,Hf,Si,3.284301169315935,-7.926708,-1.92e-05
Hf1Sn1,B2,Hf,Sn,3.541568185181695,-6.943103,2.9e-06
Hf1Sr1,B2,Hf,Sr,3.983827887751637,-4.7582855,2.6e-06
Hf1Ta1,B2,Hf,Ta,3.4122702474820743,-10.72093,-9.4e-05
Hf1Tb1,B2,Hf,Tb,3.739896181651875,-6.8707295,4e-06
Hf1Tc1,B2,Hf,Tc,3.257776391670298,-10.631402,-1e-07
Hf1Ti1,B2,Hf,Ti,3.3923399948309103,-8.733367,-0.0001323
Hf1V1,B2,Hf,V,3.2952845804812365,-9.284078,1.9912505
Hf1W1,B2,Hf,W,3.3277572061725924,-11.3035575,1e-07
Hf1Y1,B2,Hf,Y,3.7433247410348915,-7.812009,2.5e-06
Hf1Zn1,B2,Hf,Zn,3.293967075755046,-5.745032,-1.1e-06
Hf1Zr1,B2,Hf,Zr,3.5529839585414926,-9.125487,5e-07
In1Ag1,B2,In,Ag,3.5128947737211824,-2.62422355,-2.1e-06
In1Al1,B2,In,Al,3.5754288911526104,-2.9604615,-7e-07
In1As1,B2,In,As,3.594062230545051,-3.396613,1.6e-06
In1B1,B2,In,B,3.207893390154693,-3.21517735,-9.34e-05
In1Ca1,B2,In,Ca,3.875364466260822,-2.6899977,6.1e-06
In1Cd1,B2,In,Cd,3.701631218665132,-1.5948671,-3e-07
In1Ce1,B2,In,Ce,3.8685598394590093,-4.55635515,1.0040439
In1Co1,B2,In,Co,3.1268467536760998,-4.65312825,-0.0043435
In1Cr1,B2,In,Cr,3.3543010203316017,-5.6191045,3.5880275
In1Cu1,B2,In,Cu,3.305420094664767,-2.9978778,-0.0
In1Fe1,B2,In,Fe,3.1345566609830593,-4.96004125,0.0012939
In1Ga1,B2,In,Ga,3.5985047782190476,-2.7238529,-2.53e-05
In1Gd1,B2,In,Gd,3.7986641084558963,-8.813759,7.2021906
In1Ge1,B2,In,Ge,3.577515808295865,-3.2914561,1.08e-05
In1Hf1,B2,In,Hf,3.5256078277056755,-6.203638,0.000343
In1In1,B2,In,In,3.8098631550687116,-2.57263875,2e-06
In1La1,B2,In,La,3.9600253779452332,-4.2398183,-2.69e-05
In1Mg1,B2,In,Mg,3.6395168588855773,-2.0805718,-4.8e-06
In1Mn1,B2,In,Mn,3.1614495788987957,-5.1584115,9.15e-05
In1Mo1,B2,In,Mo,3.304919601175846,-6.1619245,-5e-07
In1Na1,B2,In,Na,3.7868867710806353,-2.006129,1.9e-06
In1Nb1,B2,In,Nb,3.413780569945142,-5.996891,0.5476445
In1Ni1,B2,In,Ni,3.1559177199815784,-4.13656755,-5e-07
In1Pd1,B2,In,Pd,3.3014728223988934,-4.4328086,9e-07
In1Ru1,B2,In,Ru,3.23099220029119,-5.80585,-3e-07
In1Sb1,B2,In,Sb,3.8266719007547207,-3.22146565,-1e-07
In1Sc1,B2,In,Sc,3.5813597837851043,-4.81658645,6e-07
In1Se1,B2,In,Se,3.633315405654936,-3.2173505,-4.7e-06
In1Si1,B2,In,Si,3.498065100035243,-3.47152475,1.02e-05
In1Sn1,B2,In,Sn,3.814498098084363,-3.1029458,-4.92e-05
In1Sr1,B2,In,Sr,4.077985258017825,-2.5139066,-2.3e-06
In1Ta1,B2,In,Ta,3.4028128405853235,-6.621529,1.3e-05
In1Tc1,B2,In,Tc,3.26549498401085,-6.037816,0.7869406
In1Ti1,B2,In,Ti,3.3771272314078504,-5.167053,-2.3e-06
In1V1,B2,In,V,3.349655621248254,-5.370173,2.5297577
In1W1,B2,In,W,3.3172258652485165,-6.783141,0.3248309
In1Y1,B2,In,Y,3.7727905678924305,-5.0017135,5e-07
In1Zn1,B2,In,Zn,3.511482811289258,-1.70754045,-1.9e-06
In1Zr1,B2,In,Zr,3.559793036518718,-5.7125455,2.4e-06
Ir1Ag1,B2,Ir,Ag,3.1743041993579886,-5.0025155,0.7530829
Ir1Al1,B2,Ir,Al,3.0159865377573456,-7.2370205,1.9e-06
Ir1Au1,B2,Ir,Au,3.184637434449682,-5.426661,-0.0008227
Ir1Be1,B2,Ir,Be,2.800334566798439,-6.874757,-4e-07
Ir1Ca1,B2,Ir,Ca,3.415832223282653,-5.3988915,-2.4e-06
Ir1Co1,B2,Ir,Co,2.955978022949316,-7.690251,2.1015651
Ir1Cr1,B2,Ir,Cr,3.0405109309833103,-9.1173545,3.0072045
Ir1Cu1,B2,Ir,Cu,2.977217949749445,-5.995371,0.706735
Ir1Dy1,B2,Ir,Dy,3.4266505785093977,-7.507181,-5.5e-06
Ir1Er1,B2,Ir,Er,3.39551989660989,-7.5525595,-3e-07
Ir1Fe1,B2,Ir,Fe,3.01667006000559,-8.489317,4.1288856
Ir1Ge1,B2,Ir,Ge,3.104362031761813,-6.619901,0.0042472
Ir1Hf1,B2,Ir,Hf,3.2809657337830114,-10.2759785,1.56e-05
Ir1La1,B2,Ir,La,3.597291502721321,-7.4423845,8.92e-05
Ir1Mg1,B2,Ir,Mg,3.1168907070757697,-5.438666,7e-07
Ir1Mn1,B2,Ir,Mn,3.0381975221961266,-9.050338,3.9754913
Ir1Mo1,B2,Ir,Mo,3.140516705070117,-9.576684,8e-07
Ir1Nb1,B2,Ir,Nb,3.2185238362141138,-9.652099,2.4e-06
Ir1Ni1,B2,Ir,Ni,2.9352186431270595,-7.027334,2e-07
Ir1Os1,B2,Ir,Os,3.1073606228354995,-9.249158,0.8569935
Ir1Pb1,B2,Ir,Pb,3.4024417853110367,-5.585082,-0.0027305
Ir1Pd1,B2,Ir,Pd,3.1074073240504956,-6.611513,8.4e-06
Ir1Pt1,B2,Ir,Pt,3.133845325105167,-7.0810515,-0.0001513
Ir1Re1,B2,Ir,Re,3.119686262530811,-10.027381,1.9e-06
Ir1Rh1,B2,Ir,Rh,3.085902195423951,-7.596876,0.0031834
Ir1Ru1,B2,Ir,Ru,3.088531793120019,-8.442786,1.2078077
Ir1Sc1,B2,Ir,Sc,3.2308521838396898,-8.5684295,0.0
Ir1Si1,B2,Ir,Si,3.006808432063672,-7.3932435,0.0008118
Ir1Sn1,B2,Ir,Sn,3.2915466736652577,-6.2369915,-1.4e-06
Ir1Ta1,B2,Ir,Ta,3.212306095486857,-10.614239,1.3e-06
Ir1Tb1,B2,Ir,Tb,3.443229400784047,-7.4843475,-3.9e-06
Ir1Ti1,B2,Ir,Ti,3.120321294368496,-9.0982595,-3e-07
Ir1V1,B2,Ir,V,3.0553840720368832,-9.1570025,1.7016025
Ir1W1,B2,Ir,W,3.1547772287707057,-10.513374,1.1e-06
Ir1Y1,B2,Ir,Y,3.4303201878337153,-8.4422265,-2e-07
Ir1Zn1,B2,Ir,Zn,3.035875024494674,-5.083389,1e-07
Ir1Zr1,B2,Ir,Zr,3.3048362938106757,-9.4846795,-2.7e-06
La1Ag1,B2,La,Ag,3.810218044803915,-4.0817557,0.2415634
La1Al1,B2,La,Al,3.8020151490809444,-4.67335375,3.76e-05
La1As1,B2,La,As,3.746100942128942,-5.996813,-2.3e-06
La1Au1,B2,La,Au,3.7827325562670167,-4.84091145,-5.7e-06
La1B1,B2,La,B,3.4052749874045616,-5.360117,2.21e-05
La1Be1,B2,La,Be,3.5982508970550615,-4.0885041,4.3e-05
La1Ca1,B2,La,Ca,4.294782566248205,-3.29273815,-9.49e-05
La1Cd1,B2,La,Cd,3.936733675936041,-3.1497494,0.3578542
La1Ce1,B2,La,Ce,4.089276290987632,-5.1380275,2.2058462
La1Co1,B2,La,Co,3.489149784228479,-5.9155015,0.0014378
La1Cr1,B2,La,Cr,3.7284462569281622,-6.681834,3.3125462
La1Cu1,B2,La,Cu,3.6548589095629316,-4.45652525,0.0022711
La1Dy1,B2,La,Dy,4.1116243690389505,-4.62781475,2.81e-05
La1Er1,B2,La,Er,4.093207989483553,-4.61914365,-7.05e-05
La1Fe1,B2,La,Fe,3.54749223158866,-6.235725,1.3897991
La1Ga1,B2,La,Ga,3.772888970734702,-4.45889235,-3.51e-05
La1Gd1,B2,La,Gd,4.131913566528429,-9.3546515,7.7987345
La1Ge1,B2,La,Ge,3.770485509911912,-5.3162275,7.33e-05
La1Hf1,B2,La,Hf,3.826975898379213,-7.049361,9e-07
La1In1,B2,La,In,3.9599740776786096,-4.2398184,-4.53e-05
La1Ir1,B2,La,Ir,3.5972757020616553,-7.442385,1.54e-05
La1La1,B2,La,La,4.222412788647267,-4.746899,1.1732223
La1Mg1,B2,La,Mg,3.957278956455051,-3.3192312,-2.19e-05
La1Mn1,B2,La,Mn,3.4896612449545934,-6.1958985,-0.0005465
La1Mo1,B2,La,Mo,3.6288508844318703,-7.1220565,1.6340214
La1Na1,B2,La,Na,4.173783272782133,-2.75070835,1.0570214
La1Nb1,B2,La,Nb,3.6985947992190416,-6.831579,0.6099007
La1Ni1,B2,La,Ni,3.5504773640005327,-5.4157585,8.9e-05
La1Os1,B2,La,Os,3.575623294872212,-7.7927305,-3.93e-05
La1Pb1,B2,La,Pb,4.030937732993824,-4.7352556,4.33e-05
La1Pd1,B2,La,Pd,3.687279151075084,-5.7880215,4e-06
La1Pt1,B2,La,Pt,3.663297465685351,-6.552173,4.8e-06
La1Re1,B2,La,Re,3.593499449219856,-7.824045,0.8558955
La1Rh1,B2,La,Rh,3.5963415832174017,-6.6957885,-2e-07
La1Ru1,B2,La,Ru,3.561587704228357,-7.061799,0.2436701
La1Sb1,B2,La,Sb,3.96608978523267,-5.5261025,-4.2e-06
La1Sc1,B2,La,Sc,3.958541867090162,-5.493895,1.15e-05
La1Se1,B2,La,Se,3.7136351574689415,-5.9618945,0.1835314
La1Si1,B2,La,Si,3.718843412117762,-5.5673715,3.1e-06
La1Sn1,B2,La,Sn,3.9692781747898778,-4.99231665,0.2262879
La1Sr1,B2,La,Sr,4.463134873210822,-3.02412725,2.42e-05
La1Ta1,B2,La,Ta,3.6939687586041248,-7.5367445,-1.22e-05
La1Tb1,B2,La,Tb,4.1212,-4.63523435,0.0001933
La1Tc1,B2,La,Tc,3.5577473227322325,-7.16574,0.279913
La1Ti1,B2,La,Ti,3.7122752291962815,-5.956223,1.7e-06
La1V1,B2,La,V,3.716021844231988,-6.3445995,2.9514929
La1W1,B2,La,W,3.635147670971233,-7.7878935,1.3493531
La1Y1,B2,La,Y,4.131735540233016,-5.5776315,6.24e-05
La1Zn1,B2,La,Zn,3.756253854740351,-3.3217856,1.54e-05
La1Zr1,B2,La,Zr,3.842871518274941,-6.4105685,1.97e-05
Mg1Ag1,B2,Mg,Ag,3.3322195414480364,-2.4069477,0.0
Mg1Al1,B2,Mg,Al,3.402103614978337,-2.53820505,-6.24e-05
Mg1As1,B2,Mg,As,3.4001552295739783,-3.2613583,-1e-07
Mg1Au1,B2,Mg,Au,3.302268262958549,-2.9761982,5.1e-06
Mg1B1,B2,Mg,B,2.907489728417003,-3.28235855,1.78e-05
Mg1Be1,B2,Mg,Be,3.0819268767513637,-2.24787915,3.03e-05
Mg1Ca1,B2,Mg,Ca,3.959727077863476,-1.7973824,1.64e-05
Mg1Cd1,B2,Mg,Cd,3.5199257091285867,-1.23374135,5.4e-06
Mg1Ce1,B2,Mg,Ce,3.844814185690685,-3.6242791,1.0106766
Mg1Co1,B2,Mg,Co,3.0214994200861742,-4.01533645,-0.0003051
Mg1Cr1,B2,Mg,Cr,3.326346457071615,-4.9295899,3.8121646
Mg1Cu1,B2,Mg,Cu,3.1547275078827313,-2.7541662,0.0
Mg1Dy1,B2,Mg,Dy,3.78445,-3.102133,0.0028952
Mg1Er1,B2,Mg,Er,3.7617642463491308,-3.06640525,0.000153
Mg1Fe1,B2,Mg,Fe,3.137781972480714,-4.51073285,-2.4929781
Mg1Ga1,B2,Mg,Ga,3.3989784470644073,-2.32320565,-7e-07
Mg1Gd1,B2,Mg,Gd,3.8241452929251363,-7.9063095,7.6417855
Mg1Ge1,B2,Mg,Ge,3.403947390667081,-3.0767939,1.5e-06
Mg1Hf1,B2,Mg,Hf,3.480017494150733,-5.4990505,-3.1e-05
Mg1In1,B2,Mg,In,3.6395169058935006,-2.0805718,-4.9e-06
Mg1Ir1,B2,Mg,Ir,3.1167854908464143,-5.4386665,1.1e-06
Mg1La1,B2,Mg,La,3.957187052149256,-3.3192313,1.88e-05
Mg1Mg1,B2,Mg,Mg,3.5789432993777983,-1.46554335,-1e-06
Mg1Mn1,B2,Mg,Mn,3.2479363345451535,-4.93593535,-3.4555766
Mg1Mo1,B2,Mg,Mo,3.231233785998711,-5.4073835,4e-07
Mg1Na1,B2,Mg,Na,3.8498905014322937,-1.2695315,0.0
Mg1Nb1,B2,Mg,Nb,3.3580019972022277,-5.254887,0.0001879
Mg1Ni1,B2,Mg,Ni,3.0366200621081227,-3.65900065,-2e-07
Mg1Os1,B2,Mg,Os,3.1262792937994126,-5.811363,-0.0
Mg1Pb1,B2,Mg,Pb,3.752299470529646,-2.58086545,6.56e-05
Mg1Pd1,B2,Mg,Pd,3.1805601591360038,-4.10403865,0.0
Mg1Pt1,B2,Mg,Pt,3.1667856448312115,-4.62987145,-9e-07
Mg1Re1,B2,Mg,Re,3.176464870023642,-6.02464,1.0587527
Mg1Rh1,B2,Mg,Rh,3.1185104611400183,-4.82467825,8e-07
Mg1Ru1,B2,Mg,Ru,3.1288529318188854,-5.122494,-3e-07
Mg1Sb1,B2,Mg,Sb,3.648090074789809,-2.91612895,-1.7e-06
Mg1Sc1,B2,Mg,Sc,3.5957412602515593,-3.9288362,-3.3e-06
Mg1Se1,B2,Mg,Se,3.4507937835450377,-3.1719249,7e-07
Mg1Si1,B2,Mg,Si,3.3023649821356895,-3.3168804,7.9e-06
Mg1Sn1,B2,Mg,Sn,3.6413561546031734,-2.77607655,7e-07
Mg1Sr1,B2,Mg,Sr,4.178488594649878,-1.62012565,-3.4e-06
Mg1Ta1,B2,Mg,Ta,3.3360273160993787,-6.00061,-1.8e-06
Mg1Tb1,B2,Mg,Tb,3.7958409806577835,-3.12278215,6.42e-05
Mg1Tc1,B2,Mg,Tc,3.1778758025924505,-5.332727,1.050287
Mg1Ti1,B2,Mg,Ti,3.349843638737192,-4.3668587,-1.4e-05
Mg1V1,B2,Mg,V,3.229814645624414,-4.52794285,0.9699256
Mg1W1,B2,Mg,W,3.2219650210667536,-6.1978165,-1e-07
Mg1Y1,B2,Mg,Y,3.801158311263223,-4.0799241,-1.8e-06
Mg1Zn1,B2,Mg,Zn,3.3185278334850805,-1.3886716,-2.7e-06
Mg1Zr1,B2,Mg,Zr,3.523094456226535,-4.92973455,-1e-07
Mn1Ag1,B2,Mn,Ag,3.221292557275013,-5.5342785,-4.1008737
Mn1Al1,B2,Mn,Al,2.9124846152599524,-6.429048,-0.0013248
Mn1As1,B2,Mn,As,2.9330872752427535,-6.7559,-2.9e-06
Mn1Au1,B2,Mn,Au,3.216022301149568,-6.116026,4.1601913
Mn1B1,B2,Mn,B,2.5219034293177027,-7.908134,0.654422
Mn1Be1,B2,Mn,Be,2.7112199621211692,-6.4774975,2.4824333
Mn1Ca1,B2,Mn,Ca,3.6918530186085667,-4.91759245,-3.7900167
Mn1Cd1,B2,Mn,Cd,3.3016842423859143,-4.6022503,3.8179648
Mn1Ce1,B2,Mn,Ce,3.3462269924550054,-7.1173375,0.0119099
Mn1Co1,B2,Mn,Co,2.77553452836003,-7.624122,-0.0016406
Mn1Cr1,B2,Mn,Cr,2.813479563253969,-9.186705,7.28e-05
Mn1Cu1,B2,Mn,Cu,2.9799754327084864,-6.167499,3.7994563
Mn1Dy1,B2,Mn,Dy,3.514485562764039,-6.5708705,3.2006179
Mn1Er1,B2,Mn,Er,3.4840007944870113,-6.5659545,3.1753204
Mn1Fe1,B2,Mn,Fe,2.7716998518261113,-8.2790985,0.0001307
Mn1Ga1,B2,Mn,Ga,2.9208716885407835,-5.8545395,-0.0013685
Mn1Gd1,B2,Mn,Gd,3.373036966235798,-10.322631,-6.5029022
Mn1Ge1,B2,Mn,Ge,2.922277760519744,-6.636503,0.0010058
Mn1Hf1,B2,Mn,Hf,3.155099912311659,-9.5776945,3.3e-06
Mn1In1,B2,Mn,In,3.1614443950663333,-5.1584115,4.45e-05
Mn1Ir1,B2,Mn,Ir,3.038197498021631,-9.050338,3.975491
Mn1La1,B2,Mn,La,3.4896426177581747,-6.1959,0.0030494
Mn1Mg1,B2,Mn,Mg,3.248596055646981,-4.9359319,-3.4572673
Mn1Mn1,B2,Mn,Mn,2.788317954161439,-8.850183,1.508024
Mn1Mo1,B2,Mn,Mo,2.9850587181466035,-9.7992815,-0.0
Mn1Na1,B2,Mn,Na,3.610032432744495,-4.2033658,4.3698714
Mn1Nb1,B2,Mn,Nb,3.070238157364082,-9.6511335,-1e-07
Mn1Ni1,B2,Mn,Ni,2.910469162667084,-7.2676965,-4.3469027
Mn1Os1,B2,Mn,Os,3.0008377885334245,-10.024841,2.989548
Mn1Pb1,B2,Mn,Pb,3.5449547044121408,-5.7538755,3.9788537
Mn1Pd1,B2,Mn,Pd,2.9877097583644314,-6.5579475,0.0008256
Mn1Pt1,B2,Mn,Pt,3.1231016204937543,-7.8549605,-4.4989198
Mn1Re1,B2,Mn,Re,2.99706666120582,-10.574767,1.992797
Mn1Rh1,B2,Mn,Rh,3.032717326149144,-8.2910775,4.0912648
Mn1Ru1,B2,Mn,Ru,2.925435707360642,-8.74796,0.0031148
Mn1Sb1,B2,Mn,Sb,3.1669734751918983,-6.1538805,1.17e-05
Mn1Sc1,B2,Mn,Sc,3.261590332946294,-7.5116615,2.3017256
Mn1Se1,B2,Mn,Se,2.9867707638327863,-5.967689,4.2e-06
Mn1Si1,B2,Mn,Si,2.794532979780124,-7.54353,-3.25e-05
Mn1Sn1,B2,Mn,Sn,3.3161674150342337,-6.0979255,3.0602786
Mn1Sr1,B2,Mn,Sr,3.925739283828168,-4.67060125,3.9126959
Mn1Ta1,B2,Mn,Ta,3.0600722341076945,-10.658718,-0.0
Mn1Tb1,B2,Mn,Tb,3.5308215500971,-6.5750585,3.2060965
Mn1Tc1,B2,Mn,Tc,2.9340135239693574,-9.4692415,0.0078797
Mn1Ti1,B2,Mn,Ti,2.9765381227469536,-8.6352565,3e-07
Mn1V1,B2,Mn,V,2.871799544074319,-9.278352,0.0
Mn1W1,B2,Mn,W,2.99694850990587,-10.830507,0.0040384
Mn1Y1,B2,Mn,Y,3.5515288049210825,-7.5177705,3.4962689
Mn1Zn1,B2,Mn,Zn,3.0016697347140915,-4.977535,2.9551603
Mn1Zr1,B2,Mn,Zr,3.1852527897235987,-8.784149,-6.05e-05
Mo1Ag1,B2,Mo,Ag,3.215206448389115,-5.8702555,3e-07
Mo1Al1,B2,Mo,Al,3.1232236194801866,-7.2638025,0.001192
Mo1As1,B2,Mo,As,3.118015753620283,-7.867631,1.8e-06
Mo1Au1,B2,Mo,Au,3.2303377764860968,-6.4842485,1e-06
Mo1B1,B2,Mo,B,2.78030449467434,,-2.2157213
Mo1Be1,B2,Mo,Be,2.8860893694759175,-7.131226,-8.5e-06
Mo1Ca1,B2,Mo,Ca,3.615709742191505,-5.101005,2.3668709
Mo1Cd1,B2,Mo,Cd,3.2842577577119973,-5.0125005,0.4708783
Mo1Co1,B2,Mo,Co,2.9751824050959965,-8.64461,0.0016059
Mo1Cr1,B2,Mo,Cr,3.0143617708671373,-10.160411,-0.00169
Mo1Cu1,B2,Mo,Cu,3.028712839688291,-6.842579,1.8e-06
Mo1Dy1,B2,Mo,Dy,3.5008251317828205,-7.0940855,1.2298938
Mo1Er1,B2,Mo,Er,3.466965751371437,-7.113718,-0.047317
Mo1Fe1,B2,Mo,Fe,2.975730933828109,-9.241633,0.0022159
Mo1Ga1,B2,Mo,Ga,3.1121966987428453,-6.7613055,-4.84e-05
Mo1Gd1,B2,Mo,Gd,3.9704232333994383,-11.261066,4.3321772
Mo1Ge1,B2,Mo,Ge,3.1302203730772344,-7.615378,2.7e-06
Mo1Hf1,B2,Mo,Hf,3.3128196621856154,-10.446018,0.0004012
Mo1In1,B2,Mo,In,3.304919601250882,-6.1619245,-5e-07
Mo1Ir1,B2,Mo,Ir,3.140517859557632,-9.576684,2e-07
Mo1La1,B2,Mo,La,3.62883456340459,-7.1220565,1.634017
Mo1Mg1,B2,Mo,Mg,3.2312337517750582,-5.4073835,-2e-07
Mo1Mn1,B2,Mo,Mn,2.9991619979961146,-9.8007305,-0.8933707
Mo1Mo1,B2,Mo,Mo,3.1486145265196157,-10.9505985,-3.9e-06
Mo1Na1,B2,Mo,Na,3.3377177972384677,-4.1911096,1.0963336
Mo1Nb1,B2,Mo,Nb,3.2341865902849047,-10.646643,0.0
Mo1Ni1,B2,Mo,Ni,2.988688159939514,-7.9219985,-0.0010923
Mo1Os1,B2,Mo,Os,3.1255602426508866,-10.709644,-2e-07
Mo1Pb1,B2,Mo,Pb,3.40968135782232,-6.3334395,0.0009229
Mo1Pd1,B2,Mo,Pd,3.151803336225131,-7.629498,3e-07
Mo1Pt1,B2,Mo,Pt,3.173659242355886,-8.2775775,3e-07
Mo1Rh1,B2,Mo,Rh,3.1212809280162523,-8.774239,5e-07
Mo1Ru1,B2,Mo,Ru,3.0997556563257342,-9.7474175,-0.0039257
