structure,element_A,element_B,selected_source,available_sources,n_entries,a_mean,a_cv,Omega_sf_King
L12,Ti,Er,VASP,VASP,1,3.870217,,-0.306633
L12,Ti,Fe,VASP,VASP,1,3.914512,,-0.073225
L12,Ti,Hf,VASP,VASP,1,4.191293,,-0.02167
L12,Ti,Ir,MP,MP+VASP,1,3.857682,,-0.144453
L12,Ti,La,VASP,VASP,1,4.347392,,-0.088222
L12,Ti,Mg,VASP,VASP,1,4.141266,,-0.06778
L12,Ti,Mn,VASP,VASP,1,3.928689,,-0.06936
L12,Ti,Mo,VASP,VASP,1,4.042756,,-0.035834
L12,Ti,Nb,MP,MP+VASP,1,4.133433,,-0.004289
L12,Ti,Ni,MP,MP+VASP,1,3.935175,,-0.046166
L12,Ti,Os,MP,MP+VASP,1,3.887734,,-0.121973
L12,Ti,Pb,VASP,VASP,1,4.20067,,-0.109821
L12,Ti,Pd,MP,MP+VASP,1,3.89771,,-0.12486
L12,Ti,Pt,MP,MP+VASP,1,3.924528,,-0.111648
L12,Ti,Re,VASP,VASP,1,4.006394,,-0.049537
L12,Ti,Rh,MP,MP+VASP,1,3.82597,,-0.160361
L12,Ti,Ru,MP,MP+VASP,1,3.859584,,-0.135665
L12,Ti,Sc,VASP,VASP,1,4.206524,,-0.044912
L12,Ti,Sn,MP,MP+VASP,1,4.156929,,-0.1021
L12,Ti,Ta,VASP,VASP,1,4.112462,,-0.019865
L12,Ti,Tb,VASP,VASP,1,4.136011,,-0.167974
L12,Ti,V,VASP,VASP,1,4.013556,,-0.031722
L12,Ti,W,VASP,VASP,1,4.046996,,-0.03655
L12,Ti,Y,VASP,VASP,1,4.313565,,-0.066343
L12,Ti,Zn,MP,MP+OQMD+VASP,1,4.003752,,-0.058305
L12,Ti,Zr,VASP,VASP,1,4.202884,,-0.026044
L12,V,Ag,MP,MP+VASP,1,3.881514,,-0.000914
L12,V,Al,VASP,VASP,1,3.805635,,-0.050927
L12,V,Au,MP,MP+VASP,1,3.878429,,-0.001674
L12,V,Ca,VASP,VASP,1,4.090493,,-0.195757
L12,V,Co,MP,MP+VASP,1,3.477533,,-0.199646
L12,V,Cr,VASP,VASP,1,3.748274,,-0.015303
L12,V,Cu,VASP,VASP,1,3.729251,,-0.026616
L12,V,Dy,VASP,VASP,1,3.850375,,-0.218165
L12,V,Er,VASP,VASP,1,4.0,,-0.112738
L12,V,Fe,VASP,VASP,1,3.697798,,-0.050432
L12,V,Hf,VASP,VASP,1,3.981214,,-0.010685
L12,V,Ir,MP,MP+VASP,1,3.816816,,-0.000419
L12,V,La,VASP,VASP,1,4.143599,,-0.095331
L12,V,Mg,VASP,VASP,1,3.884149,,-0.09447
L12,V,Mn,VASP,VASP,1,3.717519,,-0.042958
L12,V,Mo,VASP,VASP,1,3.848842,,-0.000698
L12,V,Nb,VASP,VASP,1,3.919183,,0.012592
L12,V,Ni,VASP,VASP,1,3.699532,,-0.033946
L12,V,Os,VASP,VASP,1,3.799635,,-0.010691
L12,V,Pb,VASP,VASP,1,3.980777,,-0.121339
L12,V,Pd,MP,MP+VASP,1,3.87985,,0.039444
L12,V,Pt,MP,MP+VASP,1,3.834831,,-0.003045
L12,V,Re,VASP,VASP,1,3.820344,,-0.007582
L12,V,Rh,MP,MP+VASP,1,3.779763,,-0.0222
L12,V,Ru,VASP,VASP,1,3.787161,,-0.013177
L12,V,Sc,VASP,VASP,1,3.969772,,-0.058668
L12,V,Sn,VASP,VASP,1,3.936024,,-0.110135
L12,V,Ta,VASP,VASP,1,3.912555,,0.006854
L12,V,Tb,VASP,VASP,1,6.086433,,2.065032
L12,V,Ti,VASP,VASP,1,3.865546,,-0.023009
L12,V,W,VASP,VASP,1,3.858473,,0.002132
L12,V,Y,VASP,VASP,1,4.09697,,-0.076811
L12,V,Zn,MP,MP+OQMD+VASP,1,3.78548,,-0.042936
L12,V,Zr,VASP,VASP,1,3.996524,,-0.014173
L12,W,Ag,VASP,VASP,1,3.997688,,-0.011173
L12,W,Al,VASP,VASP,1,3.977259,,-0.019288
L12,W,Au,VASP,VASP,1,4.001756,,-0.006691
L12,W,Ca,VASP,VASP,1,4.174416,,-0.202212
L12,W,Co,VASP,VASP,1,3.884687,,-0.0
L12,W,Cr,VASP,VASP,1,3.932083,,0.02077
L12,W,Cu,VASP,VASP,1,3.909794,,0.006857
L12,W,Dy,VASP,VASP,1,6.804037,,2.982708
L12,W,Er,VASP,VASP,1,3.971582,,-0.199008
L12,W,Fe,VASP,VASP,1,3.891288,,-0.006803
L12,W,Hf,VASP,VASP,1,4.114234,,-0.003159
L12,W,Ir,VASP,VASP,1,3.965416,,0.010522
L12,W,La,VASP,VASP,1,4.275991,,-0.077142
L12,W,Mg,VASP,VASP,1,4.017928,,-0.083706
L12,W,Mn,VASP,VASP,1,3.905716,,-0.003008
L12,W,Mo,VASP,VASP,1,4.011234,,0.022298
L12,W,Nb,VASP,VASP,1,4.070042,,0.028892
L12,W,Ni,VASP,VASP,1,3.887763,,0.004639
L12,W,Os,VASP,VASP,1,3.968402,,0.015737
L12,W,Pb,VASP,VASP,1,4.124127,,-0.099216
L12,W,Pd,VASP,VASP,1,3.965486,,0.001471
L12,W,Pt,VASP,VASP,1,3.971705,,0.000102
L12,W,Re,VASP,VASP,1,3.984355,,0.0159
L12,W,Rh,VASP,VASP,1,3.952431,,0.007173
L12,W,Ru,VASP,VASP,1,3.956659,,0.013434
L12,W,Sc,VASP,VASP,1,4.095385,,-0.053055
L12,W,Sn,VASP,VASP,1,4.083875,,-0.087021
L12,W,Ta,VASP,VASP,1,4.064062,,0.023801
L12,W,Tb,VASP,VASP,1,5.029593,,0.597597
L12,W,Ti,VASP,VASP,1,4.02084,,-0.002968
L12,W,V,VASP,VASP,1,3.969585,,0.01918
L12,W,Y,VASP,VASP,1,4.203254,,-0.07829
L12,W,Zn,VASP,VASP,1,3.945745,,-0.02113
L12,W,Zr,VASP,VASP,1,4.13006,,-0.005378
L12,Y,Ag,VASP,VASP,1,4.723516,,-0.092372
L12,Y,Al,MP,MP+VASP,1,4.793008,,-0.047957
L12,Y,Au,VASP,VASP,1,4.704602,,-0.102497
L12,Y,Ca,VASP,VASP,1,5.107312,,-0.066312
L12,Y,Co,VASP,VASP,1,4.577411,,-0.129104
L12,Y,Cr,VASP,VASP,1,4.662296,,-0.087498
L12,Y,Cu,VASP,VASP,1,4.544851,,-0.153224
L12,Y,Dy,VASP,VASP,1,3.074862,,-0.777385
L12,Y,Er,VASP,VASP,1,3.999308,,-0.506863
L12,Y,Fe,VASP,VASP,1,4.573772,,-0.136691
L12,Y,Hf,VASP,VASP,1,4.856361,,-0.056296
L12,Y,Ir,VASP,VASP,1,4.60099,,-0.139654
L12,Y,La,VASP,VASP,1,5.093054,,-0.030188
L12,Y,Mg,MP,MP+VASP,1,4.945907,,-0.010689
L12,Y,Mn,VASP,VASP,1,4.585381,,-0.133494
L12,Y,Mo,VASP,VASP,1,4.687715,,-0.101416
L12,Y,Nb,VASP,VASP,1,4.77151,,-0.071755
L12,Y,Ni,VASP,VASP,1,4.595188,,-0.117861
L12,Y,Os,VASP,VASP,1,4.598744,,-0.139561
L12,Y,Pb,MP,MP+VASP,1,4.862454,,-0.11138
L12,Y,Pd,MP,MP+VASP,1,4.099922,,-0.394242
L12,Y,Pt,MP,MP+VASP,1,4.100358,,-0.396061
L12,Y,Re,VASP,VASP,1,4.0,,-0.437442
L12,Y,Rh,VASP,VASP,1,4.641217,,-0.113751
L12,Y,Ru,MP,MP+VASP,1,4.054049,,-0.408395
L12,Y,Sc,VASP,VASP,1,4.90382,,-0.049311
L12,Y,Sn,MP,MP+VASP,1,4.70033,,-0.176534
L12,Y,Ta,VASP,VASP,1,4.75232,,-0.083191
L12,Y,Tb,VASP,VASP,1,3.867719,,-0.558819
L12,Y,Ti,VASP,VASP,1,4.795808,,-0.054845
L12,Y,V,VASP,VASP,1,4.719357,,-0.068808
L12,Y,W,VASP,VASP,1,4.67981,,-0.108032
L12,Y,Zn,VASP,VASP,1,4.658576,,-0.115166
L12,Y,Zr,VASP,VASP,1,4.850611,,-0.067077
L12,Zn,Ag,MP,MP+VASP,1,4.041313,,0.052991
L12,Zn,Al,VASP,VASP,1,3.962407,,-0.000169
L12,Zn,Au,VASP,VASP,1,3.949253,,-0.015852
L12,Zn,Ca,VASP,VASP,1,4.306001,,-0.10544
L12,Zn,Co,MP,MP+VASP,1,3.685855,,-0.116762
L12,Zn,Cr,MP,MP+VASP,1,3.777758,,-0.064462
L12,Zn,Cu,VASP,VASP,1,3.804481,,-0.041174
L12,Zn,Dy,VASP,VASP,1,4.257679,,0.000278
L12,Zn,Er,VASP,VASP,1,4.133159,,-0.074386
L12,Zn,Fe,VASP,VASP,1,3.771129,,-0.065617
L12,Zn,Hf,VASP,VASP,1,4.03495,,-0.032984
L12,Zn,Ir,VASP,VASP,1,3.832998,,-0.057918
L12,Zn,La,VASP,VASP,1,4.408312,,0.034771
L12,Zn,Mg,VASP,VASP,1,4.036979,,-0.044576
L12,Zn,Mn,VASP,VASP,1,3.814284,,-0.040426
L12,Zn,Mo,MP,MP+VASP,1,3.943154,,0.001732
L12,Zn,Nb,VASP,VASP,1,3.942687,,-0.036334
L12,Zn,Ni,MP,MP+VASP,1,3.531458,,-0.221359
L12,Zn,Os,VASP,VASP,1,3.820317,,-0.064451
L12,Zn,Pb,VASP,VASP,1,4.300549,,0.047344
L12,Zn,Pd,MP,MP+VASP,1,3.876902,,-0.034237
L12,Zn,Pt,MP,MP+VASP,1,3.898551,,-0.024097
L12,Zn,Re,VASP,VASP,1,3.835321,,-0.064917
L12,Zn,Rh,VASP,VASP,1,3.821316,,-0.0602
L12,Zn,Ru,VASP,VASP,1,3.811847,,-0.064285
L12,Zn,Sc,VASP,VASP,1,4.077039,,-0.0402
L12,Zn,Sn,VASP,VASP,1,4.203555,,0.022047
L12,Zn,Ta,VASP,VASP,1,3.9237,,-0.050726
L12,Zn,Tb,VASP,VASP,1,4.110077,,-0.106556
L12,Zn,Ti,VASP,VASP,1,3.917769,,-0.049573
L12,Zn,V,VASP,VASP,1,3.820845,,-0.061654
L12,Zn,W,VASP,VASP,1,3.856654,,-0.066828
L12,Zn,Y,VASP,VASP,1,4.255985,,-0.019693
L12,Zn,Zr,VASP,VASP,1,4.071146,,-0.020666
L12,Zr,Ag,MP,MP+VASP,1,4.416495,,-0.008658
L12,Zr,Al,MP,MP+VASP,1,4.376743,,-0.030063
L12,Zr,Au,VASP,VASP,1,4.385584,,-0.028266
L12,Zr,Ca,VASP,VASP,1,4.638685,,-0.120339
L12,Zr,Co,VASP,VASP,1,4.267758,,-0.039279
L12,Zr,Cr,VASP,VASP,1,4.31916,,-0.015523
L12,Zr,Cu,MP,MP+VASP,1,4.311517,,-0.018365
L12,Zr,Dy,VASP,VASP,1,5.090523,,0.301211
L12,Zr,Er,VASP,VASP,1,4.100708,,-0.313843
L12,Zr,Fe,VASP,VASP,1,4.272039,,-0.044686
L12,Zr,Hf,VASP,VASP,1,4.508761,,-0.005326
L12,Zr,Ir,MP,MP+VASP,1,3.959684,,-0.260831
L12,Zr,La,VASP,VASP,1,4.659086,,-0.054855
L12,Zr,Mg,VASP,VASP,1,4.475178,,-0.037084
L12,Zr,Mn,MP,MP+VASP,1,4.37322,,0.019392
L12,Zr,Mo,VASP,VASP,1,4.37869,,-0.017182
L12,Zr,Nb,VASP,VASP,1,4.443708,,-0.000765
L12,Zr,Ni,VASP,VASP,1,4.278287,,-0.030569
L12,Zr,Os,MP,MP+VASP,1,3.996587,,-0.238357
L12,Zr,Pb,VASP,VASP,1,4.514903,,-0.081118
L12,Zr,Pd,MP,MP+VASP,1,4.000191,,-0.24297
L12,Zr,Pt,MP,MP+VASP,1,4.02497,,-0.232256
L12,Zr,Re,VASP,VASP,1,4.0,,-0.243042
L12,Zr,Rh,MP,MP+VASP,1,3.934107,,-0.271585
L12,Zr,Ru,MP,MP+VASP,1,3.975697,,-0.246589
L12,Zr,Sc,VASP,VASP,1,4.527344,,-0.021384
L12,Zr,Sn,VASP,VASP,1,4.474645,,-0.075309
L12,Zr,Ta,MP,MP+VASP,1,4.446316,,0.000585
L12,Zr,Tb,VASP,VASP,1,4.590582,,-0.050895
L12,Zr,Ti,VASP,VASP,1,4.426301,,-0.008747
L12,Zr,V,VASP,VASP,1,4.36425,,-0.006413
L12,Zr,W,VASP,VASP,1,4.377662,,-0.020934
L12,Zr,Y,VASP,VASP,1,4.619975,,-0.041276
L12,Zr,Zn,VASP,VASP,1,4.346527,,-0.03443
