Alloy,No,S_Phase,Phase,a (Å),delta,Tm (K),Hmix (kJ/mol),Elec_nega,D_elec_nega,VEC,d_VEC,BulkModulus (GPa)
Cd3Mg,2,IM,IM,1.57625,0.00906545228386567,676.415,-4.5,1.595,0.164544826719043,9.5,4.33012701892219,42.75
CdMg,2,IM,IM,1.5845,0.0104133796150205,758.61,-6.0,1.5,0.19,7.0,5.0,43.5
CdMg3,2,IM,IM,1.59275,0.00897153926381612,840.805,-4.5,1.405,0.164544826719043,4.5,4.33012701892219,44.25
CdSn10,2,IM,IM,1.61527272727273,0.00925475226974085,513.183636363636,0.0,1.93545454545455,0.0776195425677693,4.72727272727273,2.29983829830428,56.5454545454545
Co3Sn2,2,IM,IM,1.3986,0.129252354509795,1262.832,0.0,1.912,0.0391918358845309,7.0,2.44948974278318,131.2
CoTi,2,IM,IM,1.3565,0.0777736822705493,1854.5,-28.0,1.71,0.17,6.5,2.5,145.0
Co2V3,2,IM,IM,1.29,0.024684780353629,2017.0,-13.44,1.73,0.122474487139159,6.6,1.95959179422654,168.0
CoZn,2,IM,IM,1.323,0.0544217687074831,1230.34,-5.0,1.765,0.115,10.5,1.5,125.0
CrFe,2,IM,IM,1.245,0.00321285140562244,1995.5,-1.0,1.745,0.0850000000000001,7.0,1.0,165.0
Cr2Mn11,2,IM,IM,1.33446153846154,0.0273075854128526,1620.69230769231,1.0414201183432,1.56692307692308,0.0396881333523521,6.84615384615385,0.36080121229411,126.153846153846
Cr3Si,2,IM,IM,1.225,0.0339340566380842,2056.75,-27.75,1.72,0.103923048454133,5.5,0.866025403784439,145.0
CrSi2,2,IM,IM,1.185,0.0381897333299065,1851.33333333333,-32.8888888888889,1.82,0.113137084989848,4.66666666666667,0.942809041582063,120.0
Cu4Ce,2,IM,IM,1.3524,0.11002661934339,1299.816,-13.44,1.744,0.312,9.6,2.8,116.4
Cu5Ce,2,IM,IM,1.34,0.103459861645513,1309.475,-11.6666666666667,1.77,0.290688837074973,9.83333333333333,2.60874597374975,120.333333333333
CuDy,2,IM,IM,1.526,0.162516382699869,1518.885,-22.0,1.56,0.34,11.5,0.5,90.5
CuEr,2,IM,IM,1.517,0.157547791694133,1579.885,-23.0,1.57,0.33,12.5,1.5,92.0
Cu3Ge,2,IM,IM,1.2685,0.012971606363346,1321.1775,-8.625,1.9275,0.0476313972081441,9.25,3.03108891324554,105.0
Cu51Hf14,2,IM,IM,1.34261538461538,0.0918555463450491,1605.08107692308,-11.4915976331361,1.77076923076923,0.246653339370229,9.49230769230769,2.87762229265267,133.538461538462
Cu11In9,2,IM,IM,1.4049,0.0998599392355565,940.161,9.9,1.846,0.0596992462263971,7.4,3.97994974842648,77.0
Cu2In,2,IM,IM,1.372,0.0968921828448039,1048.43,8.88888888888889,1.86,0.0565685424949238,8.33333333333333,3.77123616632825,93.3333333333333
Cu4In,2,IM,IM,1.3344,0.0845323741007194,1172.166,6.4,1.876,0.048,9.4,3.2,112.0
Cu9In4,2,IM,IM,1.36476923076923,0.0953669259384512,1072.22538461538,8.5207100591716,1.86307692307692,0.0553846153846153,8.53846153846154,3.69230769230769,96.9230769230769
Cu2Mg,2,IM,IM,1.38566666666667,0.109884768016962,1212.84666666667,-2.66666666666667,1.70333333333333,0.278128667266709,8.0,4.24264068711929,108.333333333333
CuMg2,2,IM,IM,1.49333333333333,0.101962272465739,1067.92333333333,-2.66666666666667,1.50666666666667,0.278128667266709,5.0,4.24264068711929,76.6666666666667
Cu2Sb,2,IM,IM,1.29533333333333,0.018924113546938,1206.44,6.22222222222222,1.95,0.0707106781186547,9.0,2.82842712474619,107.333333333333
Cu3Sb,2,IM,IM,1.291,0.0174412552272622,1244.2725,5.25,1.9375,0.0649519052838329,9.5,2.59807621135332,115.5
Cu0.76Si0.24,2,IM,IM,1.248,0.0427767558174331,1436.7852,-13.8624,1.9,0.0,9.32,2.98958191056877,130.4
Cu10Sn3,2,IM,IM,1.35692307692308,0.106191108087736,1160.99538461538,4.97041420118343,1.91384615384615,0.0252795026540846,9.38461538461539,2.9492753096432,121.076923076923
Cu17Sn3,2,IM,IM,1.3293,0.091866716413212,1229.8665,3.57,1.909,0.0214242852856286,9.95,2.49949994999,127.7
Cu2Ti,2,IM,IM,1.33933333333333,0.0647623931002114,1552.18,-8.0,1.78,0.169705627484771,8.66666666666667,3.29983164553722,130.0
Cu3Ti2,2,IM,IM,1.3516,0.0666922333045435,1591.062,-8.64,1.756,0.176363261480389,8.2,3.42928563989645,128.0
Cu4Ti3,2,IM,IM,1.35685714285714,0.0671083067156608,1607.72571428571,-8.81632653061224,1.74571428571429,0.178153797349942,8.0,3.46410161513775,127.142857142857
Cu51Zr14,2,IM,IM,1.348,0.0991126796430815,1523.66569230769,-15.5474556213018,1.77723076923077,0.234320672401717,9.49230769230769,2.87762229265267,109.846153846154
CuZr,2,AM,AM,1.4405,0.112808052759458,1742.885,-23.0,1.615,0.285,7.5,3.5,70.0
Dy4Sb3,2,IM,IM,1.58371428571429,0.138739050795703,1347.33428571429,-65.6326530612245,1.57571428571429,0.410743477223477,9.0,3.46410161513775,41.4285714285714
Dy5Sb3,2,IM,IM,1.6075,0.133717309931267,1388.9175,-62.8125,1.53125,0.401822022169019,9.375,3.38886042793149,41.375
Fe2Si,2,IM,IM,1.21166666666667,0.0342368070120585,1769.66666666667,-31.1111111111111,1.85333333333333,0.0329983164553721,6.66666666666667,1.88561808316413,146.666666666667
FeSi2,2,IM,IM,1.197,0.0367585630743525,1749.0,-35.0,1.865,0.0349999999999999,6.0,2.0,135.0
Fe3W2,2,IM,IM,1.2914,0.0477986228264954,2564.6,0.0,2.042,0.259645912735017,7.2,0.979795897113271,226.0
HfB2,2,IM,IM,1.09266666666667,0.314077935755831,2401.33333333333,-58.6666666666667,1.79333333333333,0.348839345385363,3.33333333333333,0.471404520791032,186.0
HfW2,2,IM,IM,1.43733333333333,0.0692020087339339,3298.66666666667,-5.33333333333333,2.00666666666667,0.499688792038494,5.33333333333333,0.942809041582063,243.333333333333
MgCu,2,AM,AM,1.4395,0.112191733240709,1140.385,-3.0,1.605,0.295,6.5,4.5,92.5
Mg2Ni,2,IM,IM,1.48266666666667,0.112870012284723,1191.33333333333,-3.55555555555556,1.51,0.282842712474619,4.66666666666667,3.77123616632825,90.0
Mg50Ni50,2,AM,AM,1.4235,0.124692658939234,1325.5,-4.0,1.61,0.3,6.0,4.0,112.5
MgNi2,2,IM,IM,1.36433333333333,0.122659617552516,1459.66666666667,-3.55555555555556,1.71,0.282842712474619,7.33333333333333,3.77123616632825,135.0
Mg6Pd,2,IM,IM,1.56871428571429,0.0504129570958017,1052.29285714286,-19.5918367346939,1.43714285714286,0.311435124439576,3.14285714285714,2.79941684889506,64.2857142857143
Mg2Sm1,2,IM,IM,1.62066666666667,0.0171613739572218,1063.66666666667,-5.33333333333333,1.26333333333333,0.0659966329107445,4.0,2.82842712474619,42.6666666666667
Mg3Sm1,2,IM,IM,1.61575,0.01581169699003,1028.5,-4.5,1.275,0.0606217782649108,3.5,2.59807621135332,43.25
Mg17Sr2,2,IM,IM,1.659,0.101927429144372,936.368421052632,-1.50692520775623,1.27210526315789,0.110481193797069,2.0,0.0,40.2631578947368
MgZn2,2,IM,IM,1.46366666666667,0.0663466166815891,769.453333333333,-3.55555555555556,1.53666666666667,0.160277537068951,8.66666666666667,4.71404520791032,61.6666666666667
Mo3Si,2,IM,IM,1.37575,0.0934797546516367,2593.75,-26.25,2.095,0.112583302491977,5.5,0.866025403784439,197.5
Mo5Si3,2,IM,IM,1.338625,0.107412088320441,2442.625,-32.8125,2.0625,0.125871958751741,5.25,0.968245836551854,181.25
MoSi2,2,IM,IM,1.252,0.111826791273911,2090.0,-31.1111111111111,1.98666666666667,0.122565175405668,4.66666666666667,0.942809041582063,143.333333333333
NaZn13,2,IM,IM,1.42821428571429,0.0838500296619533,669.698857142857,1.59183673469388,1.59857142857143,0.185428351309577,11.2142857142857,2.83293314500742,65.45
Ni50Nb50,2,AM,AM,1.3375,0.0684112149532711,2239.0,-30.0,1.755,0.155,7.5,2.5,175.0
Ni3Sn,2,IM,IM,1.3395,0.120900896235678,1422.27,-3.0,1.9225,0.021650635094611,8.5,2.59807621135332,149.5
Ni3Sn4,2,IM,IM,1.45971428571429,0.126793306328197,1029.18857142857,-3.91836734693878,1.93857142857143,0.0247435829652697,6.57142857142857,2.96922995583236,110.285714285714
Pd75Si25,2,AM,AM,1.3195,0.0728524591285128,1792.7875,-41.25,2.125,0.129903810567666,8.5,2.59807621135332,160.0
Pd82Si18,2,AM,AM,1.33504,0.0638854377716066,1802.661,-32.472,2.146,0.115256236273791,8.92,2.30512472547583,165.6
Pd95Si5,2,AM,AM,1.3639,0.0354745789818179,1820.9975,-10.45,2.185,0.0653834841531102,9.7,1.3076696830622,176.0
Pt3Al,2,IM,IM,1.39825,0.0139356850242444,1764.4175,-33.0,2.1125,0.290118510267787,8.25,3.03108891324554,191.5
Pt5Al3,2,IM,IM,1.403875,0.0155181418020954,1625.92625,-41.25,2.02875,0.324362355244871,7.375,3.38886042793149,172.25
PtAl2,2,IM,IM,1.417,0.0149705034831308,1302.78,-39.1111111111111,1.83333333333333,0.315841028929991,5.33333333333333,3.29983164553722,127.333333333333
Sb3Y4,2,IM,IM,1.59971428571429,0.146013213283177,1415.33428571429,-66.6122448979592,1.57571428571429,0.410743477223477,3.85714285714286,0.989743318610787,41.4285714285714
Sb3Y5,2,IM,IM,1.625,0.140619087646915,1463.2925,-63.75,1.53125,0.401822022169019,3.75,0.968245836551854,41.375
SbY,2,IM,IM,1.566,0.150702426564496,1351.39,-68.0,1.635,0.415,4.0,1.0,41.5
Si2V,2,IM,IM,1.20733333333333,0.0636435148169007,1852.33333333333,-42.6666666666667,1.81,0.127279220613579,4.33333333333333,0.471404520791032,120.0
W6Fe7,2,IM,IM,1.29915384615385,0.0483494184380005,2680.53846153846,0.0,2.07461538461538,0.264214813088936,7.07692307692308,0.997037030524286,234.615384615385
Zr50Ni50,2,AM,AM,1.4245,0.125307125307125,1928.0,-49.0,1.62,0.29,7.0,3.0,90.0
Zr70Pd30,2,AM,AM,1.5346,0.0680846643066552,2038.015,-76.44,1.591,0.398684085461158,5.8,2.7495454169735,54.0
ZrTi,2,AM,AM,1.5325,0.0460032626427406,2034.5,0.0,1.435,0.105,4.0,0.0,55.0
Al2B6Co20,3,IM,IM,1.178,0.150588649212085,1832.89071428571,-18.5714285714286,1.895,0.102312546360929,7.28571428571429,2.71052370871575,182.0
AlB2Ni7,3,IM,IM,1.1854,0.148890562212557,1772.747,-19.6,1.906,0.111193524991341,7.9,3.20780298646909,178.4
AlBe4Mn,3,IM,IM,1.21033333333333,0.107346619789022,1448.745,-6.55555555555556,1.57333333333333,0.017950549357115,3.0,1.82574185835055,119.333333333333
AlBeTi,3,IM,IM,1.338,0.115571789417505,1478.15666666667,-26.6666666666667,1.57333333333333,0.0286744175568088,3.0,0.816496580927726,105.333333333333
Al2CaSi2,3,IM,IM,1.4292,0.21027554287734,1271.188,-34.88,1.604,0.32867004731189,3.2,0.748331477354788,73.8
AlCoCu,3,IM,IM,1.3831,0.0542409060600897,1101.783,-5.4,1.695,0.129942294885076,5.2,3.4,99.2
Al6CoMn,3,IM,IM,1.399125,0.0443759591468607,1110.9775,-14.5625,1.63625,0.0941989251531035,4.25,2.2220486043289,94.5
Al85.8Co9.1Y5.1,3,AM,AM,1.434399,0.0695669417091364,1053.55426,-12.993552,1.61468,0.119871170846038,3.546,1.7256546583833,83.679
Al18Cr2Mg3,3,IM,IM,1.43813043478261,0.0564896441912588,1040.49826086957,-2.44990548204159,1.57521739130435,0.103666252326664,3.1304347826087,0.946588741612054,79.2608695652174
Al13Cr4Si4,3,IM,IM,1.344,0.0863278481603405,1314.43380952381,-19.047619047619,1.6747619047619,0.110910476452173,3.76190476190476,1.15076628319948,96.5714285714286
Al170Cu20Hf10,3,AM,AM,1.4239,0.0407803331270658,1054.5265,-7.31,1.6235,0.114161070422452,3.85,2.39321958875486,84.1
Al11Cu11Mg4,3,IM,IM,1.39284615384615,0.0815270905326532,1111.37076923077,-2.01775147928994,1.68653846153846,0.208731375174525,6.23076923076923,4.09791403134375,98.3076923076923
Al2CuMg,3,IM,IM,1.43575,0.0795816119816947,1036.9275,-2.25,1.6075,0.208611480987984,4.75,3.63145976158349,84.25
Al6CuMg4,3,IM,IM,1.47945454545455,0.0685651798031022,968.235454545454,-2.18181818181818,1.52727272727273,0.183109053899131,3.36363636363636,2.45959077426703,70.5454545454545
Al7Cu3Mg6,3,IM,IM,1.4665,0.0805874763658832,1009.1,-2.484375,1.551875,0.214802780184522,4.125,3.33307290649335,76.375
AlCuMg,3,IM,IM,1.437,0.0917965111704964,1071.41333333333,-2.66666666666667,1.60666666666667,0.240878023535196,5.33333333333333,4.02768199119819,87.0
Al21Cu2Mn3,3,IM,IM,1.41069230769231,0.0328394845037343,1033.66961538462,-7.18934911242604,1.62538461538462,0.0815348330107006,4.07692307692308,2.36843143359087,86.0
AlCu2Mn,3,IM,IM,1.3345,0.0475863146390664,1292.0025,-3.25,1.74,0.16140012391569,8.0,3.3166247903554,119.0
Al31Cu16Ni14,3,IM,IM,1.34891803278689,0.0631573925399113,1227.11295081967,-9.83391561408224,1.75491803278689,0.147355074128921,6.70491803278689,3.78237613882814,116.655737704918
AlCuNi,3,SS+IM,FCC+B2,1.31866666666667,0.0615747773415776,1339.74666666667,-8.44444444444444,1.80666666666667,0.139124245031395,8.0,3.55902608401044,132.0
Al5CuTi2,3,IM,IM,1.42025,0.0388944327169997,1238.39,-20.1875,1.62875,0.106704908509403,4.25,2.58602010819715,92.5
AlCu2Ti,3,IM,IM,1.3625,0.0625050120033985,1397.5025,-12.5,1.7375,0.164373811782778,7.25,3.76662979332984,116.5
Al85.5Fe9Ce5.5,3,AM,AM,1.4268,0.0536980530279196,1019.84685,-10.4742,1.60285,0.132326783003291,3.505,1.43177337592232,81.49
Al22Fe3Ti8,3,IM,IM,1.42190909090909,0.04120529685124,1257.49515151515,-23.5592286501377,1.6130303030303,0.0746906691054735,3.6969696969697,1.42456476042947,92.7878787878788
Al2FeTi,3,IM,IM,1.39175,0.0631528980061037,1404.735,-24.75,1.6475,0.10917302780449,4.5,2.06155281280883,108.0
AlFe2Ti,3,IM,IM,1.344,0.0770421699017423,1624.1175,-21.5,1.7025,0.129879752078605,5.75,2.27760839478608,131.5
Al70Fe20Zr10,3,AM,AM,1.4109,0.070075168201107,1228.429,-20.48,1.626,0.131392541645255,4.1,1.9723082923316,87.2
Al5Hf4Ni16,3,IM,IM,1.33632,0.0958244203492798,1693.574,-33.4592,1.7524,0.229560972292766,7.64,3.16075940242215,148.0
Al4In3Sn3,3,IM,IM,1.5268,0.0529321652674908,653.837,5.28,1.766,0.145203305747493,3.3,0.458257569495584,47.8
Al8Li5Mg2,3,IM,IM,1.48386666666667,0.0409888572271288,772.134,-3.41333333333333,1.36,0.286006992921502,2.2,0.90921211313239,50.2
Al2Li3Si2,3,IM,IM,1.39,0.11097607432499,943.127142857143,6.53061224489796,1.42285714285714,0.398881088106443,2.42857142857143,1.29362644830535,55.0
Al9Mn4Si3,3,IM,IM,1.3591875,0.0770750012851759,1221.139375,-27.140625,1.649375,0.122956737818633,4.1875,1.66653645324667,91.5
AlMnSi,3,IM,IM,1.31166666666667,0.0892620971522812,1379.82333333333,-36.8888888888889,1.68666666666667,0.152825245151302,4.66666666666667,1.6996731711976,98.6666666666667
Al3Nb10Ni9,3,IM,IM,1.35454545454545,0.0666795664891484,2084.20045454545,-31.6859504132231,1.72818181818182,0.151316536488502,6.77272727272727,2.76227538258882,161.272727272727
AlNi6Ta,3,IM,IM,1.29225,0.0619918051777878,1823.93375,-20.3125,1.82125,0.156159974065059,8.5,2.64575131106459,169.5
AlNi2Ti,3,IM,IM,1.3465,0.0750524705356174,1582.6175,-36.0,1.7425,0.16931848688197,6.75,3.26917420765551,136.5
Al85.8Ni9.1Y5.1,3,AM,AM,1.433944,0.0701769393177432,1049.91426,-14.097564,1.61741,0.126064237196756,3.637,2.01326376811386,83.679
Al87Ni5Y8,3,AM,AM,1.4523,0.0762712408058532,1042.4389,-14.9032,1.5938,0.128084191061973,3.35,1.52561463023924,78.4
Al85Ni10Zr5,3,AM,AM,1.42195,0.0488279355097087,1072.6495,-15.94,1.626,0.112534439173082,3.75,2.09463600656534,82.6
Al16Ru8Ti6,3,IM,IM,1.41293333333333,0.0329899075486101,1581.25066666667,-33.92,1.75333333333333,0.270669950718993,4.53333333333333,2.1249836600679,121.2
AuCdSn,3,IM,IM,1.54333333333333,0.048422536181741,812.21,-9.33333333333333,2.06333333333333,0.354620297720753,9.0,3.55902608401044,106.666666666667
AuNi2Sn4,3,IM,IM,1.48771428571429,0.110431442577641,973.378571428571,-4.73469387755102,2.02857142857143,0.209927101049631,6.71428571428571,3.14934395500694,116.0
B6CaNi11,3,IM,IM,1.15455555555556,0.234841329906036,1900.94444444444,-22.1358024691358,1.90277777777778,0.227127119461903,7.22222222222222,3.48895965957946,185.611111111111
BCaNi4,3,IM,IM,1.30166666666667,0.256936474376682,1729.33333333333,-16.2222222222222,1.78,0.352041664200892,7.5,3.54729944229879,160.166666666667
B6Co20In3,3,IM,IM,1.2,0.16779931226141,1749.76724137931,-10.1593341260404,1.90275862068966,0.0762435549214688,7.13793103448276,2.77580852379284,170.48275862069
B2CoMo2,3,IM,IM,1.1702,0.231885544794064,2451.6,-31.04,2.056,0.103072789813801,5.4,2.24499443206437,217.6
BCoMo,3,IM,IM,1.18366666666667,0.210813862775707,2337.66666666667,-28.0,2.02666666666667,0.114697670227235,6.0,2.44948974278318,211.333333333333
B2CoNb,3,IM,IM,1.095,0.231007811003449,2304.0,-45.25,1.89,0.179722007556114,5.0,2.44948974278318,199.5
B6Co2Nb2,3,IM,IM,1.046,0.2357181152984,2313.0,-41.44,1.92,0.171580884716218,4.6,2.33238075793812,204.4
B6Co21Sb2,3,IM,IM,1.17348275862069,0.141804485303444,1828.60551724138,-12.6706302021403,1.9248275862069,0.0726645903262177,7.48275862068966,2.49994054626095,179.586206896552
B6Co21V2,3,IM,IM,1.17251724137931,0.141177027897697,1916.8275862069,-19.576694411415,1.89586206896552,0.0967227549228067,7.48275862068966,2.49994054626095,187.724137931035
B2CoW2,3,IM,IM,1.137,0.20943878296007,2771.2,-27.84,2.136,0.192,5.4,2.24499443206437,249.6
B2Co3Zr,3,IM,IM,1.176,0.222759903573772,2021.66666666667,-45.4444444444444,1.84166666666667,0.239751028267984,6.16666666666667,2.85287379477062,164.666666666667
B3FeNd2,3,IM,IM,1.2485,0.358210791514185,1908.66666666667,-41.1111111111111,1.705,0.406355755465577,4.83333333333333,1.95078331845327,151.0
B4Fe4Nd,3,IM,IM,1.13488888888889,0.275695917004027,1993.0,-30.0246913580247,1.84666666666667,0.268741924943285,5.55555555555556,2.36225462505214,178.666666666667
BFe14Nd2,3,IM,IM,1.28964705882353,0.173835434337651,1782.17647058824,-6.00692041522491,1.76117647058824,0.232097402295349,7.47058823529412,1.28875895883569,156.941176470588
B6Hf2Ni21,3,IM,IM,1.18696551724138,0.161091476433134,1910.13793103448,-26.5398335315101,1.8948275862069,0.17008356343088,8.13793103448276,3.02545679573019,184.275862068966
B4InNi15,3,IM,IM,1.1825,0.151892412635841,1787.2875,-13.38,1.9295,0.0620060480921015,8.25,3.03108891324554,179.8
BIn2Ni7,3,IM,IM,1.2692,0.147112499346811,1530.45,-4.16,1.897,0.0700071424927485,7.9,3.20780298646909,148.4
B2MgNi7,3,IM,IM,1.2023,0.170569425433743,1771.7,-14.88,1.876,0.195509590557599,7.8,3.37045990927054,175.3
B6Mn2Ni21,3,IM,IM,1.17124137931034,0.14184762009093,1842.06896551724,-17.807372175981,1.91206896551724,0.111490816394487,8.3448275862069,2.8317882989859,184.965517241379
B2Mo2Ni,3,IM,IM,1.1692,0.231835367556546,2443.6,-31.68,2.062,0.0930376267969041,5.6,2.57681974534503,217.6
B6Ni21Sb2,3,IM,IM,1.16986206896552,0.140807198480066,1799.64,-13.2699167657551,1.94655172413793,0.0592642162237345,8.20689655172414,2.9405524972866,179.586206896552
B6Ni21Sn2,3,IM,IM,1.18986206896552,0.165844272757016,1772.14344827586,-14.1545778834721,1.94034482758621,0.0524228667282204,8.13793103448276,3.02545679573019,180.689655172414
B2NiTa,3,IM,IM,1.094,0.230825654711896,2429.0,-46.25,1.8725,0.221514672200286,5.25,2.8613807855649,207.0
B6Ni21Ta2,3,IM,IM,1.17675862068966,0.147152015150533,1964.20689655172,-23.2580261593341,1.90862068965517,0.122832213508454,8.20689655172414,2.9405524972866,190.48275862069
B6Ni20Ti3,3,IM,IM,1.18641379310345,0.154778923796317,1878.51724137931,-28.6516052318668,1.89862068965517,0.132397628323665,7.93103448275862,3.09539184175176,181.862068965517
B6Ni21Zr2,3,IM,IM,1.18868965517241,0.163883889981549,1884.06896551724,-28.2235434007134,1.89689655172414,0.162864518442231,8.13793103448276,3.02545679573019,176.689655172414
Bi2CaMg2,3,IM,IM,1.6756,0.089639929444668,810.08,-26.24,1.532,0.414217334258237,3.2,1.46969384566991,33.8
BiCuMg,3,IM,IM,1.493,0.10182753255118,941.823333333333,0.888888888888888,1.74333333333333,0.310304509939654,6.0,3.74165738677394,72.0
CaAl2Zn2,3,IM,IM,1.526,0.147842479675394,873.46,-12.8,1.504,0.25263412279421,6.4,4.58693797647189,61.8
CaAlZn,3,IM,IM,1.601,0.165893147826658,913.716666666667,-18.2222222222222,1.42,0.29743346594939,5.66666666666667,4.49691252107735,54.3333333333333
Ca7Mg6Si14,3,IM,IM,1.46592592592593,0.238544475294142,1368.92592592593,-40.7901234567901,1.53555555555556,0.393110420199129,3.03703703703704,0.999313893572744,66.2592592592593
Ca6.23Mg3.78Sn7,3,IM,IM,1.7461646090535,0.10014668561549,821.337448559671,-32.3755525072398,1.46395061728395,0.430539939537154,2.82304526748971,0.984218991201761,40.0946502057613
Ca2Mg6Zn3,3,IM,IM,1.613,0.119248416948804,895.094545454545,-9.12396694214876,1.34636363636364,0.218352206195434,4.72727272727273,4.45361771415123,46.7272727272727
Ca65Mg15Zn20,3,AM,AM,1.80355,0.134526415795291,1001.736,-14.26,1.1765,0.260312792616882,4.0,4.0,31.8
CdIn3Na2,3,IM,IM,1.66133333333333,0.0845748505672904,437.559666666667,-4.0,1.48166666666667,0.391382875909966,3.83333333333333,3.76017139089283,9.1
Cd5Li4Mg,3,IM,IM,1.5521,0.017967330577323,570.87,-11.6,1.368,0.335255126731867,6.6,5.40740233383831,29.9
Co5Cr2Mo3,3,IM,IM,1.3103,0.0697994671735204,2188.8,-4.6,1.92,0.177763888346312,7.5,1.5,191.0
CoCrNi,3,SS,FCC,1.24866666666667,0.00164559903976748,1892.0,-4.88888888888889,1.81666666666667,0.111455023315337,8.33333333333333,1.6996731711976,173.333333333333
CoFeNi,3,SS,FCC,1.246,0.00327647103101002,1769.0,-1.33333333333333,1.87333333333333,0.0329983164553722,9.0,0.816496580927726,176.666666666667
CoMnNi,3,SS,FCC,1.28233333333333,0.0373468261958704,1671.66666666667,-5.77777777777778,1.78,0.163095064303001,8.66666666666667,1.24721912892465,160.0
Cr6Fe18Mo5,3,IM,IM,1.27868965517241,0.0611998343863247,2074.41379310345,-1.36979785969084,1.85172413793103,0.155830787217887,7.24137931034483,0.97043084686002,178.275862068966
CrFeNi,3,SS,FCC,1.24533333333333,0.0026497577453457,1906.33333333333,-4.44444444444445,1.8,0.104243305140746,8.0,1.63299316185545,170.0
Cr9Mo21Ni20,3,IM,IM,1.33222,0.0752368144193437,2299.92,-6.72,1.97,0.18411952639522,7.6,1.95959179422654,197.4
Cu2GeLi,3,IM,IM,1.329,0.0837921574857998,1095.1475,-16.875,1.6975,0.416675833232502,6.75,4.38035386698381,72.75
CuGeLi2,3,IM,IM,1.3895,0.0944150759806181,869.1175,-22.625,1.4675,0.489048821693704,4.25,4.08503365959205,40.5
Cu2In3Sn1,3,IM,IM,1.476,0.0959384042374467,751.645,8.22222222222222,1.85,0.0728010988928051,5.83333333333333,3.67045259092421,56.3333333333333
CuMgSb,3,IM,IM,1.403,0.100931887811363,1061.51666666667,-5.33333333333333,1.75333333333333,0.319409176797133,6.0,3.74165738677394,75.6666666666667
Cu16Mg6Si7,3,IM,IM,1.31465517241379,0.117872830047572,1347.28689655172,-16.6848989298454,1.77793103448276,0.238997609428887,7.44827586206897,3.99643122605529,110.689655172414
Cu3MgSi,3,IM,IM,1.3176,0.113647473664803,1336.662,-14.72,1.782,0.236,7.8,3.96988664825584,113.0
Cu4MgSn,3,IM,IM,1.38883333333333,0.11292783268631,1143.19333333333,0.777777777777778,1.81166666666667,0.225419362275934,8.33333333333333,3.8151743807532,110.5
CuNiTi,3,IM,IM,1.32866666666667,0.071637002699748,1675.59,-17.7777777777778,1.78333333333333,0.172111075245674,8.33333333333333,3.09120616516523,143.333333333333
CuTiZn,3,IM,IM,1.37833333333333,0.0551655677797834,1330.48333333333,-10.2222222222222,1.69666666666667,0.1506283137026,9.0,3.55902608401044,106.666666666667
Cu50Zr45Al5,3,AM,AM,1.43195,0.110454894387685,1683.1585,-24.76,1.629,0.277432874764329,7.45,3.55633238041666,73.8
Cu50Zr47Al3,3,AM,AM,1.43537,0.111447553823655,1707.0491,-24.1616,1.6234,0.280568066607731,7.47,3.53399207695773,72.28
Cu51.5Zr40.5Al8,3,AM,AM,1.421945,0.108847255365925,1635.76915,-25.0561,1.64595,0.271608353148426,7.525,3.59017757221004,78.18
Cu52.5Zr42.5Al5,3,AM,AM,1.423825,0.110629219131334,1663.90275,-24.3725,1.64325,0.276345684786283,7.625,3.55448660146582,77.3
Cu53.2Zr41.8Al5,3,AM,AM,1.42155,0.110625143697646,1658.51114,-24.243392,1.64724,0.275908648650237,7.674,3.55242508717636,78.28
Cu54Zr42.5Al3.5,3,AM,AM,1.421515,0.111504929444056,1670.26725,-23.8076,1.6476,0.278065172216874,7.745,3.53128517681594,78.26
Cu55Zr40Al5,3,AM,AM,1.4157,0.110505977549615,1644.647,-23.87,1.6575,0.274515482259198,7.8,3.54400902933387,80.8
Cu58.1Zr35.9Al6,3,AM,AM,1.403915,0.109164108657412,1608.82457,-23.119748,1.67797,0.269049770674498,8.007,3.53170652801164,85.9
Cu58.7Zr36.3Al3.5,3,AM,AM,1.40324365482234,0.110590442780397,1626.54460913706,-22.5944621093045,1.6796345177665,0.272327192776034,8.13604060913706,3.48277422508543,86.1319796954315
Cu59.6Zr36.9Al3.5,3,AM,AM,1.403315,0.110629231129976,1627.13437,-22.589488,1.67952,0.27243378938744,8.137,3.48198664558036,86.1
Cu60.3Zr37.2Al2.5,3,AM,AM,1.40275,0.111180044052053,1633.68806,-22.334172,1.68071,0.273636978312508,8.196,3.45913052659191,86.32
Cu60Zr30Ti10,3,AM,AM,1.3939,0.105535827585872,1647.162,-18.72,1.693,0.259963458970679,8.2,3.42928563989645,95.0
FeCoNi,3,SS,FCC,1.246,0.00327647103101002,1769.0,-1.33333333333333,1.87333333333333,0.0329983164553722,9.0,0.816496580927726,176.666666666667
Fe91Hf7B2,3,SS,BCC,1.25677,0.0825325466520798,1870.41,-7.6132,1.7971,0.139508386844663,7.62,1.21474277112482,166.88
FeMnNi,3,SS,FCC,1.279,0.0392854270566834,1686.0,-4.44444444444445,1.76333333333333,0.154344492037203,8.33333333333333,1.24721912892465,156.666666666667
Fe89Zr5B6,3,SS,BCC,1.23564,0.101392797827447,1859.13,-10.8556,1.8176,0.12244280297347,7.5,1.43178210632764,164.74
Fe89Zr7B4,3,SS,BCC,1.2507,0.0985567101608917,1854.71,-10.7276,1.8034,0.136222024650935,7.52,1.37462722219517,160.26
