Alloy,No,S_Phase,Phase,a (Å),delta,Tm (K),Hmix (kJ/mol),Elec_nega,D_elec_nega,VEC,d_VEC,BulkModulus (GPa)
Al1.5CoCrCuFe,5,SS,FCC+BCC,1.30309090909091,0.0612619430837907,1548.54090909091,-4.82644628099174,1.76090909090909,0.122582406082568,7.0,2.89199522192489,138.909090909091
Al1.8CoCrCuFe,5,SS,FCC+BCC,1.30975862068966,0.0632288752419999,1516.72689655172,-5.80261593341261,1.75310344827586,0.123960601312532,6.79310344827586,2.95225583351779,135.655172413793
Al2.0CoCrCuFe,5,SS,FCC+BCC,1.31383333333333,0.0641843731875865,1497.285,-6.33333333333333,1.74833333333333,0.124554762610222,6.66666666666667,2.98142396999972,133.666666666667
Al2.3CoCrCuFe,5,SS,FCC+BCC,1.31946031746032,0.0652212085691378,1470.43666666667,-6.98412698412698,1.74174603174603,0.125071911791471,6.49206349206349,3.01252947491615,130.920634920635
Al2.5CoCrCuFe,5,SS,FCC+BCC,1.32292307692308,0.0657052631145424,1453.91461538462,-7.33727810650888,1.73769230769231,0.125216971456861,6.38461538461539,3.02651008813938,129.230769230769
Al2.8CoCrCuFe,5,SS,BCC,1.32773529411765,0.0661927071684786,1430.95382352941,-7.7681660899654,1.73205882352941,0.125200531190489,6.23529411764706,3.03953192535619,126.882352941176
Al3.0CoCrCuFe,5,SS,BCC,1.33071428571429,0.0663901022979515,1416.74,-8.0,1.72857142857143,0.125063249304224,6.14285714285714,3.04389653609465,125.428571428571
AlCoCrCu0.5Fe,5,SS+IM,FCC+B2,1.29155555555556,0.0586579625964915,1638.07888888889,-6.12345679012346,1.76222222222222,0.116978419451128,7.0,2.58198889747161,145.777777777778
AlCoCrCuFe,5,SS,FCC+BCC,1.2902,0.0557953969060536,1610.048,-2.56,1.776,0.1184229707447,7.4,2.72763633939717,145.2
AlCoCrCu0.5Ni,5,SS,SS,1.29266666666667,0.0580533968367923,1619.63444444444,-10.1728395061728,1.78,0.13114877048604,7.44444444444445,2.87174399629335,148.0
AlCoCrCuNi,5,SS,FCC+BCC,1.2912,0.0552420505453893,1593.448,-6.56,1.792,0.129522198869537,7.8,2.92574776766556,147.2
AlCoCrFeMo0.5,5,SS+IM,BCC+IM,1.31066666666667,0.06885077794057,1808.99333333333,-10.2716049382716,1.79111111111111,0.168288406179157,6.44444444444445,2.16595429884644,155.777777777778
Al0.3CoCrFeNi ,5,SS+IM,FCC+L12,1.25967441860465,0.0375755215509285,1806.28860465116,-7.26879394267171,1.8053488372093,0.107516333798784,7.88372093023256,1.95542539623981,165.767441860465
AlCoCrFeNi2.1,5,SS+IM,FCC+B2,1.27698360655738,0.05380705294801,1692.01147540984,-11.9430260682612,1.80180327868852,0.120375208448095,7.70491803278689,2.49158756615913,158.032786885246
Al0.1CoCrFeNi,5,SS,FCC,1.25126829268293,0.0230305201256867,1848.86512195122,-5.04461629982154,1.81487804878049,0.100852994954611,8.1219512195122,1.67033108958673,170.146341463415
Al0.25CoCrFeNi,5,SS,FCC,1.25764705882353,0.034780138189494,1816.55705882353,-6.75432525951557,1.80764705882353,0.106026046287455,7.94117647058824,1.89335022816836,166.823529411765
Al0.375CoCrFeNi,5,SS,FCC,1.26262857142857,0.0411713403122079,1791.326,-7.9934693877551,1.802,0.109565375135448,7.8,2.03960780543711,164.228571428571
Al0.44CoCrFeNi,5,SS+IM,FCC+B2+Unk,1.26510810810811,0.0438437753699294,1778.7672972973,-8.57884911938966,1.79918918918919,0.111178252581565,7.72972972972973,2.10510296316179,162.936936936937
Al0.4CoCrFeNi,5,SS,FCC,1.26359090909091,0.0422419831207143,1786.45181818182,-8.22314049586777,1.80090909090909,0.110202668294255,7.77272727272727,2.06555777590941,163.727272727273
Al0.5CoCrFeNi,5,SS,FCC+BCC,1.26733333333333,0.0460231454121547,1767.49666666667,-9.08641975308642,1.79666666666667,0.112546286774228,7.66666666666667,2.16024689946929,161.777777777778
Al0.75CoCrFeNi,5,SS,FCC+BCC,1.276,0.0530081169493711,1723.60052631579,-10.9030470914127,1.78684210526316,0.117206638557224,7.42105263157895,2.34668387469557,157.263157894737
Al0.7Co0.3CrFeNi,5,SS,FCC+BCC+B2,1.278425,0.0553842588666219,1725.70725,-11.3975,1.77275,0.119184468367317,7.2,2.41039415863879,154.3
Al0.7CoCrFeNi,5,SS+IM,BCC+FCC+B2,1.27434042553191,0.0518269722398103,1732.00617021277,-10.5749207786329,1.78872340425532,0.116392897006293,7.46808510638298,2.31416603083893,158.127659574468
Al0.875CoCrFeNi,5,SS,BCC,1.28,0.0556041537572878,1703.34076923077,-11.655489809336,1.78230769230769,0.1190229785714,7.30769230769231,2.41951304863291,155.179487179487
Al0.8CoCrFeNi,5,SS+IM,BCC+FCC+B2,1.277625,0.0541036463614077,1715.37,-11.2152777777778,1.785,0.117968922461243,7.375,2.37719197093265,156.416666666667
Al0.9CoCrFeNi,5,SS+IM,BCC+B2,1.28077551020408,0.0560697454987218,1699.41285714286,-11.7950853810912,1.78142857142857,0.119351991852602,7.28571428571429,2.43276948084663,154.775510204082
Al1.25CoCrFeNi,5,SS,BCC,1.29085714285714,0.0611761935339417,1648.35,-13.4240362811791,1.77,0.12297889869327,7.0,2.58198889747161,149.52380952381
Al1.2CoCrFeNi,5,SS+IM,BCC+B2,1.2895,0.0605818891161108,1655.22384615385,-13.2248520710059,1.77153846153846,0.122559006438416,7.03846153846154,2.56426281550512,150.230769230769
Al1.5CoCrFeNi,5,SS,BCC,1.29727272727273,0.0636456580774462,1615.85545454545,-14.2809917355372,1.76272727272727,0.12468804047709,6.81818181818182,2.65666167203681,146.181818181818
Al1.8CoCrFeNi,5,SS+IM,BCC+B2,1.30424137931034,0.0657548166629969,1580.55965517241,-15.0535077288942,1.7548275862069,0.126043798891501,6.62068965517242,2.72173617388567,142.551724137931
Al2.08CoCrFeNi,5,SS+IM,BCC+B2,1.310125,0.0671221440176911,1550.75947368421,-15.5773891966759,1.74815789473684,0.126794596912069,6.45394736842105,2.76452816900641,139.486842105263
Al2.5CoCrFeNi,5,SS,BCC,1.318,0.068416796170094,1510.87307692308,-16.094674556213,1.73923076923077,0.12724667373386,6.23076923076923,2.80532038904776,135.384615384615
Al2CoCrFeNi,5,SS,BCC,1.3085,0.0667801489950029,1558.99,-15.4444444444444,1.75,0.126622799421484,6.5,2.75378527364305,140.333333333333
Al3CoCrFeNi,5,SS,BCC,1.32614285714286,0.0691623685229198,1469.63,-16.4081632653061,1.73,0.127054543967767,6.0,2.82842712474619,131.142857142857
AlCoCr2FeNi,5,IM,IM,1.278,0.0539471221135041,1766.745,-11.0,1.75833333333333,0.11852097798374,7.0,2.3094010767585,154.333333333333
AlCoCrFeNi,5,SS,FCC+BCC,1.2838,0.0577788955900237,1684.094,-12.32,1.778,0.120565334984812,7.2,2.48193472919817,153.2
Al0.43CoCr0.29NiSi0.14,5,SS+IM,FCC+L10+L12,1.27146503496504,0.0555359655616975,1666.35388111888,-17.4253019707565,1.82856643356643,0.116434684679315,7.8986013986014,2.58563773940562,158.41958041958
Al0.5CoCrNiTi0.5,5,IM,IM,1.29825,0.0664171643678988,1778.30875,-19.75,1.75625,0.14343443624179,7.125,2.57087047515039,153.25
AlCo0.2CuFeNi,5,SS+IM,FCC+B2,1.29695238095238,0.0591841615941984,1472.34285714286,-4.94331065759637,1.81571428571429,0.118866528933423,8.04761904761905,3.01545527599763,143.333333333333
AlCo0.5CuFeNi,5,SS+IM,FCC+B2,1.29388888888889,0.0579933457014862,1492.05333333333,-5.1358024691358,1.82,0.115950180872841,8.11111111111111,2.92287698621465,145.777777777778
AlCo1.5CuFeNi,5,SS+IM,FCC+B2,1.28609090909091,0.0543197922218064,1542.22545454545,-5.28925619834711,1.83090909090909,0.107403618142419,8.27272727272727,2.66597787247549,152.0
AlCo2CuFeNi,5,SS+IM,FCC+B2,1.28316666666667,0.052670899470555,1561.04,-5.22222222222222,1.835,0.103722385883344,8.33333333333333,2.5603819159562,154.333333333333
AlCo3CuFeNi,5,SS,FCC,1.27857142857143,0.0497245620220783,1590.60571428571,-4.97959183673469,1.84142857142857,0.0973107792338651,8.42857142857143,2.38190457150472,158.0
AlCoCu0.5FeNi,5,SS,BCC+FCC,1.29088888888889,0.0589855480676655,1537.63444444444,-8.69135802469136,1.81777777777778,0.114579208679971,7.88888888888889,2.76664435510861,150.222222222222
AlCoCuFeNi,5,SS,FCC+BCC,1.2896,0.0560947223474803,1519.648,-5.28,1.826,0.111462998344742,8.2,2.78567765543682,149.2
AlCoCuNiZn,5,IM,IM,1.3204,0.0588289882272368,1295.984,-7.04,1.79,0.131605471010897,9.0,3.16227766016838,129.2
AlCoFeMo0.5Ni,5,IM,IM,1.31,0.0692392549020253,1708.54888888889,-12.7407407407407,1.84666666666667,0.156702123647242,7.33333333333333,2.58198889747161,160.222222222222
Al0.6CoFeNiTi0.4,5,SS+IM,FCC+B2+Unk,1.2955,0.066478933150296,1660.8705,-18.35,1.8005,0.1304789255014,7.6,2.5377155080899,154.9
AlCoFeNiTi,5,SS,BCC,1.3264,0.0746199914628743,1636.294,-26.4,1.754,0.150013332740793,6.8,2.78567765543682,143.2
Al22Co28Ni31.75Ti10.75V7.5,5,IM,IM,1.31679,0.067881992946261,1621.4259,-25.826975,1.774825,0.149587664514825,7.16,2.95624762156353,148.095
Al15Cr10Co35Ni35Si5,5,IM,IM,1.2713,0.0555729658897854,1665.9705,-17.52,1.829,0.116228223766863,7.9,2.58650343127551,158.4
Al20Cr25Co25Ni25Si5,5,IM,IM,1.28055,0.0613226591054618,1690.044,-19.46,1.7795,0.129710254027968,7.05,2.67348087705897,150.2
AlCrCuFeMg,5,IM,IM,1.3602,0.102119849789976,1441.048,6.24,1.662,0.205659913449364,6.0,3.286335345031,118.2
AlCrCuFeMg0.5,5,IM,IM,1.33344444444444,0.0896147329761781,1498.60888888889,4.04938271604938,1.70111111111111,0.178041471101816,6.44444444444445,3.16617929972778,126.333333333333
Al0.5CrCuFeNi2,5,SS,FCC,1.26836363636364,0.0419962540595127,1685.72818181818,-2.51239669421488,1.82090909090909,0.113093247564247,8.45454545454546,2.42575710256842,157.818181818182
Al2CrCuFeNi2,5,IM,IM,1.30342857142857,0.062974937230415,1524.53,-9.63265306122449,1.77571428571429,0.132434042112306,7.28571428571429,3.10365156891435,140.285714285714
AlCrCu0.5FeNi,5,SS,SS,1.29044444444444,0.059189520151773,1629.19,-7.7037037037037,1.76888888888889,0.124136523808305,7.22222222222222,2.77999911182151,145.777777777778
Al0.2CrCuFeNi,5,SS,FCC,1.262,0.0321220665383695,1729.39619047619,2.31292517006803,1.8147619047619,0.107907325653568,8.47619047619048,2.23860176638917,158.380952380952
Al0.2CrCuFeNi2,5,SS,FCC,1.25892307692308,0.0293694857144617,1729.12769230769,0.118343195266272,1.83307692307692,0.103988506419967,8.76923076923077,2.0995913944548,162.538461538462
Al0.3CrCuFeNi2,5,IM,IM,1.26218867924528,0.0344963797596755,1714.11528301887,-0.825916696333215,1.8288679245283,0.107381534151941,8.66037735849057,2.22289456226764,160.905660377359
Al0.4CrCuFeNi,5,SS,FCC,1.26972727272727,0.0418418902421973,1693.21772727273,0.289256198347107,1.80545454545455,0.113727236392698,8.22727272727273,2.46672064567548,154.636363636364
Al0.4CrCuFeNi2,5,SS,FCC,1.26533333333333,0.0385942300676328,1699.65888888889,-1.70096021947874,1.82481481481481,0.11039895230214,8.55555555555555,2.330686329267,159.333333333333
Al0.5CrCuFeNi,5,SS,FCC,1.27333333333333,0.045332574941346,1676.33444444444,-0.592592592592593,1.80111111111111,0.116088514547635,8.11111111111111,2.55796987404919,152.888888888889
Al0.6CrCuFeNi2,5,SS,FCC,1.27128571428571,0.0448866717649362,1672.295,-3.26530612244898,1.81714285714286,0.115506868777116,8.35714285714286,2.51018334154365,156.357142857143
Al0.7CrCuFeNi,5,SS,FCC,1.28008510638298,0.0507232064937652,1644.72319148936,-2.13671344499774,1.79297872340426,0.119963024332004,7.8936170212766,2.70723257104979,149.617021276596
Al0.8CrCuFeNi,5,SS,BCC+FCC,1.28325,0.0528461734734039,1629.90541666667,-2.8125,1.78916666666667,0.121549601215123,7.79166666666667,2.7685610983967,148.083333333333
Al0.8CrCuFeNi2,5,SS,FCC,1.2768275862069,0.0495577174197035,1646.81827586207,-4.61355529131986,1.81,0.119625853508287,8.17241379310345,2.6531564222995,153.586206896552
Al0.9CrCuFeNi,5,SS+IM,BCC+FCC+B2,1.28628571428571,0.0546825472785759,1615.69244897959,-3.43190337359434,1.78551020408163,0.122941187606768,7.69387755102041,2.82267843298287,146.612244897959
Al1.2CrCuFeNi,5,SS+IM,BCC+FCC+B2,1.29469230769231,0.0589051931481131,1576.33346153846,-5.0,1.77538461538462,0.126163226668129,7.42307692307692,2.95052898677087,142.538461538462
Al1.2CrCuFeNi2,5,SS,FCC+BCC,1.28683870967742,0.056031121626581,1600.79580645161,-6.78459937565036,1.79709677419355,0.125703017860637,7.83870967741935,2.86352787369963,148.58064516129
Al1.5CrCuFeNi,5,SS+IM,BCC+B2,1.30218181818182,0.0617763315562263,1541.26818181818,-6.21487603305785,1.76636363636364,0.128294598998677,7.18181818181818,3.03968245405463,138.909090909091
Al1.5CrCuFeNi2,5,IM,IM,1.29353846153846,0.0593131926514715,1569.99615384615,-8.04733727810651,1.78846153846154,0.128891496040194,7.61538461538462,2.97524301627903,145.230769230769
Al1.8CrCuFeNi,5,SS+IM,BCC+B2,1.30889655172414,0.0637524444853132,1509.83034482759,-7.15814506539834,1.75827586206897,0.129643249635224,6.96551724137931,3.10153197541639,135.655172413793
Al2.0CrCuFeNi,5,SS+IM,BCC+B2,1.313,0.0647118508211383,1490.61833333333,-7.66666666666667,1.75333333333333,0.130213499897497,6.83333333333333,3.13138237134266,133.666666666667
Al2.2CrCuFeNi,5,SS+IM,BCC+B2,1.31683870967742,0.0654513537000896,1472.64580645161,-8.09573361082206,1.74870967741936,0.130575449341994,6.70967741935484,3.15404040298847,131.806451612903
Al2.5CrCuFeNi,5,SS+IM,BCC+B2,1.32215384615385,0.0662371979392059,1447.76076923077,-8.61538461538461,1.74230769230769,0.130805424855384,6.53846153846154,3.1772117581636,129.230769230769
AlCrCuFeNi,5,SS,FCC+BCC,1.2892,0.0562808623263726,1602.048,-4.0,1.782,0.12416118556135,7.6,2.87054001888147,145.2
AlCrCuFeNi0.6,5,SS,FCC+BCC,1.29295652173913,0.0575975798032429,1591.09565217391,-2.68431001890359,1.77086956521739,0.123320474814633,7.39130434782609,2.90036175307094,142.173913043478
AlCrCuFeNi0.8,5,SS,FCC+BCC,1.291,0.0569361231661391,1596.8,-3.40277777777778,1.77666666666667,0.123883906227654,7.5,2.88675134594813,143.75
AlCrCuFeNi1.2,5,SS,FCC+BCC,1.28753846153846,0.0556345785869592,1606.89230769231,-4.49704142011834,1.78692307692308,0.12421350201504,7.69230769230769,2.85238403349833,146.538461538462
AlCrCuFeNi1.4,5,SS,FCC+BCC,1.286,0.0549992287254117,1611.37777777778,-4.91083676268861,1.79148148148148,0.124087893094451,7.77777777777778,2.83278861866266,147.777777777778
AlCrCuFeNi2,5,SS,FCC+BCC,1.282,0.053170060747619,1623.04,-5.77777777777778,1.80333333333333,0.122972444971311,8.0,2.76887462097269,151.0
Al0.3CrFe1.5MnNi0.5,5,SS,FCC+BCC,1.28211627906977,0.0470274866499347,1758.03279069767,-5.50567874526771,1.7193023255814,0.129693652438983,7.18604651162791,1.64607798783129,150.651162790698
Al0.5CrFe1.5MnNi0.5,5,SS,BCC,1.28877777777778,0.0516325227881397,1721.38555555556,-7.25925925925926,1.71444444444444,0.128764307607272,7.0,1.82574185835055,147.333333333333
Al0.8CrFe1.5MnNi0.5,5,SS,BCC,1.29772916666667,0.0563792360227488,1672.14083333333,-9.32291666666667,1.70791666666667,0.127213048553292,6.75,2.01556443707464,142.875
Al14.1Cr6Fe28.2Mn32.9Ni18.8,5,IM,IM,1.305212,0.0538388484824604,1597.73627,-10.575188,1.7117,0.146834294359322,7.222,2.05929988102753,141.576
AlCrFeMo0.2Ni,5,SS+IM,BCC+B2,1.29952380952381,0.0660264904677227,1721.82619047619,-12.6530612244898,1.77190476190476,0.14744229049002,6.71428571428571,2.52874629473367,150.47619047619
AlCrFeMo0.8Ni,5,IM,IM,1.31833333333333,0.0716341313440491,1868.59791666667,-11.1458333333333,1.82041666666667,0.188402918560786,6.625,2.37719197093265,160.416666666667
AlCrFeMoNi,5,IM,IM,1.3236,0.0725744672516721,1909.694,-10.72,1.834,0.196224361382577,6.6,2.33238075793812,163.2
AlCrFeNiMo,5,SS+IM,BCC+IM,1.3236,0.0725744672516721,1909.694,-10.72,1.834,0.196224361382577,6.6,2.33238075793812,163.2
AlCrFeNiMo0.2,5,SS,BCC,1.29952380952381,0.0660264904677227,1721.82619047619,-12.6530612244898,1.77190476190476,0.14744229049002,6.71428571428571,2.52874629473367,150.476190476191
AlCrFeNiMo0.5,5,SS,BCC,1.30955555555556,0.0694860647052471,1800.10444444444,-11.8518518518518,1.79777777777778,0.172225806414317,6.66666666666667,2.44948974278318,155.777777777778
AlCrFeNiMo0.8,5,SS+IM,BCC+IM,1.31833333333333,0.0716341313440491,1868.59791666667,-11.1458333333333,1.82041666666667,0.188402918560786,6.625,2.37719197093265,160.416666666667
Al15Cr5Fe30Ni30Ti20,5,IM,IM,1.31575,0.0747125511068508,1698.9205,-23.8,1.7545,0.147461011796339,6.95,2.69211812519436,146.4
Al5Cr32Fe35Ni22Ti6,5,IM,IM,1.26747,0.0503945181385233,1874.7435,-9.5868,1.7648,0.11777503980046,7.31,1.97329673389483,160.7
AlCrMnTiV,5,IM,IM,1.3618,0.056812816504694,1751.294,-14.88,1.598,0.0462168800331653,5.0,1.4142135623731,125.2
AlCrMoNbTi,5,SS,BCC,1.4044,0.055988155337784,2140.094,-13.6,1.714,0.226238811878068,4.8,1.16619037896906,149.2
AlCrMoSiTi,5,IM,IM,1.3492,0.0927362752805416,1927.494,-34.08,1.774,0.22782449385437,4.6,1.2,135.2
Al0.5CrNbTi2V0.5,5,IM,IM,1.3952,0.0601849158837034,2074.047,-10.96,1.592,0.0468614980554399,4.6,0.916515138991168,133.6
AlCr0.5NbTiV,5,SS,BCC,1.39188888888889,0.0523251317637547,1977.21555555556,-15.4074074074074,1.60222222222222,0.0376468318802164,4.44444444444445,0.955813918560292,132.444444444444
AlCr1.5NbTiV,5,SS+IM,BCC+IM,1.36590909090909,0.0628815451518536,2014.08545454545,-13.7520661157025,1.61272727272727,0.0406964168829079,4.72727272727273,1.05234880934457,137.454545454545
AlCrNbTiV,5,SS+IM,BCC+IM,1.3776,0.0590234915035829,1997.494,-14.56,1.608,0.0396988664825584,4.6,1.01980390271856,135.2
AlCrSiTiV,5,IM,IM,1.3224,0.0866338225560157,1784.894,-37.92,1.668,0.122539789456323,4.4,1.01980390271856,121.2
AlCrTaTiZr,5,AM,AM,1.4352,0.0785728301834929,2094.494,-20.0,1.528,0.113384302264467,4.4,1.01980390271856,109.2
AlCrTiVZr,5,IM,IM,1.4124,0.086809188742011,1873.094,-20.32,1.554,0.118760262714428,4.4,1.01980390271856,101.2
Al1.125CuFe0.75NiTi1.125,5,SS,FCC,1.3421,0.0716810360275494,1535.55975,-19.955,1.74525,0.157765450907352,6.975,3.28243431008147,131.35
Al22.5Cu20Fe15Ni20Ti22.5,5,SS,FCC,1.3421,0.0716810360275494,1535.55975,-19.955,1.74525,0.157765450907352,6.975,3.28243431008147,131.35
AlCuFeNiTi,5,SS,FCC,1.3318,0.0716221446104956,1554.248,-17.6,1.758,0.153544781741354,7.2,3.18747549010185,135.2
AlCu0.5Li0.5MgSn0.2,5,IM,IM,1.48625,0.0770296121514572,894.74875,-3.65234375,1.485,0.308727225880712,3.6875,3.24458683810435,65.03125
Al16CuLiMgZn,5,SS+IM,FCC+C16+IM,1.4353,0.0385318061921803,918.131,-1.14,1.58,0.166523271646938,3.7,2.64764045897475,74.1
Al8Cu0.5Li0.5Mg0.5Zn0.5,5,SS+IM,FCC+IM,1.4353,0.0385318061921803,918.131,-1.14,1.58,0.166523271646938,3.7,2.64764045897475,74.1
AlCu0.2Li0.5MgZn0.5,5,IM,IM,1.48315625,0.0647215846535489,844.1215625,-3.30078125,1.4421875,0.259780368472581,4.28125,3.9940140757764,59.21875
AlCuTiYZr,5,IM,IM,1.5154,0.116552356640394,1631.848,-22.88,1.52,0.236220236220354,5.0,3.03315017762062,73.4
Al20Li20Mg10Sc20Ti30,5,SS,HCP,1.5173,0.0516221608443976,1314.824,-0.4,1.383,0.225435134794912,2.8,1.0770329614269,66.3
AlLiMg0.5ScTi1.5,5,SS,FCC+HCP,1.5173,0.0516221608443976,1314.824,-0.4,1.383,0.225435134794912,2.8,1.0770329614269,66.3
Al16LiMgSnZn,5,SS+IM,A5+FCC+D02+IM,1.4524,0.0391591673952276,875.4965,-0.53,1.583,0.172687579171173,3.35,2.05608851949521,70.0
Al8Li0.5Mg0.5Sn0.5Zn0.5,5,SS+IM,FCC+IM,1.4524,0.0391591673952276,875.4965,-0.53,1.583,0.172687579171173,3.35,2.05608851949521,70.0
AlLi0.5MgSn0.2Zn0.5,5,SS+IM,FCC+IM,1.50453125,0.0567785046166797,790.8284375,-3.88671875,1.4459375,0.266702776689239,3.84375,3.59782377799414,54.09375
AlLiMgSnZn,5,SS+IM,FCC+HCP+IM,1.5136,0.0588893722661915,701.576,-6.08,1.502,0.33246954747766,4.4,3.9293765408777,52.0
AlMnNbTiV,5,IM,IM,1.3978,0.039497885245003,1865.294,-15.52,1.586,0.0349857113690718,4.8,1.32664991614216,127.2
Al0.25MoNbTiV,5,SS,BCC,1.41529411764706,0.0398264938986771,2353.73352941176,-6.2560553633218,1.72529411764706,0.243216622087216,4.88235294117647,0.831890330807703,162.117647058824
Al0.5MoNbTiV,5,SS,BCC,1.41622222222222,0.0387732944570752,2274.83,-8.98765432098765,1.71888888888889,0.23783488410821,4.77777777777778,0.916245694581702,157.333333333333
Al0.75MoNbTiV,5,SS,BCC,1.41705263157895,0.0377988932179075,2204.23210526316,-11.1246537396122,1.71315789473684,0.232764905827836,4.68421052631579,0.976170367946916,153.052631578947
AlMoNbTiV,5,SS,BCC,1.4178,0.0368940024956653,2140.694,-12.8,1.708,0.227982455465327,4.6,1.01980390271856,149.2
Al0.25NbTaTiV,5,SS,BCC,1.41058823529412,0.0383243970909152,2446.43941176471,-4.81660899653979,1.57,0.0501761602638497,4.64705882352941,0.588235294117647,155.058823529412
Al0.5NbTaTiV,5,SS,BCC,1.41177777777778,0.0373750476203632,2362.38555555556,-8.39506172839506,1.57222222222222,0.0496158079150358,4.55555555555556,0.684934889218775,150.666666666667
AlNbTaTiV,5,SS,BCC,1.4138,0.035665443416694,2219.494,-13.44,1.576,0.0484148737476408,4.4,0.8,143.2
Al0.3NbTaTi1.4Zr1.3,5,SS,BCC,1.48386,0.0484462245453785,2360.7682,-4.4096,1.4936,0.103184494959272,4.34,0.586856030044848,109.36
AlNb1.5Ta0.5Ti1.5Zr0.5,5,SS,BCC,1.457,0.0348091016483253,2135.794,-15.12,1.547,0.0811233628494283,4.2,0.748331477354788,119.2
AlNbTaTiZr,5,IM,IM,1.4712,0.0455672215899851,2208.494,-16.16,1.516,0.101311401135312,4.2,0.748331477354788,111.2
Al1.5NbTiVZr,5,IM,IM,1.44690909090909,0.0606702222467275,1891.31,-21.5537190082645,1.54818181818182,0.106840423216392,4.09090909090909,0.792527080643759,100.727272727273
Al2NbTi3V2Zr,5,IM,IM,1.43488888888889,0.0563249365565229,1881.54888888889,-18.7654320987654,1.55888888888889,0.0884991455632883,4.11111111111111,0.737027731190089,108.0
AlNbTiVZr,5,IM,IM,1.4484,0.0634742231018133,1987.094,-17.44,1.542,0.110163514831363,4.2,0.748331477354788,103.2
AlTiVYZr,5,AM,AM,1.523,0.10951312462996,1796.894,-14.88,1.466,0.162554606209729,3.8,0.748331477354788,77.4
Au29Ag5.5Pd2.3Cu26.9Si16.3,5,AM,AM,1.3369075,0.0971301957148341,1422.5164125,-21.87725625,2.1426875,0.303697468451336,9.545,2.80988878783485,159.25
B22Co78Cr78Fe78Ni78,5,IM,IM,1.22061676646707,0.0806820090991239,1903.18562874252,-9.732869590161,1.83449101796407,0.108222761408992,7.90419161676647,1.93373311181097,175.892215568862
B26Co74Cr74Fe74Ni74,5,IM,IM,1.21471428571429,0.0890351932637487,1910.28571428571,-10.962540025462,1.83776397515528,0.11039722268583,7.82608695652174,2.01412779511313,176.658385093168
Ce57Al10Ni12.5Cu15.5Nb5,5,AM,AM,1.50899,0.11316793916145,1266.06135,-22.0584,1.41265,0.349571848837975,5.785,3.00977989228448,72.84
Ce65Al10Ni10Cu10Nb5,5,AM,AM,1.53955,0.103019751811506,1233.624,-19.86,1.35,0.325392071200268,5.25,2.66223590239483,62.4
CoCrCuFeMn,5,SS,FCC+FCC,1.2738,0.0314703294023586,1727.154,4.16,1.764,0.136323145503616,8.2,1.72046505340853,154.0
CoCrCu0.5FeNi,5,SS,FCC,1.25022222222222,0.00835312487558421,1814.64111111111,0.493827160493827,1.82888888888889,0.0945685459153476,8.55555555555556,1.64053589558149,168.888888888889
CoCrCuFeNi,5,SS,FCC,1.253,0.0103320366050645,1768.954,3.2,1.836,0.092217135067188,8.8,1.72046505340853,166.0
CoCrCuFeZr0.8 ,5,AM,AM,1.31279166666667,0.0993356765422546,1837.32708333333,-9.6875,1.73625,0.201097250519908,7.75,2.34964536331195,135.416666666667
CoCrFeHfNi,5,IM,IM,1.313,0.100946552375139,1998.6,-19.52,1.716,0.225264289224901,7.4,2.1540659228538,160.0
Co0.5CrFeMn1.5Ni ,5,SS+IM,FCC+IM,1.2773,0.0373371759095443,1776.3,-4.04,1.733,0.146359147305524,7.8,1.4,156.0
Co1.5Cr0.5FeMn0.5Ni,5,SS,FCC,1.25844444444444,0.0258933247138419,1786.77777777778,-3.50617283950617,1.81444444444444,0.118049999869275,8.44444444444445,1.25707872210942,168.888888888889
Co1.4CrFeMnNi,5,SS,FCC,1.26618518518519,0.0316727792226407,1798.74074074074,-4.11522633744856,1.77444444444444,0.136445168293411,8.07407407407407,1.3857990321385,163.333333333333
CoCr0.4Fe8Mn5.4Ni5.2,5,SS,FCC,1.27239,0.0371577493386453,1715.81,-3.5788,1.7743,0.142942331028985,8.26,1.1714947716486,159.4
CoCr0.75FeMn0.75Ni,5,SS,FCC,1.26383333333333,0.0306166278474681,1795.83333333333,-4.07407407407407,1.78388888888889,0.133172356527959,8.16666666666667,1.38443731048635,164.444444444444
CoCr1.25FeMn0.25Ni,5,SS,FCC,1.25261111111111,0.0190731814034551,1869.27777777778,-4.07407407407407,1.79611111111111,0.114946310601896,8.05555555555556,1.50820799561091,168.888888888889
CoCr1.3FeMnNi0.7,5,SS,FCC,1.26758,0.0326214165088355,1828.32,-3.7232,1.751,0.1354584807238,7.76,1.39370011121475,160.8
CoCrFe0.5Mn0.5Ni1.5,5,SS,FCC,1.25877777777778,0.0257279658925715,1823.33333333333,-4.83950617283951,1.79888888888889,0.129824192613142,8.33333333333333,1.56347191994114,167.777777777778
CoCrFeMnNi,5,SS,FCC,1.2674,0.03269463576718,1801.2,-4.16,1.766,0.138361844451424,8.0,1.4142135623731,162.0
CoCrFeMo0.3Ni,5,SS,FCC,1.26093023255814,0.0411649852734324,1943.20930232558,-4.15359653866955,1.84372093023256,0.127279645531312,8.09302325581395,1.53734826800357,176.511627906977
CoCrFeMo0.5Ni,5,SS+IM,FCC+IM,1.26933333333333,0.0503996478726253,1985.55555555556,-4.34567901234568,1.85777777777778,0.140457805271649,8.0,1.56347191994114,178.888888888889
