material_id,formula,element_A,element_B,count_A,count_B,lattice_constant,energy_per_atom,energy_above_hull
mp-1186016,Mo3Pt,Mo,Pt,3.0,1.0,3.973983999999999,-32.5310379425,0.073925947500001
mp-554201,MoF3,Mo,F,1.0,3.0,4.1039944,-11.359237805,0.050942731250000005
mp-1186032,Na3Ca,Na,Ca,3.0,1.0,5.354626,-4.344009657413793,0.08869919508620601
mp-982773,Na3Tl,Na,Tl,3.0,1.0,4.909227,-16.0486138275,0.022761539062500002
mp-1186094,Na3Zn,Na,Zn,3.0,1.0,4.861701,-4.830685386903182,0.091905777808356
mp-1186100,NaAg3,Na,Ag,1.0,3.0,4.244194,-16.887782317916667,0.07910761708333401
mp-1186137,NaHg3,Na,Hg,1.0,3.0,4.6406287299999995,-38.1108605175,0.018782196249999
mp-976589,NaIn3,Na,In,1.0,3.0,4.64798109,-17.9807438175,0.0
mp-20555,NaPb3,Na,Pb,1.0,3.0,4.8973938100000005,-43.2741074525,0.0
mp-1018021,NbCo3,Nb,Co,1.0,3.0,3.6148721200000002,-7.9987283537500025,0.017165442499997
mp-1339,NbIr3,Nb,Ir,1.0,3.0,3.91340971,-9.764000576249998,0.0022512100000040003
mp-1186225,NbOs3,Nb,Os,1.0,3.0,3.92105331,-45.99890788,0.039354171527783005
mp-2449,NbRh3,Nb,Rh,1.0,3.0,3.87893151,-8.548006143750001,0.008915387500001001
mp-11517,NbRu3,Nb,Ru,1.0,3.0,3.88510929,-25.37737399,0.038549347500001004
mp-953,NbZn3,Nb,Zn,1.0,3.0,3.9099834700000002,-3.633968082500001,0.0
mp-976358,Nd3Al,Nd,Al,3.0,1.0,4.88129481,-23.9522899725,0.023285550000000002
mp-1186262,Nd3Dy,Nd,Dy,3.0,1.0,5.16234665,-30.027698905,0.031258638125002
mp-1186278,Nd3Eu,Nd,Eu,3.0,1.0,5.26660533,-31.61139531,0.08233210562500301
mp-569382,Nd3Ga,Nd,Ga,3.0,1.0,4.8431115,-25.2177408325,0.065914542968751
mp-976420,Nd3Ho,Nd,Ho,3.0,1.0,5.152235110900873,-30.2540571325,0.029785583125001003
mp-21483,Nd3In,Nd,In,3.0,1.0,4.99280382,-28.080861645,0.0
mp-1186275,Nd3Lu,Nd,Lu,3.0,1.0,5.12666892,-31.5552117375,0.029125656250005003
mp-1186274,Nd3Mg,Nd,Mg,3.0,1.0,5.05270511,-3.9744771975,0.056144116249999
mp-974066,Nd3Sm,Nd,Sm,3.0,1.0,5.19126642,-29.4718374275,0.024900389375002004
mp-1533,Nd3Tl,Nd,Tl,3.0,1.0,4.98879862,-4.3779344925,0.001389274166667
mp-975388,NdDy3,Nd,Dy,1.0,3.0,5.065442564065929,-31.3012021525,0.039652511875001004
mp-1186300,NdEr3,Nd,Er,1.0,3.0,5.02770393,-32.7413676025,0.057211018125002004
mp-1186348,NdGd3,Nd,Gd,1.0,3.0,5.2035737300000005,-39.8089589325,0.09329728812500801
mp-975664,NdGe3,Nd,Ge,1.0,3.0,4.399687,-18.211795638541666,0.09500349937500001
mp-978094,NdHo3,Nd,Ho,1.0,3.0,5.0515786570578385,-31.96962803,0.045882151875002004
mp-21197,NdIn3,Nd,In,1.0,3.0,4.69861442,-24.8686835025,0.0
mp-20601,NdPb3,Nd,Pb,1.0,3.0,4.9098076200000005,-50.0392381975,0.0
mp-2333,NdPd3,Nd,Pd,1.0,3.0,4.16979582,-5.867924275,0.0
mp-569120,NdPt3,Nd,Pt,1.0,3.0,4.17857329,-6.593731339999998,0.017379455000005
mp-1186323,NdSm3,Nd,Sm,1.0,3.0,5.15155301,-29.626522555,0.027672930624998003
mp-1977,NdSn3,Nd,Sn,1.0,3.0,4.76251713,-4.699600329999999,0.0
mp-974779,NdTh3,Nd,Th,1.0,3.0,5.080630420012464,-62.3947046025,0.066244255625008
mp-569352,NdTl3,Nd,Tl,1.0,3.0,4.79514344,-3.283369942500002,0.0
mp-973232,NdTm3,Nd,Tm,1.0,3.0,5.01021699,-33.64574567,0.049542793124999006
mp-974865,NdY3,Nd,Y,1.0,3.0,5.13171666,-22.517697635,0.072005330624996
mp-21008,Ni3Ge,Ni,Ge,3.0,1.0,3.5303321,-12.7015624275,0.0
mp-12798,Ni3Pt,Ni,Pt,3.0,1.0,3.62456441,-5.9222313675,0.0
mp-976847,Ni3Sb,Ni,Sb,3.0,1.0,3.6911870900001382,-15.495076465,0.044902887500001
mp-11522,Ni3Sn,Ni,Sn,3.0,1.0,3.68955423,-5.523359006249999,0.0
mp-976784,NiAu3,Ni,Au,1.0,3.0,4.028168,-40.8452285325,0.088920869999995
mp-1186117,NiPt3,Ni,Pt,1.0,3.0,3.85503762,-6.061809969999999,0.0
mp-2573,NpAl3,Np,Al,1.0,3.0,4.24146011,-26.107760475,0.055517036250002004
mp-1186120,NpCo3,Np,Co,1.0,3.0,3.76011831,-30.6717495575,0.06966032499999701
mp-20821,NpGa3,Np,Ga,1.0,3.0,4.24020101,-5.703476890000001,0.0
mp-20365,NpGe3,Np,Ge,1.0,3.0,4.24441972,-31.4182884725,0.0
mp-21482,NpIn3,Np,In,1.0,3.0,4.659453,-37.683866312499994,0.006129355312502
mp-2375,NpPd3,Np,Pd,1.0,3.0,4.14004214,-38.7111744975,0.008822396250003
mp-11536,NpRh3,Np,Rh,1.0,3.0,4.01334177,-39.42137035,0.0
mp-881,NpSn3,Np,Sn,1.0,3.0,4.6983479500000005,-39.63593062,0.0
mp-1186381,Pa3Al,Pa,Al,3.0,1.0,4.51652992,-59.4517010425,0.011261787500004
mp-862864,Pa3Ge,Pa,Ge,3.0,1.0,4.47460569,-61.434581555,0.0
mp-862862,Pa3Sb,Pa,Sb,3.0,1.0,4.595117770000235,-64.4533125925,0.0
mp-862861,Pa3Si,Pa,Si,3.0,1.0,4.440774621050497,-60.1509647375,0.0
mp-862863,Pa3Te,Pa,Te,3.0,1.0,4.57029893,-64.406971205,0.0
mp-983497,Pa3Zn,Pa,Zn,3.0,1.0,4.508804,-59.831995516078436,0.080064038333333
mp-973865,PaAl3,Pa,Al,1.0,3.0,4.28510373,-24.509492465,0.039448917499999
mp-864655,PaCo3,Pa,Co,1.0,3.0,3.78351721000028,-29.302208512500002,0.0
mp-973908,PaFe3,Pa,Fe,1.0,3.0,3.871023857724161,-8.7414261875,0.031237945000000003
mp-861982,PaGa3,Pa,Ga,1.0,3.0,4.272575200009712,-28.18012843,0.005984425000001001
mp-862816,PaGe3,Pa,Ge,1.0,3.0,4.25311254,-30.0228797875,0.0
mp-861987,PaIn3,Pa,In,1.0,3.0,4.641244907194472,-36.3995507025,0.0
mp-30741,PaIr3,Pa,Ir,1.0,3.0,4.06933556,-59.40801936,0.0
mp-30825,PaRh3,Pa,Rh,1.0,3.0,4.03072325,-38.2545690025,0.0
mp-862820,PaSi3,Pa,Si,1.0,3.0,4.10481946,-26.1356554975,0.011086721666664
mp-999298,Pd3Au,Pd,Au,3.0,1.0,3.96767809,-29.9159686975,0.0
mp-20849,Pd3Pb,Pd,Pb,3.0,1.0,4.07925891,-31.594734065,0.0
mp-973834,PdAu3,Pd,Au,1.0,3.0,4.07108259,-43.77047527,0.004613015000003
mp-1186489,Pm3Al,Pm,Al,3.0,1.0,4.85669985,-24.0449443275,0.032201197499997
mp-1186490,Pm3Dy,Pm,Dy,3.0,1.0,5.13106614,-30.1177793875,0.033130765624996006
mp-1186495,Pm3Er,Pm,Er,3.0,1.0,5.11645287,-30.59994598,0.036872158541662
mp-1186501,Pm3Ga,Pm,Ga,3.0,1.0,4.80425174,-25.31560426,0.0
mp-1186522,Pm3Gd,Pm,Gd,3.0,1.0,5.14596222,-32.9608549625,0.043855709375002
mp-862731,Pm3Ge,Pm,Ge,3.0,1.0,4.76111703,-26.0228363675,0.0
mp-867189,Pm3Pb,Pm,Pb,3.0,1.0,4.94401984001122,-36.6537820725,0.0
mp-867165,Pm3Si,Pm,Si,3.0,1.0,4.73925754,-24.650068435,0.0
mp-1186530,Pm3Sm,Pm,Sm,3.0,1.0,5.15767681,-29.5614950325,0.027195394374995
mp-867164,Pm3Sn,Pm,Sn,3.0,1.0,4.90953212368229,-28.85888808,0.0
mp-867199,Pm3Tl,Pm,Tl,3.0,1.0,4.95118021,-35.7437989475,0.0
mp-982880,Pm3Y,Pm,Y,3.0,1.0,5.152141230014097,-27.19141733,0.042442256874998
mp-1186534,PmAs3,Pm,As,1.0,3.0,4.4057918,-18.9855850475,0.0
mp-1186552,PmDy3,Pm,Dy,1.0,3.0,5.05363758,-31.33337831,0.038127224375003
mp-1186551,PmEr3,Pm,Er,1.0,3.0,5.01180227,-32.772828655,0.056400835625005
mp-1186601,PmGd3,Pm,Gd,1.0,3.0,5.19581107,-39.843104,0.089803090625011
mp-1186587,PmHo3,Pm,Ho,1.0,3.0,5.03332709,-32.0023455575,0.043815494375003004
mp-862920,PmIn3,Pm,In,1.0,3.0,4.677134120364843,-24.897778725,0.0
mp-1186243,PmNd3,Pm,Nd,1.0,3.0,5.19951188,-29.4246740775,0.023985774999999
mp-862954,PmPd3,Pm,Pd,1.0,3.0,4.15233055,-25.446404765,0.0
mp-1186640,PmSm3,Pm,Sm,1.0,3.0,5.14031211,-29.6565630425,0.028283313124997003
mp-862960,PmSn3,Pm,Sn,1.0,3.0,4.74385028,-26.4286418975,0.0
mp-1186658,PmTh3,Pm,Th,1.0,3.0,5.0728964,-62.43087638,0.060723348125009007
mp-862970,PmTl3,Pm,Tl,1.0,3.0,4.77538698,-47.648901045,0.0
mp-1186656,PmTm3,Pm,Tm,1.0,3.0,4.9950040399999995,-33.675012335,0.056163663749998004
mp-2093,Pr3Al,Pr,Al,3.0,1.0,4.92749911,-23.9237330775,0.032819397916668006
mp-1186705,Pr3Dy,Pr,Dy,3.0,1.0,5.1968307,-30.008954145,0.039463937499998006
mp-975639,Pr3Er,Pr,Er,3.0,1.0,5.18359198,-30.4918056625,0.042520405416667004
mp-11406,Pr3Ga,Pr,Ga,3.0,1.0,4.88166238,-25.18056708,0.08324435048611101
mp-19764,Pr3In,Pr,In,3.0,1.0,5.0344244400000004,-28.05680186,0.0
mp-21481,Pr3Pb,Pr,Pb,3.0,1.0,5.01773759,-36.55282001,0.041937439444446
mp-1186727,Pr3Sm,Pr,Sm,3.0,1.0,5.23238001,-29.4514395125,0.034758843750001
mp-571188,Pr3Sn,Pr,Sn,3.0,1.0,4.98284356,-5.026782072499998,0.019893789861113002
mp-693,Pr3Tl,Pr,Tl,3.0,1.0,5.03162667,-35.6292710875,0.013996960277779
mp-1186734,Pr3Y,Pr,Y,3.0,1.0,5.21846549,-27.086098915,0.045268601250000005
mp-570409,PrAl3,Pr,Al,1.0,3.0,4.380321,-12.79566481625,0.08849793
mp-976138,PrDy3,Pr,Dy,1.0,3.0,5.07739571,-31.29122377,0.046117740833338
mp-976147,PrEr3,Pr,Er,1.0,3.0,5.04441968117049,-32.7327210775,0.06234438958333
mp-981546,PrHo3,Pr,Ho,1.0,3.0,5.058704850759656,-31.95945094,0.052546088333333005
mp-20903,PrIn3,Pr,In,1.0,3.0,4.72156416,-24.861955985,0.0
mp-20939,PrPb3,Pr,Pb,1.0,3.0,4.92583102,-50.0464719075,0.0
mp-1571,PrPd3,Pr,Pd,1.0,3.0,4.18866769,-5.842111450000001,0.0
mp-12598,PrPt3,Pr,Pt,1.0,3.0,4.19792775,-6.555701919999997,0.051970317500003006
mp-975802,PrSb3,Pr,Sb,1.0,3.0,4.84798,-27.27356862,0.071254642500001
mp-975797,PrSm3,Pr,Sm,1.0,3.0,5.16512696,-29.619370055,0.031312277083333
mp-376,PrSn3,Pr,Sn,1.0,3.0,4.78228672,-4.70991059,0.0
mp-2026,PrTl3,Pr,Tl,1.0,3.0,4.81674655,-47.63103788,0.0
mp-20828,Pt3Pb,Pt,Pb,3.0,1.0,4.09973384,-52.808339165,0.034657805000001006
mp-974395,Pt3Rh,Pt,Rh,3.0,1.0,3.9101831755850327,-44.666513225,0.018150764999994
mp-974370,PtRh3,Pt,Rh,1.0,3.0,3.840904399185053,-30.99689046,0.0019054425000000002
mp-581934,Pu3Ge,Pu,Ge,3.0,1.0,4.58766757,-68.8821095375,0.0
mp-580329,Pu3Sn,Pu,Sn,3.0,1.0,4.7515794,-71.618475575,0.0
mp-10907,PuAl3,Pu,Al,1.0,3.0,4.26078837,-26.99973379,0.045441950624997
mp-21484,PuGe3,Pu,Ge,1.0,3.0,4.26020501,-32.38645921,0.0
mp-20360,PuIn3,Pu,In,1.0,3.0,4.6517148,-38.949529615,0.0
mp-21172,PuPb3,Pu,Pb,1.0,3.0,4.812079,-6.521783735,0.0
mp-21085,PuPd3,Pu,Pd,1.0,3.0,4.13336366,-8.052654490000002,0.0
mp-2523,PuPt3,Pu,Pt,1.0,3.0,4.10158149,-8.8359615525,0.0
mp-1678,PuRh3,Pu,Rh,1.0,3.0,4.02138207,-9.503804684999999,0.0
mp-975019,Rb3Cd,Rb,Cd,3.0,1.0,6.312502,-0.9118607200000001,0.06653064298076901
mp-974951,Rb3Hg,Rb,Hg,3.0,1.0,6.330224,-0.8559600725000001,0.06380580652343701
mp-974866,Rb3Na,Rb,Na,3.0,1.0,6.76059785,-1.022431387499999,0.048399361530173005
mp-1186902,Re3Ir,Re,Ir,3.0,1.0,3.88196526,-52.50265132,0.0
mp-190,ReO3,Re,O,4.0,12.0,6.521440970807694,-8.95748831,0.0
mp-974335,RuRh3,Ru,Rh,1.0,3.0,3.799530710000274,-24.4239551925,0.034719832083336004
mp-1186928,SbPd3,Sb,Pd,1.0,3.0,4.02651189,-23.990543775,0.075649527857144
mp-973342,SbRh3,Sb,Rh,1.0,3.0,3.92885324,-24.8047940575,0.005245416250001
mp-978498,Sc3Al,Sc,Al,3.0,1.0,4.43330466,-10.46850362,0.052203802499999
mp-1186967,Sc3Hg,Sc,Hg,3.0,1.0,4.46465973,-21.140572345,0.021109168750001003
mp-570428,Sc3In,Sc,In,3.0,1.0,4.53260835,-14.5525640675,0.017998442499999
mp-1186970,Sc3Sn,Sc,Sn,3.0,1.0,4.5199508,-15.2347699825,0.005275915000000001
mp-2121,ScAl3,Sc,Al,1.0,3.0,4.08780657,-8.3778229425,0.0
mp-10694,ScF3,Sc,F,1.0,3.0,4.03934176637926,-9.4117584,0.00025103375000000005
mp-932,ScGa3,Sc,Ga,1.0,3.0,4.08175681,-11.9457371675,0.0
mp-20539,ScIn3,Sc,In,1.0,3.0,4.49569418,-20.16830582,0.0
mp-12593,ScIr3,Sc,Ir,1.0,3.0,3.9276704000000002,-8.833036270000001,0.0
mp-1186985,ScNi3,Sc,Ni,1.0,3.0,3.6748866,-6.31645434,0.023939822083333003
mp-2677,ScPd3,Sc,Pd,1.0,3.0,3.97964867,-20.93176475,0.0
mp-481,ScPt3,Sc,Pt,1.0,3.0,3.98423648,-7.176433737499998,0.0
mp-635,ScRh3,Sc,Rh,1.0,3.0,3.90356547,-7.7131895625,0.0
mp-828,SiNi3,Si,Ni,1.0,3.0,3.46374006,-11.6134307,0.0
mp-11222,Sm3Al,Sm,Al,3.0,1.0,4.848246,-24.1910053084375,0.029456104062500002
mp-972502,Sm3Dy,Sm,Dy,3.0,1.0,5.141266451988548,-30.2922527375,0.002891308750001
mp-972539,Sm3Er,Sm,Er,3.0,1.0,5.092112570053503,-30.7446031725,0.036448859166668006
mp-1187053,Sm3Eu,Sm,Eu,3.0,1.0,5.128426,-31.8626481825,0.06726573625
mp-20366,Sm3Ga,Sm,Ga,3.0,1.0,4.805937,-25.461154921718748,0.07426452031250001
mp-978949,Sm3Ho,Sm,Ho,3.0,1.0,5.099058110313513,-30.4855860075,0.035891361250001
mp-21202,Sm3In,Sm,In,3.0,1.0,4.92785002,-28.315906105,0.0
mp-979253,Sm3Tm,Sm,Tm,3.0,1.0,5.087483191185227,-31.0454880975,0.034467214999995
mp-19977,SmIn3,Sm,In,1.0,3.0,4.6628834,-24.9358003025,0.0
mp-867238,SmPb3,Sm,Pb,1.0,3.0,4.8866422734052275,-50.083560365,0.0
mp-357,SmPd3,Sm,Pd,1.0,3.0,4.14062245,-25.50744682,0.0
mp-30845,SmPt3,Sm,Pt,1.0,3.0,4.14650321,-6.6283293125,0.0
mp-2484,SmSn3,Sm,Sn,1.0,3.0,4.73345707,-4.647429759999998,0.0
mp-978507,SmTh3,Sm,Th,1.0,3.0,5.06620012,-62.4830492825,0.056628410000008005
mp-11569,SmTl3,Sm,Tl,1.0,3.0,4.76240186,-3.227397340000003,0.0
mp-978514,SmTm3,Sm,Tm,1.0,3.0,4.98530758,-33.724246612499996,0.049770684999998004
mp-978823,SmY3,Sm,Y,1.0,3.0,5.110425810000114,-22.59494441,0.073487389999996
mp-1187024,Sn3Bi,Sn,Bi,3.0,1.0,4.892745,-33.08674423749999,0.09846203375000301
mp-1187037,Sn3Sb,Sn,Sb,3.0,1.0,4.822632,-24.90540464,0.08081212749999901
mp-718,SnPd3,Sn,Pd,1.0,3.0,4.00703442,-23.89979332,0.0
mp-20971,SnPt3,Sn,Pt,1.0,3.0,4.02927876,-45.204039005,0.0
mp-1187105,Sr3Ca,Sr,Ca,3.0,1.0,5.98872189,-13.0798042625,0.039014964999998
mp-1187222,Sr3Eu,Sr,Eu,3.0,1.0,6.06440216,-20.921714485,0.067751996249999
mp-1094786,Sr3Mg,Sr,Mg,3.0,1.0,5.65022,-12.360999644166666,0.07438252958333301
mp-23159,SrBi3,Sr,Bi,1.0,3.0,5.05221907,-48.1194439475,0.051393767812498006
mp-1187151,SrCa3,Sr,Ca,1.0,3.0,5.71677784,-9.033823665,0.031311877499998
mp-1187168,SrEu3,Sr,Eu,1.0,3.0,5.74443281,-32.604485185,0.07259211874999401
mp-1187154,SrIn3,Sr,In,1.0,3.0,4.8395793,-2.771468407499998,0.052577543000000004
mp-21162,SrPb3,Sr,Pb,1.0,3.0,5.00469932,-46.4242844625,0.0
mp-1186760,SrSn3,Sr,Sn,1.0,3.0,4.8451645,-22.700657495,0.056590986666662006
mp-1206636,SrTl3,Sr,Tl,1.0,3.0,4.94518977,-43.965380115,0.029404816250000004
mp-1187219,Ta3Pt,Ta,Pt,3.0,1.0,4.10272004,-10.643932675000002,0.052959845416662
mp-11358,TaCo3,Ta,Co,1.0,3.0,3.62273736,-8.556960571666666,0.0
mp-265,TaIr3,Ta,Ir,1.0,3.0,3.90530826,-52.17511517,0.0
mp-1187243,TaOs3,Ta,Os,1.0,3.0,3.91497248,-52.049900465,0.0
mp-1020,TaRh3,Ta,Rh,1.0,3.0,3.86978351,-30.88891147,0.0
mp-867816,TaRu3,Ta,Ru,1.0,3.0,3.8775377700113274,-31.4207273,0.056707089166664004
mp-1187250,TaTi3,Ta,Ti,1.0,3.0,4.133054,-21.756308725666667,0.09496721249999801
mp-1187257,TaZn3,Ta,Zn,1.0,3.0,3.89079388,-18.9217436225,0.016571697812498003
mp-11226,Tb3Al,Tb,Al,3.0,1.0,4.76091752,-25.331821465,0.028561403750000002
mp-1187281,Tb3Er,Tb,Er,3.0,1.0,5.0229958,-31.858207665,0.042976739166665
mp-1187304,Tb3Eu,Tb,Eu,3.0,1.0,5.071621,-32.96418250125,0.08586378999999701
mp-1187279,Tb3Hg,Tb,Hg,3.0,1.0,4.822497,-35.9647347475,0.08768202499999901
mp-1187285,Tb3Ho,Tb,Ho,3.0,1.0,5.0311918,-31.6002142425,0.045894345
mp-1187291,Tb3Lu,Tb,Lu,3.0,1.0,5.00818078,-32.8992585025,0.040537155833334004
mp-1187305,Tb3Sc,Tb,Sc,3.0,1.0,4.94020091,-26.2082594525,0.06118799875000001
mp-1187306,Tb3Tm,Tb,Tm,3.0,1.0,5.01690989,-32.1595319825,0.040555702500000006
mp-1187314,Tb3Y,Tb,Y,3.0,1.0,5.05923474,-28.44600718,0.05221867250000001
mp-1186855,TbAl3,Tb,Al,1.0,3.0,4.24402426,-13.3113046,0.033113008750000006
mp-11418,TbGa3,Tb,Ga,1.0,3.0,4.25508228,-16.943441795000002,0.051655916250002
mp-1187338,TbHo3,Tb,Ho,1.0,3.0,5.00476522,-32.4218209725,0.051742497500001004
mp-20920,TbIn3,Tb,In,1.0,3.0,4.62079616,-25.27876475,0.0
mp-21156,TbPb3,Tb,Pb,1.0,3.0,4.85482046,-4.240403090000001,0.0
mp-2747,TbPd3,Tb,Pd,1.0,3.0,4.09957686,-25.94343983,0.0
mp-1549,TbPt3,Tb,Pt,1.0,3.0,4.10499822,-47.513297495,0.0
mp-11570,TbSn3,Tb,Sn,1.0,3.0,4.69795646,-4.607088845,0.019348855833334
mp-1187390,TbTh3,Tb,Th,1.0,3.0,5.05192507,-62.86601428,0.047040870000003
mp-1886,TbTl3,Tb,Tl,1.0,3.0,4.72212492,-3.1809327275,0.0
mp-972156,TbY3,Tb,Y,1.0,3.0,5.08882616,-22.9632839275,0.078525329999997
mp-1187064,Th3In,Th,In,3.0,1.0,4.95489198,-60.9686243475,0.0
mp-978964,Th3Mg,Th,Mg,3.0,1.0,4.964193,-5.8940800525,0.07393113875000301
mp-1187052,Th3Pa,Th,Pa,3.0,1.0,4.93203163,-74.22946154,0.09098961750000001
mp-1187049,Th3Pb,Th,Pb,3.0,1.0,4.98454339,-69.402885245,0.056559346875005
mp-1187471,ThBi3,Th,Bi,1.0,3.0,4.95683732,-5.1065208375,0.055899622500005006
mp-20206,ThIn3,Th,In,1.0,3.0,4.72751292,-35.754666815,0.0
mp-1187447,ThPa3,Th,Pa,1.0,3.0,4.736582,-75.93405369000001,0.07677548249999601
mp-21381,ThPb3,Th,Pb,1.0,3.0,4.89512194,-60.9032221875,0.0
mp-1187452,ThPt3,Th,Pt,1.0,3.0,4.21705778,-58.124491545,0.015857318750001
mp-2509,ThRh3,Th,Rh,1.0,3.0,4.10888851,-37.20409551,0.0
mp-435,ThSn3,Th,Sn,1.0,3.0,4.7435484,-37.3505039125,0.018821856249999002
mp-2061,ThTl3,Th,Tl,1.0,3.0,4.80347449,-58.4883097775,0.0
mp-2560,Ti3Hg,Ti,Hg,3.0,1.0,4.139949,-22.102944145000002,0.070988241249999
mp-1187665,Ti3In,Ti,In,3.0,1.0,4.15623723,-6.72171636375,0.014760678749999001
mp-980945,Ti3Nb,Ti,Nb,3.0,1.0,4.133433,-15.802386037500002,0.084450384999998
mp-570691,Ti3Sn,Ti,Sn,3.0,1.0,4.15692889,-16.175374855,0.033543316249999004
mp-866186,Ti3Zn,Ti,Zn,3.0,1.0,4.00375191,-6.3436128725,0.010461699166667001
mp-998981,TiAl3,Ti,Al,1.0,3.0,3.95567125,-8.6943452175,0.023057415
mp-608,TiCo3,Ti,Co,1.0,3.0,3.58680216,-13.3232120225,0.040453574999999006
mp-246,TiF3,Ti,F,2.0,6.0,5.527406044042365,-7.078806645,0.0
mp-1089,TiIr3,Ti,Ir,1.0,3.0,3.8576817,-9.335620634999998,0.0
mp-636328,TiPd3,Ti,Pd,1.0,3.0,3.897710450014267,-21.104244075,0.004809819374997
mp-12107,TiPt3,Ti,Pt,1.0,3.0,3.92452764,-42.7729185075,0.0048638332142800006
mp-1152,TiRh3,Ti,Rh,1.0,3.0,3.825970309999999,-8.1150613775,0.0
mp-21289,TiZn3,Ti,Zn,1.0,3.0,3.88083322,-3.118828469999997,0.006043867499998
mp-1187532,Tl3Au,Tl,Au,3.0,1.0,4.73532544,-52.4901764975,0.074874852500002
mp-1187502,Tl3Bi,Tl,Bi,3.0,1.0,4.98576842,-54.5305408875,0.011970042499996001
mp-979269,Tl3Cd,Tl,Cd,3.0,1.0,4.837151090000911,-44.8392726375,0.071452719999996
mp-972185,Tl3Hg,Tl,Hg,3.0,1.0,4.850267390000227,-52.20823689,0.027282111666664003
mp-1187638,Tl3In,Tl,In,3.0,1.0,4.9128728299999995,-45.4758496675,0.05327636250000001
mp-1187486,Tl3Sb,Tl,Sb,3.0,1.0,4.94354825,-46.315111135,0.017860456071417
mp-1187484,TlBi3,Tl,Bi,1.0,3.0,5.035145,-57.08873128416666,0.09362152250000101
mp-11474,TlHg3,Tl,Hg,1.0,3.0,4.80549767,-50.347947845,0.0
mp-569785,TlPd3,Tl,Pd,1.0,3.0,4.06539534,-30.7165175375,0.035740123749999006
mp-1187636,Tm3Hg,Tm,Hg,3.0,1.0,4.743084,-38.87282983583333,0.092455349166669
mp-1187699,Tm3In,Tm,In,3.0,1.0,4.7579436,-32.31418502,0.014337195000003002
mp-971957,Tm3Pb,Tm,Pb,3.0,1.0,4.7952213100000005,-4.523694734999999,0.094442631666662
mp-768,TmAl3,Tm,Al,1.0,3.0,4.19201623,-14.2813125,0.0018575050000000002
mp-1603,TmGa3,Tm,Ga,1.0,3.0,4.19988828,-17.89732271,0.010813862499997001
mp-21177,TmIn3,Tm,In,1.0,3.0,4.58532908,-26.18468408,0.0
mp-1187579,TmMg3,Tm,Mg,1.0,3.0,4.60812822,-11.939458185,0.015500002321431
mp-19820,TmPb3,Tm,Pb,1.0,3.0,4.83226601,-4.119336064999999,0.0
mp-982,TmPd3,Tm,Pd,1.0,3.0,4.05901324,-26.9543678175,0.0
mp-2351,TmPt3,Tm,Pt,1.0,3.0,4.06374824,-48.557938575,0.0
mp-1187567,TmRh3,Tm,Rh,1.0,3.0,3.982475619999999,-7.2051085425,0.010743958750000001
mp-980014,TmTh3,Tm,Th,1.0,3.0,5.038114055788945,-63.843850582500004,0.042858102500012006
mp-817,TmTl3,Tm,Tl,1.0,3.0,4.69516739,-48.894968215,0.0
mp-972422,U3Ge,U,Ge,3.0,1.0,4.28812556,-63.613471675,0.0
mp-570637,U3Si,U,Si,3.0,1.0,4.24041411,-62.3881011575,0.032221368749993005
mp-1723,UAl3,U,Al,1.0,3.0,4.27986327,-25.299551655,0.0
mp-20214,UGa3,U,Ga,1.0,3.0,4.26868079,-28.954788755,0.0
mp-2607,UGe3,U,Ge,1.0,3.0,4.21717601,-30.6902148525,0.0
mp-20941,UIn3,U,In,1.0,3.0,4.64520852,-37.22198858,0.0
mp-1044,UIr3,U,Ir,1.0,3.0,4.03418669,-10.112259965,0.0
mp-375,UO3,U,O,1.0,3.0,4.13541623,-10.14600257,0.0
mp-1150,URh3,U,Rh,1.0,3.0,3.99671969,-38.7983576,0.0
mp-1263,URu3,U,Ru,1.0,3.0,3.971163879999999,-39.4077992525,0.0
mp-2800,USi3,U,Si,1.0,3.0,4.00507319,-26.86342115,0.0
mp-20336,USn3,U,Sn,1.0,3.0,4.67700367,-5.9550013974999985,0.0
mp-1017529,VCo3,V,Co,1.0,3.0,3.47753287,-13.435267575,0.087322275
mp-1082,VIr3,V,Ir,1.0,3.0,3.81681618,-43.3339806325,0.015957168749999
mp-568711,VPd3,V,Pd,1.0,3.0,3.8798502,-21.0090882,0.0
mp-372,VPt3,V,Pt,1.0,3.0,3.90117495,-7.278877522500004,0.0
mp-1185,VRh3,V,Rh,1.0,3.0,3.77976254,-22.0316925225,0.008832503749999
mp-11578,VZn3,V,Zn,1.0,3.0,3.78548049,-10.279198585,0.0
mp-19390,WO3,W,O,1.0,3.0,3.80620475,-9.1336724825,0.007691435312500001
mp-30338,Y3Al,Y,Al,3.0,1.0,4.79300839,-17.0998973575,0.07052767812499901
mp-11231,YAl3,Y,Al,1.0,3.0,4.24003056,-10.567003915,0.034990184999999
mp-979423,YGa3,Y,Ga,1.0,3.0,4.25505797,-4.4254350025,0.049635663749999004
mp-980082,YHo3,Y,Ho,1.0,3.0,5.0221568861409365,-29.6760142425,0.065197077500002
mp-20131,YIn3,Y,In,1.0,3.0,4.62564492,-22.534827565,0.0
mp-20291,YPb3,Y,Pb,1.0,3.0,4.8624544499999995,-47.65474169,0.015527627499999001
mp-559,YPd3,Y,Pd,1.0,3.0,4.09992176,-23.1804173275,0.0
