Al_frac,C_frac,Co_frac,Cr_frac,Cu_frac,Fe_frac,Hf_frac,Mn_frac,Mo_frac,Nb_frac,Ni_frac,Si_frac,Ta_frac,Ti_frac,V_frac,Zr_frac,mean_atomic_radius_pm,std_atomic_radius_pm,atomic_size_mismatch_pct,mean_atomic_mass_gmol,std_atomic_mass_gmol,mean_electronegativity,std_electronegativity,VEC_avg,mixing_entropy_J_per_molK,mixing_entropy_over_R,n_elements,temperature_C,processing_ANNEAL,processing_CAST,processing_OTHER,processing_WROUGHT,phase_BCC,phase_FCC,phase_other,source_MPEA_dataset,test_type_T,year,yield_strength_MPa,ys_log10
0.16258741258741258,0.0,0.16258741258741258,0.16258741258741258,0.0,0.16258741258741258,0.0,0.0,0.0,0.0,0.34965034965034963,0.0,0.0,0.0,0.0,0.0,128.227273,6.651207,5.187046,52.024421,11.298275,1.802692,0.120277,7.723776,12.877489,1.548806,5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2017,545.0,2.7363965022766426
0.1608416547788873,0.0,0.1608416547788873,0.1608416547788873,0.0,0.1608416547788873,0.0,0.0,0.0,0.0,0.35663338088445073,0.0,0.0,0.0,0.0,0.0,128.181883,6.629734,5.17213,52.096028,11.258455,1.803845,0.12014,7.748217,12.832143,1.543352,5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2017,545.0,2.7363965022766426
0.11889081455805893,0.0,0.17816291161178507,0.17816291161178507,0.0,0.34662045060658575,0.0,0.0,0.0,0.0,0.17816291161178507,0.0,0.0,0.0,0.0,0.0,127.842981,5.706692,4.463829,52.785345,9.770905,1.796718,0.106682,7.583709,12.824729,1.54246,5,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2016,866.0,2.937517892017347
0.0,0.0,0.3500175008750438,0.15015750787539378,0.0,0.19985999299965,0.0,0.0,0.10010500525026252,0.0,0.19985999299965,0.0,0.0,0.0,0.0,0.0,126.851943,4.235803,3.339171,60.931973,11.929659,1.870998,0.125357,8.249212,12.689096,1.526147,5,25.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2017,350.0,2.5440680443502757
0.0,0.0,0.3500175008750438,0.15015750787539378,0.0,0.19985999299965,0.0,0.0,0.10010500525026252,0.0,0.19985999299965,0.0,0.0,0.0,0.0,0.0,126.851943,4.235803,3.339171,60.931973,11.929659,1.870998,0.125357,8.249212,12.689096,1.526147,5,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2017,1311.0,3.117602691690084
0.0,0.0,0.3500175008750438,0.15015750787539378,0.0,0.19985999299965,0.0,0.0,0.10010500525026252,0.0,0.19985999299965,0.0,0.0,0.0,0.0,0.0,126.851943,4.235803,3.339171,60.931973,11.929659,1.870998,0.125357,8.249212,12.689096,1.526147,5,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2017,1212.0,3.0835026198302673
0.0,0.0,0.3500175008750438,0.15015750787539378,0.0,0.19985999299965,0.0,0.0,0.10010500525026252,0.0,0.19985999299965,0.0,0.0,0.0,0.0,0.0,126.851943,4.235803,3.339171,60.931973,11.929659,1.870998,0.125357,8.249212,12.689096,1.526147,5,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2017,1028.0,3.011993114659257
0.0,0.0,0.3500175008750438,0.15015750787539378,0.0,0.19985999299965,0.0,0.0,0.10010500525026252,0.0,0.19985999299965,0.0,0.0,0.0,0.0,0.0,126.851943,4.235803,3.339171,60.931973,11.929659,1.870998,0.125357,8.249212,12.689096,1.526147,5,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2017,879.0,2.9439888750737717
0.0,0.0,0.3500175008750438,0.15015750787539378,0.0,0.19985999299965,0.0,0.0,0.10010500525026252,0.0,0.19985999299965,0.0,0.0,0.0,0.0,0.0,126.851943,4.235803,3.339171,60.931973,11.929659,1.870998,0.125357,8.249212,12.689096,1.526147,5,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2017,799.0,2.902546779313991
0.0,0.0,0.3500175008750438,0.15015750787539378,0.0,0.19985999299965,0.0,0.0,0.10010500525026252,0.0,0.19985999299965,0.0,0.0,0.0,0.0,0.0,126.851943,4.235803,3.339171,60.931973,11.929659,1.870998,0.125357,8.249212,12.689096,1.526147,5,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2017,350.0,2.5440680443502757
0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,125.75,1.47902,1.176159,56.366923,2.800658,1.82,0.096695,8.25,11.526293,1.386294,4,25.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2016,155.0,2.1903316981702914
0.0,0.0,0.24491795248591722,0.24491795248591722,0.0,0.24491795248591722,0.0,0.0,0.02032819005633113,0.0,0.24491795248591722,0.0,0.0,0.0,0.0,0.0,126.019349,2.374732,1.884418,57.171576,6.235975,1.826912,0.107061,8.204262,12.117723,1.457427,5,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2016,198.8,2.2984163800612945
0.0,0.0,0.23764258555133078,0.23764258555133078,0.0,0.23764258555133078,0.0,0.0,0.0494296577946768,0.0,0.23764258555133078,0.0,0.0,0.0,0.0,0.0,126.404943,3.213785,2.542452,58.323501,9.004174,1.836806,0.119664,8.138783,12.593108,1.514603,5,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2016,254.7,2.406028944963615
0.0,0.0,0.23234200743494424,0.23234200743494424,0.0,0.23234200743494424,0.0,0.0,0.07063197026022304,0.0,0.23234200743494424,0.0,0.0,0.0,0.0,0.0,126.685874,3.682045,2.906437,59.162754,10.494788,1.844015,0.127585,8.091078,12.834606,1.543648,5,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2016,305.3,2.4847268042986617
0.0,0.0,0.23234200743494424,0.23234200743494424,0.0,0.23234200743494424,0.0,0.0,0.07063197026022304,0.0,0.23234200743494424,0.0,0.0,0.0,0.0,0.0,126.685874,3.682045,2.906437,59.162754,10.494788,1.844015,0.127585,8.091078,12.834606,1.543648,5,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2016,815.5,2.9114239653762946
0.0,0.0,0.23234200743494424,0.23234200743494424,0.0,0.23234200743494424,0.0,0.0,0.07063197026022304,0.0,0.23234200743494424,0.0,0.0,0.0,0.0,0.0,126.685874,3.682045,2.906437,59.162754,10.494788,1.844015,0.127585,8.091078,12.834606,1.543648,5,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2016,646.7,2.8107028609471167
0.0,0.0,0.23234200743494424,0.23234200743494424,0.0,0.23234200743494424,0.0,0.0,0.07063197026022304,0.0,0.23234200743494424,0.0,0.0,0.0,0.0,0.0,126.685874,3.682045,2.906437,59.162754,10.494788,1.844015,0.127585,8.091078,12.834606,1.543648,5,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2016,683.7,2.834865579900038
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2017,243.0,2.385606273598312
0.0,0.003984063745019921,0.19920318725099603,0.19920318725099603,0.0,0.19920318725099603,0.0,0.19920318725099603,0.0,0.0,0.19920318725099603,0.0,0.0,0.0,0.0,0.0,125.776892,3.79951,3.020833,55.905561,3.779189,1.769124,0.146652,7.984064,13.54439,1.629016,6,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2017,446.0,2.649334858712142
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2017,249.0,2.3961993470957363
0.0,0.003984063745019921,0.19920318725099603,0.19920318725099603,0.0,0.19920318725099603,0.0,0.19920318725099603,0.0,0.0,0.19920318725099603,0.0,0.0,0.0,0.0,0.0,125.776892,3.79951,3.020833,55.905561,3.779189,1.769124,0.146652,7.984064,13.54439,1.629016,6,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2017,581.0,2.7641761323903307
0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,125.75,1.47902,1.176159,56.366923,2.800658,1.82,0.096695,8.25,11.526293,1.386294,4,25.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2016,190.0,2.278753600952829
0.03929411764705883,0.0,0.23529411764705882,0.23529411764705882,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.019529411764705882,0.0,0.0,126.842824,4.623393,3.644978,55.046251,6.401538,1.80628,0.108976,7.960706,13.019227,1.565853,6,25.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2016,210.0,2.322219294733919
0.03929411764705883,0.0,0.23529411764705882,0.23529411764705882,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.019529411764705882,0.0,0.0,126.842824,4.623393,3.644978,55.046251,6.401538,1.80628,0.108976,7.960706,13.019227,1.565853,6,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2016,645.0,2.8095597146352675
0.03929411764705883,0.0,0.23529411764705882,0.23529411764705882,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.019529411764705882,0.0,0.0,126.842824,4.623393,3.644978,55.046251,6.401538,1.80628,0.108976,7.960706,13.019227,1.565853,6,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2016,1005.0,3.002166061756508
0.10007199424046077,0.0,0.24982001439884807,0.07991360691144708,0.0,0.15010799136069114,0.0,0.0,0.0,0.0,0.3599712023038157,0.0,0.0,0.060115190784737225,0.0,0.0,128.153708,7.266533,5.67017,53.966228,9.494922,1.818254,0.122471,8.069114,13.305259,1.600255,6,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2015,568.0,2.754348335711019
0.10007199424046077,0.0,0.24982001439884807,0.07991360691144708,0.0,0.15010799136069114,0.0,0.0,0.0,0.0,0.3599712023038157,0.0,0.0,0.060115190784737225,0.0,0.0,128.153708,7.266533,5.67017,53.966228,9.494922,1.818254,0.122471,8.069114,13.305259,1.600255,6,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2015,596.0,2.7752462597402365
0.16787122207621552,0.0,0.16787122207621552,0.16787122207621552,0.0,0.16787122207621552,0.0,0.0,0.0,0.0,0.328515111695138,0.0,0.0,0.0,0.0,0.0,128.364652,6.713913,5.230344,51.807691,11.415214,1.799205,0.120625,7.649803,13.003801,1.563998,5,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2017,545.0,2.7363965022766426
0.16258741258741258,0.0,0.16258741258741258,0.16258741258741258,0.0,0.16258741258741258,0.0,0.0,0.0,0.0,0.34965034965034963,0.0,0.0,0.0,0.0,0.0,128.227273,6.651207,5.187046,52.024421,11.298275,1.802692,0.120277,7.723776,12.877489,1.548806,5,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2017,545.0,2.7363965022766426
0.1608416547788873,0.0,0.1608416547788873,0.1608416547788873,0.0,0.1608416547788873,0.0,0.0,0.0,0.0,0.35663338088445073,0.0,0.0,0.0,0.0,0.0,128.181883,6.629734,5.17213,52.096028,11.258455,1.803845,0.12014,7.748217,12.832143,1.543352,5,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2017,545.0,2.7363965022766426
0.03915881073241479,0.0,0.18636693255982598,0.18636693255982598,0.03915881073241479,0.18636693255982598,0.0,0.0,0.0,0.0,0.36258158085569253,0.0,0.0,0.0,0.0,0.0,126.205221,3.716662,2.944935,55.907309,6.513194,1.830769,0.101287,8.460479,12.978135,1.560911,6,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2017,719.0,2.8567288903828825
0.03915881073241479,0.0,0.18636693255982598,0.18636693255982598,0.03915881073241479,0.18636693255982598,0.0,0.0,0.0,0.0,0.36258158085569253,0.0,0.0,0.0,0.0,0.0,126.205221,3.716662,2.944935,55.907309,6.513194,1.830769,0.101287,8.460479,12.978135,1.560911,6,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2017,460.0,2.6627578316815743
0.07989435457246616,0.0,0.17002310993727304,0.17002310993727304,0.07989435457246616,0.17002310993727304,0.0,0.0,0.0,0.0,0.3301419610432486,0.0,0.0,0.0,0.0,0.0,127.027732,4.95212,3.898456,54.965274,8.794496,1.824024,0.108048,8.330472,13.913585,1.67342,6,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2013,357.0,2.552668216112193
0.07989435457246616,0.0,0.17002310993727304,0.17002310993727304,0.07989435457246616,0.17002310993727304,0.0,0.0,0.0,0.0,0.3301419610432486,0.0,0.0,0.0,0.0,0.0,127.027732,4.95212,3.898456,54.965274,8.794496,1.824024,0.108048,8.330472,13.913585,1.67342,6,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2013,365.0,2.5622928644564746
0.07989435457246616,0.0,0.17002310993727304,0.17002310993727304,0.07989435457246616,0.17002310993727304,0.0,0.0,0.0,0.0,0.3301419610432486,0.0,0.0,0.0,0.0,0.0,127.027732,4.95212,3.898456,54.965274,8.794496,1.824024,0.108048,8.330472,13.913585,1.67342,6,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2013,215.0,2.3324384599156054
0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,127.727273,5.064868,3.965377,55.000808,9.576495,1.815455,0.109326,8.272727,14.697987,1.767761,6,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2015,1284.0,3.1085650237328344
0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,127.727273,5.064868,3.965377,55.000808,9.576495,1.815455,0.109326,8.272727,14.697987,1.767761,6,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2010,1290.0,3.110589710299249
0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,127.727273,5.064868,3.965377,55.000808,9.576495,1.815455,0.109326,8.272727,14.697987,1.767761,6,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2010,650.0,2.8129133566428557
0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,129.0,6.429101,4.983799,52.665866,12.001597,1.798333,0.119082,7.833333,14.897517,1.791759,6,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2012,790.0,2.8976270912904414
0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,129.0,6.429101,4.983799,52.665866,12.001597,1.798333,0.119082,7.833333,14.897517,1.791759,6,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2012,1040.0,3.0170333392987803
0.0,0.0,0.23809523809523808,0.23809523809523808,0.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,0.0,0.047619047619047616,0.0,0.0,126.761905,4.749985,3.747171,55.962165,3.278225,1.806667,0.111626,8.047619,12.569176,1.511724,5,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2019,700.0,2.845098040014257
0.02439024390243903,0.0,0.24390243902439027,0.24390243902439027,0.0,0.24390243902439027,0.0,0.0,0.0,0.0,0.24390243902439027,0.0,0.0,0.0,0.0,0.0,126.170732,3.035581,2.405931,55.650206,5.310343,1.814878,0.100853,8.121951,12.198544,1.467148,5,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2019,1198.0,3.0784568180532927
0.02439024390243903,0.0,0.24390243902439027,0.24390243902439027,0.0,0.24390243902439027,0.0,0.0,0.0,0.0,0.24390243902439027,0.0,0.0,0.0,0.0,0.0,126.170732,3.035581,2.405931,55.650206,5.310343,1.814878,0.100853,8.121951,12.198544,1.467148,5,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2019,1403.0,3.1470576710283598
0.02439024390243903,0.0,0.24390243902439027,0.24390243902439027,0.0,0.24390243902439027,0.0,0.0,0.0,0.0,0.24390243902439027,0.0,0.0,0.0,0.0,0.0,126.170732,3.035581,2.405931,55.650206,5.310343,1.814878,0.100853,8.121951,12.198544,1.467148,5,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2019,711.0,2.851869600729766
0.02439024390243903,0.0,0.24390243902439027,0.24390243902439027,0.0,0.24390243902439027,0.0,0.0,0.0,0.0,0.24390243902439027,0.0,0.0,0.0,0.0,0.0,126.170732,3.035581,2.405931,55.650206,5.310343,1.814878,0.100853,8.121951,12.198544,1.467148,5,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2019,356.0,2.5514499979728753
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2019,1120.0,3.0492180226701815
0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,129.0,7.155418,5.546835,50.44188,11.984773,1.784,0.126111,7.4,11.076353,1.332179,4,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,774.0,2.8887409606828927
0.18017639647207057,0.0,0.0,0.1999160016799664,0.0,0.1999160016799664,0.0,0.0,0.0,0.0,0.4199916001679967,0.0,0.0,0.0,0.0,0.0,128.622848,6.904439,5.367973,51.071326,11.562284,1.789975,0.124836,7.539269,10.948599,1.316814,4,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,610.0,2.785329835010767
0.16007036059806506,0.0,0.0,0.20008795074758137,0.0,0.20008795074758137,0.0,0.0,0.0,0.0,0.4397537379067722,0.0,0.0,0.0,0.0,0.0,128.241865,6.617684,5.160315,51.707285,11.079991,1.79595,0.123227,7.67898,10.795743,1.298429,4,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,479.0,2.680335513414563
0.13983440662373506,0.0,0.0,0.2000919963201472,0.0,0.2000919963201472,0.0,0.0,0.0,0.0,0.45998160073597055,0.0,0.0,0.0,0.0,0.0,127.857406,6.29305,4.921929,52.348967,10.53424,1.802019,0.121291,7.820607,10.610837,1.27619,4,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,461.0,2.663700925389648
0.1199616122840691,0.0,0.0,0.20009596928982723,0.0,0.20009596928982723,0.0,0.0,0.0,0.0,0.4798464491362764,0.0,0.0,0.0,0.0,0.0,127.479846,5.932852,4.653953,52.979133,9.928969,1.80798,0.119059,7.959693,10.398289,1.250627,4,25.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2019,441.0,2.6444385894678386
0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,125.666667,1.699673,1.352525,56.540898,3.215148,1.816667,0.111455,8.333333,9.134371,1.098612,3,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2019,1100.0,3.041392685158225
0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,125.666667,1.699673,1.352525,56.540898,3.215148,1.816667,0.111455,8.333333,9.134371,1.098612,3,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2019,597.0,2.775974331129369
0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,125.666667,1.699673,1.352525,56.540898,3.215148,1.816667,0.111455,8.333333,9.134371,1.098612,3,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2019,346.0,2.5390760987927767
0.16391184573002754,0.0,0.16391184573002754,0.16391184573002754,0.0,0.16391184573002754,0.0,0.0,0.0,0.0,0.34435261707988984,0.0,0.0,0.0,0.0,0.0,128.261708,6.667246,5.198158,51.970096,11.32809,1.801818,0.120374,7.705234,12.910703,1.552801,5,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2019,1263.0,3.101403350555331
0.16391184573002754,0.0,0.16391184573002754,0.16391184573002754,0.0,0.16391184573002754,0.0,0.0,0.0,0.0,0.34435261707988984,0.0,0.0,0.0,0.0,0.0,128.261708,6.667246,5.198158,51.970096,11.32809,1.801818,0.120374,7.705234,12.910703,1.552801,5,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2019,1154.0,3.0622058088197126
0.16391184573002754,0.0,0.16391184573002754,0.16391184573002754,0.0,0.16391184573002754,0.0,0.0,0.0,0.0,0.34435261707988984,0.0,0.0,0.0,0.0,0.0,128.261708,6.667246,5.198158,51.970096,11.32809,1.801818,0.120374,7.705234,12.910703,1.552801,5,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2019,1490.0,3.173186268412274
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2019,300.0,2.4771212547196626
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2019,800.0,2.9030899869919438
0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,125.75,1.47902,1.176159,56.366923,2.800658,1.82,0.096695,8.25,11.526293,1.386294,4,20.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2018,446.0,2.649334858712142
0.06976744186046512,0.0,0.23255813953488372,0.23255813953488372,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,0.0,126.953488,4.620246,3.639322,54.316778,7.958502,1.805349,0.107516,7.883721,12.825999,1.542613,5,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2019,143.0,2.155336037465062
0.06976744186046512,0.0,0.23255813953488372,0.23255813953488372,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,0.0,126.953488,4.620246,3.639322,54.316778,7.958502,1.805349,0.107516,7.883721,12.825999,1.542613,5,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2019,471.0,2.673020907128896
0.06976744186046512,0.0,0.23255813953488372,0.23255813953488372,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,0.0,126.953488,4.620246,3.639322,54.316778,7.958502,1.805349,0.107516,7.883721,12.825999,1.542613,5,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2019,841.0,2.924795995797912
0.06976744186046512,0.0,0.23255813953488372,0.23255813953488372,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,0.0,126.953488,4.620246,3.639322,54.316778,7.958502,1.805349,0.107516,7.883721,12.825999,1.542613,5,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2019,161.0,2.2068258760318495
0.06976744186046512,0.0,0.23255813953488372,0.23255813953488372,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,0.0,126.953488,4.620246,3.639322,54.316778,7.958502,1.805349,0.107516,7.883721,12.825999,1.542613,5,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2019,187.0,2.271841606536499
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2019,378.7,2.578295305120826
0.0,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,120.909091,16.155239,13.361476,52.074763,12.903953,1.837273,0.261154,7.636364,14.697987,1.767761,6,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2019,520.9,2.716754357432697
0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,116.666667,20.909859,17.922737,48.736116,16.590605,1.896667,0.318312,7.333333,14.897517,1.791759,6,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2019,643.8,2.8087509723495945
0.0,0.0,0.3401360544217687,0.19999999999999998,0.0,0.05986394557823129,0.0,0.0,0.05986394557823129,0.0,0.3401360544217687,0.0,0.0,0.0,0.0,0.0,126.157823,3.548631,2.81285,59.495313,9.587876,1.859973,0.120117,8.50068,11.578846,1.392615,5,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2019,1100.0,3.041392685158225
0.0,0.0,0.3401360544217687,0.19999999999999998,0.0,0.05986394557823129,0.0,0.0,0.05986394557823129,0.0,0.3401360544217687,0.0,0.0,0.0,0.0,0.0,126.157823,3.548631,2.81285,59.495313,9.587876,1.859973,0.120117,8.50068,11.578846,1.392615,5,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2019,950.0,2.9777236052888476
