Al_frac,C_frac,Co_frac,Cr_frac,Cu_frac,Fe_frac,Hf_frac,Mn_frac,Mo_frac,Nb_frac,Ni_frac,Si_frac,Ta_frac,Ti_frac,V_frac,Zr_frac,mean_atomic_radius_pm,std_atomic_radius_pm,atomic_size_mismatch_pct,mean_atomic_mass_gmol,std_atomic_mass_gmol,mean_electronegativity,std_electronegativity,VEC_avg,mixing_entropy_J_per_molK,mixing_entropy_over_R,n_elements,temperature_C,processing_ANNEAL,processing_CAST,processing_OTHER,processing_WROUGHT,source_MPEA_dataset,test_type_T,year,grain_size_um_log10,grain_size_missing,calc_density_gcm3,micro_FCC,micro_BCC,micro_B2,micro_L12,micro_HCP,micro_Sec,micro_Laves,micro_n_phases,yield_strength_MPa
0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.4,0.8,0.632911,55.496829,1.600209,1.734,0.132076,7.6,9.713641,1.168282,4,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2017,0.6532125137753437,0.0,7.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,330.0
0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.4,0.8,0.632911,55.496829,1.600209,1.734,0.132076,7.6,9.713641,1.168282,4,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2017,0.7160033436347992,0.0,7.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,400.0
0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.4,0.8,0.632911,55.496829,1.600209,1.734,0.132076,7.6,9.713641,1.168282,4,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2017,0.7781512503836436,0.0,7.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,280.0
0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.4,0.8,0.632911,55.496829,1.600209,1.734,0.132076,7.6,9.713641,1.168282,4,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2017,0.8129133566428556,0.0,7.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,298.0
0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.4,0.8,0.632911,55.496829,1.600209,1.734,0.132076,7.6,9.713641,1.168282,4,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2017,1.1760912590556813,0.0,7.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,350.0
0.0,0.0,0.1,0.1,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.4,0.8,0.632911,55.496829,1.600209,1.734,0.132076,7.6,9.713641,1.168282,4,25.0,1.0,0.0,0.0,0.0,1.0,1.0,2017,1.6532125137753437,0.0,7.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,250.0
0.0,0.0,0.1000699790062981,0.1501049685094471,0.0,0.3498950314905528,0.0,0.050034989503149,0.0,0.0,0.2498250524842547,0.0,0.0,0.0,0.1000699790062981,0.0,126.551085,2.801894,2.214042,55.751823,2.764695,1.795448,0.113661,7.949265,13.37927,1.609156,6,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,0.9395192526186185,0.0,7.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,401.0
0.0,0.0,0.1000699790062981,0.1501049685094471,0.0,0.3498950314905528,0.0,0.050034989503149,0.0,0.0,0.2498250524842547,0.0,0.0,0.0,0.1000699790062981,0.0,126.551085,2.801894,2.214042,55.751823,2.764695,1.795448,0.113661,7.949265,13.37927,1.609156,6,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,1.0170333392987803,0.0,7.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350.0
0.0,0.0,0.1000699790062981,0.1501049685094471,0.0,0.3498950314905528,0.0,0.050034989503149,0.0,0.0,0.2498250524842547,0.0,0.0,0.0,0.1000699790062981,0.0,126.551085,2.801894,2.214042,55.751823,2.764695,1.795448,0.113661,7.949265,13.37927,1.609156,6,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,1.0492180226701815,0.0,7.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,312.0
0.0,0.0,0.1000699790062981,0.1501049685094471,0.0,0.3498950314905528,0.0,0.050034989503149,0.0,0.0,0.2498250524842547,0.0,0.0,0.0,0.1000699790062981,0.0,126.551085,2.801894,2.214042,55.751823,2.764695,1.795448,0.113661,7.949265,13.37927,1.609156,6,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,1.6830470382388496,0.0,7.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,240.0
0.0,0.0,0.1000699790062981,0.1501049685094471,0.0,0.3498950314905528,0.0,0.050034989503149,0.0,0.0,0.2498250524842547,0.0,0.0,0.0,0.1000699790062981,0.0,126.551085,2.801894,2.214042,55.751823,2.764695,1.795448,0.113661,7.949265,13.37927,1.609156,6,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,1.9175055095525466,0.0,7.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210.0
0.0,0.0,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,125.888889,1.911628,1.518504,55.743466,3.352508,1.795556,0.121574,8.111111,8.023148,0.964963,3,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,-0.3036436112666679,0.0,8.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,518.0
0.0,0.0,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,125.888889,1.911628,1.518504,55.743466,3.352508,1.795556,0.121574,8.111111,8.023148,0.964963,3,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,-0.07160414774328619,0.0,8.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,462.0
0.0,0.0,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,125.888889,1.911628,1.518504,55.743466,3.352508,1.795556,0.121574,8.111111,8.023148,0.964963,3,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,0.250420002308894,0.0,8.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,395.0
0.0,0.0,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,125.888889,1.911628,1.518504,55.743466,3.352508,1.795556,0.121574,8.111111,8.023148,0.964963,3,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,0.2966651902615311,0.0,8.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,356.0
0.0,0.0,0.1161492849668643,0.2326473665852808,0.0,0.2326473665852808,0.0,0.0,0.0,0.0,0.3487966515521451,0.0,0.0,0.069759330310429,0.0,0.0,127.116498,5.653249,4.447297,55.745228,3.437179,1.803931,0.120139,8.069411,12.319431,1.481687,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,1.954242509439325,0.0,7.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,586.0
0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,125.5,1.384437,1.103137,56.667682,2.467012,1.836667,0.08557,8.5,11.05542,1.329661,4,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2018,1.173186268412274,0.0,8.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,214.0
0.0,0.0,0.1749174917491749,0.1248624862486248,0.0,0.5500550055005501,0.0,0.0,0.05005500550055,0.0,0.1001100110011001,0.0,0.0,0.0,0.0,0.0,126.525303,3.042723,2.404833,58.197205,8.905407,1.842046,0.099962,8.025303,10.591181,1.273826,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,0.6434526764861874,0.0,8.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,443.0
0.0,0.0,0.1749174917491749,0.1248624862486248,0.0,0.5500550055005501,0.0,0.0,0.05005500550055,0.0,0.1001100110011001,0.0,0.0,0.0,0.0,0.0,126.525303,3.042723,2.404833,58.197205,8.905407,1.842046,0.099962,8.025303,10.591181,1.273826,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,1.4199557484897578,0.0,8.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,301.0
0.0,0.0,0.1749174917491749,0.1248624862486248,0.0,0.5500550055005501,0.0,0.0,0.05005500550055,0.0,0.1001100110011001,0.0,0.0,0.0,0.0,0.0,126.525303,3.042723,2.404833,58.197205,8.905407,1.842046,0.099962,8.025303,10.591181,1.273826,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,1.8457180179666586,0.0,8.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,261.0
0.0,0.0,0.1749174917491749,0.1248624862486248,0.0,0.5500550055005501,0.0,0.0,0.05005500550055,0.0,0.1001100110011001,0.0,0.0,0.0,0.0,0.0,126.525303,3.042723,2.404833,58.197205,8.905407,1.842046,0.099962,8.025303,10.591181,1.273826,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,2.1351326513767748,0.0,8.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,231.0
0.0,0.0,0.1799669785360484,0.1249312052834342,0.0,0.5503577325261421,0.0,0.0,0.0748486516235553,0.0,0.06989543203082,0.0,0.0,0.0,0.0,0.0,126.903137,3.576736,2.818477,59.120821,10.667266,1.848052,0.111054,7.920198,10.618951,1.277166,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,0.505149978319906,0.0,8.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,711.0
0.0,0.0,0.1799669785360484,0.1249312052834342,0.0,0.5503577325261421,0.0,0.0,0.0748486516235553,0.0,0.06989543203082,0.0,0.0,0.0,0.0,0.0,126.903137,3.576736,2.818477,59.120821,10.667266,1.848052,0.111054,7.920198,10.618951,1.277166,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,0.6812412373755872,0.0,8.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,684.0
0.0,0.0,0.1799669785360484,0.1249312052834342,0.0,0.5503577325261421,0.0,0.0,0.0748486516235553,0.0,0.06989543203082,0.0,0.0,0.0,0.0,0.0,126.903137,3.576736,2.818477,59.120821,10.667266,1.848052,0.111054,7.920198,10.618951,1.277166,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,0.7323937598229685,0.0,8.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,506.0
0.0,0.0,0.1799669785360484,0.1249312052834342,0.0,0.5503577325261421,0.0,0.0,0.0748486516235553,0.0,0.06989543203082,0.0,0.0,0.0,0.0,0.0,126.903137,3.576736,2.818477,59.120821,10.667266,1.848052,0.111054,7.920198,10.618951,1.277166,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,2.0813473078041325,0.0,8.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,296.0
0.0,0.0,0.1818181818181818,0.1818181818181818,0.0,0.1818181818181818,0.0,0.0,0.0,0.0725744843391902,0.3819709702062643,0.0,0.0,0.0,0.0,0.0,126.869366,5.541748,4.368074,59.484406,9.693585,1.822047,0.109223,8.3644,12.370662,1.487849,5,25.0,0.0,1.0,0.0,0.0,1.0,1.0,2019,0.921304619805281,1.0,8.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,640.0
0.0,0.0,0.1886642885453824,0.1886642885453824,0.0,0.1886642885453824,0.0,0.0,0.0,0.0376535869996036,0.3963535473642489,0.0,0.0,0.0,0.0,0.0,126.149029,4.191415,3.32259,58.225949,7.338931,1.830408,0.102237,8.491082,11.924921,1.434238,5,25.0,0.0,1.0,0.0,0.0,1.0,1.0,2019,0.921304619805281,1.0,8.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,170.0
0.0,0.0,0.1886642885453824,0.1886642885453824,0.0,0.1886642885453824,0.0,0.0,0.0,0.0376535869996036,0.3963535473642489,0.0,0.0,0.0,0.0,0.0,126.149029,4.191415,3.32259,58.225949,7.338931,1.830408,0.102237,8.491082,11.924921,1.434238,5,25.0,1.0,0.0,0.0,0.0,1.0,1.0,2019,0.921304619805281,1.0,8.3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,560.0
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2013,0.6434526764861874,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,370.0
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2017,0.8450980400142568,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,249.0
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2017,1.1139433523068367,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,243.0
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,-0.7798919119599449,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1362.74
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,-0.6055483191737837,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1241.81
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,-0.32975414692587607,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,930.3
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,-0.3010299956639812,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1120.0
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,-0.18708664335714442,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,800.0
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,0.2528530309798932,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,729.21
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,0.6020599913279624,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1050.0
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,0.6599162000698503,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,494.82
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,0.8976270912904415,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,378.7
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,0.9030899869919435,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,540.0
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,0.921304619805281,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1199.26
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,320.0
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,1.1287222843384268,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,366.88
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,1.3010299956639813,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,280.0
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,1.3496659840966296,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,290.65
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,1.4771212547196624,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,300.0
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,1.4857214264815801,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,258.76
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,2.3900161146118943,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,293.1
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,1.0,0.0,0.0,1.0,1.0,2014,0.921304619805281,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,208.0
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,1.414214,1.122392,56.081139,2.569366,1.766,0.138362,8.0,13.381611,1.609438,5,25.0,0.0,1.0,0.0,0.0,1.0,1.0,2019,0.921304619805281,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210.0
0.0,0.0,0.206060606060606,0.1989550679205851,0.0,0.1949843260188087,0.0,0.1910135841170324,0.0,0.0,0.2089864158829676,0.0,0.0,0.0,0.0,0.0,125.96489,1.423941,1.130427,56.137625,2.584494,1.769716,0.137636,8.03511,13.376947,1.608877,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,-1.154901959985743,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1120.0
0.0,0.0,0.206060606060606,0.1989550679205851,0.0,0.1949843260188087,0.0,0.1910135841170324,0.0,0.0,0.2089864158829676,0.0,0.0,0.0,0.0,0.0,125.96489,1.423941,1.130427,56.137625,2.584494,1.769716,0.137636,8.03511,13.376947,1.608877,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,0.11394335230683679,0.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1135.0
0.0,0.0,0.206060606060606,0.1989550679205851,0.0,0.1949843260188087,0.0,0.1910135841170324,0.0,0.0,0.2089864158829676,0.0,0.0,0.0,0.0,0.0,125.96489,1.423941,1.130427,56.137625,2.584494,1.769716,0.137636,8.03511,13.376947,1.608877,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,0.3010299956639812,0.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,585.0
0.0,0.0,0.206060606060606,0.1989550679205851,0.0,0.1949843260188087,0.0,0.1910135841170324,0.0,0.0,0.2089864158829676,0.0,0.0,0.0,0.0,0.0,125.96489,1.423941,1.130427,56.137625,2.584494,1.769716,0.137636,8.03511,13.376947,1.608877,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,0.5563025007672873,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,425.0
0.0,0.0,0.206060606060606,0.1989550679205851,0.0,0.1949843260188087,0.0,0.1910135841170324,0.0,0.0,0.2089864158829676,0.0,0.0,0.0,0.0,0.0,125.96489,1.423941,1.130427,56.137625,2.584494,1.769716,0.137636,8.03511,13.376947,1.608877,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,0.921304619805281,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1290.0
0.0,0.0,0.206060606060606,0.1989550679205851,0.0,0.1949843260188087,0.0,0.1910135841170324,0.0,0.0,0.2089864158829676,0.0,0.0,0.0,0.0,0.0,125.96489,1.423941,1.130427,56.137625,2.584494,1.769716,0.137636,8.03511,13.376947,1.608877,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2019,1.2329961103921538,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,270.0
0.0,0.0,0.2127659574468085,0.0,0.0,0.2127659574468085,0.0,0.0,0.0425531914893617,0.0,0.425531914893617,0.0,0.0,0.0,0.1063829787234042,0.0,126.340426,3.974796,3.1461,58.899094,8.19482,1.867447,0.103646,8.659574,11.597279,1.394832,5,20.0,0.0,1.0,0.0,0.0,1.0,1.0,2019,0.921304619805281,1.0,8.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,252.0
0.0,0.0,0.2266545784224841,0.2266545784224841,0.0,0.2266545784224841,0.0,0.0,0.0,0.0933816863100634,0.2266545784224841,0.0,0.0,0.0,0.0,0.0,127.640979,6.058032,4.74615,59.779039,10.96109,1.799456,0.112136,7.94651,13.029866,1.567133,5,25.0,0.0,1.0,0.0,0.0,1.0,1.0,2015,2.2430380486862944,0.0,8.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,638.0
0.0,0.0,0.2320724065908563,0.2320724065908563,0.0,0.2320724065908563,0.0,0.0,0.0,0.0717103736365746,0.2320724065908563,0.0,0.0,0.0,0.0,0.0,127.202135,5.415503,4.257399,58.987181,9.80603,1.804224,0.109094,8.016941,12.845209,1.544924,5,25.0,0.0,1.0,0.0,0.0,1.0,1.0,2015,2.2430380486862944,0.0,8.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,479.0
0.0,0.0,0.2323420074349442,0.2323420074349442,0.0,0.2323420074349442,0.0,0.0,0.070631970260223,0.0,0.2323420074349442,0.0,0.0,0.0,0.0,0.0,126.685874,3.682045,2.906437,59.162754,10.494788,1.844015,0.127585,8.091078,12.834606,1.543648,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2016,0.2041199826559248,0.0,8.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,683.7
0.0,0.0,0.2323420074349442,0.2323420074349442,0.0,0.2323420074349442,0.0,0.0,0.070631970260223,0.0,0.2323420074349442,0.0,0.0,0.0,0.0,0.0,126.685874,3.682045,2.906437,59.162754,10.494788,1.844015,0.127585,8.091078,12.834606,1.543648,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2016,0.47712125471966244,0.0,8.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,815.5
0.0,0.0,0.2323420074349442,0.2323420074349442,0.0,0.2323420074349442,0.0,0.0,0.070631970260223,0.0,0.2323420074349442,0.0,0.0,0.0,0.0,0.0,126.685874,3.682045,2.906437,59.162754,10.494788,1.844015,0.127585,8.091078,12.834606,1.543648,5,25.0,0.0,0.0,0.0,1.0,1.0,1.0,2016,0.4913616938342727,0.0,8.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,646.7
0.0,0.0,0.2323420074349442,0.2323420074349442,0.0,0.2323420074349442,0.0,0.0,0.070631970260223,0.0,0.2323420074349442,0.0,0.0,0.0,0.0,0.0,126.685874,3.682045,2.906437,59.162754,10.494788,1.844015,0.127585,8.091078,12.834606,1.543648,5,25.0,0.0,1.0,0.0,0.0,1.0,1.0,2016,0.921304619805281,1.0,8.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,305.3
