config_index,config_name,composition,n_fe,n_v,converged,total_energy,energy_per_atom,n_atoms,n_iterations,total_magnetization,magmom_per_atom,x_V,dH_f_eV,dH_f_Jmol,energy_per_atom_corrected,correction_applied,dH_f_eV_corrected,dH_f_Jmol_corrected,sublattice_order
114,config_114_Fe4V4,Fe4V4,4,4,True,-69.86978931,-8.73372366375,8,16,4.8614501,,0.5,-1.0191518999999971,-98332.87107149971,-8.73372366375,0.0,-1.0191518999999971,-98332.87107149971,0.5
115,config_115_Fe3V5,Fe3V5,3,5,True,-70.22946768,-8.77868346,8,22,0.0011648,,0.625,-0.688144327499991,-66395.60543883663,-8.77868346,0.0,-0.688144327499991,-66395.60543883663,0.25
116,config_116_Fe4V4,Fe4V4,4,4,True,-69.86978892,-8.733723615,8,16,4.8615121,,0.5,-1.0191515100000004,-98332.83344235003,-8.733723615,0.0,-1.0191515100000004,-98332.83344235003,0.5
117,config_117_Fe3V5,Fe3V5,3,5,True,-70.22946053,-8.77868256625,8,22,-0.0057367,,0.625,-0.6881371774999891,-66394.91557108646,-8.77868256625,0.0,-0.6881371774999891,-66394.91557108646,0.25
118,config_118_Fe3V5,Fe3V5,3,5,True,-70.46057073,-8.80757134125,8,13,2.8762556,,0.625,-0.9192473774999925,-88693.58321808677,-8.80757134125,0.0,-0.9192473774999925,-88693.58321808677,0.25
119,config_119_Fe2V6,Fe2V6,2,6,True,-71.15461162,-8.8943264525,8,16,0.0015063,,0.75,-0.9226023249999926,-89017.28532762428,-8.8943264525,0.0,-0.9226023249999926,-89017.28532762428,0.0
120,config_120_Fe4V4,Fe4V4,4,4,True,-69.86978947,-8.73372368375,8,16,4.861422,,0.5,-1.0191520599999961,-98332.88650909963,-8.73372368375,0.0,-1.0191520599999961,-98332.88650909963,0.5
121,config_121_Fe3V5,Fe3V5,3,5,True,-70.46057124,-8.807571405,8,13,2.8763967,,0.625,-0.919247887499985,-88693.63242543605,-8.807571405,0.0,-0.919247887499985,-88693.63242543605,0.25
122,config_122_Fe3V5,Fe3V5,3,5,True,-70.22945673,-8.77868209125,8,23,-0.0017791,,0.625,-0.6881333774999874,-66394.54892808628,-8.77868209125,0.0,-0.6881333774999874,-66394.54892808628,0.25
123,config_123_Fe2V6,Fe2V6,2,6,True,-71.15458268,-8.894322835,8,13,0.0003261,,0.75,-0.9225733849999997,-89014.49305172497,-8.894322835,0.0,-0.9225733849999997,-89014.49305172497,0.0
124,config_124_Fe3V5,Fe3V5,3,5,True,-70.22946809,-8.77868351125,8,23,-0.0113026,,0.625,-0.6881447374999894,-66395.64499768648,-8.77868351125,0.0,-0.6881447374999894,-66395.64499768648,0.25
125,config_125_Fe2V6,Fe2V6,2,6,True,-71.15459504,-8.89432438,8,12,-0.0021036,,0.75,-0.9225857449999992,-89015.68560632493,-8.89432438,0.0,-0.9225857449999992,-89015.68560632493,0.0
126,config_126_Fe2V6,Fe2V6,2,6,True,-71.15458849,-8.89432356125,8,11,0.0034861,,0.75,-0.9225791949999902,-89015.05362957406,-8.89432356125,0.0,-0.9225791949999902,-89015.05362957406,0.0
127,config_127_Fe1V7,Fe1V7,1,7,True,-71.69001859,-8.96125232375,8,11,0.0,,0.875,-0.767323352499993,-74035.19366596182,-8.96125232375,0.0,-0.767323352499993,-74035.19366596182,0.25
128,config_128_Fe7V1,Fe7V1,7,1,True,-67.46201137,-8.43275142125,8,14,14.2250502,,0.125,-0.6834317874999947,-65940.91601693699,-8.43275142125,0.0,-0.6834317874999947,-65940.91601693699,0.25
129,config_129_Fe6V2,Fe6V2,6,2,True,-68.15423653,-8.51927956625,8,16,10.8718021,,0.25,-0.6849710050000013,-66089.42741742512,-8.51927956625,0.0,-0.6849710050000013,-66089.42741742512,0.0
130,config_130_Fe6V2,Fe6V2,6,2,True,-68.15423663,-8.51927957875,8,16,10.8718139,,0.25,-0.6849711049999954,-66089.43706592455,-8.51927957875,0.0,-0.6849711049999954,-66089.43706592455,0.0
131,config_131_Fe5V3,Fe5V3,5,3,True,-68.97638141,-8.62204767625,8,17,8.0175124,,0.375,-0.8164299424999975,-78773.24300211226,-8.62204767625,0.0,-0.8164299424999975,-78773.24300211226,0.25
132,config_132_Fe6V2,Fe6V2,6,2,True,-68.15423653,-8.51927956625,8,16,10.8718013,,0.25,-0.6849710050000013,-66089.42741742512,-8.51927956625,0.0,-0.6849710050000013,-66089.42741742512,0.0
133,config_133_Fe5V3,Fe5V3,5,3,True,-68.97637394,-8.6220467425,8,15,8.0188191,,0.375,-0.8164224724999976,-78772.52225916226,-8.6220467425,0.0,-0.8164224724999976,-78772.52225916226,0.25
134,config_134_Fe5V3,Fe5V3,5,3,True,-69.01415807,-8.62676975875,8,18,8.0383396,,0.375,-0.854206602499989,-82418.12404221144,-8.62676975875,0.0,-0.854206602499989,-82418.12404221144,0.25
135,config_135_Fe4V4,Fe4V4,4,4,True,-69.86978989,-8.73372373625,8,16,4.8613442,,0.5,-1.0191524800000025,-98332.92703280023,-8.73372373625,0.0,-1.0191524800000025,-98332.92703280023,0.5
136,config_136_Fe6V2,Fe6V2,6,2,True,-68.1542366,-8.519279575,8,16,10.8718087,,0.25,-0.684971075,-66089.434171375,-8.519279575,0.0,-0.684971075,-66089.434171375,0.0
137,config_137_Fe5V3,Fe5V3,5,3,True,-69.01415802,-8.6267697525,8,18,8.0383318,,0.375,-0.854206552499992,-82418.11921796172,-8.6267697525,0.0,-0.854206552499992,-82418.11921796172,0.25
138,config_138_Fe5V3,Fe5V3,5,3,True,-68.97637397,-8.62204674625,8,15,8.0188026,,0.375,-0.8164225024999929,-78772.52515371182,-8.62204674625,0.0,-0.8164225024999929,-78772.52515371182,0.25
139,config_139_Fe4V4,Fe4V4,4,4,True,-69.86978988,-8.733723735,8,16,4.8613485,,0.5,-1.0191524699999945,-98332.92606794948,-8.733723735,0.0,-1.0191524699999945,-98332.92606794948,0.5
140,config_140_Fe5V3,Fe5V3,5,3,True,-68.9763675,-8.6220459375,8,13,8.0179562,,0.375,-0.8164160324999905,-78771.90089576159,-8.6220459375,0.0,-0.8164160324999905,-78771.90089576159,0.25
141,config_141_Fe4V4,Fe4V4,4,4,True,-69.86979024,-8.73372378,8,16,4.8612753,,0.5,-1.019152829999996,-98332.9608025496,-8.73372378,0.0,-1.019152829999996,-98332.9608025496,0.5
142,config_142_Fe4V4,Fe4V4,4,4,True,-69.86978333,-8.73372291625,8,15,4.8618448,,0.5,-1.0191459199999997,-98332.29409119998,-8.73372291625,0.0,-1.0191459199999997,-98332.29409119998,0.5
143,config_143_Fe3V5,Fe3V5,3,5,True,-70.78185363,-8.84773170375,8,20,0.9558381,,0.625,-1.2405302774999925,-119692.56382458677,-8.84773170375,0.0,-1.2405302774999925,-119692.56382458677,0.75
144,config_144_Fe6V2,Fe6V2,6,2,True,-68.55706195,-8.56963274375,8,9,9.7336175,,0.25,-1.0877964250000005,-104956.03806612505,-8.56963274375,0.0,-1.0877964250000005,-104956.03806612505,0.5
145,config_145_Fe5V3,Fe5V3,5,3,True,-69.01415797,-8.62676974625,8,18,8.0383225,,0.375,-0.854206502499995,-82418.11439371202,-8.62676974625,0.0,-0.854206502499995,-82418.11439371202,0.25
146,config_146_Fe5V3,Fe5V3,5,3,True,-69.01415804,-8.626769755,8,18,8.0383361,,0.375,-0.8542065724999937,-82418.12114766189,-8.626769755,0.0,-0.8542065724999937,-82418.12114766189,0.25
147,config_147_Fe4V4,Fe4V4,4,4,True,-69.65261012,-8.706576265,8,24,5.6274806,,0.5,-0.8019727100000011,-77378.33692435011,-8.706576265,0.0,-0.8019727100000011,-77378.33692435011,0.0
148,config_148_Fe5V3,Fe5V3,5,3,True,-69.01415805,-8.62676975625,8,18,8.0383357,,0.375,-0.8542065825000016,-82418.12211251265,-8.62676975625,0.0,-0.8542065825000016,-82418.12211251265,0.25
149,config_149_Fe4V4,Fe4V4,4,4,True,-69.65264393,-8.70658049125,8,24,5.6273643,,0.5,-0.802006519999992,-77381.59908219922,-8.70658049125,0.0,-0.802006519999992,-77381.59908219922,0.0
150,config_150_Fe4V4,Fe4V4,4,4,False,-69.75139675,-8.71892459375,8,30,5.1336974,,0.5,-0.9007593399999934,-86909.76491989936,-8.700292693352274,0.01863190039772533,-0.7517041368181907,-72528.17364090313,0.0
151,config_151_Fe3V5,Fe3V5,3,5,True,-70.46057142,-8.8075714275,8,13,2.876424,,0.625,-0.9192480674999857,-88693.64979273612,-8.8075714275,0.0,-0.9192480674999857,-88693.64979273612,0.25
152,config_152_Fe5V3,Fe5V3,5,3,True,-69.01415799,-8.62676974875,8,18,8.0383296,,0.375,-0.8542065224999966,-82418.11632341218,-8.62676974875,0.0,-0.8542065224999966,-82418.11632341218,0.25
153,config_153_Fe4V4,Fe4V4,4,4,False,-69.75139517,-8.71892439625,8,23,5.1335296,,0.5,-0.9007577599999905,-86909.61247359909,-8.700292693352274,0.018631702897724978,-0.7517041368181907,-72528.17364090313,0.0
154,config_154_Fe4V4,Fe4V4,4,4,True,-69.65260921,-8.70657615125,8,22,5.6276848,,0.5,-0.8019717999999898,-77378.24912299901,-8.70657615125,0.0,-0.8019717999999898,-77378.24912299901,0.0
155,config_155_Fe3V5,Fe3V5,3,5,True,-70.20049617,-8.77506202125,8,15,0.0026305,,0.625,-0.6591728174999858,-63600.28929648613,-8.77506202125,0.0,-0.6591728174999858,-63600.28929648613,0.25
156,config_156_Fe4V4,Fe4V4,4,4,True,-69.65260794,-8.7065759925,8,22,5.6278942,,0.5,-0.8019705299999913,-77378.12658704916,-8.7065759925,0.0,-0.8019705299999913,-77378.12658704916,0.0
157,config_157_Fe3V5,Fe3V5,3,5,True,-70.46057119,-8.80757139875,8,13,2.8763977,,0.625,-0.919247837499988,-88693.62760118634,-8.80757139875,0.0,-0.919247837499988,-88693.62760118634,0.25
158,config_158_Fe3V5,Fe3V5,3,5,True,-70.46057427,-8.80757178375,8,13,2.8763916,,0.625,-0.919250917499987,-88693.92477498624,-8.80757178375,0.0,-0.919250917499987,-88693.92477498624,0.25
159,config_159_Fe2V6,Fe2V6,2,6,False,-71.22078315,-8.90259789375,8,20,0.0,,0.75,-0.988773854999998,-95401.84539967481,-8.9006931104,0.0019047833499996614,-0.9735355882000007,-93931.58122747707,0.5
160,config_160_Fe6V2,Fe6V2,6,2,True,-68.47732428,-8.559665535,8,10,10.2784108,,0.25,-1.0080587550000004,-97262.54897617504,-8.559665535,0.0,-1.0080587550000004,-97262.54897617504,0.5
161,config_161_Fe5V3,Fe5V3,5,3,True,-68.9763675,-8.6220459375,8,13,8.0179562,,0.375,-0.8164160324999905,-78771.90089576159,-8.6220459375,0.0,-0.8164160324999905,-78771.90089576159,0.25
162,config_162_Fe5V3,Fe5V3,5,3,True,-68.97638144,-8.62204768,8,17,8.0175372,,0.375,-0.8164299724999928,-78773.24589666181,-8.62204768,0.0,-0.8164299724999928,-78773.24589666181,0.25
163,config_163_Fe4V4,Fe4V4,4,4,True,-68.73545809,-8.59193226125,8,13,-0.0020533,,0.5,0.11517932000000997,11113.076690200962,-8.59193226125,0.0,0.11517932000000997,11113.076690200962,0.0
164,config_164_Fe5V3,Fe5V3,5,3,True,-68.9763814,-8.622047675,8,17,8.0174929,,0.375,-0.8164299324999895,-78773.24203726149,-8.622047675,0.0,-0.8164299324999895,-78773.24203726149,0.25
165,config_165_Fe4V4,Fe4V4,4,4,True,-69.23046814,-8.6538085175,8,14,-0.0039809,,0.5,-0.3798307299999948,-36647.967984049494,-8.6538085175,0.0,-0.3798307299999948,-36647.967984049494,0.0
166,config_166_Fe4V4,Fe4V4,4,4,True,-69.65261017,-8.70657627125,8,24,5.627466,,0.5,-0.8019727599999982,-77378.34174859982,-8.70657627125,0.0,-0.8019727599999982,-77378.34174859982,0.0
167,config_167_Fe3V5,Fe3V5,3,5,True,-70.22947698,-8.7786846225,8,35,0.0088804,,0.625,-0.6881536274999931,-66396.50274933684,-8.7786846225,0.0,-0.6881536274999931,-66396.50274933684,0.25
168,config_168_Fe5V3,Fe5V3,5,3,True,-68.9763699,-8.6220462375,8,14,8.018276,,0.375,-0.8164184324999901,-78772.13245976155,-8.6220462375,0.0,-0.8164184324999901,-78772.13245976155,0.25
169,config_169_Fe4V4,Fe4V4,4,4,True,-69.65264404,-8.706580505,8,24,5.6273619,,0.5,-0.802006629999994,-77381.60969554941,-8.706580505,0.0,-0.802006629999994,-77381.60969554941,0.0
170,config_170_Fe4V4,Fe4V4,4,4,True,-69.23046975,-8.65380871875,8,14,-0.0055113,,0.5,-0.379832339999993,-36648.12332489932,-8.65380871875,0.0,-0.379832339999993,-36648.12332489932,0.0
171,config_171_Fe3V5,Fe3V5,3,5,True,-70.22948264,-8.77868533,8,28,0.0114102,,0.625,-0.6881592874999924,-66397.04885443677,-8.77868533,0.0,-0.6881592874999924,-66397.04885443677,0.25
172,config_172_Fe4V4,Fe4V4,4,4,True,-68.73545948,-8.591932435,8,27,-0.0036186,,0.5,0.11517793000000154,11112.942576050149,-8.591932435,0.0,0.11517793000000154,11112.942576050149,0.0
173,config_173_Fe3V5,Fe3V5,3,5,True,-70.22948333,-8.77868541625,8,23,0.0174061,,0.625,-0.6881599774999856,-66397.11542908612,-8.77868541625,0.0,-0.6881599774999856,-66397.11542908612,0.25
174,config_174_Fe3V5,Fe3V5,3,5,True,-70.22948546,-8.7786856825,8,25,0.0130354,,0.625,-0.6881621074999984,-66397.32094213735,-8.7786856825,0.0,-0.6881621074999984,-66397.32094213735,0.25
175,config_175_Fe2V6,Fe2V6,2,6,True,-71.46035206,-8.9325440075,8,14,1e-07,,0.75,-1.2283427650000007,-118516.65168102508,-8.9325440075,0.0,-1.2283427650000007,-118516.65168102508,0.5
176,config_176_Fe5V3,Fe5V3,5,3,True,-69.19778992,-8.64972374,8,23,6.0628019,,0.375,-1.0378384525000008,-100135.84308946258,-8.64972374,0.0,-1.0378384525000008,-100135.84308946258,0.75
177,config_177_Fe4V4,Fe4V4,4,4,True,-69.86978985,-8.73372373125,8,16,4.8613504,,0.5,-1.0191524399999992,-98332.92317339992,-8.73372373125,0.0,-1.0191524399999992,-98332.92317339992,0.5
178,config_178_Fe4V4,Fe4V4,4,4,True,-69.86978969,-8.73372371125,8,16,4.861383,,0.5,-1.0191522800000001,-98332.9077358,-8.73372371125,0.0,-1.0191522800000001,-98332.9077358,0.5
179,config_179_Fe3V5,Fe3V5,3,5,True,-70.22945309,-8.77868163625,8,24,0.0029562,,0.625,-0.6881297374999988,-66394.19772268739,-8.77868163625,0.0,-0.6881297374999988,-66394.19772268739,0.25
180,config_180_Fe4V4,Fe4V4,4,4,True,-69.86979002,-8.7337237525,8,16,4.8613188,,0.5,-1.019152609999992,-98332.93957584922,-8.7337237525,0.0,-1.019152609999992,-98332.93957584922,0.5
181,config_181_Fe3V5,Fe3V5,3,5,True,-70.2294555,-8.7786819375,8,20,0.0020554,,0.625,-0.6881321474999922,-66394.43025153675,-8.7786819375,0.0,-0.6881321474999922,-66394.43025153675,0.25
182,config_182_Fe3V5,Fe3V5,3,5,True,-70.46057226,-8.8075715325,8,13,2.876413,,0.625,-0.9192489074999983,-88693.73084013734,-8.8075715325,0.0,-0.9192489074999983,-88693.73084013734,0.25
183,config_183_Fe2V6,Fe2V6,2,6,True,-71.1545982,-8.894324775,8,12,0.0005135,,0.75,-0.9225889049999907,-89015.9904989241,-8.894324775,0.0,-0.9225889049999907,-89015.9904989241,0.0
184,config_184_Fe4V4,Fe4V4,4,4,True,-69.86978333,-8.73372291625,8,15,4.8618412,,0.5,-1.0191459199999997,-98332.29409119998,-8.73372291625,0.0,-1.0191459199999997,-98332.29409119998,0.5
185,config_185_Fe3V5,Fe3V5,3,5,True,-70.46057192,-8.80757149,8,13,2.8764233,,0.625,-0.9192485674999986,-88693.69803523736,-8.80757149,0.0,-0.9192485674999986,-88693.69803523736,0.25
186,config_186_Fe3V5,Fe3V5,3,5,True,-70.22945958,-8.7786824475,8,33,-0.0025283,,0.625,-0.6881362274999887,-66394.8239103364,-8.7786824475,0.0,-0.6881362274999887,-66394.8239103364,0.25
187,config_187_Fe2V6,Fe2V6,2,6,True,-71.15460813,-8.89432601625,8,12,0.0086032,,0.75,-0.9225988349999952,-89016.94859497453,-8.89432601625,0.0,-0.9225988349999952,-89016.94859497453,0.0
188,config_188_Fe3V5,Fe3V5,3,5,True,-70.22946772,-8.778683465,8,23,-0.0025167,,0.625,-0.6881443674999943,-66395.60929823694,-8.778683465,0.0,-0.6881443674999943,-66395.60929823694,0.25
189,config_189_Fe2V6,Fe2V6,2,6,True,-71.15463895,-8.89432986875,8,13,0.0318224,,0.75,-0.9226296550000015,-89019.92226267514,-8.89432986875,0.0,-0.9226296550000015,-89019.92226267514,0.0
190,config_190_Fe2V6,Fe2V6,2,6,True,-71.15460676,-8.894325845,8,12,0.0066183,,0.75,-0.9225974649999884,-89016.81641052388,-8.894325845,0.0,-0.9225974649999884,-89016.81641052388,0.0
191,config_191_Fe1V7,Fe1V7,1,7,True,-71.69001818,-8.9612522725,8,9,2e-07,,0.875,-0.7673229424999946,-74035.15410711197,-8.9612522725,0.0,-0.7673229424999946,-74035.15410711197,0.25
192,config_192_Fe6V2,Fe6V2,6,2,True,-68.47731572,-8.559664465,8,23,10.2779984,,0.25,-1.0080501950000027,-97261.72306457526,-8.559664465,0.0,-1.0080501950000027,-97261.72306457526,0.5
193,config_193_Fe5V3,Fe5V3,5,3,True,-68.97638144,-8.62204768,8,17,8.0175349,,0.375,-0.8164299724999928,-78773.24589666181,-8.62204768,0.0,-0.8164299724999928,-78773.24589666181,0.25
194,config_194_Fe5V3,Fe5V3,5,3,True,-68.97636606,-8.6220457575,8,15,8.0181906,,0.375,-0.8164145924999993,-78771.76195736243,-8.6220457575,0.0,-0.8164145924999993,-78771.76195736243,0.25
195,config_195_Fe4V4,Fe4V4,4,4,True,-69.23046396,-8.653807995,8,13,-0.0045922,,0.5,-0.37982654999999,-36647.56467674903,-8.653807995,0.0,-0.37982654999999,-36647.56467674903,0.0
196,config_196_Fe5V3,Fe5V3,5,3,True,-68.97636606,-8.6220457575,8,15,8.0181965,,0.375,-0.8164145924999993,-78771.76195736243,-8.6220457575,0.0,-0.8164145924999993,-78771.76195736243,0.25
197,config_197_Fe4V4,Fe4V4,4,4,True,-68.73545946,-8.5919324325,8,19,-0.0057308,,0.5,0.11517795000000319,11112.944505750309,-8.5919324325,0.0,0.11517795000000319,11112.944505750309,0.0
198,config_198_Fe4V4,Fe4V4,4,4,True,-69.6526088,-8.7065761,8,22,5.6277637,,0.5,-0.8019713899999914,-77378.20956414918,-8.7065761,0.0,-0.8019713899999914,-77378.20956414918,0.0
199,config_199_Fe3V5,Fe3V5,3,5,True,-70.22949136,-8.77868642,8,32,-0.0133817,,0.625,-0.6881680074999892,-66397.89020363646,-8.77868642,0.0,-0.6881680074999892,-66397.89020363646,0.25
200,config_200_Fe5V3,Fe5V3,5,3,True,-68.97638144,-8.62204768,8,17,8.0175348,,0.375,-0.8164299724999928,-78773.24589666181,-8.62204768,0.0,-0.8164299724999928,-78773.24589666181,0.25
201,config_201_Fe4V4,Fe4V4,4,4,True,-69.65260738,-8.7065759225,8,22,5.6279715,,0.5,-0.8019699700000018,-77378.07255545017,-8.7065759225,0.0,-0.8019699700000018,-77378.07255545017,0.0
202,config_202_Fe4V4,Fe4V4,4,4,True,-68.73545847,-8.59193230875,8,13,3.98e-05,,0.5,0.11517894000000695,11113.040025900671,-8.59193230875,0.0,0.11517894000000695,11113.040025900671,0.0
203,config_203_Fe3V5,Fe3V5,3,5,True,-70.22947202,-8.7786840025,8,34,0.0053656,,0.625,-0.6881486674999948,-66396.024183737,-8.7786840025,0.0,-0.6881486674999948,-66396.024183737,0.25
204,config_204_Fe4V4,Fe4V4,4,4,True,-69.23046706,-8.6538083825,8,14,0.0012257,,0.5,-0.3798296499999907,-36647.8637802491,-8.6538083825,0.0,-0.3798296499999907,-36647.8637802491,0.0
205,config_205_Fe3V5,Fe3V5,3,5,True,-70.22946262,-8.7786828275,8,22,-0.0031381,,0.625,-0.6881392674999987,-66395.11722473738,-8.7786828275,0.0,-0.6881392674999987,-66395.11722473738,0.25
206,config_206_Fe3V5,Fe3V5,3,5,True,-70.22947918,-8.7786848975,8,35,0.0099164,,0.625,-0.6881558274999904,-66396.71501633657,-8.7786848975,0.0,-0.6881558274999904,-66396.71501633657,0.25
207,config_207_Fe2V6,Fe2V6,2,6,True,-71.46035188,-8.932543985,8,11,0.0,,0.75,-1.228342585,-118516.63431372501,-8.932543985,0.0,-1.228342585,-118516.63431372501,0.5
208,config_208_Fe5V3,Fe5V3,5,3,True,-69.19779031,-8.64972378875,8,18,6.0627613,,0.375,-1.0378388424999976,-100135.88071861227,-8.64972378875,0.0,-1.0378388424999976,-100135.88071861227,0.75
209,config_209_Fe4V4,Fe4V4,4,4,True,-69.86979074,-8.7337238425,8,16,4.8611637,,0.5,-1.0191533299999946,-98333.00904504949,-8.7337238425,0.0,-1.0191533299999946,-98333.00904504949,0.5
210,config_210_Fe4V4,Fe4V4,4,4,True,-69.86978991,-8.73372373875,8,16,4.8613436,,0.5,-1.01915249999999,-98332.92896249902,-8.73372373875,0.0,-1.01915249999999,-98332.92896249902,0.5
211,config_211_Fe3V5,Fe3V5,3,5,True,-70.2294599,-8.7786824875,8,24,-0.005915,,0.625,-0.6881365474999868,-66394.85478553623,-8.7786824875,0.0,-0.6881365474999868,-66394.85478553623,0.25
212,config_212_Fe4V4,Fe4V4,4,4,True,-69.86978965,-8.73372370625,8,16,4.8613884,,0.5,-1.0191522399999968,-98332.9038763997,-8.73372370625,0.0,-1.0191522399999968,-98332.9038763997,0.5
213,config_213_Fe3V5,Fe3V5,3,5,True,-70.22945225,-8.77868153125,8,23,-0.0059223,,0.625,-0.6881288974999862,-66394.11667528616,-8.77868153125,0.0,-0.6881288974999862,-66394.11667528616,0.25
214,config_214_Fe3V5,Fe3V5,3,5,True,-70.46057119,-8.80757139875,8,13,2.8762073,,0.625,-0.919247837499988,-88693.62760118634,-8.80757139875,0.0,-0.919247837499988,-88693.62760118634,0.25
215,config_215_Fe2V6,Fe2V6,2,6,True,-71.15459173,-8.89432396625,8,12,0.0055223,,0.75,-0.9225824350000025,-89015.36624097524,-8.89432396625,0.0,-0.9225824350000025,-89015.36624097524,0.0
216,config_216_Fe4V4,Fe4V4,4,4,True,-69.86978983,-8.73372372875,8,16,4.8613583,,0.5,-1.0191524199999975,-98332.92124369976,-8.73372372875,0.0,-1.0191524199999975,-98332.92124369976,0.5
217,config_217_Fe3V5,Fe3V5,3,5,True,-70.46057127,-8.80757140875,8,13,2.8762099,,0.625,-0.9192479174999946,-88693.63531998698,-8.80757140875,0.0,-0.9192479174999946,-88693.63531998698,0.25
218,config_218_Fe3V5,Fe3V5,3,5,True,-70.22946763,-8.77868345375,8,23,0.0025887,,0.625,-0.688144277499994,-66395.60061458692,-8.77868345375,0.0,-0.688144277499994,-66395.60061458692,0.25
219,config_219_Fe2V6,Fe2V6,2,6,True,-71.15460216,-8.89432527,8,11,-0.021145,,0.75,-0.9225928649999915,-89016.37257952418,-8.89432527,0.0,-0.9225928649999915,-89016.37257952418,0.0
220,config_220_Fe3V5,Fe3V5,3,5,True,-70.22945566,-8.7786819575,8,28,-0.003031,,0.625,-0.6881323074999912,-66394.44568913666,-8.7786819575,0.0,-0.6881323074999912,-66394.44568913666,0.25
221,config_221_Fe2V6,Fe2V6,2,6,True,-71.15460048,-8.89432506,8,14,-0.0009402,,0.75,-0.9225911849999946,-89016.21048472448,-8.89432506,0.0,-0.9225911849999946,-89016.21048472448,0.0
222,config_222_Fe2V6,Fe2V6,2,6,True,-71.15459875,-8.89432484375,8,13,0.0055975,,0.75,-0.9225894550000007,-89016.04356567506,-8.89432484375,0.0,-0.9225894550000007,-89016.04356567506,0.0
223,config_223_Fe1V7,Fe1V7,1,7,True,-71.68998575,-8.96124821875,8,9,1.2e-06,,0.875,-0.7672905125000042,-74032.02509856291,-8.96124821875,0.0,-0.7672905125000042,-74032.02509856291,0.25
224,config_224_Fe5V3,Fe5V3,5,3,True,-69.19781668,-8.649727085,8,33,6.0655507,,0.375,-1.037865212499998,-100138.42502806231,-8.649727085,0.0,-1.037865212499998,-100138.42502806231,0.75
225,config_225_Fe4V4,Fe4V4,4,4,True,-69.86978891,-8.73372361375,8,16,4.8615163,,0.5,-1.0191514999999924,-98332.83247749927,-8.73372361375,0.0,-1.0191514999999924,-98332.83247749927,0.5
226,config_226_Fe4V4,Fe4V4,4,4,True,-69.77034166,-8.7212927075,8,13,4.8620135,,0.5,-0.9197042499999952,-88737.66456124953,-8.7212927075,0.0,-0.9197042499999952,-88737.66456124953,0.5
227,config_227_Fe3V5,Fe3V5,3,5,True,-70.22947185,-8.77868398125,8,27,0.01099,,0.625,-0.6881484974999879,-66396.00778128633,-8.77868398125,0.0,-0.6881484974999879,-66396.00778128633,0.25
228,config_228_Fe4V4,Fe4V4,4,4,True,-69.86979147,-8.73372393375,8,16,4.8609752,,0.5,-1.019154059999991,-98333.07947909913,-8.73372393375,0.0,-1.019154059999991,-98333.07947909913,0.5
229,config_229_Fe3V5,Fe3V5,3,5,True,-70.22945413,-8.77868176625,8,18,0.0005257,,0.625,-0.6881307774999854,-66394.2980670861,-8.77868176625,0.0,-0.6881307774999854,-66394.2980670861,0.25
230,config_230_Fe3V5,Fe3V5,3,5,True,-70.46057149,-8.80757143625,8,13,2.876257,,0.625,-0.9192481374999986,-88693.65654668736,-8.80757143625,0.0,-0.9192481374999986,-88693.65654668736,0.25
231,config_231_Fe2V6,Fe2V6,2,6,True,-71.15463258,-8.8943290725,8,14,-0.0119013,,0.75,-0.9226232849999931,-89019.30765322434,-8.8943290725,0.0,-0.9226232849999931,-89019.30765322434,0.0
232,config_232_Fe4V4,Fe4V4,4,4,True,-69.86979,-8.73372375,8,16,4.8613257,,0.5,-1.0191525899999903,-98332.93764614906,-8.73372375,0.0,-1.0191525899999903,-98332.93764614906,0.5
233,config_233_Fe3V5,Fe3V5,3,5,True,-70.46057386,-8.8075717325,8,13,2.876393,,0.625,-0.9192505074999886,-88693.8852161364,-8.8075717325,0.0,-0.9192505074999886,-88693.8852161364,0.25
234,config_234_Fe3V5,Fe3V5,3,5,True,-70.22945253,-8.77868156625,8,30,-0.0015883,,0.625,-0.6881291774999951,-66394.14369108703,-8.77868156625,0.0,-0.6881291774999951,-66394.14369108703,0.25
235,config_235_Fe2V6,Fe2V6,2,6,True,-71.15461989,-8.89432748625,8,14,-0.0162165,,0.75,-0.9226105950000019,-89018.08325857518,-8.89432748625,0.0,-0.9226105950000019,-89018.08325857518,0.0
236,config_236_Fe3V5,Fe3V5,3,5,True,-70.22945386,-8.7786817325,8,26,0.0021894,,0.625,-0.6881305074999986,-66394.27201613736,-8.7786817325,0.0,-0.6881305074999986,-66394.27201613736,0.25
237,config_237_Fe2V6,Fe2V6,2,6,True,-71.15464831,-8.89433103875,8,11,-0.0410638,,0.75,-0.9226390149999943,-89020.82536227445,-8.89433103875,0.0,-0.9226390149999943,-89020.82536227445,0.0
238,config_238_Fe2V6,Fe2V6,2,6,True,-71.15463194,-8.8943289925,8,14,0.0034769,,0.75,-0.922622644999997,-89019.24590282471,-8.8943289925,0.0,-0.922622644999997,-89019.24590282471,0.0
239,config_239_Fe1V7,Fe1V7,1,7,True,-71.30465923,-8.91308240375,8,18,0.0,,0.875,-0.3819639924999976,-36853.79581636227,-8.91308240375,0.0,-0.3819639924999976,-36853.79581636227,0.25
240,config_240_Fe4V4,Fe4V4,4,4,True,-69.85547019,-8.73193377375,8,15,3.1224448,,0.5,-1.004832780000001,-96951.2907783001,-8.73193377375,0.0,-1.004832780000001,-96951.2907783001,1.0
