config_index,config_name,composition,n_fe,n_v,converged,total_energy,energy_per_atom,n_atoms,n_iterations,total_magnetization,config_idx_int,n_v_int,x_v,E_vegard,energy_corrected,correction_applied,formation_energy_eV,formation_energy_Jmol
127,config_127_Fe1V7,Fe1V7,1.0,7.0,1.0,-71.30464501,-8.91308062625,8.0,15.0,1.1e-06,127,7,0.875,-8.87715,-8.91308062625,0.0,-0.287445009999999,-27734.131789849904
128,config_128_Fe7V1,Fe7V1,7.0,1.0,0.0,-52.6070312,-6.5758789,8.0,14.0,-0.0043147,128,1,0.125,-8.360850000000001,-8.3589027909375,-1.7830238909375007,0.015577672500000972,1503.0117311625938
129,config_129_Fe6V2,Fe6V2,6.0,2.0,1.0,-67.80070572,-8.475088215,8.0,20.0,-10.8144136,129,2,0.25,-8.446900000000001,-8.475088215,0.0,-0.2255057199999868,-21757.91939419873
130,config_130_Fe6V2,Fe6V2,6.0,2.0,1.0,-67.80045624,-8.47505703,8.0,25.0,-10.8129424,130,2,0.25,-8.446900000000001,-8.47505703,0.0,-0.2252562399999931,-21733.848316399337
131,config_131_Fe5V3,Fe5V3,5.0,3.0,1.0,-67.39574317,-8.42446789625,8.0,63.0,-0.0050413,131,3,0.375,-8.53295,-8.42446789625,0.0,0.8678568300000009,83735.16624255008
132,config_132_Fe6V2,Fe6V2,6.0,2.0,1.0,-66.31285616,-8.28910702,8.0,20.0,3.243956,132,2,0.25,-8.446900000000001,-8.28910702,0.0,1.262343840000014,121797.24540240134
133,config_133_Fe5V3,Fe5V3,5.0,3.0,0.0,-67.42340807,-8.42792600875,8.0,49.0,-0.1014607,133,3,0.375,-8.53295,-8.943074509788405,-0.5151485010384054,-3.2809960783072327,-316566.90661547333
134,config_134_Fe5V3,Fe5V3,5.0,3.0,1.0,-67.45421884,-8.431777355,8.0,20.0,-0.0018704,134,3,0.375,-8.53295,-8.431777355,0.0,0.809381160000008,78093.14122260078
135,config_135_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.86119469,-8.60764933625,8.0,28.0,0.4765545,135,4,0.5,-8.619,-8.60764933625,0.0,0.09080531000000036,8761.350335350035
136,config_136_Fe6V2,Fe6V2,6.0,2.0,1.0,-66.78904086,-8.3486301075,8.0,35.0,-4.0946373,136,2,0.25,-8.446900000000001,-8.3486301075,0.0,0.7861591400000094,75852.56462290091
137,config_137_Fe5V3,Fe5V3,5.0,3.0,1.0,-67.45421357,-8.43177669625,8.0,16.0,0.0020212,137,3,0.375,-8.53295,-8.43177669625,0.0,0.8093864300000106,78093.64969855103
138,config_138_Fe5V3,Fe5V3,5.0,3.0,1.0,-67.47069354,-8.4338366925,8.0,60.0,-0.0106882,138,3,0.375,-8.53295,-8.4338366925,0.0,0.7929064600000046,76503.57979310045
139,config_139_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.90894349,-8.61361793625,8.0,32.0,-0.169186,139,4,0.5,-8.619,-8.61361793625,0.0,0.043056510000006654,4154.307367350642
140,config_140_Fe5V3,Fe5V3,5.0,3.0,0.0,-67.41976913,-8.42747114125,8.0,100.0,0.0835486,140,3,0.375,-8.53295,-8.942619642288406,-0.5151485010384054,-3.277357138307245,-316215.8034895745
141,config_141_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.85915318,-8.6073941475,8.0,33.0,0.0584994,141,4,0.5,-8.619,-8.6073941475,0.0,0.09284681999999833,8958.32542769984
142,config_142_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.85899457,-8.60737432125,8.0,40.0,0.0180382,142,4,0.5,-8.619,-8.60737432125,0.0,0.09300543000001227,8973.628913551183
143,config_143_Fe3V5,Fe3V5,3.0,5.0,1.0,-70.40090677,-8.80011334625,8.0,24.0,0.4096717,143,5,0.625,-8.70505,-8.80011334625,0.0,-0.7605067699999992,-73377.49570344992
144,config_144_Fe6V2,Fe6V2,6.0,2.0,0.0,-52.99296059,-6.62412007375,8.0,16.0,-0.0030672,144,2,0.25,-8.446900000000001,-7.597772780307015,-0.9736527065570151,6.793017757543886,655424.3183366219
145,config_145_Fe5V3,Fe5V3,5.0,3.0,1.0,-67.45421496,-8.43177687,8.0,22.0,0.0034913,145,3,0.375,-8.53295,-8.43177687,0.0,0.8093850400000022,78093.51558440021
146,config_146_Fe5V3,Fe5V3,5.0,3.0,1.0,-67.45421595,-8.43177699375,8.0,15.0,-0.00055,146,3,0.375,-8.53295,-8.43177699375,0.0,0.8093840499999985,78093.42006424985
147,config_147_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.52533448,-8.56566681,8.0,25.0,-0.0136169,147,4,0.5,-8.619,-8.56566681,0.0,0.42666552000000735,41166.82269720071
148,config_148_Fe5V3,Fe5V3,5.0,3.0,1.0,-68.6539107,-8.5817388375,8.0,30.0,-7.9803355,148,3,0.375,-8.53295,-8.5817388375,0.0,-0.39031069999999346,-37659.12788949937
149,config_149_Fe4V4,Fe4V4,4.0,4.0,0.0,-68.5270512,-8.5658814,8.0,33.0,-0.2464098,149,4,0.5,-8.619,-9.514643424831178,-0.9487620248311774,-7.165147398649417,-691329.2467586889
150,config_150_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.77873199,-8.59734149875,8.0,16.0,0.0067934,150,4,0.5,-8.619,-8.59734149875,0.0,0.17326801000000813,16717.763944850783
151,config_151_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.85364149,-8.73170518625,8.0,17.0,0.0006461,151,5,0.625,-8.70505,-8.73170518625,0.0,-0.21324148999999437,-20574.605162649455
152,config_152_Fe5V3,Fe5V3,5.0,3.0,1.0,-67.45421417,-8.43177677125,8.0,15.0,0.0005015,152,3,0.375,-8.53295,-8.43177677125,0.0,0.8093858300000036,78093.59180755036
153,config_153_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.77874431,-8.59734303875,8.0,11.0,-0.0002713,153,4,0.5,-8.619,-8.59734303875,0.0,0.17325569000001195,16716.575249651152
154,config_154_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.52532549,-8.56566568625,8.0,27.0,-7.7e-05,154,4,0.5,-8.619,-8.56566568625,0.0,0.4266745100000051,41167.690097350496
155,config_155_Fe3V5,Fe3V5,3.0,5.0,0.0,-50.13717386,-6.2671467325,8.0,20.0,-1.54e-05,155,5,0.625,-8.70505,-8.25564343085326,-1.9884966983532602,3.5952525531739283,346887.94259298645
156,config_156_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.52530802,-8.5656635025,8.0,15.0,0.0048666,156,4,0.5,-8.619,-8.5656635025,0.0,0.4266919800000082,41169.37569030079
157,config_157_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.8536156,-8.73170195,8.0,19.0,0.0013156,157,5,0.625,-8.70505,-8.73170195,0.0,-0.21321559999999096,-20572.10716599913
158,config_158_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.85362654,-8.7317033175,8.0,31.0,-0.0004834,158,5,0.625,-8.70505,-8.7317033175,0.0,-0.21322653999998664,-20573.162711898713
159,config_159_Fe2V6,Fe2V6,2.0,6.0,0.0,-48.99402196,-6.124252745,8.0,20.0,3e-07,159,6,0.75,-8.7911,-8.877977731869567,-2.7537249868695675,-0.6950218549565363,-67059.18367548141
160,config_160_Fe6V2,Fe6V2,6.0,2.0,0.0,-52.39404224,-6.54925528,8.0,20.0,5.9424058,160,2,0.25,-8.446900000000001,-7.522907986557015,-0.9736527065570151,7.391936107543891,713210.9553363724
161,config_161_Fe5V3,Fe5V3,5.0,3.0,1.0,-67.47072613,-8.43384076625,8.0,59.0,0.0092826,161,3,0.375,-8.53295,-8.43384076625,0.0,0.7928738700000011,76500.43534695011
162,config_162_Fe5V3,Fe5V3,5.0,3.0,1.0,-67.47071876,-8.433839845,8.0,75.0,0.0206793,162,3,0.375,-8.53295,-8.433839845,0.0,0.7928812400000069,76501.14644140066
163,config_163_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.37770012,-8.547212515,8.0,31.0,-0.0002905,163,4,0.5,-8.619,-8.547212515,0.0,0.5742998800000052,55411.323921800504
164,config_164_Fe5V3,Fe5V3,5.0,3.0,1.0,-67.47074094,-8.4338426175,8.0,98.0,-0.013292,164,3,0.375,-8.53295,-8.4338426175,0.0,0.792859060000005,76499.00640410048
165,config_165_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.89260685,-8.61157585625,8.0,19.0,-0.0033193,165,4,0.5,-8.619,-8.61157585625,0.0,0.05939314999999823,5730.548077749829
166,config_166_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.52531662,-8.5656645775,8.0,27.0,0.0048438,166,4,0.5,-8.619,-8.5656645775,0.0,0.42668338000000716,41168.54591930069
167,config_167_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.87894373,-8.73486796625,8.0,32.0,0.0057605,167,5,0.625,-8.70505,-8.73486796625,0.0,-0.2385437299999964,-23015.891789049652
168,config_168_Fe5V3,Fe5V3,5.0,3.0,0.0,-67.54822058,-8.4435275725,8.0,83.0,-0.4884489,168,3,0.375,-8.53295,-8.958676073538406,-0.5151485010384054,-3.405808588307245,-328609.44164282456
169,config_169_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.52531584,-8.56566448,8.0,21.0,-0.0042074,169,4,0.5,-8.619,-8.56566448,0.0,0.42668416000000065,41168.621177600064
170,config_170_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.89260736,-8.61157592,8.0,15.0,-0.0020764,170,4,0.5,-8.619,-8.61157592,0.0,0.05939264000000577,5730.498870400556
171,config_171_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.87893605,-8.73486700625,8.0,18.0,0.0003897,171,5,0.625,-8.70505,-8.73486700625,0.0,-0.23853604999998623,-23015.15078424867
172,config_172_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.37769736,-8.54721217,8.0,30.0,-0.0018286,172,4,0.5,-8.619,-8.54721217,0.0,0.5743026400000062,55411.5902204006
173,config_173_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.87895362,-8.7348692025,8.0,31.0,0.0053983,173,5,0.625,-8.70505,-8.7348692025,0.0,-0.23855361999999758,-23016.846025699768
174,config_174_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.87891146,-8.7348639325,8.0,31.0,0.0005658,174,5,0.625,-8.70505,-8.7348639325,0.0,-0.2385114599999909,-23012.778218099123
175,config_175_Fe2V6,Fe2V6,2.0,6.0,1.0,-71.09595799,-8.88699474875,8.0,13.0,1e-06,175,6,0.75,-8.7911,-8.88699474875,0.0,-0.7671579900000012,-74019.23866515011
176,config_176_Fe5V3,Fe5V3,5.0,3.0,0.0,-51.93339902,-6.4916748775,8.0,20.0,-0.0006378,176,3,0.375,-8.53295,-7.006823378538406,-0.5151485010384054,12.209012971692758,1177986.6165737757
177,config_177_Fe4V4,Fe4V4,4.0,4.0,0.0,-68.86109168,-8.60763646,8.0,54.0,0.4827775,177,4,0.5,-8.619,-9.556398484831178,-0.9487620248311774,-7.4991878786494155,-723559.1424714888
178,config_178_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.85909632,-8.60738704,8.0,39.0,0.0590772,178,4,0.5,-8.619,-8.60738704,0.0,0.09290367999999916,8963.811564799918
179,config_179_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.8789467,-8.7348683375,8.0,20.0,-0.0049809,179,5,0.625,-8.70505,-8.7348683375,0.0,-0.23854669999999345,-23016.17834949937
180,config_180_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.85907124,-8.607383905,8.0,30.0,-0.0514067,180,4,0.5,-8.619,-8.607383905,0.0,0.0929287599999995,8966.231408599951
181,config_181_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.87894649,-8.73486831125,8.0,29.0,-0.0007258,181,5,0.625,-8.70505,-8.73486831125,0.0,-0.2385464899999974,-23016.158087649746
182,config_182_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.85363319,-8.73170414875,8.0,35.0,0.0020851,182,5,0.625,-8.70505,-8.73170414875,0.0,-0.21323318999998975,-20573.80433714901
183,config_183_Fe2V6,Fe2V6,2.0,6.0,1.0,-70.79052803,-8.84881600375,8.0,18.0,-0.0973705,183,6,0.75,-8.7911,-8.84881600375,0.0,-0.4617280300000033,-44549.82897455032
184,config_184_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.86115547,-8.60764443375,8.0,34.0,-0.4727706,184,4,0.5,-8.619,-8.60764443375,0.0,0.09084453000000536,8765.134477050518
185,config_185_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.8536082,-8.731701025,8.0,41.0,-0.000129,185,5,0.625,-8.70505,-8.731701025,0.0,-0.21320819999998974,-20571.393176999012
186,config_186_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.87894747,-8.73486843375,8.0,26.0,0.0021704,186,5,0.625,-8.70505,-8.73486843375,0.0,-0.2385474699999932,-23016.252642949345
187,config_187_Fe2V6,Fe2V6,2.0,6.0,1.0,-70.7903374,-8.848792175,8.0,17.0,0.0057164,187,6,0.75,-8.7911,-8.848792175,0.0,-0.46153739999999743,-44531.43603899975
188,config_188_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.87893571,-8.73486696375,8.0,18.0,0.0016012,188,5,0.625,-8.70505,-8.73486696375,0.0,-0.23853570999998652,-23015.1179793487
189,config_189_Fe2V6,Fe2V6,2.0,6.0,1.0,-70.79033618,-8.8487920225,8.0,18.0,0.0012906,189,6,0.75,-8.7911,-8.8487920225,0.0,-0.46153617999999597,-44531.31832729961
190,config_190_Fe2V6,Fe2V6,2.0,6.0,1.0,-70.79031484,-8.848789355,8.0,22.0,-0.0020788,190,6,0.75,-8.7911,-8.848789355,0.0,-0.46151483999999243,-44529.25933739927
191,config_191_Fe1V7,Fe1V7,1.0,7.0,1.0,-71.30465112,-8.91308139,8.0,11.0,-3e-07,191,7,0.875,-8.87715,-8.91308139,0.0,-0.28745112000000006,-27734.721313200007
192,config_192_Fe6V2,Fe6V2,6.0,2.0,0.0,-67.69969502,-8.4624618775,8.0,31.0,-10.3996794,192,2,0.25,-8.446900000000001,-9.436114584057014,-0.9736527065570151,-7.913716672456104,-763554.9531419273
193,config_193_Fe5V3,Fe5V3,5.0,3.0,1.0,-67.39574492,-8.424468115,8.0,47.0,0.0006662,193,3,0.375,-8.53295,-8.424468115,0.0,0.8678550800000053,83734.99739380051
194,config_194_Fe5V3,Fe5V3,5.0,3.0,1.0,-67.47070524,-8.433838155,8.0,74.0,-0.0167624,194,3,0.375,-8.53295,-8.433838155,0.0,0.7928947600000029,76502.45091860028
195,config_195_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.89260817,-8.61157602125,8.0,24.0,-0.0071432,195,4,0.5,-8.619,-8.61157602125,0.0,0.0593918300000027,5730.420717550261
196,config_196_Fe5V3,Fe5V3,5.0,3.0,1.0,-67.47072172,-8.433840215,8.0,63.0,0.0175566,196,3,0.375,-8.53295,-8.433840215,0.0,0.7928782800000036,76500.86084580034
197,config_197_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.37769959,-8.54721244875,8.0,15.0,-0.0030277,197,4,0.5,-8.619,-8.54721244875,0.0,0.5743004099999993,55411.37505884993
198,config_198_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.52530248,-8.56566281,8.0,28.0,-0.0017021,198,4,0.5,-8.619,-8.56566281,0.0,0.4266975200000118,41169.91021720114
199,config_199_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.87893305,-8.73486663125,8.0,23.0,-0.0048689,199,5,0.625,-8.70505,-8.73486663125,0.0,-0.2385330499999938,-23014.8613292494
200,config_200_Fe5V3,Fe5V3,5.0,3.0,1.0,-67.47069585,-8.43383698125,8.0,55.0,-0.0178539,200,3,0.375,-8.53295,-8.43383698125,0.0,0.7929041500000054,76503.35691275052
201,config_201_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.52530163,-8.56566270375,8.0,34.0,-0.0004645,201,4,0.5,-8.619,-8.56566270375,0.0,0.426698370000004,41169.992229450385
202,config_202_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.37769292,-8.547211615,8.0,15.0,0.0050492,202,4,0.5,-8.619,-8.547211615,0.0,0.5743070800000041,55412.01861380039
203,config_203_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.87891979,-8.73486497375,8.0,30.0,-0.0030935,203,5,0.625,-8.70505,-8.73486497375,0.0,-0.2385197899999909,-23013.581938149124
204,config_204_Fe4V4,Fe4V4,4.0,4.0,0.0,-68.89196733,-8.61149591625,8.0,30.0,0.0005571,204,4,0.5,-8.619,-9.560257941081177,-0.9487620248311774,-7.530063528649414,-726538.1795617387
205,config_205_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.87894651,-8.73486831375,8.0,36.0,0.0022925,205,5,0.625,-8.70505,-8.73486831375,0.0,-0.23854650999999905,-23016.160017349906
206,config_206_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.87895442,-8.7348693025,8.0,30.0,0.003551,206,5,0.625,-8.70505,-8.7348693025,0.0,-0.23855441999999272,-23016.923213699298
207,config_207_Fe2V6,Fe2V6,2.0,6.0,1.0,-71.09595784,-8.88699473,8.0,19.0,4e-07,207,6,0.75,-8.7911,-8.88699473,0.0,-0.7671578399999959,-74019.2241923996
208,config_208_Fe5V3,Fe5V3,5.0,3.0,1.0,-67.65347342,-8.4566841775,8.0,25.0,0.0074804,208,3,0.375,-8.53295,-8.4566841775,0.0,0.6101265800000064,58868.06307130062
209,config_209_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.86122595,-8.60765324375,8.0,37.0,0.4802864,209,4,0.5,-8.619,-8.60765324375,0.0,0.09077405000000027,8758.334214250026
210,config_210_Fe4V4,Fe4V4,4.0,4.0,0.0,-51.14362852,-6.392953565,8.0,11.0,-2.2e-06,210,4,0.5,-8.619,-7.3417155898311774,-0.9487620248311774,10.218275281350586,985910.2905211112
211,config_211_Fe3V5,Fe3V5,3.0,5.0,0.0,-49.82227834,-6.2277847925,8.0,20.0,-1.8e-06,211,5,0.625,-8.70505,-8.216281490853259,-1.9884966983532602,3.9101480731739358,377270.6368401872
212,config_212_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.85903757,-8.60737969625,8.0,34.0,-0.0205714,212,4,0.5,-8.619,-8.60737969625,0.0,0.09296243000000715,8969.48005855069
213,config_213_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.878941,-8.734867625,8.0,36.0,0.0025019,213,5,0.625,-8.70505,-8.734867625,0.0,-0.2385409999999908,-23015.628384999112
214,config_214_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.85362364,-8.731702955,8.0,23.0,9.58e-05,214,5,0.625,-8.70505,-8.731702955,0.0,-0.21322363999998828,-20572.88290539887
215,config_215_Fe2V6,Fe2V6,2.0,6.0,1.0,-70.79033664,-8.84879208,8.0,17.0,0.0003237,215,6,0.75,-8.7911,-8.84879208,0.0,-0.4615366400000056,-44531.36271040054
216,config_216_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.85910821,-8.60738852625,8.0,45.0,-0.0844369,216,4,0.5,-8.619,-8.60738852625,0.0,0.09289179000000303,8962.664358150292
217,config_217_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.85364243,-8.73170530375,8.0,28.0,0.0105527,217,5,0.625,-8.70505,-8.73170530375,0.0,-0.21324242999998688,-20574.695858548734
218,config_218_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.87892306,-8.7348653825,8.0,19.0,0.0005376,218,5,0.625,-8.70505,-8.7348653825,0.0,-0.23852305999999857,-23013.89744409986
219,config_219_Fe2V6,Fe2V6,2.0,6.0,1.0,-70.79034263,-8.84879282875,8.0,16.0,-0.0150016,219,6,0.75,-8.7911,-8.84879282875,0.0,-0.46154262999999673,-44531.94065554968
220,config_220_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.87893651,-8.73486706375,8.0,34.0,-0.0061017,220,5,0.625,-8.70505,-8.73486706375,0.0,-0.23853650999999587,-23015.1951673496
221,config_221_Fe2V6,Fe2V6,2.0,6.0,1.0,-70.79035055,-8.84879381875,8.0,18.0,0.0161158,221,6,0.75,-8.7911,-8.84879381875,0.0,-0.46155054999999834,-44532.70481674984
222,config_222_Fe2V6,Fe2V6,2.0,6.0,1.0,-70.79032881,-8.84879110125,8.0,16.0,-0.0033181,222,6,0.75,-8.7911,-8.84879110125,0.0,-0.46152881000000434,-44530.607232850416
223,config_223_Fe1V7,Fe1V7,1.0,7.0,1.0,-71.30465021,-8.91308127625,8.0,11.0,-1e-07,223,7,0.875,-8.87715,-8.91308127625,0.0,-0.2874502100000029,-27734.633511850283
224,config_224_Fe5V3,Fe5V3,5.0,3.0,0.0,-51.93428236,-6.491785295,8.0,20.0,-0.0005191,224,3,0.375,-8.53295,-7.006933796038405,-0.5151485010384054,12.208129631692763,1177901.3875138762
225,config_225_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.86120598,-8.6076507475,8.0,28.0,0.4834996,225,4,0.5,-8.619,-8.6076507475,0.0,0.09079402000001124,8760.261019701085
226,config_226_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.85914517,-8.60739314625,8.0,62.0,-0.0727677,226,4,0.5,-8.619,-8.60739314625,0.0,0.09285483000000028,8959.098272550027
227,config_227_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.87895682,-8.7348696025,8.0,39.0,0.008741,227,5,0.625,-8.70505,-8.7348696025,0.0,-0.23855681999999234,-23017.154777699263
228,config_228_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.859092,-8.6073865,8.0,55.0,-0.0863602,228,4,0.5,-8.619,-8.6073865,0.0,0.09290800000000132,8964.228380000128
229,config_229_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.87893533,-8.73486691625,8.0,31.0,-0.0053725,229,5,0.625,-8.70505,-8.73486691625,0.0,-0.23853532999999771,-23015.081315049778
230,config_230_Fe3V5,Fe3V5,3.0,5.0,0.0,-69.85076277,-8.73134534625,8.0,30.0,0.0007441,230,5,0.625,-8.70505,-10.719842044603261,-1.9884966983532602,-16.118336356826084,-1555177.6833883647
231,config_231_Fe2V6,Fe2V6,2.0,6.0,1.0,-70.79032882,-8.8487911025,8.0,19.0,-0.0002809,231,6,0.75,-8.7911,-8.8487911025,0.0,-0.46152881999999806,-44530.60819769981
232,config_232_Fe4V4,Fe4V4,4.0,4.0,1.0,-68.85915979,-8.60739497375,8.0,49.0,-0.065855,232,4,0.5,-8.619,-8.60739497375,0.0,0.09284020999999854,8957.687661849859
233,config_233_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.85362622,-8.7317032775,8.0,31.0,0.0008212,233,5,0.625,-8.70505,-8.7317032775,0.0,-0.2132262199999886,-20573.1318366989
234,config_234_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.8789491,-8.7348686375,8.0,21.0,0.0023016,234,5,0.625,-8.70505,-8.7348686375,0.0,-0.23854909999999308,-23016.40991349933
235,config_235_Fe2V6,Fe2V6,2.0,6.0,1.0,-70.79034447,-8.84879305875,8.0,22.0,-0.0084463,235,6,0.75,-8.7911,-8.84879305875,0.0,-0.46154446999999266,-44532.118187949294
236,config_236_Fe3V5,Fe3V5,3.0,5.0,1.0,-69.87894299,-8.73486787375,8.0,20.0,0.0009881,236,5,0.625,-8.70505,-8.73486787375,0.0,-0.23854298999999202,-23015.82039014923
237,config_237_Fe2V6,Fe2V6,2.0,6.0,1.0,-70.79033803,-8.84879225375,8.0,16.0,0.0080329,237,6,0.75,-8.7911,-8.84879225375,0.0,-0.4615380299999998,-44531.496824549984
238,config_238_Fe2V6,Fe2V6,2.0,6.0,1.0,-70.79034469,-8.84879308625,8.0,17.0,0.0232416,238,6,0.75,-8.7911,-8.84879308625,0.0,-0.46154468999999665,-44532.139414649675
239,config_239_Fe1V7,Fe1V7,1.0,7.0,1.0,-71.30464927,-8.91308115875,8.0,11.0,-5e-07,239,7,0.875,-8.87715,-8.91308115875,0.0,-0.2874492699999962,-27734.542815949633
240,config_240_Fe4V4,Fe4V4,4.0,4.0,0.0,-51.2327788,-6.40409735,8.0,20.0,-0.0240083,240,4,0.5,-8.619,-7.352859374831177,-0.9487620248311774,10.129125001350587,977308.6257553115
241,config_241_Fe3V5,Fe3V5,3.0,5.0,1.0,-70.39002495,-8.79875311875,8.0,24.0,2.4e-06,241,5,0.625,-8.70505,-8.79875311875,0.0,-0.7496249499999905,-72327.56330074908
242,config_242_Fe3V5,Fe3V5,3.0,5.0,1.0,-70.3900264,-8.7987533,8.0,19.0,-0.0008178,242,5,0.625,-8.70505,-8.7987533,0.0,-0.7496263999999897,-72327.703203999
243,config_243_Fe2V6,Fe2V6,2.0,6.0,1.0,-71.09596282,-8.8869953525,8.0,21.0,0.0,243,6,0.75,-8.7911,-8.8869953525,0.0,-0.7671628199999958,-74019.70468769959
244,config_244_Fe3V5,Fe3V5,3.0,5.0,1.0,-70.39002882,-8.7987536025,8.0,17.0,0.0065895,244,5,0.625,-8.70505,-8.7987536025,0.0,-0.749628819999991,-72327.93669769913
245,config_245_Fe2V6,Fe2V6,2.0,6.0,1.0,-71.09595798,-8.8869947475,8.0,18.0,-5e-07,245,6,0.75,-8.7911,-8.8869947475,0.0,-0.7671579799999932,-74019.23770029935
246,config_246_Fe2V6,Fe2V6,2.0,6.0,0.0,-48.99402214,-6.1242527675,8.0,20.0,3.2e-06,246,6,0.75,-8.7911,-8.877977754369567,-2.7537249868695675,-0.695022034956537,-67059.20104278148
247,config_247_Fe1V7,Fe1V7,1.0,7.0,1.0,-71.30464813,-8.91308101625,8.0,11.0,4e-07,247,7,0.875,-8.87715,-8.91308101625,0.0,-0.28744813000000136,-27734.43282305013
248,config_248_Fe3V5,Fe3V5,3.0,5.0,0.0,-50.3522699,-6.2940337375,8.0,20.0,2e-06,248,5,0.625,-8.70505,-8.28253043585326,-1.9884966983532602,3.3801565131739224,326134.4011735859
249,config_249_Fe2V6,Fe2V6,2.0,6.0,0.0,-48.99402237,-6.12425279625,8.0,20.0,2.7e-06,249,6,0.75,-8.7911,-8.877977783119569,-2.7537249868695675,-0.695022264956549,-67059.22323433263
250,config_250_Fe2V6,Fe2V6,2.0,6.0,1.0,-71.09595781,-8.88699472625,8.0,18.0,-5.6e-06,250,6,0.75,-8.7911,-8.88699472625,0.0,-0.7671578100000005,-74019.22129785005
251,config_251_Fe1V7,Fe1V7,1.0,7.0,1.0,-71.30465073,-8.91308134125,8.0,11.0,3e-07,251,7,0.875,-8.87715,-8.91308134125,0.0,-0.2874507300000033,-27734.68368405032
252,config_252_Fe2V6,Fe2V6,2.0,6.0,1.0,-71.09596218,-8.8869952725,8.0,30.0,-4e-07,252,6,0.75,-8.7911,-8.8869952725,0.0,-0.7671621799999997,-74019.64293729997
253,config_253_Fe1V7,Fe1V7,1.0,7.0,1.0,-71.30464843,-8.91308105375,8.0,11.0,7e-07,253,7,0.875,-8.87715,-8.91308105375,0.0,-0.28744842999999776,-27734.461768549783
254,config_254_Fe1V7,Fe1V7,1.0,7.0,1.0,-71.30464981,-8.91308122625,8.0,11.0,6e-07,254,7,0.875,-8.87715,-8.91308122625,0.0,-0.28744980999999825,-27734.59491784983
255,config_255_Fe0V8,Fe0V8,0.0,8.0,0.0,-43.79244139,-5.47405517375,8.0,15.0,8.5e-06,255,8,1.0,-8.9632,-8.9632,-3.4891448262500004,0.0,0.0
