config_index,config_name,composition,n_fe,n_v,converged,total_energy,energy_per_atom,n_atoms,n_iterations,total_magnetization,magmom_per_atom,energy_per_atom_original,correction_method,formation_energy_per_atom,formation_energy_J_mol
215,config_215_Fe2V6,Fe2V6,2,6,True,-70.79033477,-8.84879184625,8,16,-0.0056848,,-8.84879184625,none,-0.05769184625000001,-44531.18228345001
216,config_216_Fe4V4,Fe4V4,4,4,True,-68.85903832,-8.60737979,8,40,-0.0187568,,-8.60737979,none,0.01162021000000113,8969.407694800871
217,config_217_Fe3V5,Fe3V5,3,5,True,-69.8536333,-8.7317041625,8,39,-0.0007523,,-8.7317041625,none,-0.026654162499998968,-20573.814950499203
218,config_218_Fe3V5,Fe3V5,3,5,True,-69.87894673,-8.73486834125,8,28,-0.0011081,,-8.73486834125,none,-0.029818341249998603,-23016.181244048923
219,config_219_Fe2V6,Fe2V6,2,6,True,-70.79033744,-8.84879218,8,21,-0.0092625,,-8.84879218,none,-0.05769218000000009,-44531.43989840007
220,config_220_Fe3V5,Fe3V5,3,5,True,-69.87895122,-8.7348689025,8,29,0.0025548,,-8.7348689025,none,-0.029818902499999744,-23016.614461699803
221,config_221_Fe2V6,Fe2V6,2,6,True,-70.79033817,-8.84879227125,8,22,0.0091054,,-8.84879227125,none,-0.05769227124999965,-44531.51033244973
222,config_222_Fe2V6,Fe2V6,2,6,True,-70.79034124,-8.848792655,8,22,0.0152278,,-8.848792655,none,-0.057692655000000315,-44531.80654140024
223,config_223_Fe1V7,Fe1V7,1,7,True,-71.30464694,-8.9130808675,8,14,-2e-06,,-8.9130808675,none,-0.03593086749999941,-27734.318005899542
224,config_224_Fe5V3,Fe5V3,5,3,False,-52.04186253,-8.446993350436921,8,20,-3.3419591,,-6.50523281625,converged_mean,0.08595664956307925,66348.21866474961
225,config_225_Fe4V4,Fe4V4,4,4,True,-68.85912185,-8.60739023125,8,47,-0.0570487,,-8.60739023125,none,0.011609768750001415,8961.348302751092
226,config_226_Fe4V4,Fe4V4,4,4,False,-51.14347467,-8.585113828105799,8,20,3.68e-05,,-6.39293433375,converged_mean,0.033886171894201844,26156.05836169652
227,config_227_Fe3V5,Fe3V5,3,5,True,-69.87895381,-8.73486922625,8,21,-4.77e-05,,-8.73486922625,none,-0.029819226249998998,-23016.864357849227
228,config_228_Fe4V4,Fe4V4,4,4,True,-68.86122885,-8.60765360625,8,33,-0.5064535,,-8.60765360625,none,0.011346393750000239,8758.054407750184
229,config_229_Fe3V5,Fe3V5,3,5,True,-69.87893515,-8.73486689375,8,25,0.0010585,,-8.73486689375,none,-0.02981689374999963,-23015.063947749713
230,config_230_Fe3V5,Fe3V5,3,5,True,-69.85362261,-8.73170282625,8,24,0.0029087,,-8.73170282625,none,-0.02665282624999943,-20572.783525849558
231,config_231_Fe2V6,Fe2V6,2,6,True,-70.7903366,-8.848792075,8,19,0.0035419,,-8.848792075,none,-0.05769207500000029,-44531.35885100022
232,config_232_Fe4V4,Fe4V4,4,4,True,-68.86121497,-8.60765187125,8,37,-0.4738429,,-8.60765187125,none,0.011348128749999908,8759.39361954993
233,config_233_Fe3V5,Fe3V5,3,5,False,-69.84949479,-8.760222765172104,8,37,-0.0007716,,-8.73118684875,converged_mean,-0.05517276517210323,-42586.753981043046
234,config_234_Fe3V5,Fe3V5,3,5,True,-69.87894756,-8.734868445,8,19,-0.0029325,,-8.734868445,none,-0.029818444999999194,-23016.26132659938
235,config_235_Fe2V6,Fe2V6,2,6,True,-70.79030788,-8.848788485,8,21,-0.0030507,,-8.848788485,none,-0.0576884849999999,-44528.58780179992
236,config_236_Fe3V5,Fe3V5,3,5,True,-69.87894025,-8.73486753125,8,29,0.0038725,,-8.73486753125,none,-0.029817531249999085,-23015.556021249293
237,config_237_Fe2V6,Fe2V6,2,6,True,-70.79032701,-8.84879087625,8,21,-0.0028133,,-8.84879087625,none,-0.05769087624999969,-44530.433559849764
238,config_238_Fe2V6,Fe2V6,2,6,True,-70.7903437,-8.8487929625,8,19,0.0008529,,-8.8487929625,none,-0.05769296249999911,-44532.043894499315
239,config_239_Fe1V7,Fe1V7,1,7,True,-71.30465923,-8.91308240375,8,18,0.0,,-8.91308240375,none,-0.03593240374999951,-27735.50380654962
240,config_240_Fe4V4,Fe4V4,4,4,False,-51.22692404,-8.566098501590528,8,20,0.0387586,,-6.403365505,converged_mean,0.05290149840947311,40833.60859230411
241,config_241_Fe3V5,Fe3V5,3,5,True,-70.39002689,-8.79875336125,8,18,0.0043304,,-8.79875336125,none,-0.09370336124999934,-72327.75048164949
242,config_242_Fe3V5,Fe3V5,3,5,True,-70.39002432,-8.79875304,8,14,0.0010009,,-8.79875304,none,-0.09370303999999852,-72327.50251519885
243,config_243_Fe2V6,Fe2V6,2,6,True,-71.09596143,-8.88699517875,8,18,4.3e-06,,-8.88699517875,none,-0.0958951787500002,-74019.57057355015
244,config_244_Fe3V5,Fe3V5,3,5,True,-70.39003704,-8.79875463,8,19,-0.0153347,,-8.79875463,none,-0.09370462999999862,-72328.72980439894
245,config_245_Fe2V6,Fe2V6,2,6,True,-71.09595981,-8.88699497625,8,18,-2e-07,,-8.88699497625,none,-0.09589497624999943,-74019.41426784956
246,config_246_Fe2V6,Fe2V6,2,6,False,-48.99402244,-8.883113813282003,8,20,5.5e-06,,-6.124252805,converged_mean,-0.0920138132820032,-71023.62219611263
247,config_247_Fe1V7,Fe1V7,1,7,True,-71.30464145,-8.91308018125,8,19,1e-07,,-8.91308018125,none,-0.03593018125000036,-27733.788303250276
248,config_248_Fe3V5,Fe3V5,3,5,True,-70.39002989,-8.79875373625,8,16,0.0004022,,-8.79875373625,none,-0.09370373624999839,-72328.03993664875
249,config_249_Fe2V6,Fe2V6,2,6,False,-48.99402255,-8.850398681321256,8,14,1.1e-06,,-6.12425281875,converged_mean,-0.059298681321255486,-45771.46613825068
250,config_250_Fe2V6,Fe2V6,2,6,True,-71.0959575,-8.8869946875,8,14,-3e-07,,-8.8869946875,none,-0.09589468749999952,-74019.19138749962
251,config_251_Fe1V7,Fe1V7,1,7,True,-71.30465242,-8.9130815525,8,16,-3e-07,,-8.9130815525,none,-0.03593155249999924,-27734.846743699414
252,config_252_Fe2V6,Fe2V6,2,6,True,-71.09596065,-8.88699508125,8,27,1.5e-06,,-8.88699508125,none,-0.09589508124999924,-74019.49531524941
253,config_253_Fe1V7,Fe1V7,1,7,True,-71.30464174,-8.9130802175,8,13,2e-07,,-8.9130802175,none,-0.03593021749999892,-27733.816283899163
254,config_254_Fe1V7,Fe1V7,1,7,True,-71.30465231,-8.91308153875,8,16,0.0,,-8.91308153875,none,-0.03593153874999899,-27734.836130349224
255,config_255_Fe0V8,Fe0V8,0,8,False,-43.79244009,-8.994407042173673,8,20,6e-06,,-5.47405501125,wang_interpolation,-0.03120704217367276,-24088.09171301453
