structure,n_atoms,formula,volume,volume_per_atom,F_vib_1273K,F_vib_1473K
relax/b2_x0.530_antisiteAl_s0.extxyz,128,Al68Ni60,1560.1930851108184,12.189008477428269,-0.4677913583754281,-0.5931694089597487
