structure,n_atoms,source_mtime,source_size,distance,mesh,model,cache_version,F_vib_1273K,F_vib_1473K
/home/ubuntu/repos/machine-learning/laves_fig6/b2_offstoich/relax/b2_x0.500_perfect.extxyz,128,1786443350.1744225,16158,0.01,4x4x4,medium,1,-0.5121198820279509,-0.6483995230081689
